Date,ARE
2015-01-05,0.012028312998595858
2015-01-06,0.005062127855334442
2015-01-07,0.013577240380406641
2015-01-08,0.01145074666983703
2015-01-09,-0.0028836190760920255
2015-01-12,0.00653384337972529
2015-01-13,0.0032988339683728274
2015-01-14,0.005939716731317102
2015-01-15,0.004323276952884925
2015-01-16,0.015223035920898242
2015-01-20,-0.012099460108207727
2015-01-21,0.004501285748258255
2015-01-22,0.022925751820052742
2015-01-23,0.002445432553955351
2015-01-26,0.017175072234659305
2015-01-27,-0.007993204466946069
2015-01-28,-0.003424158658927645
2015-01-29,0.003739258410638824
2015-01-30,-0.018123405898201272
2015-02-02,-0.005844636446796447
2015-02-03,0.0007220450667395628
2015-02-04,-0.00855505412663693
2015-02-05,0.007276935061000023
2015-02-06,-0.027040547464569853
2015-02-09,0.0008483571415141
2015-02-10,0.004451655758446416
2015-02-11,0.000633083156281522
2015-02-12,0.014341494025466917
2015-02-13,-0.013410860513257683
2015-02-17,-0.002529092586332382
2015-02-18,0.017113797881066706
2015-02-19,-0.015787366244058076
2015-02-20,0.014035572544629726
2015-02-23,0.01363305995535935
2015-02-24,-0.017453458077825168
2015-02-25,0.00459749216336558
2015-02-26,-0.011441582367821224
2015-02-27,0.009153797250222029
2015-03-02,0.015639864379597412
2015-03-03,0.0011289172854853646
2015-03-04,-0.004408986495143985
2015-03-05,0.007621784913019125
2015-03-06,-0.03158580665184807
2015-03-09,0.0068615501804807355
2015-03-10,-0.013104927201815886
2015-03-11,0.00849829493470855
2015-03-12,0.026542801329556998
2015-03-13,-0.007079343456840581
2015-03-16,0.006820211804274168
2015-03-17,0.002668238849624638
2015-03-18,0.01750495769897764
2015-03-19,0.0008045736191972797
2015-03-20,0.02955365664804499
2015-03-23,-0.0047840590260463944
2015-03-24,-0.008241323271973355
2015-03-25,-0.018399265118077324
2015-03-26,-0.01672893416814525
2015-03-27,0.005886670311353148
2015-03-30,0.015297658225463584
2015-03-31,-0.008595153597608096
2015-04-01,-0.012852041626220445
2015-04-02,0.0016533343860432037
2015-04-06,0.007220647062693875
2015-04-07,-0.019356658593286502
2015-04-08,0.0037603010675508752
2015-04-09,-0.019144983687725103
2015-04-10,0.007849780978677723
2015-04-13,-0.006210262205264994
2015-04-14,-0.008896218518468113
2015-04-15,-0.0050225866471160785
2015-04-16,0.0005370173986449789
2015-04-17,-0.003005358950517789
2015-04-20,0.0013994932821068673
2015-04-21,0.008278819626234224
2015-04-22,-0.0025592209693622303
2015-04-23,0.005024503511833478
2015-04-24,0.00265926639652303
2015-04-27,-0.0068957091825734285
2015-04-28,0.003738811897374683
2015-04-29,-0.02032761163514063
2015-04-30,0.003585034564741907
2015-05-01,0.010824398771724697
2015-05-04,-0.0009632124278674548
2015-05-05,-0.025297655716481016
2015-05-06,-0.004619128288862684
2015-05-07,0.016020452702231847
2015-05-08,0.018486098662708006
2015-05-11,-0.023062274594324528
2015-05-12,0.012459510395133266
2015-05-13,-0.013385198867392756
2015-05-14,0.0208970768133534
2015-05-15,0.010717209507398628
2015-05-18,0.0023326729967581006
2015-05-19,0.0
2015-05-20,0.0010571014003311063
2015-05-21,-0.00940452886344112
2015-05-22,-0.0027738837457987886
2015-05-26,-0.0016043293802746605
2015-05-27,0.012321704802000344
2015-05-28,-0.0005291161829248381
2015-05-29,-0.018002559891670322
2015-06-01,0.009381902437060052
2015-06-02,-0.007264763710980393
2015-06-03,-0.015497441890690689
2015-06-04,0.0016399939076838788
2015-06-05,-0.018007333673178083
2015-06-08,0.007112522604829641
2015-06-09,-0.007945152816044132
2015-06-10,0.004338131256562239
2015-06-11,0.017831601519963547
2015-06-12,-0.007508482802866312
2015-06-15,0.0001099247884894794
2015-06-16,0.00668704646219509
2015-06-17,0.009473617653121824
2015-06-18,0.0064723626749125795
2015-06-19,-0.0007498077186238739
2015-06-22,-0.007830384350066666
2015-06-23,-0.009512926451437975
2015-06-24,-0.015608077815339128
2015-06-25,-0.01408153229395892
2015-06-26,0.005899223818280008
2015-06-29,-0.014999660941443782
2015-06-30,0.0013737633434933727
2015-07-01,0.016465052263080038
2015-07-02,-0.00044998580480726247
2015-07-06,0.009902699589135366
2015-07-07,0.014152460674958345
2015-07-08,-0.00032975311190541756
2015-07-09,-0.009892328612055246
2015-07-10,0.0063280938314298485
2015-07-13,0.0023162578997673045
2015-07-14,0.004622752519534368
2015-07-15,0.0021909135225615106
2015-07-16,0.010166318277046171
2015-07-17,-0.006384694701465188
2015-07-20,0.002286627285345455
2015-07-21,0.0014129771617132914
2015-07-22,0.010416828711899973
2015-07-23,-0.013423902971409829
2015-07-24,0.006966436517315211
2015-07-27,0.0014054140824988348
2015-07-28,0.0
2015-07-29,0.010254756075786853
2015-07-30,-0.010578328202538123
2015-07-31,0.0011878719898952284
2015-08-03,0.015964102148650294
2015-08-04,-0.008812317070303277
2015-08-05,-0.008675904110551413
2015-08-06,-0.0035653094614858105
2015-08-07,0.004228339130293524
2015-08-10,-0.004858647956666795
2015-08-11,0.003038130452701182
2015-08-12,-0.002596406026837861
2015-08-13,0.0007589131389100778
2015-08-14,0.016148880924411246
2015-08-17,0.010985351913190833
2015-08-18,0.0008440498772752658
2015-08-19,-0.003267906780356822
2015-08-20,-0.0010570065037240894
2015-08-21,-0.02360823778928678
2015-08-24,-0.043911924190918494
2015-08-25,-0.026196593630510856
2015-08-26,0.019564423904946837
2015-08-27,0.00833817214376431
2015-08-28,0.0018126455432327937
2015-08-31,-0.027702356452019572
2015-09-01,-0.02035120846109395
