Date,WBA
2015-01-05,-0.019736781061550523
2015-01-06,0.0025501908004272877
2015-01-07,0.025572515079989477
2015-01-08,0.012402334574287632
2015-01-09,-0.024242584324526972
2015-01-12,0.0003961360317523699
2015-01-13,-0.005811933256661073
2015-01-14,-0.0035879926397405226
2015-01-15,-0.0027998889179372544
2015-01-16,0.01671567905818372
2015-01-20,0.0002626438772066475
2015-01-21,-0.006048421963773309
2015-01-22,0.005688524641142001
2015-01-23,-0.005656348364093899
2015-01-26,0.0033070458749886456
2015-01-27,-0.011998541802880625
2015-01-28,-0.015481475439761638
2015-01-29,0.010844756999331517
2015-01-30,-0.01099649641378131
2015-02-02,0.015457660395594264
2015-02-03,-0.0013351529955598629
2015-02-04,-0.001604909299838364
2015-02-05,0.0016074891741633124
2015-02-06,0.018184182854447117
2015-02-09,0.0032830201492330957
2015-02-10,0.003795607134516654
2015-02-11,0.03703249351339699
2015-02-12,0.005406567865624989
2015-02-13,-0.011202943514649344
2015-02-17,-0.009272121344255146
2015-02-18,-0.002692394419813726
2015-02-19,-0.00886992206633297
2015-02-20,0.0003890246475521941
2015-02-23,0.01892892772034882
2015-02-24,0.022903842353227954
2015-02-25,-0.0047273660504517645
2015-02-26,0.020497530291317956
2015-02-27,0.017514056347702978
2015-03-02,0.006499825492058298
2015-03-03,-0.004903253204632585
2015-03-04,-0.002283309770432007
2015-03-05,0.0021678386694112817
2015-03-06,-0.010216449566918029
2015-03-09,0.013965424877488974
2015-03-10,-0.009341721863675101
2015-03-11,-0.0025386324396950988
2015-03-12,0.021088660517988522
2015-03-13,-0.006291088352463947
2015-03-16,0.03643116188157891
2015-03-17,-0.005877356451658988
2015-03-18,0.010664968110727813
2015-03-19,0.0020644593305987335
2015-03-20,0.009959225844776931
2015-03-23,-0.0035135130184421604
2015-03-24,0.0009097934674382469
2015-03-25,-0.024090873597673923
2015-03-26,-0.01676755858431389
2015-03-27,0.010066417778744619
2015-03-30,0.008207164718104343
2015-03-31,-0.01523442343004866
2015-04-01,-0.004959548801429792
2015-04-02,0.020294165696057354
2015-04-06,0.023729102523919465
2015-04-07,-0.008294635566611586
2015-04-08,0.004582771863113955
2015-04-09,0.05634144611376968
2015-04-10,-0.006478189601610396
2015-04-13,-0.0033687435780751507
2015-04-14,0.0029441844609043866
2015-04-15,-0.004783569691395484
2015-04-16,-0.022066863760617617
2015-04-17,-0.028597093257721973
2015-04-20,0.0018402515533830766
2015-04-21,-0.00034466523717169295
2015-04-22,-0.0008037282753399211
2015-04-23,-0.0037922171873371324
2015-04-24,-0.008190211526571067
2015-04-27,0.0016285977777024119
2015-04-28,-0.0004648898779159305
2015-04-29,-0.017541764054730735
2015-04-30,-0.019392106313882662
2015-05-01,0.006390822375861749
2015-05-04,0.008027877482986945
2015-05-05,-0.011767458454993274
2015-05-06,-0.00048121795399447276
2015-05-07,0.01359801818993045
2015-05-08,0.009379064945169935
2015-05-11,-0.009056266381134659
2015-05-12,-0.0008311518216380653
2015-05-13,-0.0013067187641716549
2015-05-14,0.015225578962049902
2015-05-15,0.013122076631767898
2015-05-18,-0.0012717262362432757
2015-05-19,-0.002116004544602146
2015-05-20,-0.011066909235202926
2015-05-21,0.026504773917060298
2015-05-22,-0.007918544397474747
2015-05-26,-0.010410459453628285
2015-05-27,0.007364405847582578
2015-05-28,-0.0015086331420439691
2015-05-29,-0.0024405808365633996
2015-06-01,0.0016309483376095724
2015-06-02,0.00407098994513122
2015-06-03,-0.005907532760147327
2015-06-04,-0.006641936718707497
2015-06-05,-0.01595312661264825
2015-06-08,-0.007509733412007447
2015-06-09,0.010929596050520018
2015-06-10,0.01568257396078576
2015-06-11,0.003509270893194083
2015-06-12,-0.008509489275347892
2015-06-15,-0.007523909498766024
2015-06-16,0.01729438253788551
2015-06-17,-0.003027419163945999
2015-06-18,0.02546096553455457
2015-06-19,0.00820062831968027
2015-06-22,-0.008698449082714221
2015-06-23,-0.0075214444513539425
2015-06-24,-0.010793269037708608
2015-06-25,0.0024376188967465406
2015-06-26,0.00474761544154223
2015-06-29,-0.028696625383566432
2015-06-30,0.0018985828108470937
2015-07-01,0.015750366078893796
2015-07-02,0.0004665782655430828
2015-07-06,-0.004894555198724726
2015-07-07,0.02178271657491737
2015-07-08,-0.015358454278894151
2015-07-09,0.042370166930009834
2015-07-10,0.039754017672502195
2015-07-13,0.014713919590790603
2015-07-14,-0.0015873252758282774
2015-07-15,-0.004028880450025585
2015-07-16,0.022778307323862546
2015-07-17,-0.0035385620770039816
2015-07-20,-0.0010441424708921287
2015-07-21,0.0001044653480894997
2015-07-22,0.010244542923055322
2015-07-23,-0.01200326361203552
2015-07-24,-0.003875356047174039
2015-07-27,-0.007675340296143585
2015-07-28,0.019496044185418393
2015-07-29,0.0037411277591148373
2015-07-30,-0.00041418263419468193
2015-07-31,0.0009320958136995738
2015-08-03,-0.007450741724969401
2015-08-04,-0.002502223999749975
2015-08-05,0.010556801076557099
2015-08-06,-0.030512853138032425
2015-08-07,-0.004801264101507163
2015-08-10,0.007182724326830758
2015-08-11,-0.010643955087664247
2015-08-12,0.00441095863249652
2015-08-13,-0.00878287774383546
2015-08-14,-0.0047550282828443535
2015-08-17,0.01046441507592788
2015-08-18,-0.008198356773556514
2015-08-19,-0.005764690726516641
2015-08-20,-0.01794118310679782
2015-08-21,-0.046340290686422425
2015-08-24,-0.039014659659351913
2015-08-25,-0.015436829281341491
2015-08-26,0.05444471507774584
2015-08-27,0.028568106466292598
2015-08-28,-0.004895016159784604
2015-08-31,-0.009952043723716497
2015-09-01,-0.005892357746805299
2015-09-02,0.02080416713152644
2015-09-03,0.004896132363919614
2015-09-04,-0.009404302890362315
2015-09-08,0.03042469949487181
2015-09-09,-0.012765233195670356
2015-09-10,0.004947058110027491
2015-09-11,0.011412383710431184
2015-09-14,-0.00254453611027039
2015-09-15,0.008317268811312006
2015-09-16,-0.00010965294387133007
2015-09-17,-0.013530090413079954
2015-09-18,-0.03557071982329352
2015-09-21,0.0203491566832128
2015-09-22,-0.017450395286945253
2015-09-23,0.008418881506761622
2015-09-24,-0.01932748590154776
2015-09-25,-0.005014700985387699
2015-09-28,-0.03152856989260622
2015-09-29,-0.006897825483235254
2015-09-30,0.012673451356533638
2015-10-01,0.0184112880602203
2015-10-02,0.029304590772040395
2015-10-05,0.00975760645346857
2015-10-06,-0.04388363210263346
2015-10-07,0.004042630998904562
2015-10-08,-0.0018945853050589267
2015-10-09,0.012932723332884644
2015-10-12,0.009839772794693058
2015-10-13,-0.012411525038847793
2015-10-14,-0.013037323952580615
2015-10-15,0.03843836801082978
2015-10-16,0.010084798180785892
2015-10-19,0.003630859368628503
2015-10-20,0.0031651021283787273
2015-10-21,-0.0078880077494905
2015-10-22,0.006701190080510289
2015-10-23,0.015006509596195317
2015-10-26,-0.005335549220741198
2015-10-27,0.06347789659773628
2015-10-28,-0.10729304743702295
2015-10-29,-0.0125957438609825
2015-10-30,0.009537156378909062
2015-11-02,0.022083098721318528
2015-11-03,0.019410856223532225
2015-11-04,-0.008500338361522974
2015-11-05,-0.01748977540271357
2015-11-06,-0.014892396872562608
2015-11-09,-0.014054283155216174
2015-11-10,0.0005986509224609193
2015-11-11,-0.020471965469809783
2015-11-12,-0.0130121785670817
2015-11-13,-0.015298620926851525
2015-11-16,0.033724703760285246
2015-11-17,0.013807600224080563
2015-11-18,0.01940495985994084
2015-11-19,-0.02069063328814491
2015-11-20,-0.012073235776464353
2015-11-23,0.0009779826418676585
2015-11-24,0.012452609614116206
2015-11-25,0.0056674519116290956
2015-11-27,0.00935254210974068
2015-11-30,-0.001781880368709965
