Date,EQT
2015-01-05,-0.05340516811958829
2015-01-06,-0.011447752062175076
2015-01-07,0.0013788162824566186
2015-01-08,0.04006064119626407
2015-01-09,0.007015049319230915
2015-01-12,-0.045872492758103234
2015-01-13,0.0005506656271359045
2015-01-14,0.008123305446834594
2015-01-15,-0.009423134885616746
2015-01-16,0.0421889538970297
2015-01-20,-0.020240750070755764
2015-01-21,0.03632179028791094
2015-01-22,-0.01159580276855321
2015-01-23,-0.010545777908629428
2015-01-26,0.005195876288659695
2015-01-27,-0.004241153304117895
2015-01-28,-0.019433158562036534
2015-01-29,0.0006787304455657672
2015-01-30,0.009766739306363625
2015-02-02,0.01517976208371663
2015-02-03,0.017070695034133943
2015-02-04,-0.030705139771250778
2015-02-05,0.03879152594462054
2015-02-06,0.020028573316318132
2015-02-09,0.012541324537933995
2015-02-10,0.02464650038753069
2015-02-11,-0.000977434164918134
2015-02-12,-0.012715181927592467
2015-02-13,0.005324698913196757
2015-02-17,0.005050995256909108
2015-02-18,-0.0060059345504082096
2015-02-19,0.0059190714560097835
2015-02-20,-0.005516401538479432
2015-02-23,-0.012079136416946912
2015-02-24,0.020086745811496387
2015-02-25,0.020425924879856838
2015-02-26,-0.0439889151453412
2015-02-27,0.0006269621686234572
2015-03-02,0.010775491199855658
2015-03-03,0.019337945749026808
2015-03-04,-0.016782222691133608
2015-03-05,-0.003710214039626236
2015-03-06,-0.012663023446190302
2015-03-09,-0.03156034096896998
2015-03-10,-0.010776796832714708
2015-03-11,0.017719177248408435
2015-03-12,-0.016507660362259924
2015-03-13,-0.0003933029311659064
2015-03-16,0.014692038038155442
2015-03-17,0.0010345513888303515
2015-03-18,0.020534582183088235
2015-03-19,-0.007466647881922528
2015-03-20,0.006247726504017281
2015-03-23,-0.002534253209688919
2015-03-24,0.011941338945533397
2015-03-25,0.017951205599057163
2015-03-26,-0.014305006378147467
2015-03-27,0.00175136150591082
2015-03-30,0.032845945529466514
2015-03-31,0.0020557438729102984
2015-04-01,-0.0008447515724815391
2015-04-02,0.02185992946483517
2015-04-06,-0.0047275617612541065
2015-04-07,0.0
2015-04-08,-0.00985629811650024
2015-04-09,0.02074849907542009
2015-04-10,-0.005287161092011661
2015-04-13,-0.016772950443005863
2015-04-14,0.016338526812171628
2015-04-15,0.039243246509085505
2015-04-16,-0.007848097488023953
2015-04-17,0.0017196415668838672
2015-04-20,-0.008926611698466314
2015-04-21,-0.0018476576938930567
2015-04-22,0.009833286308463585
2015-04-23,0.0028643895305651146
2015-04-24,-0.010852378475573188
2015-04-27,-0.005774301708074359
2015-04-28,0.016029759498551455
2015-04-29,0.02206476756981335
2015-04-30,0.0060400185264672945
2015-05-01,0.0004447819822064325
2015-05-04,-0.003222666834555188
2015-05-05,-0.0064668484180099295
2015-05-06,-0.005498668587071709
2015-05-07,-0.006093436689392995
2015-05-08,0.031448582898488286
2015-05-11,-0.010787211509831418
2015-05-12,0.02314456766555173
2015-05-13,-0.021431714929778578
2015-05-14,0.009449779446710771
2015-05-15,-0.0016520757107716388
2015-05-18,-0.012355248067974056
2015-05-19,-0.015525255361516388
2015-05-20,-0.001134679937169425
2015-05-21,0.005679327828809644
2015-05-22,-0.0014682829309625722
2015-05-26,-0.016287451336843395
2015-05-27,0.007243551372100976
2015-05-28,-0.022374295497101016
2015-05-29,-0.006655912819120924
2015-06-01,-0.0015281741740703625
2015-06-02,0.0014129666623408088
2015-06-03,0.0
2015-06-04,-0.012697241877992482
2015-06-05,0.0008336752439979112
2015-06-08,-0.00011879109093881901
2015-06-09,0.024154893119067822
2015-06-10,-0.003369288440844387
2015-06-11,-0.006645050896221916
2015-06-12,-0.010327411792789065
2015-06-15,-0.0018973136627620235
2015-06-16,0.005584229233785543
2015-06-17,0.002363022275215565
2015-06-18,-0.02699238255946934
2015-06-19,-0.008842915982976707
2015-06-22,0.004399983692439324
2015-06-23,0.02384984834447379
2015-06-24,-0.0023769750309949877
2015-06-25,-0.010483482971147762
2015-06-26,-0.012882225287383142
2015-06-29,-0.008659667414550154
2015-06-30,0.0007380627238591231
2015-07-01,-0.013892337414150413
2015-07-02,-0.0006231468870537826
2015-07-06,-0.025823427587466363
2015-07-07,0.005122163119551715
2015-07-08,-0.016944562174040834
2015-07-09,0.0049248073760101985
2015-07-10,-0.012767520950365152
2015-07-13,0.014107990989361774
2015-07-14,0.012752723379205078
2015-07-15,-0.02912721719179079
2015-07-16,0.005109165569501917
2015-07-17,-0.019290763854721837
2015-07-20,-0.031498908066603826
2015-07-21,0.008645457587111993
2015-07-22,-0.015510128638390297
2015-07-23,0.05403526057150798
2015-07-24,-0.02609184090235206
2015-07-27,0.019790329973554677
2015-07-28,0.025742423441773576
2015-07-29,0.000772068770613421
2015-07-30,-0.0043720386077800155
2015-07-31,-0.0073626959870177755
2015-08-03,-0.024983902976107197
2015-08-04,-0.0032026448378775774
2015-08-05,-0.003347221472237427
2015-08-06,0.01840407574033187
2015-08-07,-0.02018233190190266
2015-08-10,0.03244499598743289
2015-08-11,-0.007562875017472548
2015-08-12,0.03417469863856826
2015-08-13,-0.004067441121068827
2015-08-14,-0.0015310120607696653
2015-08-17,0.0029392541233437264
2015-08-18,-0.010577094496102002
2015-08-19,-0.028593652195157304
2015-08-20,-0.016043185353924017
2015-08-21,0.0005389785773886047
2015-08-24,-0.04471398134799642
2015-08-25,0.0035247649702616624
2015-08-26,0.04439438699833187
2015-08-27,0.0351093554881623
2015-08-28,0.009875849946878956
2015-08-31,0.0014160688364899254
2015-09-01,-0.030326714491020756
2015-09-02,-0.0009274377150505497
2015-09-03,-0.004244641826996243
2015-09-04,-0.025443263127291504
2015-09-08,0.022690404024761968
2015-09-09,-0.02566156839838707
2015-09-10,0.0013717637871824007
2015-09-11,-0.00561646469277044
2015-09-14,-0.008403640321229422
2015-09-15,0.015699078827347224
2015-09-16,0.01955969058329754
2015-09-17,0.0013411759730235229
2015-09-18,-0.012057665613194657
2015-09-21,0.0006779660320210823
2015-09-22,-0.012603144670429445
2015-09-23,-0.010430961550182638
2015-09-24,-0.016504757222020272
2015-09-25,-0.012692236952392633
2015-09-28,-0.04070878706577585
2015-09-29,-0.03126832553794501
2015-09-30,-0.004457331248190144
2015-10-01,-0.0006180007640184115
2015-10-02,0.05592490335278977
2015-10-05,0.04067267576513234
2015-10-06,0.014058886469369813
2015-10-07,0.014418600644118706
2015-10-08,0.0252836766314255
2015-10-09,-0.007064712369322712
2015-10-12,-0.0014769756405840218
2015-10-13,-0.009814439653152318
2015-10-14,0.01303476936573511
2015-10-15,0.02533157684111731
2015-10-16,-0.0007840686755005155
2015-10-19,-0.016876107380846994
2015-10-20,0.008782412828058472
2015-10-21,-0.020182274030014158
2015-10-22,-0.08023704958798006
2015-10-23,0.016393686287215825
2015-10-26,-0.03211426281512619
2015-10-27,-0.04761183138179215
