Date,EW
2015-01-05,0.00046978838645106435
2015-01-06,-0.005947739245594552
2015-01-07,0.02346092867966698
2015-01-08,0.024230750202428375
2015-01-09,7.503335890302054e-05
2015-01-12,0.01599577438328148
2015-01-13,-0.012343784628762733
2015-01-14,-0.014593657667669846
2015-01-15,-0.02339176915388297
2015-01-16,0.00443266087986105
2015-01-20,-0.005419640475119447
2015-01-21,0.003269486002947408
2015-01-22,0.011328390210151085
2015-01-23,-0.005447313935389997
2015-01-26,0.0039343204638868645
2015-01-27,-0.0058398810320998695
2015-01-28,-0.003941922605636972
2015-01-29,0.0031815588759338542
2015-01-30,-0.030399164921239064
2015-02-02,0.0010371350968889637
2015-02-03,0.012113517945462782
2015-02-04,0.061810977857035265
2015-02-05,-0.00014834462084833966
2015-02-06,-0.016391032646175696
2015-02-09,-0.034233126737928
2015-02-10,0.015537177617793496
2015-02-11,0.011686048097387935
2015-02-12,0.005699521068381896
2015-02-13,0.014281420188055227
2015-02-17,-0.008865483289265286
2015-02-18,0.008869601689844409
2015-02-19,-0.003725255520333093
2015-02-20,0.005533935514614452
2015-02-23,-0.001561795968336499
2015-02-24,-0.001936672786094662
2015-02-25,0.00044780485513395973
2015-02-26,0.0063409060408070594
2015-02-27,-0.013936256833581906
2015-03-02,0.021274981255589465
2015-03-03,-0.009348521585065273
2015-03-04,0.008768021170464158
2015-03-05,-0.0008102578713955477
2015-03-06,-0.019535524265945625
2015-03-09,0.006766899695896944
2015-03-10,-0.0018671218776924459
2015-03-11,0.007931230982706206
2015-03-12,0.016999373042882793
2015-03-13,-0.012043779584440806
2015-03-16,0.09818988873230827
2015-03-17,-0.0036329449112170176
2015-03-18,0.0018906320330263071
2015-03-19,0.003774128577667124
2015-03-20,-0.014569664044376096
2015-03-23,-0.004564927230171101
2015-03-24,-0.00205343505650335
2015-03-25,-0.02434844419215465
2015-03-26,-0.0024604195303714604
2015-03-27,0.012544063584955856
2015-03-30,0.003201526091302531
2015-03-31,-0.011655284635468721
2015-04-01,-0.01235433304587874
2015-04-02,-0.0006397141368446047
2015-04-06,-0.00540503629578315
2015-04-07,-0.007865532366323258
2015-04-08,0.0019459492451436855
2015-04-09,0.0025175849393710426
2015-04-10,0.01657459606961087
2015-04-13,0.01002262728341674
2015-04-14,-0.002445804708775867
2015-04-15,-0.010297758016355352
2015-04-16,0.0031851965555940165
2015-04-17,-0.012629680657935571
2015-04-20,0.009575533294341243
2015-04-21,-0.005662508652123699
2015-04-22,0.002776137179204108
2015-04-23,0.0074537297000798475
2015-04-24,-0.025295942097025015
2015-04-27,-0.05320613263663332
2015-04-28,-0.008169807711816857
2015-04-29,0.0004619043444822335
2015-04-30,-0.025469356585962166
2015-05-01,0.004263726087812225
2015-05-04,0.004402902564973665
2015-05-05,-0.030450150972420764
2015-05-06,0.004279014828719285
2015-05-07,-0.0035372814821548193
2015-05-08,0.019766102885480752
2015-05-11,0.0053005880216761
2015-05-12,0.026756947735435244
2015-05-13,-0.016478895093899548
2015-05-14,0.017456341977136303
2015-05-15,0.006510404911001855
2015-05-18,0.0023590104174240345
2015-05-19,-0.004858786837626083
2015-05-20,0.009765019825047183
2015-05-21,-0.0040797894273224555
2015-05-22,-0.0071308969912767806
2015-05-26,-0.01772618803933279
2015-05-27,0.014701331986913813
2015-05-28,0.0015331310622652694
2015-05-29,0.0005358094967307103
2015-06-01,0.011245448452211093
2015-06-02,-0.007111023614616907
2015-06-03,0.007009538922991165
2015-06-04,-0.00431268302688903
2015-06-05,0.009878443043422447
2015-06-08,7.526062003559986e-05
2015-06-09,0.0029343405672519474
2015-06-10,0.0105026368629213
2015-06-11,0.0034892159616444207
2015-06-12,-0.011763022554182045
2015-06-15,0.0001497550032134587
2015-06-16,0.03226051824261922
2015-06-17,0.026756569710126188
2015-06-18,0.024717459844856515
2015-06-19,0.007374301711226883
2015-06-22,-0.01265653711519954
2015-06-23,0.0021479875225143275
2015-06-24,-0.012238128267833104
2015-06-25,0.012249808684356323
2015-06-26,0.01016522748307147
2015-06-29,-0.02553392509713337
2015-06-30,0.000561954340526416
2015-07-01,0.008214548885589146
2015-07-02,-0.008008314340204659
2015-07-06,0.018743405789015233
2015-07-07,0.016262407853649963
2015-07-08,-0.030241408414790727
2015-07-09,0.014333681302440393
2015-07-10,0.014406839160298501
2015-07-13,0.03363688898321082
2015-07-14,0.0012490619057561325
2015-07-15,0.0020354403161304546
2015-07-16,0.012187984265779495
2015-07-17,-0.0011005501268911422
2015-07-20,-0.0018794862248144861
2015-07-21,0.013310843932859084
2015-07-22,0.00422916606626611
2015-07-23,-0.0029989624228233813
2015-07-24,-0.007360033820310807
2015-07-27,-0.015344970004452896
2015-07-28,0.020167664340405622
2015-07-29,-0.013093715504290726
2015-07-30,-0.004292427503510443
2015-07-31,-0.006139744097846012
2015-08-03,-0.007032069328811841
2015-08-04,-0.011383951125420233
