Date,TAP
2015-01-05,-0.006092915370917162
2015-01-06,-0.004767245187155433
2015-01-07,0.03202806066034847
2015-01-08,0.030902094126238788
2015-01-09,-0.001929833311080098
2015-01-12,-0.007991920679798148
2015-01-13,-0.010265185602353566
2015-01-14,-0.015622974324218553
2015-01-15,-0.005601326657449834
2015-01-16,0.006572368801937456
2015-01-20,0.002397909240441365
2015-01-21,0.0190084604284233
2015-01-22,0.018653623830999777
2015-01-23,0.0
2015-01-26,0.0011526875624492394
2015-01-27,-0.008058084641028529
2015-01-28,-0.004384462513296272
2015-01-29,0.010620005806015076
2015-01-30,-0.02691255196737541
2015-02-02,0.003951165220320352
2015-02-03,0.021120342665920333
2015-02-04,-0.0021841585139633635
2015-02-05,0.006952768742865212
2015-02-06,-0.013425175133332634
2015-02-09,-0.01062802471049007
2015-02-10,-0.04100046926253553
2015-02-11,-0.0028684413293001976
2015-02-12,0.010684754310853917
2015-02-13,-0.013011182836309199
2015-02-17,0.042295707640382485
2015-02-18,0.004743207696049856
2015-02-19,-0.010228124582922882
2015-02-20,0.015235802873806437
2015-02-23,0.002218391572332168
2015-02-24,-0.0029947622850148292
2015-02-25,-0.006302541261607675
2015-02-26,0.02061302992162206
2015-02-27,-0.017477950172104073
2015-03-02,0.00026378313323105473
2015-03-03,-0.015544688304588217
2015-03-04,-0.00575413152629678
2015-03-05,0.0018842288241200933
2015-03-06,-0.002821223733473599
2015-03-09,0.007813509690705267
2015-03-10,-0.018580531354228214
2015-03-11,0.003541367098962578
2015-03-12,0.02700889308519505
2015-03-13,-0.00806141775543745
2015-03-16,0.003730107384156467
2015-03-17,-0.02030772145966009
2015-03-18,0.004470957550936516
2015-03-19,-0.01335297443914829
2015-03-20,0.019412107660369715
2015-03-23,-0.011130506951301467
2015-03-24,-0.009492955355929422
2015-03-25,-0.014238565320233043
2015-03-26,0.0026389997936182574
2015-03-27,0.014821863700470894
2015-03-30,0.0200656616424304
2015-03-31,-0.003747098778401181
2015-04-01,0.0008059371311563979
2015-04-02,0.01194488957894535
2015-04-06,0.01007948281612614
2015-04-07,0.027310903982417756
2015-04-08,0.00549586658728396
2015-04-09,-0.009533505656905139
2015-04-10,-0.0002567237407931078
2015-04-13,-0.01630308520860324
2015-04-14,0.004306426059778712
2015-04-15,-0.0010395782751769778
2015-04-16,0.00039073770747899417
2015-04-17,0.0007800321875497396
2015-04-20,-0.012862394670653754
2015-04-21,-0.000658068746457463
2015-04-22,-0.005267696499122954
2015-04-23,-0.005428466310039237
2015-04-24,0.00013308165193692822
2015-04-27,-0.00705446004321475
2015-04-28,0.0013406796852970526
2015-04-29,-0.008433886377517297
2015-04-30,-0.007560581909837993
2015-05-01,0.007209859844991895
2015-05-04,-0.005267272457179173
2015-05-05,-0.0099117037011216
2015-05-06,0.00822800467569218
2015-05-07,0.006800879597182563
2015-05-08,0.007160840818257519
2015-05-11,0.005096745082912468
2015-05-12,-0.012678385615653598
2015-05-13,0.00865097001520243
2015-05-14,0.005762810292387677
2015-05-15,-0.0006668061785177759
2015-05-18,0.00813363019481117
2015-05-19,0.0010579465444711111
2015-05-20,-0.0018494980145038475
2015-05-21,-0.0063537499623493865
2015-05-22,-0.01105598763225868
2015-05-26,-0.007947311605271623
2015-05-27,-0.0036865112666066846
2015-05-28,0.021515801270187263
2015-05-29,-0.015562513975203363
2015-06-01,-0.004088024412567615
2015-06-02,0.012862591159534142
2015-06-03,0.00999735239123889
2015-06-04,0.0013375422363888223
2015-06-05,-0.03005630972064488
2015-06-08,0.0031681053685714833
2015-06-09,-0.005217297791042519
2015-06-10,0.0026225972982196755
2015-06-11,0.0009632057660298177
2015-06-12,0.0006875985376713079
2015-06-15,-0.018826363952891945
2015-06-16,0.015545928535971365
2015-06-17,0.006344148447312126
2015-06-18,0.010278243949606525
2015-06-19,-0.007325081130525657
2015-06-22,0.00915561284361388
2015-06-23,-0.021936297113133718
2015-06-24,0.0047070002310891645
2015-06-25,-0.005511558721897236
2015-06-26,0.0016622494113787134
2015-06-29,-0.023516277325079882
2015-06-30,-0.01104988762425596
2015-07-01,0.006303248573365616
2015-07-02,-0.002704963127936555
2015-07-06,-0.009134609411988848
2015-07-07,0.01065959769522884
2015-07-08,-0.0009981485010370772
2015-07-09,0.015694377699049245
2015-07-10,-0.0014045487573829396
2015-07-13,0.015192217164248678
2015-07-14,-0.007343980037463282
2015-07-15,0.0005581824176588146
2015-07-16,0.006975411514201557
2015-07-17,-0.007342697630298711
2015-07-20,0.000977256664204118
2015-07-21,-0.005577417469700974
2015-07-22,0.0005606191013891593
2015-07-23,-0.007566997067495529
2015-07-24,-0.011578713072736169
2015-07-27,-0.00657149168730542
2015-07-28,-0.003307133261575168
2015-07-29,0.016545605514355355
2015-07-30,0.0004279662052188993
2015-07-31,0.01527054058726196
2015-08-03,-0.013494381046164183
2015-08-04,-0.008406911387438987
2015-08-05,0.011783079875537616
2015-08-06,0.047578288549150916
2015-08-07,-0.010438932113543076
2015-08-10,-0.0032883184123242426
2015-08-11,-0.0031615394007756814
2015-08-12,-0.003998626118515758
2015-08-13,-0.008445480338066802
2015-08-14,0.0001395307163885029
2015-08-17,0.02233756971536205
2015-08-18,0.0005458519941614615
2015-08-19,0.00177442881964196
2015-08-20,-0.01920988525214007
2015-08-21,-0.027920755151108145
2015-08-24,-0.05001402592364346
2015-08-25,-0.019404416897181864
2015-08-26,0.022856255519461133
2015-08-27,0.006298702997883376
2015-08-28,0.0005961489721981739
2015-08-31,0.014149422390735245
2015-09-01,-0.02628862202251403
2015-09-02,0.007541778844811997
2015-09-03,0.0023947287185395183
2015-09-04,0.00462963561172014
2015-09-08,0.030028303754715102
2015-09-09,-0.012267044637857438
2015-09-10,0.011981141669527462
2015-09-11,0.001299676701343122
2015-09-14,-0.0037494554743499053
2015-09-15,0.051382538221638185
2015-09-16,0.14234591753351333
2015-09-17,-0.004579308804386506
2015-09-18,0.02154938388349792
2015-09-21,-0.008414451857523098
2015-09-22,-0.009322308093917986
2015-09-23,-0.0012065243007424176
2015-09-24,-0.020292189224542567
2015-09-25,0.014671574970211987
2015-09-28,0.0010936912482621963
2015-09-29,-0.004733684313698028
2015-09-30,0.012438991192081472
2015-10-01,0.0026502429649928327
2015-10-02,0.0072075493096595
2015-10-05,0.005009914452374087
2015-10-06,-0.03880876218610374
2015-10-07,0.015063418673397333
2015-10-08,-0.0025540393135655703
2015-10-09,-0.004756315893938212
2015-10-12,-0.03504459402900717
2015-10-13,0.09942859444854935
2015-10-14,-0.006698884736900168
2015-10-15,0.02046481056183369
2015-10-16,0.0061534457335294945
2015-10-19,-0.0019256306149029179
2015-10-20,0.004198484273982617
2015-10-21,-0.006666525452036165
2015-10-22,0.001819787556944119
2015-10-23,0.004655546841186853
2015-10-26,-0.002712259602456135
2015-10-27,-0.01733908194119449
2015-10-28,0.014531384255486612
2015-10-29,-0.005456620999576223
2015-10-30,0.006972035162677193
2015-11-02,0.006923762447435644
2015-11-03,-0.009130456079572746
2015-11-04,-0.005460748613622779
2015-11-05,0.004575573445002812
2015-11-06,-0.0028465986135037813
2015-11-09,-0.0023983684902662006
2015-11-10,0.010875002833636849
2015-11-11,0.04393568708152751
2015-11-12,-0.000759044902735595
2015-11-13,0.018345187700288923
2015-11-16,0.0007464495226832124
2015-11-17,0.01331465665944287
2015-11-18,-0.01093223861384307
2015-11-19,-0.0022318666707944468
2015-11-20,-0.014699739766989461
2015-11-23,-0.0027027844416644964
2015-11-24,-0.001517727893398102
2015-11-25,0.008724440864808392
2015-11-27,0.009405324455343811
2015-11-30,-0.014351384753337304
2015-12-01,0.012387161479237907
2015-12-02,-0.004507878618044137
2015-12-03,-0.008517633549724901
2015-12-04,0.03458043048637949
2015-12-07,-0.004098867756438751
2015-12-08,-0.0016891837292102307
2015-12-09,-0.009197511970920669
2015-12-10,-0.0035210897241673145
2015-12-11,-0.007602831867331017
2015-12-14,-0.008307831001507116
2015-12-15,0.019693118118514263
2015-12-16,0.004694650139194456
2015-12-17,-0.004672713384652694
2015-12-18,-0.012483835716655567
2015-12-21,0.0019449490888272525
2015-12-22,0.004421103389168568
2015-12-23,0.00880400582830343
2015-12-24,0.00021278331681018336
2015-12-28,-0.005745556738225632
2015-12-29,0.015517707416516036
2015-12-30,-0.003688372513823257
2015-12-31,-0.006558446146840757
2016-01-04,-0.01735468241777982
2016-01-05,0.003792280626070177
2016-01-06,-0.01986202085855182
2016-01-07,-0.004955770979864438
2016-01-08,-0.012507009836333682
2016-01-11,-0.008406137754933485
2016-01-12,0.01254669039121259
2016-01-13,-0.02221466749687917
2016-01-14,-0.009704842456112472
2016-01-15,-0.008184830192909498
2016-01-19,0.013599619442941302
2016-01-20,-0.010665145896675887
2016-01-21,0.00347747870479731
2016-01-22,0.02691471903568554
2016-01-25,-0.014623415874664536
