Date,GEV
2024-03-28,0.04190473128605343
2024-04-01,0.03853744158486694
2024-04-02,-0.014223243038066768
2024-04-03,-0.019000067488040506
2024-04-04,-0.08213195066207546
2024-04-05,-0.026654004228305217
2024-04-08,0.05916888700630474
2024-04-09,0.01700504371636513
2024-04-10,0.04690927005565859
2024-04-11,-0.013008364895833568
2024-04-12,-0.018818340619566443
2024-04-15,-0.016791053503434794
2024-04-16,-0.012751292187415553
2024-04-17,0.035980461402312924
2024-04-18,0.018330267491269092
2024-04-19,-0.015449661973883533
2024-04-22,0.011769131288733359
2024-04-23,0.08149819991240026
2024-04-24,-0.0111615857363363
2024-04-25,0.014571192503189945
2024-04-26,0.03209503705961647
2024-04-29,0.03880567707004734
2024-04-30,-0.03333118281451508
2024-05-01,-0.013271829007710068
2024-05-02,0.014241530133633384
2024-05-03,0.08080342873862434
2024-05-06,0.0173222464188314
2024-05-07,-0.010523739200435922
2024-05-08,-0.0200765487333594
2024-05-09,0.014634129515868288
2024-05-10,0.005228336490425978
2024-05-13,-0.03431566282151022
2024-05-14,0.025382235123427632
2024-05-15,0.013524042573125561
2024-05-16,-0.008756743671670342
2024-05-17,-0.02271636635161889
2024-05-20,-0.01026942998848801
2024-05-21,0.018515253695043032
2024-05-22,-0.0004879504133449286
2024-05-23,-0.013304912892574516
2024-05-24,0.09748237707452723
2024-05-28,0.00371981591693471
2024-05-29,-0.004323616014067944
2024-05-30,-0.012632456759093746
2024-05-31,0.004683494728514148
2024-06-03,-0.03143827400479027
2024-06-04,-0.043024127414125646
2024-06-05,0.002760173162771107
2024-06-06,-0.019450754800455328
2024-06-07,0.011041118972245911
2024-06-10,0.02813422195852522
2024-06-11,0.00954149291119899
2024-06-12,0.055222191606135285
2024-06-13,-0.007604918035892916
2024-06-14,-0.03405797397014443
2024-06-17,-0.008285844660492536
2024-06-18,0.06405556351268205
2024-06-20,-0.013309733717631667
2024-06-21,-0.008183665613633373
2024-06-24,0.01371419722260403
2024-06-25,0.018580905665313008
2024-06-26,-0.007991165752021634
2024-06-27,-0.0206666420917323
2024-06-28,-0.027059299517484314
2024-07-01,-0.023263900898148004
2024-07-02,0.013669894463165244
2024-07-03,0.016901231934705052
2024-07-05,0.020558273097976754
2024-07-08,-0.010554334404767052
2024-07-09,-0.007971582244830078
2024-07-10,0.03902196379711209
2024-07-11,-0.016858664627852682
2024-07-12,0.021222364446247255
2024-07-15,-0.01668041040936641
2024-07-16,0.029869200329586176
2024-07-17,-0.09253590789654553
2024-07-18,-0.026171243614172668
2024-07-19,0.011455669209078367
2024-07-22,0.02093794451023978
2024-07-23,0.022367624643066852
2024-07-24,-0.0445189298174834
2024-07-25,-0.017802297863290684
2024-07-26,0.08193757587542505
2024-07-29,-0.0061232816826152225
2024-07-30,-0.05434469952815635
2024-07-31,0.09551324625904956
2024-08-01,-0.023619889358698187
2024-08-02,-0.05343904629920426
2024-08-05,-0.015115556988126055
2024-08-06,0.013005447395136427
2024-08-07,0.010465425963636976
2024-08-08,0.06708008147389499
2024-08-09,0.010721744687958612
2024-08-12,-0.014907001954708843
2024-08-13,0.01819315359780127
2024-08-14,0.025104460436601528
2024-08-15,0.02530398201370221
2024-08-16,-0.025209191334121916
2024-08-19,0.007280212295432742
2024-08-20,-0.007551176868203169
