Date,F
2015-01-05,-0.039062730945292
2015-01-06,-0.009485005638309563
2015-01-07,0.028727841196834136
2015-01-08,0.025265986334309876
2015-01-09,-0.013618818042885672
2015-01-12,0.000657526798155228
2015-01-13,-0.0006570947407541494
2015-01-14,-0.006574717196831892
2015-01-15,-0.016545187370706982
2015-01-16,0.010766864549276445
2015-01-20,-0.0006657329895348729
2015-01-21,-0.002664817565537936
2015-01-22,0.004008074572952269
2015-01-23,-0.007983925132587055
2015-01-26,0.011401739876984784
2015-01-27,-0.015252043027573992
2015-01-28,-0.016326691333748644
2015-01-29,0.02697126728343968
2015-01-30,-0.009427784668290196
2015-02-02,0.03806937844925584
2015-02-03,0.02488550538652823
2015-02-04,0.014057406410424855
2015-02-05,-0.0012603824790532459
2015-02-06,0.0006311958063149881
2015-02-09,0.0037827989679681817
2015-02-10,0.01067866805283102
2015-02-11,0.009943749052949258
2015-02-12,0.006769592175092098
2015-02-13,-0.0036676945835760755
2015-02-17,-0.011656442591737926
2015-02-18,0.006207411810719599
2015-02-19,0.013571669820937604
2015-02-20,-0.0018258328854640071
2015-02-23,-0.0012197518283888487
2015-02-24,-0.001220532652032924
2015-02-25,0.00916862818409081
2015-02-26,-0.007874406506227727
2015-02-27,-0.0024413690702809188
2015-03-02,0.014075551885650572
2015-03-03,-0.02413984939406899
2015-03-04,-0.008658477107064466
2015-03-05,0.004990900145783961
2015-03-06,-0.011173320668815823
2015-03-09,0.006277344691108411
2015-03-10,-0.01933835420419472
2015-03-11,0.001908507889515576
2015-03-12,0.02666663437295913
2015-03-13,0.0018550875668823519
2015-03-16,0.017901219463626772
2015-03-17,-0.006064165371113317
2015-03-18,0.004270774208871009
2015-03-19,-0.00729001971231491
2015-03-20,0.008567277090065328
2015-03-23,0.0054614847424732105
2015-03-24,-0.0006037689918979572
2015-03-25,-0.02294676652233696
2015-03-26,-0.010506455327294106
2015-03-27,-0.0018743520106214717
2015-03-30,0.011264532281428874
2015-03-31,-0.001237764121775009
2015-04-01,-0.014250180987872674
2015-04-02,0.00754203065224357
2015-04-06,-0.0018711866230590735
2015-04-07,-0.006250087463284815
2015-04-08,0.005031183595537669
2015-04-09,-0.001877145273669778
2015-04-10,0.005015516145411514
2015-04-13,-0.009980972561792645
2015-04-14,0.006301076320653021
2015-04-15,0.006261932931317826
2015-04-16,-0.008089699870297729
2015-04-17,-0.011292171488760161
2015-04-20,0.009517687635172578
2015-04-21,-0.005656939975452024
2015-04-22,0.005689123002791785
2015-04-23,-0.00942795530157381
2015-04-24,0.0006344844453438636
2015-04-27,0.008243278035285684
2015-04-28,0.010062784439673234
2015-04-29,0.006914123080065782
2015-04-30,-0.013732574539009113
2015-05-01,0.0006326865593415665
2015-05-04,-0.0018975870433226572
2015-05-05,-0.015842734055250718
2015-05-06,-0.0032198072580399417
2015-05-07,0.0019380398296426904
2015-05-08,0.010315971996371909
2015-05-11,-0.001276290595388696
2015-05-12,-0.005750542187528351
2015-05-13,-0.0096405854741487
2015-05-14,-0.00908498565536997
2015-05-15,0.013752526613845184
2015-05-18,0.006459885101697038
2015-05-19,-0.005134653893870578
2015-05-20,-0.012903310610175467
2015-05-21,0.013725560105087853
2015-05-22,-0.01547401096271317
2015-05-26,-0.005239108996386244
2015-05-27,0.008558579753647377
2015-05-28,-0.0019583873784614347
2015-05-29,-0.007848168517102017
2015-06-01,0.012524498508291959
2015-06-02,-0.006510353709856531
2015-06-03,-0.003931745094659211
2015-06-04,-0.00986848612409319
2015-06-05,-0.0179401659666778
2015-06-08,0.008118866827105276
2015-06-09,-0.001341805853661171
2015-06-10,0.010080598855503276
2015-06-11,0.016633287783547335
2015-06-12,-0.003272380163001798
2015-06-15,-0.011818792539308287
2015-06-16,-0.003322281261224469
2015-06-17,0.0013332984271745563
2015-06-18,0.007989576226252071
2015-06-19,-0.0019815622142055345
2015-06-22,0.001323700646398196
2015-06-23,0.010574846055666054
2015-06-24,0.013734536691232924
2015-06-25,-0.0038708659774667753
2015-06-26,-0.002590498787276685
2015-06-29,-0.024675736066778753
2015-06-30,-0.0006656521624506251
2015-07-01,-0.0013325194962938713
2015-07-02,-0.008005236786010284
2015-07-06,-0.0053798181681569135
2015-07-07,0.004056576775784082
2015-07-08,-0.032323269875337846
2015-07-09,-0.0027835040112346165
2015-07-10,0.010467619724984445
2015-07-13,0.011049773283284603
2015-07-14,0.011612052292337971
2015-07-15,-0.004051320648211343
2015-07-16,-0.012203290443770887
2015-07-17,0.00823588331235614
2015-07-20,-0.008168607613229129
2015-07-21,-0.004118054427063589
2015-07-22,-0.006202907478411346
2015-07-23,0.013176368655285486
2015-07-24,-0.015058456135434106
2015-07-27,0.01111911269980781
2015-07-28,0.019243929442087415
2015-07-29,0.03610326691023569
2015-07-30,-0.007231889692883686
2015-07-31,-0.017880966470723902
2015-08-03,0.00741774593307154
2015-08-04,-0.0020082446132733134
2015-08-05,-0.007377726667951667
2015-08-06,0.002027022423296776
2015-08-07,-0.0020229219152140265
2015-08-10,0.012837881944543605
2015-08-11,-0.019346222206935382
2015-08-12,-0.0013603566513252785
2015-08-13,0.0020433700105120245
2015-08-14,0.004758951546838919
2015-08-17,-0.006765955854680095
2015-08-18,0.01021773640294188
2015-08-19,-0.004045734157242187
2015-08-20,-0.023019542765146506
2015-08-21,-0.03950105426390493
2015-08-24,-0.04834050744630325
2015-08-25,-0.021986524239204774
2015-08-26,0.024031035753792063
2015-08-27,0.02649542737027688
2015-08-28,0.013274000596725788
2015-08-31,0.009461483008062377
2015-09-01,-0.010814681793892111
2015-09-02,0.0109329178212072
2015-09-03,-0.0021629363587784
2015-09-04,-0.020230949286863753
2015-09-08,0.008111812622100034
2015-09-09,-0.010241478908698753
2015-09-10,0.014782392159269353
2015-09-11,-0.0014570550784588354
2015-09-14,0.005105591926338526
2015-09-15,0.03846172912539059
2015-09-16,0.023060741603535106
2015-09-17,-0.002732197030589689
2015-09-18,-0.02191779326398846
2015-09-21,0.002801189679858762
2015-09-22,-0.027932967873577352
2015-09-23,-0.017241220162269033
2015-09-24,-0.002193095612833873
2015-09-25,-0.008791365524630557
2015-09-28,-0.03030299933962155
2015-09-29,0.0022866419165619156
2015-09-30,0.03193908580721172
2015-10-01,0.007369259291398533
2015-10-02,0.02340890768028525
2015-10-05,0.01429593006553831
2015-10-06,0.00845663926416007
2015-10-07,0.030748034333050844
2015-10-08,0.01627081197810165
2015-10-09,-0.0013342558943740812
2015-10-12,0.0006679649320584513
2015-10-13,-0.0026698590609739448
2015-10-14,0.004685250903748273
2015-10-15,0.013990746880021998
2015-10-16,0.003942171370218128
2015-10-19,0.0052354114995118994
2015-10-20,0.0013020097074691872
2015-10-21,0.0019508980285651845
2015-10-22,0.011031593292639252
2015-10-23,0.005776727438390417
2015-10-26,0.0006384373097325646
2015-10-27,-0.05038279204859686
2015-10-28,0.015603460969282779
2015-10-29,-0.016031852901888022
2015-10-30,0.005430947415364873
2015-11-02,-0.004050936872918465
2015-11-03,0.00406741370909014
2015-11-04,-0.01080344052411053
