Date,DASH
2020-12-10,-0.01852142160612713
2020-12-11,-0.05913978494623651
2020-12-14,-0.08571428571428574
2020-12-15,-0.006937503814697266
2020-12-16,-0.005286653289177101
2020-12-17,-0.0242960851866173
2020-12-18,0.07872381078469126
2020-12-21,-0.036789961836059204
2020-12-22,-0.02146915392331261
2020-12-23,0.009120530619327383
2020-12-24,0.0015169099438274714
2020-12-28,-0.06670457450696132
2020-12-29,-0.04476296669489921
2020-12-30,-0.0075742004095581406
2020-12-31,0.01818832458818953
2021-01-04,-0.024938686925350284
2021-01-05,0.03764631182171896
2021-01-06,-0.03060304918014778
2021-01-07,0.09113642072889294
2021-01-08,0.02173196290227608
2021-01-11,0.06989559816820234
2021-01-12,0.14964075145607225
2021-01-13,0.03130368422771834
2021-01-14,0.04666669440991944
2021-01-15,-0.09694079841810455
2021-01-19,0.06198240171961622
2021-01-20,-0.04674210458431605
2021-01-21,0.0075477284128935285
2021-01-22,0.005814870416997575
2021-01-25,-0.0009895960489908484
2021-01-26,0.033418506562210126
2021-01-27,-0.025981202021839622
2021-01-28,-0.04801369410471923
2021-01-29,0.05152340078055606
2021-02-01,-0.010865659735564304
2021-02-02,-0.04519537308366184
2021-02-03,-0.010683158720665942
2021-02-04,0.048454977911597474
2021-02-05,-0.04278247517656253
2021-02-08,-0.02096784826652387
2021-02-09,0.05816382658075492
2021-02-10,0.14599203015770645
2021-02-11,-0.008830680065693097
2021-02-12,-0.04825093102871192
2021-02-16,0.04532688029221821
2021-02-17,-0.06739879895917755
2021-02-18,0.011067885457364257
2021-02-19,0.029541156324259354
2021-02-22,-0.1354565894602714
2021-02-23,-0.025664104769187568
2021-02-24,0.016253644519992783
2021-02-25,-0.053595802033143514
2021-02-26,0.015700907608564352
2021-03-01,-0.003540067756619525
2021-03-02,-0.04914443177069805
2021-03-03,-0.0768416253770039
2021-03-04,0.01180438448566612
2021-03-05,0.009866638183593679
2021-03-08,-0.11928962618886951
2021-03-09,0.06049015698904214
2021-03-10,-0.040359002173525504
2021-03-11,0.06776163113157008
2021-03-12,-0.0202800746130255
2021-03-15,-0.009434600784393954
2021-03-16,-0.04996800524063316
2021-03-17,0.001047429192074123
2021-03-18,-0.023766874903135782
2021-03-19,0.033762087176261835
2021-03-22,0.006517106500540271
2021-03-23,-0.03053497934994487
2021-03-24,-0.04728290822155312
2021-03-25,0.049549918594669506
2021-03-26,0.01715365849590844
2021-03-29,-0.030072374781653366
2021-03-30,0.004770044594217593
2021-03-31,0.004058183419048067
2021-04-01,0.015328257698397962
2021-04-05,0.0030794927443964504
2021-04-06,-0.01842011724188286
2021-04-07,-0.027385738333817966
2021-04-08,0.00501960305606608
2021-04-09,0.09645700537868152
2021-04-12,0.05217083153775581
2021-04-13,0.011026211612141568
2021-04-14,-0.03887336114272866
2021-04-15,0.05464675556597953
2021-04-16,-0.01326729047416464
2021-04-19,-0.018864186370959102
2021-04-20,-0.015817768421578227
2021-04-21,-0.007135425949052254
2021-04-22,0.00446552719049631
2021-04-23,0.061058577911875744
2021-04-26,0.006873997065517612
2021-04-27,0.05416125920525117
2021-04-28,0.0019736757897526047
2021-04-29,-0.0759618132945995
2021-04-30,-0.046232778716860934
2021-05-03,-0.01885867837377564
2021-05-04,-0.037374528044257116
2021-05-05,-0.050510292629763476
2021-05-06,-0.043772901108333095
2021-05-07,0.017268085074121142
2021-05-10,-0.03555130485311109
2021-05-11,0.03395603213707554
2021-05-12,-0.09274131176208933
2021-05-13,0.02212585226361563
2021-05-14,0.22149112419781192
2021-05-17,-0.05160568271152355
2021-05-18,0.035652922578891744
2021-05-19,0.01183602351721258
2021-05-20,-0.022824515106255938
2021-05-21,0.0041606374030565
2021-05-24,0.02100748154237886
2021-05-25,-0.02983057269776268
2021-05-26,0.041021473270917985
2021-05-27,0.07725931669753172
2021-05-28,-0.016620916262181984
2021-06-01,-0.006720751364386324
2021-06-02,0.0037515746135545758
2021-06-03,-0.07154776139421515
2021-06-04,0.033714344194009316
2021-06-07,-0.009040354827321573
2021-06-08,-0.04028074030290574
2021-06-09,0.001608666492686428
2021-06-10,0.0574537204076897
2021-06-11,0.06427336669865547
2021-06-14,0.03029318927094149
2021-06-15,-0.0011333371056797548
2021-06-16,0.017712026003709136
2021-06-17,0.018952046521443222
2021-06-18,0.01707997499161329
2021-06-21,0.0351401710301138
2021-06-22,0.03331209970566862
2021-06-23,-0.027656705030754125
2021-06-24,0.007297616970459941
2021-06-25,0.008100388729177954
2021-06-28,-0.0063376816967579686
2021-06-29,0.04732344686648271
2021-06-30,-0.030340936979733835
2021-07-01,0.012673103143782782
2021-07-02,0.012846820816574622
2021-07-06,-0.0007654003982584534
2021-07-07,0.013021773641125112
2021-07-08,-0.03559274401907364
2021-07-09,0.009352588439621279
2021-07-12,-0.01692283817377782
2021-07-13,-0.003894272554124001
2021-07-14,-0.04056889024453403
2021-07-15,-0.01181125599936772
2021-07-16,0.00017927914282322988
2021-07-19,0.048637663479698556
2021-07-20,0.011737877826744958
2021-07-21,0.008222610576379408
2021-07-22,0.02100320867557004
2021-07-23,0.031841598441229246
2021-07-26,-0.023913094483939856
2021-07-27,-0.022271665632504933
2021-07-28,0.03811323074053741
2021-07-29,-0.04704312688142043
2021-07-30,-0.02117266272128504
2021-08-02,0.01916353046842101
2021-08-03,-0.002814839758237153
2021-08-04,0.007847340096716282
2021-08-05,0.01574051922105646
2021-08-06,0.001268382094615328
2021-08-09,0.00875741550600928
2021-08-10,0.03827469287051688
2021-08-11,0.002103459659135831
2021-08-12,-0.012332026001438123
2021-08-13,0.034960875285813486
2021-08-16,-0.03655216059650834
2021-08-17,-0.009537983181101883
2021-08-18,0.030933935060013962
2021-08-19,-0.049940025467677174
2021-08-20,0.01109526694248597
2021-08-23,-0.005432420632621393
2021-08-24,0.023869319824565638
2021-08-25,0.004267821097797553
2021-08-26,0.014608233731739695
2021-08-27,-0.01602092962614532
2021-08-30,0.025327202538054427
2021-08-31,-0.006746253618815534
2021-09-01,0.002089912058669041
2021-09-02,-0.00041711068707905863
2021-09-03,0.009075764041754919
2021-09-07,0.01891857891193771
2021-09-08,0.019277613361844415
2021-09-09,0.03394389501479145
2021-09-10,0.012660005557330933
2021-09-13,-0.008223585909080677
2021-09-14,-0.025450525182743045
2021-09-15,0.03206612016793442
2021-09-16,0.05551581395112093
2021-09-17,0.006365705020809909
2021-09-20,-0.011619022454535388
2021-09-21,0.004720376051015496
2021-09-22,-0.016714839799603642
2021-09-23,-0.003032268910249325
2021-09-24,0.01622121784544217
2021-09-27,-0.017186688152967644
2021-09-28,-0.048032061129217984
2021-09-29,-0.002374978071777889
2021-09-30,0.0007287270813294278
2021-10-01,-0.009661084938594078
2021-10-04,-0.030932950867508358
2021-10-05,0.009206836258860873
2021-10-06,0.028872152916470828
2021-10-07,-0.0016564179430459403
2021-10-08,-0.0024399765980271937
2021-10-11,-0.04461400645180602
2021-10-12,0.018945196571561906
2021-10-13,0.03226129733138339
2021-10-14,0.03412518045624102
2021-10-15,0.007720259403014573
2021-10-18,0.006072722700475541
2021-10-19,-0.009472040360231304
2021-10-20,0.011015754111264764
2021-10-21,0.01455867375309916
2021-10-22,-0.022804155589715047
2021-10-25,0.011691530555077323
2021-10-26,-0.01571677125916504
2021-10-27,-0.06565536189552101
2021-10-28,-0.014827831080639009
2021-10-29,-0.006122433409398886
2021-11-01,0.016119093123495132
2021-11-02,0.006315044885229826
2021-11-03,0.03428887869542452
2021-11-04,0.0068925256746785735
2021-11-05,-0.042229124867559586
2021-11-08,-0.02783369731808416
2021-11-09,-0.005902145615699017
2021-11-10,0.11577528057028652
2021-11-11,0.06151975512436114
2021-11-12,0.08156715856614083
2021-11-15,-0.013212993388912686
2021-11-16,-0.03324821721997584
2021-11-17,-0.02211799410873516
2021-11-18,-0.002832777548394283
2021-11-19,-0.059263134055675626
2021-11-22,-0.06406500945938587
2021-11-23,-0.08512860410866319
2021-11-24,0.0033638713330805814
2021-11-26,0.016168310234057737
2021-11-29,-0.026128159376072047
2021-11-30,-0.02316808022316308
2021-12-01,-0.09593337106562538
2021-12-02,0.027843089567829438
2021-12-03,-0.050625985134345686
2021-12-06,0.0242849940347436
2021-12-07,0.011885684706780308
2021-12-08,0.03346375711025851
2021-12-09,-0.024092773586044114
2021-12-10,-0.041611067481221564
