Date,VICI
2018-01-03,0.002984947223064527
2018-01-04,0.0019840892892057926
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0004949351704193194
2018-01-10,-0.010390734731226314
2018-01-11,0.0
2018-01-12,-0.0005003084882352349
2018-01-16,0.07553801776828628
2018-01-17,-0.010232758829794686
2018-01-18,-0.013157581889448267
2018-01-19,-0.011904905317934422
2018-01-22,0.10795167396134309
2018-01-23,-0.0865591311917221
2018-01-24,0.0
2018-01-25,-0.0033332361969475865
2018-01-26,0.008122190744265234
2018-01-29,0.0
2018-01-30,-0.0023698576029118623
2018-01-31,0.04513076492553347
2018-02-01,-0.05045464926208032
2018-02-02,0.005744131756191262
2018-02-05,-0.019038468032414047
2018-02-06,-0.005336738056781365
2018-02-07,0.012682545868670791
2018-02-08,-0.03660865188092266
2018-02-09,-0.004500020457529286
2018-02-12,-0.016574803294928886
2018-02-13,0.006128948644692489
2018-02-14,-0.0025382739077408623
2018-02-15,0.010178213312663331
2018-02-16,0.007052692203057154
2018-02-20,0.0005005589221127593
2018-02-21,-0.01650014567598146
2018-02-22,0.008642763270066744
2018-02-23,-0.0010082590477785702
2018-02-26,-0.006054305131131477
2018-02-27,-0.01218293995265085
2018-02-28,0.004624820849924216
2018-03-01,-0.003068923842369009
2018-03-02,-0.004617629207543494
2018-03-05,0.0036079238385309242
2018-03-06,0.007190995869995387
2018-03-07,0.0
2018-03-08,-0.01631832517604459
2018-03-09,0.016070380475377455
2018-03-12,-0.01071433567426927
2018-03-13,0.010830375957759264
2018-03-14,0.0015307635964241229
2018-03-15,-0.010698031624098547
2018-03-16,0.0
2018-03-19,-0.009783797705547381
2018-03-20,-0.010400366943807415
2018-03-21,-0.0031528568545950986
2018-03-22,-0.008961683528183051
2018-03-23,-0.01755335023781801
2018-03-26,0.010287180997149425
2018-03-27,-0.009646196069235669
2018-03-28,-0.0027293225975490998
2018-03-29,0.002736562126440356
2018-04-02,-0.0016376092297133438
2018-04-03,-0.0010932749191151503
2018-04-04,-0.007663294193503645
2018-04-05,0.002758390665211552
2018-04-06,0.005500758023675889
2018-04-09,-0.0076590232788964485
2018-04-10,0.0011026240537019838
2018-04-11,0.0005508591087561854
2018-04-12,0.0
2018-04-13,0.0016506650776113574
2018-04-16,0.0016484837436823163
2018-04-17,0.0021942841016504566
2018-04-18,0.006020743424658859
2018-04-19,-0.008161087372542508
2018-04-20,-0.0027425669212075565
2018-04-23,-0.004950659101432109
2018-04-24,-0.0027639467706929155
2018-04-25,0.0
2018-04-26,-0.0016629488746514598
2018-04-27,0.0022210881628315082
2018-04-30,0.007202247975073517
2018-05-01,0.0016499114354606714
2018-05-02,-0.01867101650755998
2018-05-03,-0.0011189701585743173
2018-05-04,0.00952362787319272
2018-05-07,0.007769222713078561
2018-05-08,0.01376630859281569
2018-05-09,0.026073049439478968
2018-05-10,0.012175836939523288
2018-05-11,-0.006276285071768251
2018-05-14,0.015789482222554607
2018-05-15,0.002590880637352244
2018-05-16,0.015503518988476461
2018-05-17,0.002544875607190411
2018-05-18,-0.007107023322173944
2018-05-21,0.010225195402358223
2018-05-22,-0.0005062551223765643
2018-05-23,0.007595119356892166
2018-05-24,-0.002512622782366414
2018-05-25,0.0005035362943159871
2018-05-29,0.004028167756160439
2018-05-30,0.0005014744909896951
2018-05-31,-0.029072206260380207
2018-06-01,0.026329016651690296
2018-06-04,0.024648170965438698
2018-06-05,-0.012764062316763747
2018-06-06,-0.0064643360036239494
2018-06-07,0.0015014111624040982
2018-06-08,0.021489504792572722
2018-06-11,0.004403139700380532
2018-06-12,0.0034093704798525692
