Date,HUM
2015-01-05,-0.026505533635944212
2015-01-06,-0.0007897897238288154
2015-01-07,0.018980273277436455
2015-01-08,0.04303966449841634
2015-01-09,-0.007305581380997017
2015-01-12,-0.008449744248491098
2015-01-13,0.009140085508275941
2015-01-14,0.004835242706448417
2015-01-15,0.002507693448477344
2015-01-16,0.013655691983364582
2015-01-20,-0.006469338540666558
2015-01-21,0.028932145297095202
2015-01-22,0.0024141655774707615
2015-01-23,-0.014188083317987599
2015-01-26,0.0034987788207896386
2015-01-27,-0.0082236795608297
2015-01-28,-0.012205546440793524
2015-01-29,0.004768139095011392
2015-01-30,-0.021254118121390997
2015-02-02,-0.003140997151196534
2015-02-03,0.0178106861852807
2015-02-04,0.01319125326138404
2015-02-05,-0.0011953488545708435
2015-02-06,-0.01742485779450964
2015-02-09,-0.003993747555016802
2015-02-10,0.030581381165790456
2015-02-11,0.011012114033821963
2015-02-12,0.002673968283843031
2015-02-13,-0.006895009544000463
2015-02-17,0.014344759199438784
2015-02-18,0.0034870752815092665
2015-02-19,-0.013642671299660236
2015-02-20,0.01852804691093546
2015-02-23,0.05380529845506099
2015-02-24,-0.0004860102775402497
2015-02-25,0.005655556498075809
2015-02-26,-0.012215525654472814
2015-02-27,0.006305313774854326
2015-03-02,-0.014478515937035086
2015-03-03,-0.010802135840456972
2015-03-04,-0.00018718750515667182
2015-03-05,0.011796052234575916
2015-03-06,-0.014681762109147956
2015-03-09,0.01634082248465063
2015-03-10,-0.020574449586770127
2015-03-11,0.012578731410188171
2015-03-12,0.020372448336962057
2015-03-13,0.013513684811606641
2015-03-16,0.04690667085950384
2015-03-17,-0.0017782515146427258
2015-03-18,0.02660920912580611
2015-03-19,0.013043349132659365
2015-03-20,0.010113301896761184
2015-03-23,-0.00377532464808239
2015-03-24,-0.009280354786857181
2015-03-25,-0.01707187122571263
2015-03-26,-0.009079638667269574
2015-03-27,0.01185616398350997
2015-03-30,0.020617018681852395
2015-03-31,-0.017440902596900454
2015-04-01,-0.0021342999878852797
2015-04-02,0.0019137017309796
2015-04-06,0.0015730394372399648
2015-04-07,-0.0008972431226170752
2015-04-08,0.003537069277249838
2015-04-09,-0.0055948460316394
2015-04-10,0.00421958086431351
2015-04-13,0.0005604440062629834
2015-04-14,0.005432116059101322
2015-04-15,-0.015706247659396544
2015-04-16,0.005375537411355769
2015-04-17,-0.00112556295560573
2015-04-20,0.00687376375126969
2015-04-21,0.0080024872208595
2015-04-22,-0.0006664270888000479
2015-04-23,0.010555086428380989
2015-04-24,0.0024188394813455805
2015-04-27,-0.012229072204670732
2015-04-28,0.005496060854074392
2015-04-29,-0.07211092901372584
2015-04-30,-0.014578957332122555
2015-05-01,0.0045890441465947784
2015-05-04,0.013765739322910253
2015-05-05,-0.026089605026035856
2015-05-06,-0.007184114598637992
2015-05-07,0.009014489603577314
2015-05-08,0.02042055353092076
2015-05-11,-0.007623599468749909
2015-05-12,0.04057162075147214
2015-05-13,0.0006920867700932476
2015-05-14,0.004322740944161074
2015-05-15,0.009468965046372402
2015-05-18,0.004036277435326419
2015-05-19,0.006398521848395733
2015-05-20,0.004500546391472238
2015-05-21,0.0012325256267087248
2015-05-22,0.0013423308205784412
2015-05-26,-0.0062570422376162504
2015-05-27,0.003598309879693673
2015-05-28,-0.000616331623385924
2015-05-29,0.2031277125072708
2015-06-01,0.0012577221998306687
2015-06-02,-0.0008374026222901509
2015-06-03,-0.005262069583954587
2015-06-04,-0.002855761010600588
2015-06-05,0.0064787834194088845
2015-06-08,-0.009562369300110896
2015-06-09,0.0006593959296037344
2015-06-10,0.0093189647386136
2015-06-11,-0.0013056006559396538
2015-06-12,-0.007937686242969533
2015-06-15,-0.02772165625233225
2015-06-16,-0.03378828167871062
2015-06-17,0.006462852219535131
2015-06-18,-0.007914714470913409
2015-06-19,0.015102770855975667
2015-06-22,-0.061143688377276906
2015-06-23,-0.0004212515453780874
2015-06-24,-0.029653171434113834
2015-06-25,0.07132399621098129
2015-06-26,-0.008017492528563763
2015-06-29,-0.013299091250958073
2015-06-30,-0.008398274477165235
2015-07-01,0.009724097291450073
2015-07-02,-0.029201533173691674
2015-07-06,0.007786437479014419
