Date,TTWO
2015-01-05,-0.017081834011392405
2015-01-06,0.01122373122820619
2015-01-07,0.006086647849496973
2015-01-08,0.012811341569956891
2015-01-09,-0.020730789326031673
2015-01-12,0.0
2015-01-13,-0.006458568344296145
2015-01-14,0.005417104212250834
2015-01-15,-0.005028713681074604
2015-01-16,0.05451257328315551
2015-01-20,-0.00581986217985464
2015-01-21,0.005853931252957301
2015-01-22,0.01711742607570943
2015-01-23,0.005048856630806897
2015-01-26,0.02143333478119791
2015-01-27,-0.027213112252657545
2015-01-28,0.007414874040740926
2015-01-29,0.006691226732132849
2015-01-30,-0.01229647182974758
2015-02-02,0.009084806998711725
2015-02-03,-0.005001654540682243
2015-02-04,-0.02915552395390808
2015-02-05,-0.006903654136388826
2015-02-06,0.0006951844784650607
2015-02-09,-0.016325154767523387
2015-02-10,-0.018714646363281462
2015-02-11,-0.01691260184307941
2015-02-12,0.004392417297725437
2015-02-13,0.03498538869491408
2015-02-17,-0.009507058499659382
2015-02-18,0.001066501512284157
2015-02-19,-0.04261366368756325
2015-02-20,0.0018546419179212847
2015-02-23,-0.0003702417177746664
2015-02-24,-0.0003703788474753722
2015-02-25,-0.010744683610150907
2015-02-26,-0.005992503477160738
2015-02-27,-0.0018839918117684595
2015-03-02,-0.01623255224202025
2015-03-03,-0.032617052912091826
2015-03-04,-0.006346682000105908
2015-03-05,0.006387219652102649
2015-03-06,-0.01586670500026477
2015-03-09,0.0004030725149979375
2015-03-10,-0.019742134453786697
2015-03-11,0.0036991431512582995
2015-03-12,0.002047470798703488
2015-03-13,0.03923175393378009
2015-03-16,0.015729438211955493
2015-03-17,-0.01509869883083148
2015-03-18,0.009040862319496412
2015-03-19,0.0019477692603016017
2015-03-20,-0.0015551714326035304
2015-03-23,0.0
2015-03-24,-0.0038940958053482744
2015-03-25,-0.021892082392987344
2015-03-26,-0.01119107440138456
2015-03-27,0.021018612068490317
2015-03-30,-0.0019794593806855554
2015-03-31,0.009916700082467589
2015-04-01,-0.025137447472995178
2015-04-02,0.007252228339604594
2015-04-06,-0.004800033569335893
2015-04-07,0.010450170323632157
2015-04-08,0.011137656859323553
2015-04-09,-0.023603476776904997
2015-04-10,0.018130570849011374
2015-04-13,-0.020973513139873168
2015-04-14,0.007679892312667969
2015-04-15,0.00401124670058528
2015-04-16,0.0
2015-04-17,-0.012385192360638397
2015-04-20,0.0012136200436421163
2015-04-21,0.004040419453322341
2015-04-22,0.0068410492428285785
2015-04-23,0.0031974389385445168
2015-04-24,-0.0007968309744902369
2015-04-27,-0.002392323210721803
2015-04-28,-0.01518789213280447
