Date,HBAN
2015-01-05,-0.029523929981923325
2015-01-06,-0.02649629944762255
2015-01-07,0.013104638954686498
2015-01-08,0.022885189118404536
2015-01-09,-0.02820952993389647
2015-01-12,0.0020018046024157243
2015-01-13,-0.0029972130860148605
2015-01-14,-0.013025713720267507
2015-01-15,-0.0142135570301124
2015-01-16,0.021627593953971846
2015-01-20,-0.015121224443977566
2015-01-21,-0.0010235147468318218
2015-01-22,0.039959008584889766
2015-01-23,-0.010837368887188892
2015-01-26,0.012948083947696087
2015-01-27,-0.013766045675970173
2015-01-28,-0.025922135529504065
2015-01-29,0.03172932673174822
2015-01-30,-0.005951655142442447
2015-02-02,0.02494987409063465
2015-02-03,0.009736843641142245
2015-02-04,-0.014464218674038798
2015-02-05,0.008805958221196786
2015-02-06,0.009699207046816483
2015-02-09,-0.0038426364348558284
2015-02-10,0.022179763924218276
2015-02-11,-0.009434054815690707
2015-02-12,0.019999751027030666
2015-02-13,-0.0018673651541057934
2015-02-17,0.0009357671385494815
2015-02-18,-0.006542423808842512
2015-02-19,0.0009407772948208937
2015-02-20,0.007518805157547881
2015-02-23,-0.004664259918069957
2015-02-24,0.02717945260996646
2015-02-25,0.0018247035326228733
2015-02-26,-0.0009105256009689366
2015-02-27,-0.0027355145079894783
2015-03-02,0.0018288327413142902
2015-03-03,-0.0036500659694932436
2015-03-04,-0.009157470156697989
2015-03-05,0.004621085597706687
2015-03-06,0.012879681744981442
2015-03-09,0.007266193911483088
2015-03-10,-0.02975634259542037
2015-03-11,0.00929350165633469
2015-03-12,0.031307326783053036
2015-03-13,-0.007142993468843062
2015-03-16,0.007233673044810374
2015-03-17,0.007181142526178297
2015-03-18,-0.004456429430435671
2015-03-19,-0.00626663353784207
2015-03-20,0.015315430216351622
2015-03-23,-0.010648003481820822
2015-03-24,-0.011658789503726785
2015-03-25,-0.018148902065434735
2015-03-26,0.005545092879575497
2015-03-27,-0.004595560687847389
2015-03-30,0.01662051790516683
2015-03-31,0.0036330650014628763
2015-04-01,-0.004524794523263709
2015-04-02,0.00363630213884214
2015-04-06,0.0018112709064674881
2015-04-07,0.003616901464795097
2015-04-08,-0.003603866634286579
2015-04-09,0.0027127735121812435
2015-04-10,-0.00360685710880837
2015-04-13,0.02081434081203981
2015-04-14,-0.011524869209961985
2015-04-15,0.010762603723744713
2015-04-16,0.0
2015-04-17,-0.014197380463933928
2015-04-20,0.0036004945734304794
2015-04-21,0.0017937243418346682
2015-04-22,-0.012533459984212403
2015-04-23,-0.008159672331564671
2015-04-24,-0.013710939949229228
2015-04-27,-0.007414480320370398
2015-04-28,0.007469865491049665
2015-04-29,0.009268050474888767
2015-04-30,-0.0027550542360698094
2015-05-01,0.0027626655294394897
2015-05-04,0.01469212758636318
2015-05-05,-0.006335076338966683
2015-05-06,-0.009107284388368497
2015-05-07,0.002757257192562035
2015-05-08,0.008249553571075818
2015-05-11,0.008181728784842024
2015-05-12,0.0009016818938558657
2015-05-13,0.009008695960523339
2015-05-14,0.002678799836620893
2015-05-15,-0.013357319768508291
2015-05-18,0.016245706061807974
2015-05-19,0.016874070875180225
2015-05-20,-0.00873382223283059
2015-05-21,-0.000881090053250766
2015-05-22,-0.007054619766008519
2015-05-26,-0.011545275907612007
2015-05-27,0.012578825783088554
2015-05-28,0.0008870893164911742
2015-05-29,-0.013297857437585048
2015-06-01,-0.008086102210267954
2015-06-02,0.011775147632566707
2015-06-03,0.00895282048986945
2015-06-04,-0.009760659236292546
2015-06-05,0.01612898865904344
2015-06-08,-0.006172562691861394
2015-06-09,0.010647876017302327
2015-06-10,0.004389283624946394
2015-06-11,0.003496634116091135
2015-06-12,0.00348451283484863
2015-06-15,-0.00436325832352269
2015-06-16,0.007011770072255619
2015-06-17,-0.011314502051839814
2015-06-18,0.013204627157678228
2015-06-19,-0.013032537360908814
2015-06-22,0.018486301906219582
2015-06-23,0.009507027075363883
2015-06-24,-0.008561414430085068
2015-06-25,-0.012953696532435277
2015-06-26,0.002624789394220617
2015-06-29,-0.02268781135628195
2015-06-30,0.00982161386636915
2015-07-01,0.014147151935820057
2015-07-02,-0.010462351475929221
2015-07-06,-0.000881222445273333
2015-07-07,-0.010581916901994726
2015-07-08,-0.015151299980621258
2015-07-09,0.0063346704047677616
2015-07-10,0.00809362907507083
2015-07-13,0.013380676606739916
2015-07-14,0.007042191066024328
2015-07-15,0.007867235344447998
2015-07-16,0.004336769172964994
2015-07-17,-0.0034544465950022696
2015-07-20,0.006932656572674389
2015-07-21,-0.003442370637467662
2015-07-22,0.001726698821372663
2015-07-23,0.01120678312880763
2015-07-24,0.002557903386639193
2015-07-27,-0.01360568438482046
2015-07-28,0.007758722218033753
2015-07-29,0.003421514331510833
2015-07-30,0.0034104566300998673
2015-07-31,-0.008496191059093605
2015-08-03,0.0025705025359090694
2015-08-04,-0.00256391199362771
2015-08-05,0.00856899487675089
2015-08-06,-0.003398864948601199
2015-08-07,-0.011082583024346726
2015-08-10,0.01982742817946237
2015-08-11,-0.01606037692817508
2015-08-12,-0.011168206683858983
2015-08-13,0.00955683401038021
2015-08-14,0.015490360415258753
2015-08-17,-0.0008474348428876288
2015-08-18,0.004241010405168888
2015-08-19,-0.01689197833647782
2015-08-20,-0.02749171164091435
2015-08-21,-0.028268240096013586
2015-08-24,-0.050909212554924754
2015-08-25,-0.02203060781161159
2015-08-26,0.036238637372816296
2015-08-27,0.026465474036345915
2015-08-28,0.004603861574921542
2015-08-31,0.0
2015-09-01,-0.042163137042655285
2015-09-02,0.01339683847712636
2015-09-03,0.011331684062813707
2015-09-04,-0.014939443110655648
2015-09-08,0.027488435920390186
2015-09-09,-0.011992758810434712
2015-09-10,0.010271100642429198
2015-09-11,-0.0009244535428910572
2015-09-14,0.004625487168650411
2015-09-15,0.01296271197146126
2015-09-16,0.009141010652117476
2015-09-17,-0.03170318602975464
2015-09-18,-0.03086989638711235
2015-09-21,0.015444013855098637
2015-09-22,-0.018060674252473596
2015-09-23,0.0029039984888779014
2015-09-24,-0.0038609691696549486
2015-09-25,0.016472857341845337
2015-09-28,-0.01906567290152006
2015-09-29,0.014577195654877473
2015-09-30,0.01532566789031975
2015-10-01,0.008490422164817657
2015-10-02,-0.01029009840422579
2015-10-05,0.018903962660596907
2015-10-06,-0.0009276352854190595
2015-10-07,0.012070719599703406
2015-10-08,0.001834780090083754
2015-10-09,-0.011904782045747742
2015-10-12,0.006487494457489973
2015-10-13,-0.01104981810679928
2015-10-14,-0.01955335723085183
2015-10-15,0.018044065051622926
2015-10-16,-0.0018655218824642494
2015-10-19,0.0
2015-10-20,0.011214848258273902
2015-10-21,-0.01848411719426779
2015-10-22,0.023540066830071815
2015-10-23,0.023919023573084397
2015-10-26,-0.014375240608833773
2015-10-27,-0.00638104445297305
2015-10-28,0.04128414918844969
2015-10-29,-0.004405621987103259
2015-10-30,-0.02920297015040718
2015-11-02,0.012761635485944778
2015-11-03,0.0018002919302433362
2015-11-04,0.006289123874205993
2015-11-05,0.011607230829229431
2015-11-06,0.028243725827227895
2015-11-09,-0.0068665858340307695
2015-11-10,0.0034570002089344687
2015-11-11,-0.0051679724152839945
2015-11-12,-0.019913729545311343
2015-11-13,-0.008833718531117474
2015-11-16,0.017825213841958343
2015-11-17,0.00437874225881707
2015-11-18,0.020923519269715918
2015-11-19,0.0017078662212521856
2015-11-20,-0.005114681429166712
2015-11-23,-0.0017139021834838841
2015-11-24,0.0008586663176213261
2015-11-25,0.0
2015-11-27,0.00857612748305514
2015-11-30,-0.005952568335502617
2015-12-01,0.009409971769112069
2015-12-02,-0.011016968748953748
2015-12-03,-0.0205657302006943
2015-12-04,0.027996622814354888
2015-12-07,-0.016170187032173877
2015-12-08,-0.028546760446053643
2015-12-09,-0.015138139277841578
2015-12-10,0.002712710161474563
2015-12-11,-0.02434616296429193
2015-12-14,0.0018482803748862686
2015-12-15,0.035977794167012744
2015-12-16,0.008904575654376856
2015-12-17,-0.0124333554449646
2015-12-18,-0.0269784537020461
2015-12-21,0.0027725230952218016
2015-12-22,0.01290325394044256
2015-12-23,0.014558509927027785
2015-12-24,0.0053816941835749255
2015-12-28,-0.005352886584975236
2015-12-29,0.013453665444725038
2015-12-30,-0.011504795706352766
2015-12-31,-0.009847568567970755
2016-01-04,-0.032549775745126075
2016-01-05,0.0018692093334278237
2016-01-06,-0.01585824097113986
2016-01-07,-0.030331969338634357
2016-01-08,-0.017595234231162715
2016-01-11,0.004974907983525734
2016-01-12,0.007921428136431041
2016-01-13,-0.04224005070093584
2016-01-14,0.010256470799728357
2016-01-15,-0.02741119145914661
2016-01-19,-0.010438622039086187
2016-01-20,-0.0232064898614166
2016-01-21,-0.028077901691272222
2016-01-22,0.01666672682308068
2016-01-25,-0.03825155337315134
2016-01-26,-0.08522727090345017
2016-01-27,0.026087229612640872
2016-01-28,0.02663416168875421
2016-01-29,0.011792607402224542
2016-02-01,0.00699286713066849
2016-02-02,-0.026620277567925066
2016-02-03,0.01307960196414859
2016-02-04,0.01760553223895811
2016-02-05,-0.01038041737678752
2016-02-08,-0.019813562501270643
2016-02-09,0.004756119659305336
2016-02-10,-0.009467462841138086
2016-02-11,-0.04301057487432536
2016-02-12,0.05368285059211009
2016-02-16,0.03554506692013426
2016-02-17,0.003432425590715882
2016-02-18,-0.02850632022585009
2016-02-19,0.01760553223895811
2016-02-22,0.01960797090423827
2016-02-23,-0.026017927487365422
2016-02-24,-0.008130382704088834
2016-02-25,0.011709673332801929
2016-02-26,0.03587962537263678
2016-02-29,-0.022346266890225897
2016-03-01,0.04914265634448989
2016-03-02,0.01198259033098581
2016-03-03,0.033369668747211145
2016-03-04,0.007291273959215694
2016-03-07,-0.009306950822861482
2016-03-08,-0.024008557946629483
2016-03-09,-0.0010693968221263672
2016-03-10,0.021413328202032123
2016-03-11,0.029350011710513657
2016-03-14,-0.00814664522321884
2016-03-15,-0.008213848181601535
2016-03-16,-0.011470084032999095
2016-03-17,0.007384200660703666
2016-03-18,0.012565243244433644
2016-03-21,0.0020685457721576483
2016-03-22,0.0010317037647131766
2016-03-23,-0.007216362291655787
2016-03-24,-0.004153692746857174
2016-03-28,-0.00625616129066453
2016-03-29,0.0
2016-03-30,0.006295547249671518
2016-03-31,-0.00521369923800119
2016-04-01,0.0020965126269893997
