Date,USB
2015-01-05,-0.024091454089694153
2015-01-06,-0.013256763685066897
2015-01-07,0.008802544670477586
2015-01-08,0.0073477490734856765
2015-01-09,-0.02074342232609827
2015-01-12,-0.009311022225537258
2015-01-13,-0.010807927793899053
2015-01-14,-0.018052404141154388
2015-01-15,-0.009675827343332832
2015-01-16,0.014167134760563194
2015-01-20,-0.007466402018274976
2015-01-21,0.024023204761574712
2015-01-22,0.029147127883538904
2015-01-23,-0.002532625812952105
2015-01-26,0.0048475776417138405
2015-01-27,-0.012635425897793429
2015-01-28,-0.020474233083448534
2015-01-29,0.011164014256433097
2015-01-30,-0.01550389898896265
2015-02-02,0.019565825221123934
2015-02-03,0.012870893983837117
2015-02-04,0.006932032101802488
2015-02-05,0.009637504079974102
2015-02-06,0.00931797492626063
2015-02-09,-0.005404158412986471
2015-02-10,0.007923842218250154
2015-02-11,-0.0056150038126568935
2015-02-12,0.019200229734559926
2015-02-13,-0.001108030339030397
2015-02-17,0.0
2015-02-18,-0.011981733560542884
2015-02-19,-0.004715733740879857
2015-02-20,0.00676868178806056
2015-02-23,-0.0031374610234783384
2015-02-24,0.0053954678761820585
2015-02-25,0.0026835023232685273
2015-02-26,0.0020070564446932337
2015-02-27,-0.0071218862352729895
2015-03-02,0.006052519897592257
2015-03-03,-0.002896884647301312
2015-03-04,-0.007597789762917917
2015-03-05,0.003828164705575121
2015-03-06,0.0020188849270112996
2015-03-09,0.00492458246834615
2015-03-10,-0.026286312209348184
2015-03-11,0.000914918260302322
2015-03-12,0.01645730680753621
2015-03-13,-0.00404769680990269
2015-03-16,0.015353465833588542
2015-03-17,-0.00044458059916263615
2015-03-18,-0.00222444193615956
2015-03-19,-0.009141684249303172
2015-03-20,0.009450565012366408
2015-03-23,-0.0033434190722219093
2015-03-24,-0.011406877760903322
2015-03-25,-0.0176469103342346
2015-03-26,-0.003916017029914509
2015-03-27,-0.003370980352786268
2015-03-30,0.02169820048106441
2015-03-31,-0.002740632138200416
2015-04-01,-0.004121651318648056
2015-04-02,0.005058639312105484
2015-04-06,-0.008922372836916437
2015-04-07,0.0006922920487151263
2015-04-08,0.001845864542929565
2015-04-09,0.003223351790058171
2015-04-10,0.004131486575036147
2015-04-13,0.007771400504131609
2015-04-14,-0.01270139312099594
2015-04-15,-0.002297114241210596
2015-04-16,-0.011282800891993294
2015-04-17,-0.011644085632291912
2015-04-20,0.007540227682579559
2015-04-21,-0.006080442202823999
2015-04-22,0.007764711964002524
2015-04-23,-0.0002338293897831134
2015-04-24,-0.001868392375927841
2015-04-27,-0.004210952863387796
2015-04-28,0.0072835884909259185
2015-04-29,0.0025655805411584076
2015-04-30,-0.002559015181603952
2015-05-01,0.000933170164535646
2015-05-04,0.01468168986028684
2015-05-05,-0.00666049733127605
2015-05-06,-0.003468578998388816
2015-05-07,0.0
2015-05-08,0.017634229443174387
2015-05-11,-0.0025082304524185473
2015-05-12,0.0034288125560608673
2015-05-13,0.00546646967183384
2015-05-14,0.0054371212867381224
2015-05-15,-0.010139311241321725
2015-05-18,0.0061459766013112205
2015-05-19,0.011086061752898502
2015-05-20,-0.013425789056770054
2015-05-21,-0.0052163248625357594
2015-05-22,-0.00661239799391411
2015-05-26,-0.004590073745232237
2015-05-27,0.01129834683526143
2015-05-28,-0.0036482389180623187
2015-05-29,-0.013501456116015498
2015-06-01,-0.0032467723861190345
2015-06-02,0.0037231652074354304
2015-06-03,0.019476028548098823
2015-06-04,-0.010916841142973643
2015-06-05,0.011496953223828488
2015-06-08,-0.007501401543328234
2015-06-09,0.009390229362233882
2015-06-10,0.01679189920284463
2015-06-11,0.0008924035383672813
2015-06-12,-0.0015608925705132837
2015-06-15,-0.008485591330816722
2015-06-16,0.0042792602752927955
2015-06-17,0.0011213452711440475
2015-06-18,0.003135858172140127
2015-06-19,-0.0031260553060621366
2015-06-22,0.007616337657023964
2015-06-23,0.0026680647509025324
2015-06-24,-0.007982228887594478
2015-06-25,-0.0040234425460039525
2015-06-26,0.004626931388637567
2015-06-29,-0.024713455701863896
2015-06-30,-0.000230010866526964
2015-07-01,0.01728101417875272
2015-07-02,-0.012004646189586077
2015-07-06,-0.00045867899577201054
2015-07-07,-0.002981286045865117
2015-07-08,-0.01840365334247518
2015-07-09,0.006796117246680389
2015-07-10,0.011173056103772172
2015-07-13,0.008978365448513381
2015-07-14,0.0011406453321378685
2015-07-15,0.03760231031899508
2015-07-16,0.007248508201527448
2015-07-17,-0.00021849296491749381
2015-07-20,-0.00021782962760263924
2015-07-21,-0.0021816158442873324
