Date,PSA
2015-10-07,-0.00027650746477536625
2015-10-08,0.007692883331499312
2015-10-09,-0.007222599206164748
2015-10-12,0.00962353876156996
2015-10-13,-0.010079171360078742
2015-10-14,-4.5709057115872476e-05
2015-10-15,0.01160991054719851
2015-10-16,0.007924537672543419
2015-10-19,0.020830687043218443
2015-10-20,0.005399746095614333
2015-10-21,0.0012769687084621673
2015-10-22,0.01143217651729378
2015-10-23,-0.0005651819549777892
2015-10-26,0.0030880973292541913
2015-10-27,0.010103892613001486
2015-10-28,-0.00575244945562059
2015-10-29,-0.011658010341277558
2015-10-30,0.00244614541000443
2015-11-02,0.02527715775983297
2015-11-03,-0.006801240758166793
2015-11-04,-0.00860213408438315
2015-11-05,0.0019423091262869008
2015-11-06,-0.021326870942753318
2015-11-09,-0.00017589514445781607
2015-11-10,0.009951335970715958
2015-11-11,-0.0023110725921521302
2015-11-12,-0.0017915634518321788
2015-11-13,-0.009499699141955364
2015-11-16,0.013568658923239774
2015-11-17,0.009069830120827849
2015-11-18,0.005704057064904955
2015-11-19,0.00678885941496854
2015-11-20,0.010114860796207159
2015-11-23,0.001521013495383361
2015-11-24,0.0033328519234836484
2015-11-25,0.006349098372408157
2015-11-27,0.006100557762080072
2015-11-30,-0.003073589172829516
2015-12-01,0.012705345307775895
2015-12-02,-0.012175794705797327
2015-12-03,-0.013825000997961578
2015-12-04,0.0214082764540946
2015-12-07,0.0051671914749469305
2015-12-08,0.012543700537782865
2015-12-09,-0.013972309337500266
2015-12-10,-0.007661749345780455
2015-12-11,0.011580290733095966
2015-12-14,0.029425106826369785
2015-12-15,-0.009153317466288446
2015-12-16,0.012276681165171333
2015-12-17,-0.009126194881796224
2015-12-18,0.0047667685675780724
2015-12-21,0.007638602201450295
2015-12-22,-0.008578123699767848
2015-12-23,0.0005634350644661001
2015-12-24,-0.001528449808133936
2015-12-28,0.011762419889842501
2015-12-29,0.00414065579464773
2015-12-30,-0.006938705273542678
2015-12-31,-0.011019807233325962
2016-01-04,-0.013443834563108714
2016-01-05,0.02823622880153631
2016-01-06,0.0015916882173745428
2016-01-07,-0.01041033446039441
2016-01-08,-0.007307918463347662
2016-01-11,0.009869531382587837
2016-01-12,0.002002782887084109
2016-01-13,-0.003277906574429723
2016-01-14,0.0015239473564550021
2016-01-15,-0.004725257922068238
2016-01-19,0.007604180875611322
2016-01-20,-0.040528942694921466
2016-01-21,0.0032048295813147387
2016-01-22,0.027669523116997885
2016-01-25,-0.0008881397163076343
2016-01-26,0.024079797801773717
2016-01-27,-0.020870383812323978
2016-01-28,0.0035459391879744118
2016-01-29,0.018067856758187784
2016-02-01,0.0020508135523809035
2016-02-02,0.004486994083361173
2016-02-03,-0.008267610532931347
2016-02-04,-0.027221327528435757
2016-02-05,-0.036918207906654676
2016-02-08,-0.03436950012720852
2016-02-09,0.01720690946956105
2016-02-10,0.012665374859525347
2016-02-11,-0.0044093383941684605
2016-02-12,-0.00519515246345259
2016-02-16,0.019562641989100626
2016-02-17,0.03329413574154305
2016-02-18,0.002478565663102339
2016-02-19,0.02127895313691197
2016-02-22,0.006627773864036568
2016-02-23,0.00031536317284230897
2016-02-24,-0.014976820899581744
2016-02-25,0.020726655001965577
2016-02-26,-0.0041554069128401094
2016-02-29,-0.0179105366671517
2016-03-01,0.02168427525190464
2016-03-02,0.004982131873683793
2016-03-03,-0.011554669614593505
2016-03-04,-0.01287464553408213
2016-03-07,0.0024805230163649217
2016-03-08,-0.006585018949064159
2016-03-09,0.003896763055306174
2016-03-10,0.000440231434939653
2016-03-11,0.027280297102673767
2016-03-14,0.01799122197773073
2016-03-15,0.014631629243568867
2016-03-16,0.017153075741231927
2016-03-17,0.00641711089223862
2016-03-18,-0.0011121610905404644
2016-03-21,-0.019261293751907993
2016-03-22,-0.0013625528181054891
2016-03-23,0.004926449044527548
2016-03-24,0.005580577910003992
2016-03-28,0.011924569633672943
2016-03-29,0.017230934495021666
2016-03-30,-0.004735796724872343
2016-03-31,0.009589996605168238
2016-04-01,-0.0011243242966799682
2016-04-04,0.002722375389726528
2016-04-05,-0.008759593695396695
2016-04-06,-0.00043841331243998916
2016-04-07,0.00036581333840945973
2016-04-08,0.0008032393591310694
2016-04-11,-0.0065683435230713405
2016-04-12,0.014362086300758747
2016-04-13,-0.015389546652551322
2016-04-14,-0.017505846144268422
2016-04-15,0.0029569209805173635
2016-04-18,0.017392088344589496
2016-04-19,-0.03345561751923709
2016-04-20,-0.0026188167315159827
2016-04-21,-0.029301072495545588
2016-04-22,0.007252258078842777
2016-04-25,0.006032689794379431
2016-04-26,-0.0064993507982406
2016-04-27,-0.033487542718563135
2016-04-28,0.0032226909553838556
2016-04-29,-0.016866481485038554
2016-05-02,0.031697703125014076
2016-05-03,0.002692494413290003
2016-05-04,0.016702983112591552
2016-05-05,0.010020068214637634
2016-05-06,0.012497215796848371
2016-05-09,0.005582631203887356
2016-05-10,0.0006043528388350872
2016-05-11,-0.021363365227106912
2016-05-12,0.020865452950357577
2016-05-13,-0.010578271691007113
2016-05-16,0.011760572004004377
2016-05-17,-0.02539897155680859
2016-05-18,-0.017115964322031663
2016-05-19,-0.01583798680138815
2016-05-20,0.010328220017945533
2016-05-23,-0.002020563177838608
2016-05-24,0.01000521827995926
2016-05-25,-0.004127897768290811
2016-05-26,0.0031579562801802297
2016-05-27,0.004288939502206546
2016-05-31,-0.005955399917527249
2016-06-01,0.01213992581108192
2016-06-02,0.004634108909327361
2016-06-03,0.008837832048809835
2016-06-06,-0.01095040541907022
2016-06-07,-0.006681947191424342
2016-06-08,-0.0144316852617834
2016-06-09,-0.026071559489069918
2016-06-10,-0.014831041990646443
2016-06-13,0.0014999344109147827
2016-06-14,-0.009278037753861268
2016-06-15,0.022299568848297202
2016-06-16,0.003697385435063927
2016-06-17,-0.012237789945069855
2016-06-20,-0.0016157339709971241
2016-06-21,0.0007054853071561951
2016-06-22,-0.004105624796703511
2016-06-23,0.003623106872451043
2016-06-24,0.0013276164278757108
2016-06-27,0.03683885783993057
2016-06-28,0.011710189147241312
2016-06-29,0.003436813687311302
2016-06-30,0.006220232632790257
2016-07-01,-0.006846685063956803
2016-07-05,0.023242828015879846
2016-07-06,-0.0061984026211668874
2016-07-07,-0.016852128962968282
2016-07-08,0.014028099301508723
2016-07-11,-0.0030312319931335985
2016-07-12,-0.0029620835904986542
2016-07-13,0.0025410347042684744
2016-07-14,-0.009280602126291781
2016-07-15,-0.009642823899248087
2016-07-18,-0.001470688350835414
2016-07-19,0.0035424261321910233
2016-07-20,-0.0008726974881531069
2016-07-21,-0.0010717207026895714
2016-07-22,0.008305292300491374
2016-07-25,-0.007015153918843442
2016-07-26,-0.00607261154770411
2016-07-27,-0.008984348587553592
2016-07-28,-0.038520301257720435
2016-07-29,0.0012571520463606767
2016-08-01,0.000209414879078329
2016-08-02,-0.019333085054258903
2016-08-03,-0.0038405479903730333
2016-08-04,-0.012422320085713645
2016-08-05,0.009585876908606572
2016-08-08,-0.009709629408228948
2016-08-09,0.005813289653380904
2016-08-10,0.0018548155753175255
2016-08-11,-0.006199622942061667
2016-08-12,-0.0028593186596866937
2016-08-15,-0.004691973516449899
2016-08-16,-0.006766217368111116
2016-08-17,0.0015823890806114793
2016-08-18,-0.005090049741835245
2016-08-19,-0.011951761082877654
2016-08-22,0.01227503939584551
2016-08-23,-0.0011905275259205261
2016-08-24,-0.011390473622254205
2016-08-25,0.00808296906157735
2016-08-26,-0.007707937642596474
2016-08-29,0.007767811448863737
2016-08-30,-0.008726694909915733
2016-08-31,0.000759551241992007
2016-09-01,0.00969062961689704
2016-09-02,0.0030068583888416267
2016-09-06,-0.010670577745571341
2016-09-07,0.006952823822306886
2016-09-08,-0.012968740619377694
2016-09-09,-0.01982054720740567
2016-09-12,0.010240537274144534
2016-09-13,-0.019406072627010107
2016-09-14,0.0016297865697949554
2016-09-15,-0.0013949318451370596
2016-09-16,0.0007450567514859507
2016-09-19,0.005163872714776918
2016-09-20,0.0035635052954510194
2016-09-21,0.0031820283091552604
2016-09-22,0.019629571519950595
2016-09-23,0.0014425961761761474
2016-09-26,0.008238802284471936
2016-09-27,-0.004509848830107521
2016-09-28,0.012963204287498309
2016-09-29,-0.0037195383176146235
2016-09-30,-0.008222812003625624
2016-10-03,-0.029488151843100607
2016-10-04,-0.01800915436124606
2016-10-05,-0.017727675503773188
2016-10-06,0.01124982095617244
2016-10-07,0.003834697759484307
2016-10-10,-0.002169203389728147
2016-10-11,-0.008837801335175977
2016-10-12,0.014542737182187127
2016-10-13,0.006862387386790347
2016-10-14,-0.0001403736349144813
2016-10-17,0.00424887383976702
2016-10-18,0.0033466109096549346
2016-10-19,-0.0029648989262306413
2016-10-20,-0.004972224448837159
2016-10-21,-0.014338130274251126
2016-10-24,0.002132088095466278
2016-10-25,0.004019256402173044
2016-10-26,0.004379277740006682
2016-10-27,-0.05171608716378728
2016-10-28,0.0271943356755886
2016-10-31,0.0287361075601944
2016-11-01,-0.037431955281853835
2016-11-02,-0.002235844171185164
2016-11-03,-0.007308172495999354
2016-11-04,0.008245152268734568
2016-11-07,0.030617229188284245
2016-11-08,0.021961740752221903
2016-11-09,0.004991408075837089
2016-11-10,-0.012507938376744798
2016-11-11,-0.0026080224678730612
2016-11-14,0.010598558939605152
2016-11-15,-0.020004683256675704
2016-11-16,-0.01843296477905254
2016-11-17,-0.01728988275555199
2016-11-18,-0.003128329370740368
2016-11-21,-0.010001412649939811
2016-11-22,0.015698819061560787
2016-11-23,-0.0016578058525381634
2016-11-25,0.004737217719054998
2016-11-28,0.01827631218287573
2016-11-29,0.0005729563959675499
2016-11-30,-0.0014789792517470035
2016-12-01,-0.0068802662622613475
2016-12-02,0.007793897720254073
2016-12-05,0.014177824847419362
2016-12-06,0.010637885013370596
2016-12-07,0.029341829892974403
2016-12-08,0.00022628809960201224
2016-12-09,-0.008730388916452836
2016-12-12,0.0024866612023621837
2016-12-13,0.0032618572585583205
2016-12-14,-0.014561868547027457
2016-12-15,0.005065281105518515
2016-12-16,0.011281047805890232
2016-12-19,0.007498104218586654
2016-12-20,-0.011481153032285252
2016-12-21,-0.012440061718196893
2016-12-22,0.009901106855303432
2016-12-23,0.006719982678794256
2016-12-27,0.00649239524758638
2016-12-28,-0.008449638756457767
2016-12-29,0.009712723497388165
2016-12-30,0.014065045948021382
2017-01-03,8.965182290920914e-05
2017-01-04,0.007337228477676261
2017-01-05,0.0106589447061336
2017-01-06,0.003471830209476501
2017-01-09,-0.0068319831147911625
2017-01-10,-0.006569845561609777
2017-01-11,-0.024589345787365047
2017-01-12,-0.011194001377837659
2017-01-13,-0.014634043542987474
2017-01-17,0.016672558875820753
2017-01-18,-0.009600683579099933
2017-01-19,-0.001252353709999432
2017-01-20,0.012260380093049417
2017-01-23,0.01046007049328046
2017-01-24,0.009716236009099433
2017-01-25,-0.015648177364893656
2017-01-26,-0.00301464986662614
2017-01-27,-0.007698209766537789
2017-01-30,-0.007295031127425133
2017-01-31,4.650025110142231e-05
2017-02-01,-0.007953473112255138
2017-02-02,0.008110878951882672
2017-02-03,0.0070225589770971375
2017-02-06,-0.003879035801252484
2017-02-07,0.003661995949766128
2017-02-08,0.01487459934934554
2017-02-09,-0.0055983830938028945
2017-02-10,0.006041934253457892
2017-02-13,0.0012284792377814657
2017-02-14,-0.014359547813119655
2017-02-15,0.0008299312890638344
2017-02-16,0.016399660894746537
2017-02-17,0.023204891476456213
2017-02-21,0.008725922054651392
2017-02-22,-0.0065425376345548125
2017-02-23,0.003668552527248403
2017-02-24,0.0059012506261937325
2017-02-27,-0.00161989323011702
2017-02-28,-0.002543521712704
2017-03-01,0.008221291406552478
2017-03-02,-0.010290946361513509
2017-03-03,-0.0015864090927346641
2017-03-06,0.005781264290216637
2017-03-07,0.0003949491409833694
2017-03-08,-0.018376506946550242
2017-03-09,-0.0066123575846639415
2017-03-10,-0.01020961494205086
2017-03-13,-0.003714452014285774
2017-03-14,0.009619921609788085
2017-03-15,0.01723237374758635
2017-03-16,-0.011607688097899582
2017-03-17,0.008842298988077202
2017-03-20,0.00516914058022877
2017-03-21,0.0028613903205789715
2017-03-22,0.006643596170571309
2017-03-23,0.0006643910729844382
2017-03-24,-0.013323413217611213
2017-03-27,-0.008972301992158593
2017-03-28,0.005658397867678522
2017-03-29,-0.009947816587647096
2017-03-30,-0.002500464914455769
2017-03-31,-0.0022333964871560363
2017-04-03,0.0018273273461770767
2017-04-04,0.004559840069008114
2017-04-05,0.008987290962396699
2017-04-06,0.001574323659936816
2017-04-07,0.004311748373250657
2017-04-10,0.010018092934227951
2017-04-11,0.002346957699483454
2017-04-12,-0.009144596407360983
2017-04-13,0.007445765461902232
2017-04-17,0.023100268189224504
2017-04-18,-4.3309633748878085e-05
2017-04-19,-0.005147526834475169
2017-04-20,-0.0025652663638316975
2017-04-21,-0.00449003562942496
2017-04-24,-0.008319809188992555
2017-04-25,-0.004106568147912881
2017-04-26,-0.007138555320757467
2017-04-27,-0.048809657339277
2017-04-28,-0.01699527757263075
2017-05-01,-0.010268687696021406
2017-05-02,0.00019306287465692407
2017-05-03,-0.00839466110489795
2017-05-04,0.010217458115252542
2017-05-05,0.002985990714925224
2017-05-08,0.0009603815992604847
2017-05-09,-0.0018228516467956313
2017-05-10,0.004084947495262892
2017-05-11,-0.002153623073134492
2017-05-12,0.0008151765704949021
2017-05-15,0.005224439217214272
2017-05-16,-0.00758109421333375
2017-05-17,0.023109442167490446
2017-05-18,0.014886201854140024
2017-05-19,-0.007588394415134148
2017-05-22,0.0052219370423491895
2017-05-23,0.007421227824135235
2017-05-24,0.001703317516393188
2017-05-25,-0.002206356672885046
2017-05-26,-0.003224558893709095
2017-05-30,-0.009427143162621165
2017-05-31,0.004665154716185338
2017-06-01,-0.01430224059697549
2017-06-02,0.00777299755991101
2017-06-05,-0.012013825519490151
2017-06-06,-0.016323490204162017
2017-06-07,0.009475703753299758
2017-06-08,0.004955678550854881
2017-06-09,-0.015883807762411606
2017-06-12,0.007199504295079429
2017-06-13,0.006569118204690305
2017-06-14,0.007101493292837269
2017-06-15,0.013341147578145307
2017-06-16,0.0046079712645126225
2017-06-19,-0.008799218865411462
2017-06-20,-0.00014166591948350238
2017-06-21,0.002597676150461359
2017-06-22,-0.005275805877931639
2017-06-23,0.009139335147786198
2017-06-26,-0.002909291794462532
2017-06-27,-0.010447552533651372
2017-06-28,-0.003947368553078756
2017-06-29,-0.008928563333596262
2017-06-30,0.004624746433810056
2017-07-03,0.020141222988245167
2017-07-05,-0.02195268761066571
2017-07-06,-0.012977283314941745
2017-07-07,0.008132297286912449
2017-07-10,-0.017678758269879857
2017-07-11,-0.0005409222631216348
2017-07-12,0.015497599668835349
2017-07-13,-0.007703118239353879
2017-07-14,0.013963279088405
2017-07-17,-0.000433388026644943
2017-07-18,-0.001830552305204125
2017-07-19,0.0027026515166943543
2017-07-20,-0.0011549976598451694
2017-07-21,0.006794143915398676
2017-07-24,0.00028708199679816637
2017-07-25,-0.006124307069588664
2017-07-26,0.011265003397570528
2017-07-27,-0.05607875392331818
2017-07-28,0.022997501449002034
2017-07-31,0.013458638436093073
2017-08-01,-0.013328557433699761
2017-08-02,-0.0030075414781297605
2017-08-03,-0.00929669687384549
2017-08-04,0.005740203604198246
2017-08-07,-0.0020345575303341024
2017-08-08,-0.0019899149661540827
2017-08-09,0.0009965733395025378
2017-08-10,-0.0011447240394779623
2017-08-11,-0.010067219597372223
2017-08-14,0.009615981080961733
2017-08-15,0.005185713018706739
2017-08-16,-0.012749298715304835
2017-08-17,-0.006431739143663906
2017-08-18,-0.007282505958850494
2017-08-21,0.020785349723395186
2017-08-22,0.006089038940176428
2017-08-23,0.01899897098064951
2017-08-24,-0.0036510947018865147
2017-08-25,-0.003908579887451524
2017-08-28,0.002109017329770202
2017-08-29,0.0062161442328871885
2017-08-30,0.0018001994177576641
2017-08-31,-0.002913971604067478
2017-09-01,0.002630064211912586
2017-09-05,0.003788663298715411
2017-09-06,0.005951896620214114
2017-09-07,0.030737330575009825
2017-09-08,0.01880734247566984
2017-09-11,-0.02249110001117205
2017-09-12,-0.01807002710172856
2017-09-13,0.005588158741969496
2017-09-14,0.018300296929624427
2017-09-15,0.007480346085106948
2017-09-18,0.007938174082347205
2017-09-19,-0.00060208800012862
2017-09-20,-0.00746339370629856
2017-09-21,0.003549734994965359
2017-09-22,-0.00539885719666211
2017-09-25,0.0023396563288080596
2017-09-26,-0.00037340486991377375
2017-09-27,-0.010040700424456483
2017-09-28,0.003632335834491629
2017-09-29,0.005828820971337967
2017-10-02,0.0013548984089906124
2017-10-03,-0.006346784587776488
2017-10-04,0.004461771619685084
2017-10-05,-0.0008885273450838227
2017-10-06,-0.0012167960898199492
2017-10-09,0.001921334857160728
2017-10-10,-0.003787992452947475
2017-10-11,0.007792684356693558
2017-10-12,0.009921804370146337
2017-10-13,0.008071372266318821
2017-10-16,-0.00457537953320708
2017-10-17,-0.007722103048924622
2017-10-18,-0.005604700629209702
2017-10-19,0.0025151544065100673
2017-10-20,-0.00055735908716259
2017-10-23,-0.0014413517630978978
2017-10-24,-0.021743443904999493
2017-10-25,-0.0005233388120935434
2017-10-26,-0.027571634735008677
2017-10-27,0.013172851184087842
2017-10-30,0.008941549597193843
2017-10-31,-0.00718554324807541
2017-11-01,-0.003522313498507401
2017-11-02,0.008764295998815452
2017-11-03,0.0030719534363290446
2017-11-06,0.0016749983172001937
2017-11-07,0.010366685218901495
2017-11-08,0.008038610948267744
2017-11-09,-0.008537244970137192
2017-11-10,0.0007096772407289009
2017-11-13,0.008178869540943934
2017-11-14,-0.001547388478110867
2017-11-15,-0.013479452517367596
2017-11-16,0.017234117265550353
2017-11-17,-0.008517677430663784
2017-11-20,-0.00349328606952537
2017-11-21,0.0009949897070542502
2017-11-22,-0.00014212726235296458
2017-11-24,0.007099558620744295
2017-11-27,0.010056486642606721
2017-11-28,-0.025589650713928935
2017-11-29,0.003963083474747275
2017-11-30,0.013602169953515597
2017-12-01,-0.004926459108251513
2017-12-04,-0.009902585531110009
2017-12-05,0.005143605979057497
2017-12-06,0.0035537661999152093
2017-12-07,-0.01633621065239943
2017-12-08,0.01199940449904191
2017-12-11,0.003984262401428129
2017-12-12,0.009729280981875643
2017-12-13,0.003967078208616082
2017-12-14,-0.007244968752760705
2017-12-15,0.0025592088694124104
2017-12-18,0.0025050182567467605
2017-12-19,-0.018293710269315033
2017-12-20,-0.01469720231324223
2017-12-21,-0.006969875685634341
2017-12-22,0.011043996208539353
2017-12-26,0.010001527840879376
2017-12-27,0.006008848167758041
2017-12-28,-0.0001909272933039441
2017-12-29,-0.0011474645851288212
2018-01-02,-0.012822741639378465
2018-01-03,0.0021807044582522472
2018-01-04,-0.017700445935490805
2018-01-05,-0.00585890336912176
2018-01-08,0.007973497548461772
2018-01-09,-0.011693829185869031
2018-01-10,-0.0250557181418517
2018-01-11,5.0884525065741926e-05
2018-01-12,-0.013103681973121284
2018-01-16,0.0010326481102347351
2018-01-17,0.010013427460192625
2018-01-18,-0.012468917104944688
2018-01-19,0.001604193400545073
2018-01-22,0.0011365605406203905
2018-01-23,0.022241510206427728
2018-01-24,-0.016002819379134614
2018-01-25,-0.012056041095500514
2018-01-26,0.0014541832819237044
2018-01-29,-0.0016077351642791449
2018-01-30,0.005505489198860625
2018-01-31,0.011156973356979627
2018-02-01,-0.024417581132212374
2018-02-02,-0.0035083204312970073
2018-02-05,-0.028006982816774828
2018-02-06,0.0022705521794423866
2018-02-07,-0.00026967818849510383
2018-02-08,-0.026220572714184764
2018-02-09,0.03695475477170218
2018-02-12,0.003526388121938062
2018-02-13,0.007347657469841007
2018-02-14,-0.012790708489697322
2018-02-15,0.019808962205331015
2018-02-16,-0.009082127935184259
2018-02-20,-0.01292694347558121
2018-02-21,0.02383089902704416
2018-02-22,0.012529509593989463
2018-02-23,0.013151291085725436
2018-02-26,0.0010221487066077728
2018-02-27,-0.015111212295029874
2018-02-28,0.007878650580408708
2018-03-01,0.008588909238872455
2018-03-02,-0.005660217211468921
2018-03-05,0.012051519873206962
2018-03-06,0.00410435105902307
2018-03-07,-0.0007571477959392725
2018-03-08,0.009090671462328226
2018-03-09,0.0007509989747329637
2018-03-12,-0.002750975239876885
2018-03-13,-5.0561560360873337e-05
2018-03-14,-0.0141338647099426
2018-03-15,0.0028777673959328176
2018-03-16,0.014551380394271174
2018-03-19,-0.006514890283186192
2018-03-20,0.006659402772906997
2018-03-21,0.0024740024814542405
2018-03-22,-0.014255036661236176
2018-03-23,-0.013491020963130596
2018-03-26,0.018440731301680335
2018-03-27,0.007578504272479636
2018-03-28,0.020292713591624878
2018-03-29,-0.008559235858420111
2018-04-02,-0.00489034715389447
2018-04-03,0.006068099121364634
2018-04-04,0.017046732141826393
2018-04-05,-0.01313440290032275
2018-04-06,-0.010329838041420514
2018-04-09,0.0027095371078023067
2018-04-10,0.003153217097899619
2018-04-11,-0.008830232665143156
2018-04-12,-0.011929081600600133
2018-04-13,0.004941663584130174
2018-04-16,-0.0009632763363667252
2018-04-17,0.00750898664765165
2018-04-18,-0.0032733926969921168
2018-04-19,-0.020866744919721625
2018-04-20,-0.0053666759701882505
2018-04-23,0.0007261449835811451
2018-04-24,0.004510435182775829
2018-04-25,-0.0002579932420367914
2018-04-26,0.03154180849464372
2018-04-27,0.01316182480002892
2018-04-30,-0.003309465496519004
2018-05-01,0.013480191747355263
