Date,CHTR
2015-01-05,-0.035630553005751464
2015-01-06,-0.02610593421436913
2015-01-07,0.0030707935195195546
2015-01-08,0.03922450040577541
2015-01-09,-0.005891780406793612
2015-01-12,0.011544699501795597
2015-01-13,0.003356654088992217
2015-01-14,-0.03813862072050822
2015-01-15,0.014924432666023835
2015-01-16,0.003863138488171547
2015-01-20,-0.030910531367840388
2015-01-21,-0.0024339004094551253
2015-01-22,0.02080260348740981
2015-01-23,-0.0003774628297965599
2015-01-26,-0.004719058922566077
2015-01-27,-0.011063346067962887
2015-01-28,-0.037268981942286006
2015-01-29,0.00989369305437382
2015-01-30,-0.006377810796629357
2015-02-02,0.019057735414689247
2015-02-03,0.025779228705864465
2015-02-04,0.03304425638010944
2015-02-05,0.06808015469171047
2015-02-06,-0.004991453590039274
2015-02-09,-0.007438121089841654
2015-02-10,0.021784594012409952
2015-02-11,-0.003411257636009357
2015-02-12,0.009926439385069541
2015-02-13,0.004801480592988794
2015-02-17,-0.008039171887320395
2015-02-18,-0.012241449132713633
2015-02-19,0.0013770468897205124
2015-02-20,0.007792360166525736
2015-02-23,-5.682248490890274e-05
2015-02-24,0.010745959388093862
2015-02-25,0.024976105837299922
2015-02-26,-0.00016472222699093209
2015-02-27,-0.008672667887727248
2015-03-02,0.029623425603098053
2015-03-03,0.005431620232325907
2015-03-04,-0.006525466286328663
2015-03-05,-0.00678372848261477
2015-03-06,-0.005203769933385893
2015-03-09,0.002778958669152898
2015-03-10,-0.01461719534450634
2015-03-11,0.007003442693880535
2015-03-12,0.05941627549011996
2015-03-13,-0.012043842397363447
2015-03-16,0.0013080102213844924
2015-03-17,-0.01442162031145855
2015-03-18,0.003711230119565645
2015-03-19,-0.0060216279544357265
2015-03-20,0.00441068053650473
2015-03-23,-0.0007406983425067848
2015-03-24,-0.006300643152279961
2015-03-25,-0.024936023329167445
2015-03-26,-0.006830601092896127
2015-03-27,-0.009628610729023435
2015-03-30,0.018833329942491428
2015-03-31,0.05300180627653006
2015-04-01,-0.012842399252760983
2015-04-02,-0.005508068115527176
2015-04-06,0.01904209608336549
2015-04-07,-0.017806317086463075
2015-04-08,0.005428188560194336
2015-04-09,0.0007862139503307386
2015-04-10,0.004609044762845738
2015-04-13,-0.014545609309444485
2015-04-14,0.009893106945929375
2015-04-15,-0.00513382435262455
2015-04-16,0.0023695273527708505
2015-04-17,-0.019016574414691623
2015-04-20,-0.015315414620442724
2015-04-21,0.015934264726872094
2015-04-22,-0.01027781271900663
2015-04-23,-0.007085280777317626
2015-04-24,0.011820449653020093
2015-04-27,-0.015020152280661225
2015-04-28,-0.0036073657514756885
2015-04-29,0.03291278057903546
2015-04-30,-0.006585265390692707
2015-05-01,0.002031459894002552
2015-05-04,0.0002667683050923131
2015-05-05,-0.009547221145007279
2015-05-06,-0.009639167019651174
2015-05-07,-0.005165553419201552
2015-05-08,-0.012516443271141986
2015-05-11,-0.010461058331782902
2015-05-12,-0.00805460594718943
2015-05-13,0.00039476331151688804
2015-05-14,-0.003494788135833704
2015-05-15,0.024944871483601583
2015-05-18,-0.0008277808996167701
2015-05-19,0.003258748014060897
2015-05-20,-0.025820317425488404
2015-05-21,0.009607216601079882
2015-05-22,-0.018583779338685047
2015-05-26,0.02538069298904211
2015-05-27,-0.008510394869760463
2015-05-28,-0.010603082129865049
2015-05-29,0.015082805924833131
2015-06-01,0.0007261178690711745
2015-06-02,-0.015852617553152815
2015-06-03,-0.028756123507657327
2015-06-04,0.0005255567332611566
2015-06-05,0.015408856367442825
2015-06-08,-0.016554606326402488
2015-06-09,0.011163736647332945
2015-06-10,-0.0035260150887373998
2015-06-11,0.00887521773138733
2015-06-12,-0.009544639372045416
