Date,TFC
2015-01-05,-0.03156529646033501
2015-01-06,-0.019503234453723928
2015-01-07,0.013351532842440728
2015-01-08,0.01667132361123147
2015-01-09,-0.025919054495676996
2015-01-12,-0.009231650032412886
2015-01-13,-0.001644358760782394
2015-01-14,-0.02113627627109338
2015-01-15,-0.004487204866239769
2015-01-16,0.014648082850614808
2015-01-20,-0.007218029363411871
2015-01-21,-0.0033556928976761213
2015-01-22,0.03563399323843197
2015-01-23,-0.002438510140223782
2015-01-26,0.004617351374175627
2015-01-27,-0.018924120790425825
2015-01-28,-0.025626963166787586
2015-01-29,0.008767019389604558
2015-01-30,-0.010653253399413587
2015-02-02,0.0189854837373431
2015-02-03,0.014460542886494343
2015-02-04,-0.0030156540909302976
2015-02-05,0.019797103576626673
2015-02-06,0.02534366664154697
2015-02-09,-0.009992151348218625
2015-02-10,0.004249653155764532
2015-02-11,-0.004258805806452326
2015-02-12,0.024325114613348076
2015-02-13,-0.0010441039621925663
2015-02-17,0.004179742426025035
2015-02-18,-0.016128846375475403
2015-02-19,-0.0005286910043237336
2015-02-20,0.010317294500981511
2015-02-23,-0.005760670215721353
2015-02-24,0.00658436281703656
2015-02-25,0.0031393924578644317
2015-02-26,0.0018258773280936946
2015-02-27,-0.00937247838499533
2015-03-02,0.009198442545931496
2015-03-03,-0.005989777576427491
2015-03-04,-0.009431410238669002
2015-03-05,0.0042316983664751895
2015-03-06,0.012905087857569386
2015-03-09,0.002859892372293782
2015-03-10,-0.0259269340760081
2015-03-11,0.01064690354973874
2015-03-12,0.026863156213123407
2015-03-13,-0.002051669380351284
2015-03-16,0.008224352350589603
2015-03-17,0.005607806917361735
2015-03-18,0.006590659613767258
2015-03-19,-0.003777424516050787
2015-03-20,0.006319651045230579
2015-03-23,-0.0075363703754852684
2015-03-24,-0.009870549661706085
2015-03-25,-0.016359897862702644
2015-03-26,0.004678083170383873
2015-03-27,-0.004397368307582528
2015-03-30,0.014548906932134509
2015-03-31,-0.0015366238998467674
2015-04-01,-0.011028351115220603
2015-04-02,0.010373477597987124
2015-04-06,0.006160402698897283
2015-04-07,-0.002041039720441118
2015-04-08,-0.0033232732571961687
2015-04-09,0.002821673593815577
2015-04-10,-0.0015346584415365516
2015-04-13,0.00973339988649502
2015-04-14,-0.010654326728604113
2015-04-15,0.007435492655818221
2015-04-16,-0.0025450593020790446
2015-04-17,-0.01709639163775767
2015-04-20,0.007009803979390661
2015-04-21,-0.0033511059916302433
2015-04-22,0.005431408025373452
2015-04-23,-0.025984000921129846
2015-04-24,-0.0021129801563635198
2015-04-27,-0.004764009079872511
2015-04-28,0.009574080166569798
2015-04-29,0.009220327287243313
2015-04-30,-0.0005222253396781618
2015-05-01,0.004440085142361383
2015-05-04,0.01638028978007866
2015-05-05,-0.0030695950194871147
2015-05-06,-0.007954525166411597
2015-05-07,-0.002328407400336574
2015-05-08,0.012704335380494314
2015-05-11,-0.0012800949918164717
2015-05-12,0.0028197167019694547
2015-05-13,0.0061775279797757765
2015-05-14,0.0020467258662890675
2015-05-15,-0.011488408524618965
2015-05-18,0.013171656901790785
2015-05-19,0.014019663099051671
2015-05-20,-0.004776347791169533
2015-05-21,-0.0007576596210591147
2015-05-22,-0.003791883416159769
2015-05-26,0.0045674367080907885
2015-05-27,0.008082723665237435
2015-05-28,-0.0005011507316822206
2015-05-29,-0.010528593807034747
2015-06-01,-0.007600772795726907
2015-06-02,0.007148440680902146
2015-06-03,0.013941623330536723
2015-06-04,-0.00724991024686128
2015-06-05,0.012339388033964616
2015-06-08,0.0017412332379116435
2015-06-09,0.008194222528964623
2015-06-10,0.0137934665736692
2015-06-11,-0.0063166926156499326
2015-06-12,0.004156394568016086
2015-06-15,0.004382551071566043
2015-06-16,0.005091144726792729
2015-06-17,-0.007235951146038033
2015-06-18,0.002915449298144024
2015-06-19,-0.006298740067525177
2015-06-22,0.004144305915902313
2015-06-23,0.008982905926726792
2015-06-24,-0.009624473772391173
2015-06-25,-0.0034016544266900484
2015-06-26,0.006582804268980835
2015-06-29,-0.025188166409894963
2015-06-30,0.0014908222329190757
2015-07-01,0.01810992546350665
2015-07-02,-0.016082264869090923
2015-07-06,-0.0004953176004111048
