Date,BKR
2015-01-05,-0.017981374488348134
2015-01-06,-0.003082134424147731
2015-01-07,0.02691414225579325
2015-01-08,0.009917041849032415
2015-01-09,-0.00981965987114708
2015-01-12,-0.0244376026787394
2015-01-13,0.002722702051680681
2015-01-14,-0.007784142415525053
2015-01-15,-0.023353578829844124
2015-01-16,0.05660370743643717
2015-01-20,0.012376406377801796
2015-01-21,0.018686646252226158
2015-01-22,-0.002057113038807623
2015-01-23,0.003263966814928132
2015-01-26,0.009075202014738881
2015-01-27,0.006109166561915069
2015-01-28,-0.03946691046047934
2015-01-29,0.002282669506537216
2015-01-30,0.01594229555383575
2015-02-02,0.030005374589074707
2015-02-03,0.03415355018055588
2015-02-04,-0.012789413608258027
2015-02-05,0.021318727695729622
2015-02-06,0.006262231631842807
2015-02-09,0.003031285465051159
2015-02-10,-0.012726270661136074
2015-02-11,-0.007573678471844647
2015-02-12,0.012826906216313327
2015-02-13,0.03093934230496731
2015-02-17,0.011351227778220618
2015-02-18,-0.009071393012832218
2015-02-19,-0.0027925250782245836
2015-02-20,-0.012136334736774779
2015-02-23,-0.008978079498557112
2015-02-24,0.0017482905122401249
2015-02-25,0.010312338627439521
2015-02-26,-0.01853015026478
2015-02-27,0.00016044651267344
2015-03-02,0.0033680432075680056
2015-03-03,0.0015990486552499572
2015-03-04,-0.0030329136059272788
2015-03-05,-0.005763489659505128
2015-03-06,-0.019001562982816744
2015-03-09,-0.005088615149611786
2015-03-10,-0.008909518514284787
2015-03-11,0.0016648299845285486
2015-03-12,-0.0073124900155912
2015-03-13,-0.014398324558596798
2015-03-16,0.018175832803069003
2015-03-17,-0.01151176721769187
2015-03-18,0.025485060198339182
2015-03-19,0.002798303721613715
2015-03-20,0.02527499544171219
2015-03-23,-0.006723425173037478
2015-03-24,0.004029036195537294
2015-03-25,0.016051246088649496
2015-03-26,-0.007267108437713943
2015-03-27,-0.000795609682139431
2015-03-30,0.010988920758112641
2015-03-31,0.0015755106391193152
2015-04-01,0.003932303069928977
2015-04-02,-0.0010968428231868943
2015-04-06,0.02979935964784519
2015-04-07,-0.020255851728146368
2015-04-08,-0.001710041100930093
2015-04-09,0.025848300287133696
2015-04-10,0.010018422997818854
2015-04-13,-0.014126993174205293
2015-04-14,0.015701570889187222
2015-04-15,0.03436842419907471
2015-04-16,-0.010011117543142878
2015-04-17,-0.018320612109319012
2015-04-20,0.02030448449439981
2015-04-21,-0.014486380683585653
2015-04-22,-0.004157126221207563
2015-04-23,0.019382379551565965
2015-04-24,-0.004094900541568913
2015-04-27,0.004552255092244106
2015-04-28,0.00043924391398331153
2015-04-29,0.004675986714112623
2015-04-30,-0.004218037833724209
2015-05-01,0.008179547077968197
2015-05-04,0.0015939445456285561
2015-05-05,-0.021263996972677668
2015-05-06,-0.006355393478031268
2015-05-07,-0.016808193405998706
2015-05-08,0.024205679843088523
2015-05-11,-0.018906785432318385
2015-05-12,0.008581444773590352
2015-05-13,-0.00731393528494606
2015-05-14,-0.015037903814298703
2015-05-15,0.005343634009699727
