Date,POOL
2015-01-05,-0.006975386074344558
2015-01-06,-0.0038314134133885513
2015-01-07,0.02371820987543649
2015-01-08,0.014245292131617848
2015-01-09,-0.0032410959355364533
2015-01-12,-0.0032519679483331565
2015-01-13,0.00015535447861081408
2015-01-14,-0.011338981681245142
2015-01-15,-0.011154669909317905
2015-01-16,0.007149649371289923
2015-01-20,-0.008360944634010603
2015-01-21,0.009226871162444139
2015-01-22,0.017024177029573373
2015-01-23,0.004029758173160314
2015-01-26,0.004630670592016717
2015-01-27,-0.005685142144422062
2015-01-28,-0.024571242912787228
2015-01-29,0.012040828583526064
2015-01-30,-0.026142729369357576
2015-02-02,0.011412591436959607
2015-02-03,0.018118346278005237
2015-02-04,-0.0007803970284996353
2015-02-05,0.014216496783070465
2015-02-06,-0.007855754921603508
2015-02-09,-0.015680788528813716
2015-02-10,0.020031267996320157
2015-02-11,0.0
2015-02-12,0.07932608399703667
2015-02-13,0.004154673653386842
2015-02-17,-0.008560442477593577
2015-02-18,0.0046047465119956055
2015-02-19,0.0002866816789819371
2015-02-20,0.0014317035386506305
2015-02-23,-0.006863816616039409
2015-02-24,0.0007200165403680181
2015-02-25,-0.0017267716094725438
2015-02-26,0.006774835803185386
2015-02-27,-0.00973543007451605
2015-03-02,0.008818999680183515
2015-03-03,-0.006019078101622166
2015-03-04,-0.011822325884605411
2015-03-05,-0.005252306724517153
2015-03-06,-0.007626996644760187
2015-03-09,0.006503085330942682
2015-03-10,-0.008249813994853472
2015-03-11,0.012775035468511886
2015-03-12,0.01745394034419956
2015-03-13,-0.0005769287604582285
2015-03-16,0.00620245562999755
2015-03-17,-0.0007170216903672477
2015-03-18,0.0083200848787095
2015-03-19,-0.007255646548609995
2015-03-20,0.009315110222667844
2015-03-23,-0.0005677587451015098
2015-03-24,-0.007955818960789673
2015-03-25,-0.01646845999998281
2015-03-26,-0.011794139875741072
2015-03-27,0.018712459338256826
2015-03-30,0.01547573518396006
2015-03-31,-0.006409026395754136
2015-04-01,-0.01132490938393993
2015-04-02,-0.006814359949719906
2015-04-06,-0.010072739317488977
2015-04-07,0.008258390127528603
2015-04-08,0.007751549911624078
2015-04-09,-0.004499194098003589
2015-04-10,0.004811304455001109
2015-04-13,-0.006239414950374833
2015-04-14,0.004234426816220438
2015-04-15,0.0068333074332944665
2015-04-16,-0.0010114216320727953
2015-04-17,-0.015899860508178265
2015-04-20,0.012191415658779459
2015-04-21,-0.0034827514950530603
2015-04-22,-0.0017478052499115826
2015-04-23,0.02159014845221452
2015-04-24,-0.03484195076706431
2015-04-27,-0.002515267254046716
2015-04-28,0.00044481407668595097
2015-04-29,-0.01408420073892025
2015-04-30,-0.024210819203180134
2015-05-01,0.015410808485948557
2015-05-04,0.0
2015-05-05,-0.006526015010342223
2015-05-06,-0.0044301011521853395
2015-05-07,0.00905310674197013
2015-05-08,0.008211964363446622
2015-05-11,0.0033181300085141086
2015-05-12,0.00315698647516105
2015-05-13,-0.004945476478552369
2015-05-14,0.026054197391738088
2015-05-15,0.005724525010667669
2015-05-18,0.009962008446364967
2015-05-19,0.0015951492884209717
2015-05-20,-0.0034754973568831282
2015-05-21,-0.015259705098921272
2015-05-22,-0.0023608356168806077
2015-05-26,-0.009615554181426345
2015-05-27,0.015832990933193125
2015-05-28,-0.0020591339285838117
2015-05-29,-0.023426743870022082
2015-06-01,0.00844894384333994
2015-06-02,0.006582920040314466
2015-06-03,0.014120253130391225
2015-06-04,-0.008207661481855366
2015-06-05,0.01123075825376918
2015-06-08,-0.00014611142244780329
2015-06-09,0.0005849057958817738
2015-06-10,0.010516657480454716
2015-06-11,0.00043370574257406425
2015-06-12,-0.006357251571717848
2015-06-15,-0.013232389443762704
2015-06-16,0.00604157796438165
2015-06-17,0.007763431211031291
2015-06-18,0.01816918151425706
2015-06-19,0.00785125244848417
2015-06-22,0.009631760929267097
2015-06-23,-0.012205892164391607
2015-06-24,0.006675094583461272
2015-06-25,0.008888713935697012
2015-06-26,0.004055266441862049
2015-06-29,-0.02604439545048043
2015-06-30,0.0035747374304795354
2015-07-01,0.0109718009573605
2015-07-02,-0.015362887851942508
2015-07-06,0.003149019523174923
2015-07-07,-0.00014254935436053273
2015-07-08,-0.007278614993512678
2015-07-09,0.008625990862081157
2015-07-10,0.014822779325173174
2015-07-13,0.007303766997674321
2015-07-14,-0.011433371926943603
2015-07-15,-0.005642052904521244
2015-07-16,0.012340397188276508
2015-07-17,0.004764404133975608
2015-07-20,0.00920321871932872
2015-07-21,-0.015338118044928128
2015-07-22,-0.0008417331764591918
2015-07-23,-0.03089851228940743
2015-07-24,-0.0039130994799543295
2015-07-27,0.0005819567061760011
2015-07-28,0.0002912129731744706
2015-07-29,0.012356332709025697
2015-07-30,0.008759037024997696
2015-07-31,0.0024199073968478313
2015-08-03,0.003692089593833714
2015-08-04,0.0012733227903196642
2015-08-05,-0.00014121988745519065
2015-08-06,-0.005511614274075538
2015-08-07,-0.0066788878567271
2015-08-10,0.01493397023438714
2015-08-11,0.00014147601584024727
2015-08-12,-0.0033953656146892275
2015-08-13,-0.00014163581022175187
2015-08-14,0.015474151640558098
2015-08-17,0.006710390094836649
2015-08-18,-0.007915841804233104
2015-08-19,-0.003499215352023799
2015-08-20,-0.011799328889400162
2015-08-21,-0.02160625680745487
2015-08-24,-0.03908179481208873
2015-08-25,0.003779745722218175
2015-08-26,0.01928006027283069
2015-08-27,0.022313994010104254
2015-08-28,0.003902985327192132
2015-08-31,0.0033118846224524656
2015-09-01,-0.03587812282166902
2015-09-02,0.03096119561494648
2015-09-03,0.005053674431823474
2015-09-04,-0.00531519767380062
2015-09-08,0.02960691909353752
