Date,WELL
2015-01-05,0.012346225713581127
2015-01-06,0.01424865804047859
2015-01-07,0.009239138061523766
2015-01-08,-0.004138151341330221
2015-01-09,0.0010074210401502803
2015-01-12,0.01509618049457151
2015-01-13,0.0022311541289157244
2015-01-14,0.012736061762714135
2015-01-15,0.015506697418988136
2015-01-16,0.01370700964145466
2015-01-20,-0.011149318714713363
2015-01-21,-0.011275166850605589
2015-01-22,0.006793725510080506
2015-01-23,0.002892029477226332
2015-01-26,-0.0018026809910267616
2015-01-27,-0.0007218575474814415
2015-01-28,0.000240746385115731
2015-01-29,0.008429967563335472
2015-01-30,-0.021375992009643574
2015-02-02,0.0
2015-02-03,-0.0023183343354324926
2015-02-04,-0.012720259375259113
2015-02-05,0.011273666414769457
2015-02-06,-0.04399487694061477
2015-02-09,-0.0023303130833314256
2015-02-10,0.005579733447778734
2015-02-11,-0.003354844296994508
2015-02-12,0.0027186657461357733
2015-02-13,-0.004260701259520716
2015-02-17,-0.0019452876938702568
2015-02-18,0.014810896686931141
2015-02-19,-0.02419628166585308
2015-02-20,0.024009091665066373
2015-02-23,0.008200199757422588
2015-02-24,-0.02783066241473453
2015-02-25,0.014770884199380774
2015-02-26,-0.02009521528922298
2015-02-27,0.013671643509312048
2015-03-02,0.0035014060397671187
2015-03-03,0.00245568800553686
2015-03-04,-0.010958039100528394
2015-03-05,-0.0005212333494070132
2015-03-06,-0.039906049632394636
2015-03-09,0.010458525028727905
2015-03-10,0.00725925237000391
2015-03-11,-0.009341829451890216
2015-03-12,0.014414938870744187
2015-03-13,-0.0037185061750233395
2015-03-16,0.002399275506578258
2015-03-17,-0.007180751115232087
2015-03-18,0.030939824482397293
2015-03-19,-0.0024683956809234964
2015-03-20,0.03060689368914349
2015-03-23,0.003412386840778936
2015-03-24,-0.0039046391472786768
2015-03-25,-0.01466673564158072
2015-03-26,-0.006800970947882012
2015-03-27,0.004909661267524124
2015-03-30,0.011956936028401088
2015-03-31,-0.017151731862565356
2015-04-01,-0.002068353186032712
2015-04-02,0.008160894933930019
2015-04-06,0.020686059281194602
2015-04-07,-0.016616381071976494
2015-04-08,0.0015360444127359152
2015-04-09,-0.01981067076218268
2015-04-10,-0.006519725145154198
2015-04-13,-0.009187786795438524
2015-04-14,0.009140306088660566
2015-04-15,-0.009845173746746427
2015-04-16,0.002651803948886533
2015-04-17,-0.004892357126114355
2015-04-20,-0.0001327789551082148
2015-04-21,-0.0002657459029312692
2015-04-22,0.002790997313114163
2015-04-23,0.005037447798739825
2015-04-24,0.0005274204041589847
2015-04-27,-0.0018454149483155824
2015-04-28,-0.0013208616070191637
2015-04-29,-0.02195203501626186
2015-04-30,-0.02623007881454964
2015-05-01,0.0033322907623960507
2015-05-04,-0.0017990623213701706
2015-05-05,-0.012477194347695564
2015-05-06,-0.006177250653536026
2015-05-07,0.009605998763056345
2015-05-08,0.021445059702944524
2015-05-11,-0.019678717103909005
2015-05-12,0.0026864180797856463
2015-05-13,-0.01184312069257254
2015-05-14,0.015123712539086176
2015-05-15,0.017709195767598773
2015-05-18,-0.008010026240674373
2015-05-19,-0.0036199488614415687
2015-05-20,0.0
2015-05-21,-0.004610778970619456
2015-05-22,-0.005334009452917177
2015-05-26,-0.003951340493103972
2015-05-27,0.007650833746044361
2015-05-28,-0.0040777779153240434
2015-05-29,-0.008047408587842586
2015-06-01,0.012524711741486838
2015-06-02,-0.00857427874466088
2015-06-03,-0.017581391176068162
2015-06-04,0.004762497323518744
2015-06-05,-0.025997986937858708
2015-06-08,0.008405724335966536
2015-06-09,-0.008335657100222993
2015-06-10,0.007373332184090309
2015-06-11,0.0017566473795220805
2015-06-12,-0.006868095838420185
2015-06-15,-0.006474712573260266
2015-06-16,0.007109307944077381
2015-06-17,0.0033822977990756176
2015-06-18,0.009526287156386815
2015-06-19,-0.002032132984273405
2015-06-22,-0.01731206284171971
2015-06-23,-0.007697532052308831
2015-06-24,-0.007608866050841545
2015-06-25,-0.008117714545880839
2015-06-26,0.006062528677844847
2015-06-29,-0.009339981327225133
2015-06-30,-0.0019771310972662715
2015-07-01,0.010970626053540489
2015-07-02,-0.001808624778287915
2015-07-06,0.005586647277507462
2015-07-07,0.02552556381454929
2015-07-08,0.005856680482003496
2015-07-09,-0.005240437295364497
2015-07-10,0.0059995345589947124
2015-07-13,-0.0042181849907434454
2015-07-14,-0.004820651391120756
2015-07-15,-0.008806443819090348
2015-07-16,0.0
2015-07-17,-0.003405838474501932
2015-07-20,0.0004457946758511522
2015-07-21,-0.0034159550374875947
2015-07-22,0.008345428463898408
2015-07-23,-0.009310956011061577
2015-07-24,0.011785726088618054
2015-07-27,0.012827916257993177
2015-07-28,-0.0005820617322815913
2015-07-29,0.009613707556895612
2015-07-30,-0.007213924701367502
2015-07-31,0.008138450065731995
2015-08-03,0.006631082545412115
2015-08-04,-0.008878695596190034
2015-08-05,-0.009536085583567444
2015-08-06,-0.0008753312528887447
2015-08-07,0.004950733993420053
2015-08-10,-0.009264624839057767
2015-08-11,0.006531122557773772
2015-08-12,0.005751230423352682
2015-08-13,-0.005131837767146541
2015-08-14,0.001178978340625303
2015-08-17,0.020903936413610325
2015-08-18,-0.0002887942568702284
2015-08-19,-0.0038939805143139994
2015-08-20,0.0044888917744225765
2015-08-21,-0.013694720625822443
2015-08-24,-0.03887742287258644
2015-08-25,-0.03756091737390088
2015-08-26,0.017854074406798537
2015-08-27,0.013970957363766745
2015-08-28,-0.003674187031996068
2015-08-31,-0.026582778594917866
2015-09-01,-0.01515386389735629
2015-09-02,0.013303657718860329
2015-09-03,-0.005694438218678433
2015-09-04,-0.02290829148868856
2015-09-08,0.018886283673510196
2015-09-09,-0.010706203776735923
2015-09-10,-0.000969140331193663
2015-09-11,0.015521378334470093
2015-09-14,0.008597371944687238
2015-09-15,0.007103420760686374
2015-09-16,0.010658566226699584
2015-09-17,0.026364353877166957
2015-09-18,0.017830261849510975
2015-09-21,0.005493076442710354
2015-09-22,-0.0028051484420393846
2015-09-23,0.0091795798777905
2015-09-24,-0.0036677257342387914
2015-09-25,-0.003828727770630036
2015-09-28,-0.022764193382913578
2015-09-29,0.01845409852179447
2015-09-30,0.005792231440556073
2015-10-01,-0.00029533115746194216
2015-10-02,0.007828753477735262
2015-10-05,0.0143632214416467
2015-10-06,-0.001589513814232335
2015-10-07,0.007525260223813612
2015-10-08,0.0005747037958097057
2015-10-09,-0.005741884192244862
2015-10-12,-0.0030321876637667833
2015-10-13,-0.00101374908369245
2015-10-14,-0.018846117738631873
2015-10-15,0.010047440928511175
2015-10-16,0.013750278898250423
2015-10-19,0.012121431982824005
2015-10-20,-0.006273192747805467
2015-10-21,0.012195095441470016
2015-10-22,0.00510287843259527
2015-10-23,-0.03426880423770484
2015-10-26,-0.009491738426274154
2015-10-27,0.0035382257942020434
2015-10-28,-0.018363450770977674
2015-10-29,0.0019455919539312916
2015-10-30,-0.031068017803300152
2015-11-02,0.015261155835018858
2015-11-03,-0.01609494600325234
2015-11-04,-0.00046269919642061286
2015-11-05,0.002315866518756149
2015-11-06,-0.04797583095150548
2015-11-09,-0.03293970366869048
2015-11-10,0.006609032798615022
2015-11-11,-0.006565640266748218
2015-11-12,0.006439471716770173
2015-11-13,-0.019868808733447207
2015-11-16,0.015805067847635357
2015-11-17,-0.004735545534545804
2015-11-18,0.012234438103709167
2015-11-19,0.016451293295832503
2015-11-20,0.018497227877162237
2015-11-23,0.009404962382576043
2015-11-24,0.0003211154882776235
2015-11-25,0.0030513973070369627
2015-11-27,0.01168707412635217
2015-11-30,0.0
2015-12-01,0.025637206069285545
2015-12-02,-0.020984366508891905
2015-12-03,-0.011662856411383982
2015-12-04,0.014989851449678016
2015-12-07,0.00785557694694683
2015-12-08,0.0035850942781079365
2015-12-09,-0.0032617957940105358
2015-12-10,-0.021193566125381924
2015-12-11,0.0063682249953271874
2015-12-14,0.005220741640866278
2015-12-15,0.016839876215823057
2015-12-16,0.025228176571682415
2015-12-17,-0.0034721455522612743
2015-12-18,-0.011513454829600422
2015-12-21,0.0032184746985688406
2015-12-22,0.010693323350731587
2015-12-23,0.013150116730911376
2015-12-24,0.0
2015-12-28,0.007310019341080887
2015-12-29,0.014662213739988328
2015-12-30,-0.0027731480470623016
2015-12-31,-0.004244760424534477
2016-01-04,0.005291921374655173
2016-01-05,0.024857352604982674
2016-01-06,-0.0021403985403427583
2016-01-07,-0.02859566390155388
2016-01-08,0.002207724957901336
2016-01-11,0.006755941432668111
2016-01-12,-0.007585820458543724
2016-01-13,-0.021314113239950805
2016-01-14,-0.002853701174033385
2016-01-15,-0.0010545701014146314
2016-01-19,0.02186409945494927
2016-01-20,-0.048104146378630475
2016-01-21,0.015036650563607035
2016-01-22,0.03466721291349151
2016-01-25,-0.014760447244847041
2016-01-26,-0.011236165822547384
2016-01-27,-0.06666657712626689
2016-01-28,-0.018993465670034126
2016-01-29,0.02962109238659627
2016-02-01,0.009804000136771407
2016-02-02,-0.01623426582152021
2016-02-03,0.02993058522209746
2016-02-04,0.0004711787266025169
2016-02-05,0.004615446444276028
2016-02-08,-0.040240530534590424
2016-02-09,-0.07989454058137824
2016-02-10,-0.0005381174537435474
2016-02-11,-0.036438530686020765
2016-02-12,0.013412566778766344
2016-02-16,0.028676495927046908
2016-02-17,0.01018579380140383
2016-02-18,0.03803323194489838
2016-02-19,0.008861130877646506
2016-02-22,0.019087986910862664
2016-02-23,0.005635544507185397
2016-02-24,0.014340026973469922
2016-02-25,0.018361737091307617
2016-02-26,0.013244271317398804
2016-02-29,0.004409583062353617
2016-03-01,0.03449357662377106
2016-03-02,0.0143981708551022
2016-03-03,-0.014044694940880231
2016-03-04,0.0030310798113122317
2016-03-07,0.01027330636392576
2016-03-08,-0.015103972422557121
2016-03-09,0.009717404731948598
2016-03-10,-0.020601407370800295
2016-03-11,0.02180259160252973
2016-03-14,-0.0003004998941803505
2016-03-15,-0.011724004449951142
2016-03-16,0.012167243488261148
2016-03-17,0.015327055001664203
2016-03-18,-0.006364148522143287
2016-03-21,-0.004468133169710176
2016-03-22,-0.0014959805590396558
2016-03-23,0.0020975925101844872
2016-03-24,0.0011963137942767599
2016-03-28,0.010304622453198187
2016-03-29,0.025868580289248877
2016-03-30,-0.007493010815309953
2016-03-31,0.006678178496523968
2016-04-01,-0.0025959948611361527
2016-04-04,0.00636245728199869
2016-04-05,-0.0027300798638273394
2016-04-06,-0.004898320112506904
2016-04-07,-0.004343359377874667
2016-04-08,0.007561415940344096
2016-04-11,0.0037522561258322984
2016-04-12,0.004744572927141144
2016-04-13,-0.0034343184062884946
2016-04-14,0.00043071033772301703
2016-04-15,0.0020094561720467308
2016-04-18,0.011889755179836703
2016-04-19,0.0097677232396145
2016-04-20,-0.03238490728188803
2016-04-21,-0.03477245000951035
2016-04-22,0.024767283456605282
2016-04-25,0.015087248674614084
2016-04-26,0.0014431918397002086
2016-04-27,0.005763581864716594
2016-04-28,-0.002005948155424986
2016-04-29,-0.0034453214493072037
2016-05-02,0.012388391029460433
2016-05-03,0.022339497368308203
2016-05-04,0.03521173847846426
2016-05-05,-0.008738337493816584
2016-05-06,0.009605950329709012
2016-05-09,0.015359413130767274
2016-05-10,-0.022355870346712048
2016-05-11,-0.02697546061505085
2016-05-12,0.014495026413921197
2016-05-13,-0.004439490031116433
2016-05-16,0.01212251990357971
2016-05-17,-0.014179593610527008
2016-05-18,-0.031420143633304365
2016-05-19,-0.013840582797123746
2016-05-20,0.002192762509589219
2016-05-23,-0.0033553101684021813
2016-05-24,0.005415665961824745
2016-05-25,-0.0011646517117313016
2016-05-26,0.004664196290215417
2016-05-27,0.004932495760413991
2016-05-31,-0.0051971276133997435
2016-06-01,0.0011609334375168867
2016-06-02,0.006957601701124583
2016-06-03,0.026629997697627417
2016-06-06,-0.021031837460310565
2016-06-07,0.012746954842543179
2016-06-08,0.015556752379642713
2016-06-09,0.0047345985257383205
2016-06-10,-0.00013865615235764128
2016-06-13,0.007901501542875833
2016-06-14,0.0027507244555049493
2016-06-15,0.008092177206411755
2016-06-16,0.005033695154976536
2016-06-17,0.005144131023789411
2016-06-20,-0.012929136375332662
2016-06-21,0.001910254591284799
2016-06-22,-0.01443568559446795
2016-06-23,0.009258065007313299
2016-06-24,-0.007529983819154373
2016-06-27,0.0120012882528302
2016-06-28,0.01826632932718142
2016-06-29,0.010977412367809913
2016-06-30,0.008606677683793862
2016-07-01,0.00039387324982942395
2016-07-05,0.0065619223201272
2016-07-06,-0.004041734185603163
2016-07-07,-0.020290609752113498
2016-07-08,0.0104220423724104
2016-07-11,0.0076698860253450185
