Date,SO
2015-01-05,-0.004253334359724081
2015-01-06,0.012001218653884482
2015-01-07,0.011055554321495409
2015-01-08,0.0007952137610325316
2015-01-09,-0.012713667332189482
2015-01-12,0.00020108299189791623
2015-01-13,-0.0006036699154591263
2015-01-14,0.010266115801622178
2015-01-15,0.012153528836332361
2015-01-16,0.01082674937178818
2015-01-20,0.006037298321248885
2015-01-21,0.006774999252156411
2015-01-22,0.002307320857869666
2015-01-23,0.0019179007053213848
2015-01-26,0.0
2015-01-27,0.0036379762379590286
2015-01-28,-0.004769140922755266
2015-01-29,0.011884348726507232
2015-01-30,-0.03921197759561945
2015-02-02,0.0011829432269916396
2015-02-03,0.00039361260051018476
2015-02-04,-0.026377585478308818
2015-02-05,0.005054252484589128
2015-02-06,-0.030979713497776173
2015-02-09,-0.00788852007419183
2015-02-10,0.018623297636992664
2015-02-11,-0.014996102323797555
2015-02-12,-0.018239748389868304
2015-02-13,-0.014604133440729306
2015-02-17,-0.007410965439812567
2015-02-18,0.028546572813803683
2015-02-19,-0.013877426144955018
2015-02-20,-0.0010824132756362959
2015-02-23,0.007152349171662298
2015-02-24,0.009037892474894837
2015-02-25,-0.02068668572477561
2015-02-26,-0.003484100971262616
2015-02-27,0.0006552657036726917
2015-03-02,-0.020091639606598655
2015-03-03,0.006240599146104531
2015-03-04,-0.00708762764011428
2015-03-05,0.004237738329420537
2015-03-06,-0.020657008442935276
2015-03-09,-0.00181452368702828
2015-03-10,-0.001817754864099519
2015-03-11,-0.004780295924429523
2015-03-12,0.016925965710669733
2015-03-13,-0.011471229619664736
2015-03-16,0.015472281255680231
2015-03-17,-0.0069458810636585655
2015-03-18,0.01850166161538791
2015-03-19,-0.010633831560076579
2015-03-20,0.006941548724120672
2015-03-23,0.004447836768665336
2015-03-24,-0.014390294667751324
2015-03-25,-0.011006536297338387
2015-03-26,-0.006132001851373414
2015-03-27,0.0057128681171476625
2015-03-30,0.007270750239149137
2015-03-31,-0.0011273615910071255
2015-04-01,0.007677881764353467
2015-04-02,0.00044849175727113
2015-04-06,0.006272685758967
2015-04-07,-0.014693133469316555
2015-04-08,0.001807755278174339
2015-04-09,0.00293186722158012
2015-04-10,0.003372634779501782
2015-04-13,-0.009412750628625344
2015-04-14,0.0033937071564660304
2015-04-15,-0.0033822288621716545
2015-04-16,-0.002035983039841094
2015-04-17,0.0
2015-04-20,0.014735775735783108
2015-04-21,-0.007595812585049266
2015-04-22,0.001350732460282833
2015-04-23,0.004720986771674207
2015-04-24,0.004027716533011594
2015-04-27,-0.012257343682180566
2015-04-28,0.007671086502111901
2015-04-29,-0.00022371339429061443
2015-04-30,-0.00783875285807556
2015-05-01,0.011738327750323796
2015-05-04,0.0035696751162106466
2015-05-05,-0.015784607849018806
2015-05-06,-0.004291946000673952
2015-05-07,0.0034027433484289382
2015-05-08,-0.00180884748087351
2015-05-11,-0.012684005192836079
2015-05-12,-0.002752904592271843
2015-05-13,-0.0020701054356894177
2015-05-14,0.008006923223518703
2015-05-15,0.012505839133629681
2015-05-18,-0.0016012491000750861
2015-05-19,0.00045808032313821023
2015-05-20,0.0
2015-05-21,-0.006640262082013071
2015-05-22,-0.0034581983331495314
2015-05-26,0.0016194667823579145
2015-05-27,0.009930765655209228
2015-05-28,-0.005031202633276277
2015-05-29,0.004137333329210069
2015-06-01,-0.0004581294580253692
2015-06-02,-0.008930351762624245
2015-06-03,-0.0036967143853410267
2015-06-04,0.001391267399152074
2015-06-05,-0.012042569587299212
2015-06-08,-0.0014062695624712518
2015-06-09,-0.003756340214509879
2015-06-10,-0.002356185629962426
2015-06-11,0.005904686755303645
2015-06-12,-0.006809194551957609
2015-06-15,-0.004964109795274507
2015-06-16,0.00926544097120896
2015-06-17,0.004943901613596813
2015-06-18,0.01475750578316637
2015-06-19,-0.013619817139805979
2015-06-22,-0.005148605100674497
2015-06-23,-0.010821140788568218
2015-06-24,-0.00832309935876363
2015-06-25,-0.0021582464845286697
2015-06-26,0.006728872340449499
2015-06-29,0.0016712710702524447
2015-06-30,-0.0014297295921958941
2015-07-01,0.00668229916383134
2015-07-02,0.01683267590498949
2015-07-06,0.005362632746199303
2015-07-07,0.02643767576537015
2015-07-08,-0.0013559615950543558
2015-07-09,-0.021040184885639968
2015-07-10,0.0020797341379712453
2015-07-13,0.0009227602018160308
2015-07-14,-0.0043784467142509165
2015-07-15,0.0037030428257065484
2015-07-16,0.01406535998845393
2015-07-17,-0.010687103521667685
2015-07-20,-0.004366371003924452
2015-07-21,-0.0025397811838236972
2015-07-22,0.0009262345529421623
2015-07-23,-0.006243102191412553
2015-07-24,-0.002326310054262648
2015-07-27,0.013059567993048748
2015-07-28,0.002301742837606424
2015-07-29,0.0006892595558682935
2015-07-30,0.018590946346684678
2015-07-31,0.007886124088710256
2015-08-03,0.005142299628965619
2015-08-04,-0.01201104572254097
2015-08-05,0.004277446735881263
2015-08-06,0.010087824983419535
2015-08-07,0.010429914351042902
2015-08-10,-0.0015371437649891462
2015-08-11,0.009899011424302051
2015-08-12,0.014375942210294923
2015-08-13,0.002889372876135443
2015-08-14,0.0036829923573900025
2015-08-17,-0.0006478742169335749
2015-08-18,-0.004967446051655222
2015-08-19,0.005209609898597645
2015-08-20,0.0010796324942226043
2015-08-21,-0.01207940443864941
2015-08-24,-0.048471614011607156
2015-08-25,-0.024782039656411015
2015-08-26,0.026117918965682163
2015-08-27,0.006878982293508029
2015-08-28,-0.0038713836587094264
2015-08-31,-0.0075451047365756585
2015-09-01,-0.02303581869689897
2015-09-02,0.0025937491266350143
2015-09-03,0.001411105999114426
2015-09-04,-0.014091040062526705
2015-09-08,0.01715074336529865
2015-09-09,-0.005620698925695722
2015-09-10,-0.003768222391163367
2015-09-11,0.009692585183269653
2015-09-14,-0.001872947413165238
2015-09-15,0.0
2015-09-16,0.006567921906741825
2015-09-17,0.013283975675901116
2015-09-18,-0.0011499030045678538
2015-09-21,0.007828675086054115
2015-09-22,-0.01736351288561999
2015-09-23,-0.0013952313843850206
2015-09-24,0.01234012568165399
2015-09-25,0.014949403935361039
2015-09-28,-0.0009065036890337774
2015-09-29,0.004536171943753997
2015-09-30,0.00925734643752918
2015-10-01,-0.011409665125445834
2015-10-02,0.011314931653783056
2015-10-05,0.01141202549512399
2015-10-06,-0.009070841541750085
2015-10-07,-0.0006696981220828402
2015-10-08,0.008713072489280549
2015-10-09,-0.004208392351478851
2015-10-12,0.014457235436623028
