Date,CI
2015-01-05,-0.017212771415565764
2015-01-06,0.003957972758425132
2015-01-07,0.023457343797445906
2015-01-08,0.050944021647217896
2015-01-09,-0.010354599305745449
2015-01-12,-0.016851808944066127
2015-01-13,0.006121675430485585
2015-01-14,0.005709861728222743
2015-01-15,-0.005398075679361125
2015-01-16,0.009638712616192757
2015-01-20,0.005282952791451079
2015-01-21,0.015397393922617075
2015-01-22,0.018614393084564584
2015-01-23,-0.019700232210749347
2015-01-26,-0.005092474650350343
2015-01-27,-0.005301181158120394
2015-01-28,-0.001194553062804915
2015-01-29,0.008463636749992176
2015-01-30,-0.025451476436980314
2015-02-02,0.009828704148153289
2015-02-03,0.007600972208646084
2015-02-04,0.012879592671325657
2015-02-05,0.019255223015834932
2015-02-06,-0.004634016461561807
2015-02-09,-0.006087573429352289
2015-02-10,0.024139675457881316
2015-02-11,0.012049367095323893
2015-02-12,-0.0007821022261473853
2015-02-13,-0.004435669035006584
2015-02-17,0.008823435770821009
2015-02-18,0.004589718458146486
2015-02-19,0.0015514584628499861
2015-02-20,0.02022520227905078
2015-02-23,0.024042841919855062
2015-02-24,-0.005189953708150896
2015-02-25,0.0034779058436771315
2015-02-26,0.0033834014737423868
2015-02-27,0.0003290975671657037
2015-03-02,0.006988474639287201
2015-03-03,-0.011185737422337305
2015-03-04,0.006192886341811477
2015-03-05,0.005333849644318489
2015-03-06,-0.015835366371102166
2015-03-09,0.011943284290427902
2015-03-10,-0.017709144369143837
2015-03-11,0.005341555092074568
2015-03-12,0.019095123141640746
2015-03-13,0.0011405823814851779
2015-03-16,0.01725119202191361
2015-03-17,-0.0012800229451167544
2015-03-18,0.02114523108884625
2015-03-19,0.004784944167119276
2015-03-20,0.0021857645793792457
2015-03-23,0.00031146074510290944
2015-03-24,0.008954989215169684
2015-03-25,-0.020529249438271058
2015-03-26,-0.00551571452331745
2015-03-27,0.021947417211243048
2015-03-30,0.007598173363894789
2015-03-31,-0.004001225610946069
2015-04-01,0.007184585996911963
2015-04-02,0.0007672100252493763
2015-04-06,0.01027040279846414
2015-04-07,-0.014642310533737768
2015-04-08,0.012395966400366776
2015-04-09,0.005247383423714336
2015-04-10,0.008549379326698636
2015-04-13,-0.0038258776973442155
2015-04-14,0.0007529848783416337
2015-04-15,-0.020165295811546358
2015-04-16,0.01981240040778043
2015-04-17,-0.012575046538994328
2015-04-20,-0.006558302659836923
2015-04-21,0.003300703841942587
2015-04-22,-0.003443127152349512
2015-04-23,0.0024569913922527498
2015-04-24,0.0006891591631816851
2015-04-27,-0.0031379659867476484
2015-04-28,0.011209099564062797
2015-04-29,-0.03818989104328463
2015-04-30,-0.016103599468915264
2015-05-01,0.006819659613560569
2015-05-04,0.009881461696350291
2015-05-05,-0.011678325544088874
2015-05-06,0.0003193760544868418
2015-05-07,0.009577563194937966
2015-05-08,0.015811542924672795
2015-05-11,-0.0014787508409956907
2015-05-12,0.0277477266087629
2015-05-13,-0.0012893371088060768
2015-05-14,0.0012150308500398221
2015-05-15,0.0015926987117054203
2015-05-18,0.009162394308758204
2015-05-19,0.003826840325981573
2015-05-20,-0.0008969131588720813
2015-05-21,-0.005312262459117756
2015-05-22,0.02188823258630168
2015-05-26,-0.014353157768895453
2015-05-27,0.007691627635494802
2015-05-28,0.0068920583771237
2015-05-29,0.03650535378778197
2015-06-01,0.021515159727895306
2015-06-02,-0.016335083705459663
2015-06-03,-0.009610373991694732
2015-06-04,-0.017553020229334693
2015-06-05,0.013145574159765472
2015-06-08,-0.005232833245191637
2015-06-09,-0.0019456068315619746
2015-06-10,0.00967482230018657
2015-06-11,-0.004576517630811794
2015-06-12,-0.013577474491936692
2015-06-15,0.11739848715504109
2015-06-16,0.0035195220290504814
2015-06-17,0.00928755193107289
2015-06-18,0.006499312238434474
2015-06-19,-0.00735220481633958
2015-06-22,0.047275217901475486
2015-06-23,0.013222560357235347
2015-06-24,0.006069884455266905
2015-06-25,0.024253473016590643
2015-06-26,-0.010072552862800066
2015-06-29,-0.02017154246546604
2015-06-30,-0.01621412482025475
2015-07-01,0.0002471290499126422
2015-07-02,-0.00462872655365032
2015-07-06,-0.007625678639709865
2015-07-07,-0.03517461834109892
2015-07-08,-0.02583678643025722
2015-07-09,0.04068057857262186
2015-07-10,0.0041517182365957694
2015-07-13,-0.013739381817153729
2015-07-14,0.005804368237867896
2015-07-15,0.0007697250656490962
2015-07-16,-0.011405401399578685
2015-07-17,-0.005703167969733913
2015-07-20,-0.0031291223680389724
2015-07-21,-0.01072392576260639
2015-07-22,-0.0014540645987365375
2015-07-23,0.021777981355970866
2015-07-24,-0.05597318235114923
2015-07-27,0.0012352464080738201
2015-07-28,-0.0002053184151139531
2015-07-29,-0.003153695119848754
2015-07-30,-0.010384599476486178
2015-07-31,0.0011119350218424806
2015-08-03,-0.004859025744979872
2015-08-04,0.003696899000640963
2015-08-05,0.02543630462843538
2015-08-06,-0.005083286207803961
2015-08-07,-0.006471381671952159
2015-08-10,-0.0011654937714961067
2015-08-11,-0.0068644526085894775
2015-08-12,-0.00919287250885048
2015-08-13,-0.0011854742121610862
2015-08-14,0.006564716819486005
2015-08-17,0.01713898208703868
2015-08-18,0.012961300837053935
2015-08-19,0.004444893985617648
2015-08-20,-0.026215460545811586
2015-08-21,-0.017419313664024938
2015-08-24,-0.04877017497608871
2015-08-25,-0.01443848620642274
2015-08-26,0.02810406082844774
2015-08-27,0.005452543775668728
2015-08-28,-0.003109654863972189
2015-08-31,0.021179399853287206
2015-09-01,-0.012713653622766885
2015-09-02,0.002446096836335565
2015-09-03,0.01636242340360039
2015-09-04,-0.015816662196244113
2015-09-08,0.011981743054185756
2015-09-09,-0.00921695694227842
2015-09-10,-0.016386250846094907
2015-09-11,0.01571385032815842
2015-09-14,-0.002005417680953303
2015-09-15,0.00968853445752993
2015-09-16,0.013504376872973678
2015-09-17,0.0011224983218145468
2015-09-18,-0.007916274284846536
2015-09-21,0.00331904081493839
2015-09-22,-0.0066156573114629635
2015-09-23,0.011052234379570702
2015-09-24,-0.011842253491122001
2015-09-25,-0.02510316537861279
2015-09-28,-0.03258627680001236
2015-09-29,-0.003759200238674598
2015-09-30,0.019018686670676965
2015-10-01,0.003036636227696121
2015-10-02,0.023259258409757066
2015-10-05,0.008009856964795947
2015-10-06,-0.021332933381245534
2015-10-07,-0.0005851469484492444
2015-10-08,-0.02195721844879195
2015-10-09,0.020429223521841733
2015-10-12,0.00916724788326495
2015-10-13,0.009010970156005493
2015-10-14,-0.009002550958784217
2015-10-15,0.010828239784222982
2015-10-16,0.011863226907008029
2015-10-19,0.008241825004886794
2015-10-20,0.0021851171237217137
2015-10-21,-0.03937874468563696
2015-10-22,-0.05211911097769073
2015-10-23,0.023553853831412175
2015-10-26,0.004451537228619129
2015-10-27,0.02884389777518437
2015-10-28,-0.006716628925160784
2015-10-29,-0.003674803817564798
2015-10-30,-0.011140526389856631
2015-11-02,-0.002163110461131601
2015-11-03,-0.01345807281770961
2015-11-04,-0.015232904782339629
2015-11-05,0.018931673688840966
2015-11-06,0.0030966021051928028
2015-11-09,0.0009788563665755756
2015-11-10,0.00985424791098044
2015-11-11,-0.01817521127419275
2015-11-12,-0.0031862393769822583
2015-11-13,0.0013697163290067316
2015-11-16,0.014593232229927144
2015-11-17,0.0020225623917888846
2015-11-18,0.010317155374405695
2015-11-19,-0.05409213787970013
2015-11-20,0.03395142733148915
2015-11-23,0.007565738132326638
2015-11-24,0.008184879920746901
2015-11-25,-0.0009680387830843795
2015-11-27,0.008722885264512703
2015-11-30,-0.0023652243149895336
