Date,CMI
2015-01-05,-0.03387520915005926
2015-01-06,0.005584546112783029
2015-01-07,0.004779895448340676
2015-01-08,0.02022025160038532
2015-01-09,-0.015224355949896018
2015-01-12,-0.007242445174868939
2015-01-13,-0.008557705617157518
2015-01-14,0.007499522423316085
2015-01-15,-0.0061793539389578545
2015-01-16,-0.0046639620291537565
2015-01-20,0.008306204363452752
2015-01-21,0.019010189040502112
2015-01-22,0.0179642506601827
2015-01-23,-0.010045271520506827
2015-01-26,0.01371235139623983
2015-01-27,-0.03774065657643266
2015-01-28,-0.004568736192183898
2015-01-29,0.007625830229195163
2015-01-30,-0.022704708295072318
2015-02-02,0.025455183830894512
2015-02-03,0.01776080328832541
2015-02-04,-0.009549910101068426
2015-02-05,-0.041967248257916534
2015-02-06,-0.016291454744569167
2015-02-09,-0.010746300726268032
2015-02-10,0.0041669959300767445
2015-02-11,0.0011851874005357477
2015-02-12,0.011175232451488215
2015-02-13,0.023481842264809538
2015-02-17,-0.0004315009702940964
2015-02-18,0.008634401156455196
2015-02-19,0.004422919220670396
2015-02-20,0.012429156986584644
2015-02-23,-0.006945520727433041
2015-02-24,0.0016249045600347234
2015-02-25,0.002750501718902676
2015-02-26,0.0003520468183064729
2015-02-27,0.0
2015-03-02,0.008436744686580289
2015-03-03,0.013456205295276247
2015-03-04,-0.009700157615098903
2015-03-05,-0.011670695333256598
2015-03-06,-0.013003456908178168
2015-03-09,0.0037744697659545245
2015-03-10,-0.019084745282559656
2015-03-11,-0.006437341653944273
2015-03-12,0.0194368534285283
2015-03-13,-0.00549846188671943
2015-03-16,0.008831523864834656
2015-03-17,-0.012811233780744335
2015-03-18,0.008147228365562365
2015-03-19,-0.01702075599599262
2015-03-20,0.006911474538591644
2015-03-23,-0.00014447437505682448
2015-03-24,0.004046965570436267
2015-03-25,-0.015690292564666142
2015-03-26,0.00014613276532249309
2015-03-27,0.004971714993831755
2015-03-30,0.019496446790027155
2015-03-31,-0.01070349970140494
2015-04-01,-0.011684795818154625
2015-04-02,-0.0014599597225966043
2015-04-06,0.007747566626621127
2015-04-07,-0.00812306097429838
2015-04-08,-0.012869465054779816
2015-04-09,-0.006074134574890144
2015-04-10,0.01766337258233519
2015-04-13,-0.0040280958834365554
2015-04-14,0.003235271192419731
2015-04-15,0.005863551086154439
2015-04-16,-0.006557995407306061
2015-04-17,-0.0183364695292213
2015-04-20,0.009787640162550959
2015-04-21,0.006511463354937463
2015-04-22,0.006616031964723268
2015-04-23,-0.0035052749351267565
2015-04-24,0.00036638470468264295
2015-04-27,0.020146748184691532
2015-04-28,-0.014362882614165406
2015-04-29,0.005683187564756942
2015-04-30,0.0016661655614820248
2015-05-01,0.02075815820282778
2015-05-04,-0.00028393376516067104
2015-05-05,-0.012899167199941886
2015-05-06,0.000358747683876226
2015-05-07,0.00423497795438621
2015-05-08,0.005360874058103926
2015-05-11,0.007820074733740467
2015-05-12,-0.0037387907945020116
2015-05-13,0.0076475100151431885
2015-05-14,0.006393932013599057
2015-05-15,-0.0031418754805139226
2015-05-18,0.0030822132706171956
2015-05-19,-0.013199750195049598
2015-05-20,0.002988346874276404
2015-05-21,0.006809941535102171
2015-05-22,-0.00035216631283152555
