Date,AZO
2015-01-05,-0.01345674879399672
2015-01-06,-0.0011010582275942093
2015-01-07,-0.000954257975806283
2015-01-08,-0.002042010167835673
2015-01-09,3.3035530115466116e-05
2015-01-12,-0.014290013366861976
2015-01-13,-0.0140785679502482
2015-01-14,-0.010476242095716848
2015-01-15,-0.012869349708240274
2015-01-16,0.009682147833065313
2015-01-20,0.005991291469704674
2015-01-21,0.0029606222821922934
2015-01-22,0.023956554082912085
2015-01-23,0.00649895779491505
2015-01-26,0.01347684544443295
2015-01-27,-0.005799306871006604
2015-01-28,0.0032533896077469038
2015-01-29,0.0009171717442326699
2015-01-30,-0.023186527902313347
2015-02-02,-0.005377281316173765
2015-02-03,0.023730571546052737
2015-02-04,-0.01021654004061312
2015-02-05,0.022023502638603976
2015-02-06,-0.005757185140568111
2015-02-09,0.002797070144900271
2015-02-10,0.005888566060589628
2015-02-11,0.006243370396591841
2015-02-12,-0.004834732643770101
2015-02-13,0.0016031970635597137
2015-02-17,-0.005416290357215026
2015-02-18,0.004502899107794445
2015-02-19,0.0006797707744201631
2015-02-20,0.00803760146080057
2015-02-23,0.02159442657004873
2015-02-24,0.001601769029334399
2015-02-25,-0.0010504757572837864
2015-02-26,0.012321031589180631
2015-02-27,-0.003550518832446281
2015-03-02,0.010658549665711226
2015-03-03,0.0036487845215609216
2015-03-04,0.0008896395658348766
2015-03-05,-0.0023142622161989035
2015-03-06,-0.008863632357513418
2015-03-09,0.008818974478848052
2015-03-10,-0.012045087002453658
2015-03-11,0.0011818828707756968
2015-03-12,0.013901635950001934
2015-03-13,0.0029106614230065553
2015-03-16,0.01642073815566336
2015-03-17,-0.004854120916592319
2015-03-18,0.0079132415541594
2015-03-19,-4.4901654859152984e-05
2015-03-20,-0.007431969109200742
2015-03-23,0.013344846932067389
2015-03-24,-0.00569071642270913
2015-03-25,-0.010083214294434262
2015-03-26,0.001997831733183464
2015-03-27,0.029152391802127475
2015-03-30,0.011800243212555683
2015-03-31,-0.010473224763037026
2015-04-01,0.015788114159797084
2015-04-02,-0.005512832991205419
2015-04-06,0.009200311982468623
2015-04-07,-0.0033647664309367498
2015-04-08,0.007401429774829271
2015-04-09,-0.0035374237191655444
2015-04-10,0.00856599274213532
2015-04-13,-0.003819122383785012
2015-04-14,-0.00463484770896605
2015-04-15,-0.002356986324128507
2015-04-16,-0.0025497479575155024
2015-04-17,-0.012954984722699958
2015-04-20,0.008676810703849958
2015-04-21,0.0019873435451709387
2015-04-22,0.003879942599223085
2015-04-23,0.012864026031903064
2015-04-24,-0.00046988891520138854
2015-04-27,-0.013703696748130323
2015-04-28,0.0009676520197454686
2015-04-29,-0.015381247142761123
2015-04-30,-0.014258768878555594
2015-05-01,0.009796965953930536
2015-05-04,0.008082429494847165
2015-05-05,-0.017276655750447012
2015-05-06,0.0031505791813972728
2015-05-07,0.0036293958276596427
2015-05-08,0.012767940992260085
2015-05-11,-0.010639365340414653
2015-05-12,0.00020616886371827015
2015-05-13,0.0020472402439213333
2015-05-14,0.0026015926411888657
2015-05-15,0.011317447770753386
2015-05-18,0.005320060991805153
2015-05-19,0.0015284310888532548
2015-05-20,-0.00974692528531862
2015-05-21,0.0059609130435593904
2015-05-22,-0.0039455717863742246
2015-05-26,-0.0010882498156803422
2015-05-27,-0.011184887772107244
2015-05-28,-0.001792150688419647
2015-05-29,-0.008668032205249032
2015-06-01,-0.00038598878820361726
2015-06-02,0.003534520812919828
2015-06-03,0.008953129725044695
2015-06-04,-0.005294864207314176
2015-06-05,-0.003951742464721297
2015-06-08,0.004367153526322998
2015-06-09,-0.0035522649219911218
2015-06-10,0.008194839421576283
2015-06-11,0.004783018404125761
2015-06-12,-0.004030152528172071
2015-06-15,-0.011846142516119818
2015-06-16,0.00264099302206966
2015-06-17,-0.0036254581384720375
2015-06-18,0.01618814415257508
2015-06-19,-0.003741428513319378
2015-06-22,-0.00024936246925610916
2015-06-23,0.005928067538288673
2015-06-24,-0.008606300971510827
2015-06-25,0.0009857908535635396
2015-06-26,-0.004174606966913075
2015-06-29,-0.021122703850241287
2015-06-30,0.005639742175326035
2015-07-01,0.009356710160353332
2015-07-02,-0.0021541019334417877
2015-07-06,0.005032090503844122
2015-07-07,0.008399103572428679
2015-07-08,-0.018435802175582272
2015-07-09,0.0032475536931526605
2015-07-10,0.017811329289209477
2015-07-13,0.004426234186254208
2015-07-14,-0.01292824557414518
2015-07-15,0.006386197534069993
2015-07-16,-8.822026376420489e-05
2015-07-17,-0.005273777727726081
2015-07-20,-0.0015949922201876632
2015-07-21,-0.006434399326207263
2015-07-22,0.008366823008863156
2015-07-23,0.005861292535574991
2015-07-24,-0.008865502535105985
2015-07-27,-0.0013032282603665513
2015-07-28,0.018936221397321873
2015-07-29,0.0080623714370327
2015-07-30,0.0033926728733937317
2015-07-31,0.008503191078679029
2015-08-03,-0.0056780615386303745
2015-08-04,0.008350561209731877
2015-08-05,0.012678182038618147
2015-08-06,-0.020486471693894726
2015-08-07,0.010457516339869244
2015-08-10,0.007197538491398925
2015-08-11,0.00668111613636535
2015-08-12,0.009703017967516825
2015-08-13,0.024863400049326412
2015-08-14,0.0029767304656243
2015-08-17,0.002576622680273921
2015-08-18,0.004063644824958912
2015-08-19,0.005266674633463975
2015-08-20,-0.015783966483674305
2015-08-21,-0.05061696112554226
2015-08-24,-0.022727262831973127
2015-08-25,0.004292037085681155
2015-08-26,0.02663062741742217
2015-08-27,0.026237209623893865
2015-08-28,0.0022213434234996665
