Date,ECL
2015-01-05,-0.022336926633714116
2015-01-06,-0.02990770915555918
2015-01-07,0.014656308272460228
2015-01-08,0.022315590274933683
2015-01-09,-0.0125705703455119
2015-01-12,-0.005625373471145445
2015-01-13,0.011512439467767699
2015-01-14,-0.005788601227667112
2015-01-15,-0.006414955918783383
2015-01-16,0.015196665507226204
2015-01-20,0.003424493967732367
2015-01-21,0.01404036529867958
2015-01-22,0.02278865513171313
2015-01-23,-0.004606582596708764
2015-01-26,0.01076686350117484
2015-01-27,-0.00504587567105752
2015-01-28,-0.0272352497145677
2015-01-29,0.007723484535915315
2015-01-30,-0.005843928448470814
2015-02-02,-0.0026981460273736158
2015-02-03,0.025026614197416475
2015-02-04,-0.015460038081114846
2015-02-05,0.0185751991787253
2015-02-06,0.00282017386375899
2015-02-09,0.005249252383341618
2015-02-10,0.010164087184773685
2015-02-11,0.009046552401721364
2015-02-12,0.013356382688663793
2015-02-13,0.007673687439924803
2015-02-17,0.0004478611236136132
2015-02-18,-0.000985052797802255
2015-02-19,0.0018823816980295671
2015-02-20,0.00679970248045092
2015-02-23,-0.00995280498345763
2015-02-24,0.01427131934426451
2015-02-25,0.023451388099926085
2015-02-26,0.004323362739546255
2015-02-27,-0.005251589184183114
2015-03-02,0.0036351525724851452
2015-03-03,0.0019833366925634532
2015-03-04,-8.624080954910962e-05
2015-03-05,0.005078178876359196
2015-03-06,-0.01502906512587554
2015-03-09,0.01037583838944034
2015-03-10,-0.008543195125939929
2015-03-11,-0.0033948095910990572
2015-03-12,0.011441372633551161
2015-03-13,-0.011570859939485034
2015-03-16,0.006115247652720646
2015-03-17,-0.0074673305216587105
2015-03-18,0.012160277636699135
2015-03-19,-0.00596372575527182
2015-03-20,0.0022604980016254217
2015-03-23,-0.008588625975429642
2015-03-24,-0.006124966016418876
2015-03-25,0.002112861226898577
2015-03-26,0.003865511880195127
2015-03-27,-0.0001750488952224627
2015-03-30,0.0048145379114865605
2015-03-31,-0.0035717846201003267
2015-04-01,-0.007343966563258197
2015-04-02,-0.0014969749102130558
2015-04-06,0.011202109844812513
2015-04-07,-0.0006106401873653411
2015-04-08,0.006720400852153752
2015-04-09,0.004508655942652373
2015-04-10,0.004315787696857587
2015-04-13,-0.007992576010352748
2015-04-14,0.006237514908124631
2015-04-15,0.0074902060060320075
2015-04-16,-0.001623304472235576
2015-04-17,-0.013952284106480861
2015-04-20,0.008246679970162818
2015-04-21,-0.0023246328957171603
2015-04-22,0.001467040848310175
2015-04-23,-0.001723267914108484
2015-04-24,-0.002244402998827888
2015-04-27,0.004325646955630313
2015-04-28,-0.02687561413070949
2015-04-29,0.012746530673030998
2015-04-30,-0.021239288952294322
2015-05-01,0.01759254358516138
2015-05-04,0.00017530024757883567
2015-05-05,-0.014126468762722277
2015-05-06,0.0012460627298411797
2015-05-07,0.006933330094393675
2015-05-08,0.013329847302185893
2015-05-11,-0.010540666816455158
2015-05-12,-0.0011450805560299093
2015-05-13,0.004936213290423375
2015-05-14,0.01736724153971525
2015-05-15,0.0011205522491446462
2015-05-18,-0.00232515978808423
2015-05-19,-0.0010359520246511211
2015-05-20,-0.0013825295930329773
2015-05-21,0.004066724640628516
2015-05-22,-0.006721670471008578
2015-05-26,-0.012493355544006657
2015-05-27,0.005534904593857526
2015-05-28,0.003058195252902518
2015-05-29,-0.001306616580193709
2015-06-01,0.0035760713688737233
2015-06-02,0.005301572145826272
2015-06-03,0.0059653477353407425
2015-06-04,-0.02011028388290692
2015-06-05,-8.763378008080913e-05
2015-06-08,-0.0035959216308563136
2015-06-09,0.0005278968527739902
2015-06-10,0.0171564618254767
2015-06-11,0.0008648763008232141
2015-06-12,-0.009706762997213625
2015-06-15,-0.0033258336123245247
2015-06-16,0.005005247980148342
2015-06-17,0.005155026548959718
2015-06-18,0.018949765267251895
2015-06-19,-0.0004263720986864561
2015-06-22,0.004779381330309196
2015-06-23,-0.004332122495535717
2015-06-24,-0.008189482695642236
2015-06-25,-0.0025803084093720674
2015-06-26,-0.0019836209354809897
2015-06-29,-0.02419439697083281
2015-06-30,0.0012399326637309027
2015-07-01,0.0011496765955594235
2015-07-02,-0.003445369983642421
2015-07-06,-0.008066361327181304
2015-07-07,0.0025020819608019274
2015-07-08,-0.013906029202615744
2015-07-09,-9.060851586095708e-05
2015-07-10,0.015098271029778676
2015-07-13,0.012913731486369207
2015-07-14,0.008529221619890892
2015-07-15,-0.0008720730593200221
2015-07-16,0.0008728342345412088
2015-07-17,-0.016739407478846835
2015-07-20,-8.857114358185036e-05
2015-07-21,-0.0017733921403175756
2015-07-22,-0.006396279760531365
2015-07-23,-0.005453473182065238
2015-07-24,-0.015372485771377176
2015-07-27,-0.010408144272402886
2015-07-28,0.049635773759400204
2015-07-29,0.013624034289017928
2015-07-30,0.006763841395211578
2015-07-31,-0.0024978259364316635
2015-08-03,-0.004576524761897627
2015-08-04,0.00034697075399248156
2015-08-05,0.01240014204842299
2015-08-06,-0.0037687688980029277
2015-08-07,-0.01676556637069848
2015-08-10,0.019499778354914676
2015-08-11,-0.005660802372830287
2015-08-12,-0.007676943972486083
2015-08-13,0.0020863159172639367
2015-08-14,0.01040927036120709
2015-08-17,-0.0011156539852534841
2015-08-18,-0.0038678702838419454
2015-08-19,-0.008973274739033199
2015-08-20,-0.01950200491642695
2015-08-21,-0.024152040362942273
2015-08-24,-0.04140135778842313
2015-08-25,-0.0077834649586855376
2015-08-26,0.018750681782613743
2015-08-27,0.032209438680690816
2015-08-28,0.004912631531485134
2015-08-31,-0.011950129044001279
2015-09-01,-0.03408441692708031
2015-09-02,0.024283565194499035
2015-09-03,0.007871887020223234
2015-09-04,-0.021041964207744956
2015-09-08,0.019241478407879598
2015-09-09,0.01777358447951949
2015-09-10,-0.0007239059638832757
2015-09-11,-0.0010899226683095398
2015-09-14,-0.009728302716972781
2015-09-15,0.011843882535400363
2015-09-16,0.030759467078111724
2015-09-17,-0.0005283311901876919
2015-09-18,-0.008719418138136592
2015-09-21,0.0015994788247273295
2015-09-22,-0.01658834307570556
2015-09-23,-0.007396945703142199
2015-09-24,0.004544015564756032
2015-09-25,-0.0007236861509420933
2015-09-28,-0.028426751229089775
2015-09-29,0.009690589572111996
2015-09-30,0.012550878764448825
2015-10-01,0.023787818113229386
2015-10-02,0.01664741537633141
2015-10-05,0.013485042822098059
2015-10-06,0.012528175612623205
2015-10-07,0.009215735824363636
2015-10-08,0.01910882620963905
2015-10-09,8.298064212364231e-05
2015-10-12,0.0002488508345976914
2015-10-13,-0.003400584741992896
2015-10-14,0.009820313044294204
2015-10-15,0.0019777512258349894
2015-10-16,0.004277169942014991
2015-10-19,-0.022276828233814383
2015-10-20,0.00041890002968569817
2015-10-21,-0.012810911921097179
2015-10-22,0.02247658288708476
2015-10-23,-0.004645370799995163
2015-10-26,-0.0034168810723157472
2015-10-27,-0.00878069665348169
2015-10-28,0.008942861086631337
2015-10-29,0.0028428792204791
2015-10-30,0.0035023405690637333
2015-11-02,-0.01960947402528823
2015-11-03,0.01737428024524279
2015-11-04,-0.02124297213893822
2015-11-05,0.0012766268953476878
2015-11-06,-0.002040316274282916
2015-11-09,-0.012265624293749555
2015-11-10,0.003363493581663768
2015-11-11,0.009626043536515194
2015-11-12,-0.019749598031870375
2015-11-13,0.011115784972082876
2015-11-16,0.0023190095486227413
2015-11-17,0.000428447237803109
2015-11-18,0.013447510819677433
2015-11-19,-0.003465179253959616
2015-11-20,0.0018657789809064518
2015-11-23,0.011766707337267812
2015-11-24,0.0016735663956335411
2015-11-25,-0.0058471639882382576
2015-11-27,-0.0009243675718615396
2015-11-30,0.0021026363280978178
2015-12-01,0.004279884968160674
2015-12-02,-0.008607293900795954
2015-12-03,-0.006321478298306982
2015-12-04,0.011366612894548656
2015-12-07,-0.007296820344078303
2015-12-08,-0.01681310214406273
2015-12-09,0.004983907181860481
2015-12-10,-0.008465036360141065
2015-12-11,-0.02785209619424711
2015-12-14,0.011121961609420694
2015-12-15,0.012583747079629504
2015-12-16,0.02450641395382802
2015-12-17,-0.021969352863689395
2015-12-18,-0.02324383536461505
2015-12-21,0.005327558285506573
2015-12-22,0.010598950691470765
2015-12-23,0.018178635714196423
2015-12-24,-0.006180426515621673
2015-12-28,-0.002677383707519576
2015-12-29,0.007967798339217902
2015-12-30,-0.008248596815630616
2015-12-31,-0.009096284348021233
2016-01-04,-0.016523940953997118
2016-01-05,0.0036449050678990513
2016-01-06,-0.04278122578053911
2016-01-07,-0.02590915332107102
2016-01-08,-0.008739344789968295
2016-01-11,0.0025874456362235954
2016-01-12,0.010514180226884662
2016-01-13,-0.024498758912422813
2016-01-14,0.016387199282175136
2016-01-15,-0.021370209751560343
2016-01-19,-0.002047118718362384
2016-01-20,0.000683993170652375
2016-01-21,-0.0057593150200463405
2016-01-22,0.03082936781374679
2016-01-25,-0.01647751130191477
2016-01-26,0.00842523146064611
2016-01-27,-0.012964642357440659
2016-01-28,0.011869749992711398
2016-01-29,0.03721192389866723
2016-02-01,-0.004172027265782474
2016-02-02,-0.023179632220851842
2016-02-03,0.02239555060884757
2016-02-04,0.017617371224486922
2016-02-05,-0.027479605946149288
2016-02-08,-0.024018039620768095
2016-02-09,0.03454892489522199
2016-02-10,-0.009235100488452108
2016-02-11,-0.027398407709684935
2016-02-12,0.032236172434301436
2016-02-16,0.018943706550011985
2016-02-17,0.012057492968572392
2016-02-18,-0.010913330139167954
2016-02-19,-0.009102481643113336
2016-02-22,0.0029692977254287545
2016-02-23,-0.07354985350172916
2016-02-24,0.019872286657823812
2016-02-25,0.01517669873815386
2016-02-26,0.025076968922598475
2016-02-29,-0.03509588228491434
2016-03-01,0.032277051980552196
2016-03-02,-0.011147059220986022
2016-03-03,0.005349900991251877
2016-03-04,0.010356925229056513
2016-03-07,-0.0034795182648835743
2016-03-08,-0.015855101067671518
2016-03-09,-0.0005752747917296963
2016-03-10,0.009979010323301729
2016-03-11,0.01382127230589969
2016-03-14,-0.031214702082402623
2016-03-15,0.00980197819568307
2016-03-16,0.017491773606605143
2016-03-17,0.018607689695143037
2016-03-18,0.0027818710783980016
2016-03-21,0.007767614869851114
2016-03-22,0.01449805256857184
2016-03-23,-0.005065087948261993
2016-03-24,0.004818141448011737
2016-03-28,0.0006335272868216446
2016-03-29,0.007775476063215381
2016-03-30,0.008613112652598343
2016-03-31,-0.008005612791810113
2016-04-01,0.008070219847050364
2016-04-04,-0.0030241775104695723
2016-04-05,-0.0069596652700516515
2016-04-06,0.009524109838310535
2016-04-07,-0.014507252725337705
2016-04-08,0.008127798676048847
2016-04-11,-0.0014331564365487326
2016-04-12,0.010047552841325746
2016-04-13,0.013677870880844933
2016-04-14,0.011741088568995028
2016-04-15,-0.003983620708865709
2016-04-18,0.0014781835338966154
2016-04-19,0.007466293712112604
2016-04-20,-0.004050062394778786
2016-04-21,-0.0024227204870552743
2016-04-22,0.008240043402850228
2016-04-25,-0.004387408218250677
2016-04-26,0.0019870799707470965
2016-04-27,0.005950363750151455
2016-04-28,-0.011572931454672974
2016-04-29,-0.0027753700505596113
2016-05-02,-0.006175196548229511
2016-05-03,-0.005950804145960942
2016-05-04,0.015142133199345986
2016-05-05,-0.002341191299744194
2016-05-06,0.017472205026918486
2016-05-09,-0.013498699769361244
2016-05-10,0.014202740670843594
2016-05-11,-0.0046110616636836355
2016-05-12,0.004804092413081662
2016-05-13,-0.009476894141753456
2016-05-16,0.01844548393889922
2016-05-17,-0.00956335752024573
2016-05-18,-0.008715727446626076
2016-05-19,0.0012927972279146438
2016-05-20,0.004821266971612115
2016-05-23,0.0011133388006414613
2016-05-24,0.014634343571451103
2016-05-25,-0.0003372220248748503
2016-05-26,-0.0027000387306180818
2016-05-27,0.0011841929265903328
2016-05-31,-0.009295089027379189
2016-06-01,0.010917926297772995
2016-06-02,0.0029529515884358926
2016-06-03,-0.0006731109970964377
2016-06-06,0.01128049886945015
2016-06-07,0.005660450237549242
2016-06-08,0.006125595768082581
2016-06-09,-0.006252729921227607
2016-06-10,-0.0044705801989902705
2016-06-13,-0.00756768186957002
2016-06-14,8.398425252842401e-05
2016-06-15,-0.00628408171886341
2016-06-16,0.006070652032416524
2016-06-17,-0.0031099180394054127
2016-06-20,0.0045531100660365365
2016-06-21,0.0024340288444490987
2016-06-22,8.381566666937346e-05
2016-06-23,0.012558760246222711
2016-06-24,-0.03778725334006616
2016-06-27,-0.01632724461482915
2016-06-28,0.006813767863057096
2016-06-29,0.013362255021675207
2016-06-30,0.015497932473402365
2016-07-01,0.0021078569678720793
2016-07-05,-0.010601482510317672
2016-07-06,0.0017857390676327967
2016-07-07,-0.0017825558879435155
2016-07-08,0.013691524610407235
2016-07-11,-0.0008387153548281567
2016-07-12,0.010075645918564247
2016-07-13,0.002161069383221248
2016-07-14,0.005889133660881063
2016-07-15,-0.002638631690507598
2016-07-18,-0.005043216191259692
2016-07-19,-0.0016620987726206904
2016-07-20,-0.0009158233051964615
2016-07-21,-0.0032491071122591197
2016-07-22,0.0031761702996508934
2016-07-25,-0.001916110940293314
2016-07-26,-0.0003340443508654811
2016-07-27,-0.004509454886028386
2016-07-28,-0.0006712687586383215
2016-07-29,-0.006295438873087034
2016-08-01,0.0024497262524176833
2016-08-02,0.03488675082629955
2016-08-03,-0.011399801638944496
2016-08-04,0.006754008308756276
2016-08-05,0.004008894554139886
2016-08-08,-0.0038300243999890293
2016-08-09,0.0044991197658581505
2016-08-10,0.0004885449832998656
2016-08-11,0.002360535693782362
2016-08-12,-0.005684334627043874
2016-08-15,0.0018784295301432774
2016-08-16,-0.0035868305290971403
2016-08-17,0.0001638467275453248
2016-08-18,0.0010633499962673376
2016-08-19,0.003104460501274664
2016-08-22,-0.004153785721690451
2016-08-23,0.0033535946630907087
2016-08-24,-0.007825894773207498
2016-08-25,0.00895570850305405
2016-08-26,0.0010584684635377428
2016-08-29,0.007809481149560149
2016-08-30,0.000726505853124948
2016-08-31,-0.007501460437907448
2016-09-01,0.00040647605359733774
2016-09-02,0.0077175153890423065
2016-09-06,-0.002821648501568408
2016-09-07,-0.0077605963832980684
2016-09-08,-0.00293325092817176
2016-09-09,-0.030233386642310456
2016-09-12,0.011627603683069143
2016-09-13,-0.020905968996234647
2016-09-14,-0.00017024068340154574
2016-09-15,0.004679517267234035
2016-09-16,-0.0033975107527525195
2016-09-19,0.002471542521024883
2016-09-20,-0.002635511992823858
2016-09-21,0.010058797080972015
2016-09-22,0.005485649231304013
2016-09-23,-0.0008391142698350729
2016-09-26,-0.0009240122351479307
2016-09-27,0.00832401296999663
2016-09-28,0.01150767446391776
2016-09-29,-0.004699301666320932
2016-09-30,0.008200050100610978
2016-10-03,-0.005011412468509446
2016-10-04,-0.007843858002541948
2016-10-05,-0.0012482659579851063
2016-10-06,0.004416112692883889
2016-10-07,-0.012609879141815217
2016-10-10,0.0004201210501082464
2016-10-11,-0.016040870289798392
2016-10-12,-0.00017108852965230792
2016-10-13,-0.0011093302449075582
2016-10-14,-0.0021369040673212547
2016-10-17,-0.0035970517636557675
2016-10-18,0.002234781534245389
2016-10-19,0.0018869129678027452
2016-10-20,-0.003338470159205742
