Date,SMCI
2015-01-05,-0.030521147446202712
2015-01-06,-0.027027049992557783
2015-01-07,0.0073259857327294675
2015-01-08,0.05242427265895899
2015-01-09,-0.005758704474786436
2015-01-12,-0.01071537172169279
2015-01-13,0.0014637337830343267
2015-01-14,-0.014907956211267392
2015-01-15,-0.01632042439357495
2015-01-16,0.057918524569483765
2015-01-20,0.07613343663218908
2015-01-21,-0.09618439927519229
2015-01-22,0.0812078420770137
2015-01-23,-0.01437092565561715
2015-01-26,0.009903717591716488
2015-01-27,0.016889140881285014
2015-01-28,0.0016072975883447693
2015-01-29,0.012837619096900621
2015-01-30,-0.034327931885945184
2015-02-02,-0.0027344791594001716
2015-02-03,-0.016177684139124238
2015-02-04,-0.005295444005756322
2015-02-05,0.026618108281849073
2015-02-06,0.013373369087443798
2015-02-09,0.0016159552561600954
2015-02-10,0.05404677863428531
2015-02-11,-0.0002551443673125542
2015-02-12,0.02168927749678362
2015-02-13,-0.007492559542417343
2015-02-17,0.005032707861525765
2015-02-18,-0.020781158126915833
2015-02-19,0.0015341452163606384
2015-02-20,0.0017870741341774465
2015-02-23,-0.014525973863029229
2015-02-24,0.053271229826749256
2015-02-25,-0.014240139550674935
2015-02-26,0.02440848140721008
2015-02-27,-0.023097445205461975
2015-03-02,0.003733167251280811
2015-03-03,-0.013141575352685675
2015-03-04,-0.01407035025366421
2015-03-05,0.0028032410587413015
2015-03-06,-0.03151202944442233
2015-03-09,-0.001312021594929491
2015-03-10,-0.02653706535043243
2015-03-11,0.030499367563334934
2015-03-12,-0.022786833374828674
2015-03-13,-0.033503082763135295
2015-03-16,0.00915141232926886
2015-03-17,-0.02638086225367997
2015-03-18,-0.00028222622794149554
2015-03-19,0.03529079560924808
2015-03-20,0.013362428158280482
2015-03-23,-0.013993553459462515
2015-03-24,-0.03493450321546232
2015-03-25,-0.05769230639565248
2015-03-26,-0.003601465744752841
2015-03-27,0.021385572472822245
2015-03-30,0.005897959520870799
2015-03-31,-0.026385199008217897
2015-04-01,0.015356783593471146
2015-04-02,0.010379622197052685
2015-04-06,-0.011740522774187356
2015-04-07,0.0
2015-04-08,0.017225971946907448
2015-04-09,0.008467166211026056
2015-04-10,0.01679215049278926
2015-04-13,0.005694755253015549
2015-04-14,0.0036806373741231635
2015-04-15,0.04231307580271393
2015-04-16,0.022192156602875324
2015-04-17,-0.02541698633609657
2015-04-20,0.006791658627083308
2015-04-21,-0.06071239546912066
2015-04-22,-0.08359663712678
2015-04-23,-0.02100318165477444
2015-04-24,-0.025296189096857713
2015-04-27,0.011498057444624177
2015-04-28,-0.0360506856682945
2015-04-29,0.00539084662214373
2015-04-30,-0.035857867050160475
2015-05-01,0.017726756406079902
2015-05-04,0.019125681280281803
2015-05-05,-0.024798888253514395
2015-05-06,0.02577312957148159
2015-05-07,0.008375241623460372
2015-05-08,0.02657804782708406
2015-05-11,0.0009708806032899808
2015-05-12,0.008406085817431963
2015-05-13,0.025969891226394815
2015-05-14,0.03874994756653982
2015-05-15,-0.004512595372814565
2015-05-18,0.011786048399043292
2015-05-19,-0.017921129597017083
2015-05-20,0.004866117240447165
2015-05-21,0.006658618355633417
2015-05-22,0.010222465467477182
2015-05-26,-0.0026785192871766617
2015-05-27,0.020590869671414325
2015-05-28,-0.012573094115383432
2015-05-29,-0.009179785748048008
2015-06-01,0.05230124166488004
2015-06-02,-0.017324587300882266
2015-06-03,0.010404628021541962
2015-06-04,-0.04118994601960668
2015-06-05,0.004773279365761107
2015-06-08,-0.004156751436457773
2015-06-09,-0.002981511684642557
2015-06-10,0.036184153535286034
2015-06-11,0.002597420826967678
2015-06-12,-0.023316088134441193
2015-06-15,-0.029767119216952742
2015-06-16,-0.010631860644777391
2015-06-17,-0.0015351170000573733
2015-06-18,0.012915072474627198
2015-06-19,0.00819677885923431
2015-06-22,0.0030111382609472326
2015-06-23,0.00030018838001844017
2015-06-24,-0.019507820193752967
2015-06-25,-0.03397614398409787
2015-06-26,-0.03707220162416236
2015-06-29,-0.03224746577293047
2015-06-30,0.005780333231512946
2015-07-01,0.02265049084969939
2015-07-02,-0.040661203663055034
2015-07-06,-0.0358373035531927
2015-07-07,-0.013223794855049986
2015-07-08,-0.0021730545893937636
2015-07-09,-0.06315790111349695
2015-07-10,0.0015497668975812395
2015-07-13,-0.017021333897052626
2015-07-14,0.024793469075861108
2015-07-15,-0.033410187614539844
2015-07-16,0.0007946338863376035
2015-07-17,-0.0019849600376775633
2015-07-20,-0.005966534148673097
2015-07-21,0.002801108155021881
2015-07-22,0.013168392585011013
2015-07-23,0.014572642919212342
2015-07-24,-0.012034122363709265
2015-07-27,-0.00982321988918644
2015-07-28,0.005158734739082016
2015-07-29,0.014607161856942774
2015-07-30,0.0027237236047665814
2015-07-31,0.03492439114674162
2015-08-03,-0.002249734472152265
2015-08-04,-0.0300638569352345
2015-08-05,0.08136373205521519
2015-08-06,-0.03726257873750394
2015-08-07,-0.010792721800481742
2015-08-10,0.022573341968307625
2015-08-11,-0.038263375870319916
2015-08-12,0.03442995843362828
2015-08-13,0.008875713558416765
2015-08-14,0.009897430191990741
2015-08-17,0.0036297604529451633
2015-08-18,-0.005424992526246064
2015-08-19,-0.0021818334406072948
2015-08-20,-0.025510180143311856
2015-08-21,-0.05048615901698794
2015-08-24,-0.03269001321960108
2015-08-25,0.000407136597823321
2015-08-26,0.03011798177752345
2015-08-27,0.014618799197383847
2015-08-28,0.04478193381415041
2015-08-31,0.01938121716635033
2015-09-01,-0.09433268990825117
2015-09-02,0.0016148358920737849
2015-09-03,0.002418396650877064
2015-09-04,-0.025331710514786665
2015-09-08,0.03506602197916342
2015-09-09,0.004782720288451392
2015-09-10,0.07417693099195755
2015-09-11,0.0022156728523727853
2015-09-14,-0.017686108146984236
2015-09-15,0.050262591336408535
2015-09-16,0.03678577349502321
2015-09-17,0.011023019341634521
2015-09-18,-0.017035759213314572
2015-09-21,0.002079737255287206
