Date,SCHW
2015-01-05,-0.033421549107625625
2015-01-06,-0.036631399262205266
2015-01-07,0.01954522546656068
2015-01-08,0.026141587942953848
2015-01-09,-0.033627888244968984
2015-01-12,-0.009841898747647515
2015-01-13,0.0007099968073607243
2015-01-14,-0.034054591067460005
2015-01-15,-0.020565542060379194
2015-01-16,0.008624143816067242
2015-01-20,-0.005576175234418446
2015-01-21,-0.0018694178231875025
2015-01-22,0.0355805927433821
2015-01-23,-0.01663656303676586
2015-01-26,0.006252448901059138
2015-01-27,-0.020102511784261146
2015-01-28,-0.03170454231305908
2015-01-29,0.01386765939180612
2015-01-30,-0.012918158810578562
2015-02-02,0.023864320185357002
2015-02-03,0.03834614313575302
2015-02-04,-0.0003618713172414134
2015-02-05,0.013430191715233297
2015-02-06,0.042621323836369074
2015-02-09,-0.010992409327442942
2015-02-10,0.01389368241395661
2015-02-11,-0.004796256337576743
2015-02-12,0.03132528057728545
2015-02-13,-0.027703677538019278
2015-02-17,0.020940762401691737
2015-02-18,-0.02185633020298483
2015-02-19,0.006531768854714182
2015-02-20,0.01263645127391455
2015-02-23,-0.004721481596228094
2015-02-24,0.010504640117901642
2015-02-25,-0.003353519716368103
2015-02-26,0.005047314618200183
2015-02-27,-0.017743646924484047
2015-03-02,0.028288803862141165
2015-03-03,-0.007291869223566949
2015-03-04,-0.0026709542872812575
2015-03-05,0.011382445072301905
2015-03-06,0.02747442080865614
2015-03-09,-0.0019328881989459923
2015-03-10,-0.02162703290465684
2015-03-11,0.01220732526555679
2015-03-12,0.012059892206546019
2015-03-13,-0.022866340209283686
2015-03-16,0.014831946327054979
2015-03-17,0.0035724828014525034
2015-03-18,-0.03656942365206606
2015-03-19,-0.011756704575071053
2015-03-20,0.020054296154763618
2015-03-23,-0.003332359599690249
2015-03-24,-0.004011897965876421
2015-03-25,-0.019469637198929135
2015-03-26,0.019513764573785286
2015-03-27,0.01511078212228445
2015-03-30,0.004300627150054304
2015-03-31,0.0026350971636879272
2015-04-01,-0.016754558914564233
2015-04-02,0.0026730281224638386
2015-04-06,-0.001332987074226355
2015-04-07,-0.0066732542748201285
2015-04-08,0.013436098900635907
2015-04-09,0.014252886052815494
2015-04-10,0.003267684025413553
2015-04-13,0.0071662651128570065
2015-04-14,-0.015200640283147937
2015-04-15,0.002627309574915637
2015-04-16,-0.00032751769845718037
2015-04-17,-0.008846441864240107
2015-04-20,-0.004297568326067869
2015-04-21,0.0013279752924943988
2015-04-22,0.009946856792966585
2015-04-23,0.0013130813815835918
2015-04-24,-0.012458765664474458
2015-04-27,-0.0009961430060745347
2015-04-28,0.013293425842668238
2015-04-29,0.010495166464489225
2015-04-30,-0.010061690910402765
2015-05-01,0.006885275261057755
2015-05-04,0.02181732147735893
2015-05-05,-0.0038242347395840426
2015-05-06,-0.005769337858819612
2015-05-07,0.004835691818210641
2015-05-08,0.0035290806228083227
2015-05-11,0.024296603898772418
2015-05-12,-0.008426954560500799
2015-05-13,-0.0022033962900687154
2015-05-14,0.0034703496541872436
2015-05-15,-0.01886231607744049
2015-05-18,0.020826889070578725
2015-05-19,-0.0037668412964491083
2015-05-20,-0.002520518696323304
2015-05-21,-0.005685037316365715
2015-05-22,-0.0022238998236553398
2015-05-26,-0.004138608122116305
2015-05-27,0.015345299777022925
2015-05-28,0.004407771982099629
2015-05-29,-0.007837021243169873
2015-06-01,-0.006634911759090034
2015-06-02,0.0060435489472410175
2015-06-03,0.020865784973736146
2015-06-04,-0.0009289528840150663
2015-06-05,0.03006817473407608
2015-06-08,-0.006319568332025294
2015-06-09,0.0
2015-06-10,0.012416756889461311
2015-06-11,-0.0011965810862197834
2015-06-12,-0.0008986079140066439
2015-06-15,-0.00929241401815939
2015-06-16,0.0057490127384043355
2015-06-17,-0.0051143103488913155
2015-06-18,0.0
2015-06-19,-0.012095742861090386
2015-06-22,0.021426639549004367
2015-06-23,0.0032965462939062995
2015-06-24,-0.012246344868737102
2015-06-25,0.005443165867756505
2015-06-26,0.008420760190928966
2015-06-29,-0.037876566665570266
2015-06-30,0.012089355793889034
2015-07-01,0.014395349256891343
2015-07-02,-0.008152551803127683
2015-07-06,-0.010654321303182779
2015-07-07,-0.003384991892143474
2015-07-08,-0.026551079070919137
2015-07-09,0.02061517292005366
2015-07-10,0.020199107093872737
2015-07-13,0.019494207335232216
2015-07-14,0.008963310590383688
2015-07-15,-0.0035532816166616854
2015-07-16,0.03298594207734107
2015-07-17,0.0008635638637393139
2015-07-20,0.005748650992663418
2015-07-21,-0.0017142937506985367
2015-07-22,0.009160948514260747
2015-07-23,-0.008227085386257493
2015-07-24,-0.0042907080159027
2015-07-27,-0.02097085753346939
2015-07-28,0.011737145396134352
2015-07-29,0.009860519419923941
2015-07-30,0.010626252505941736
2015-07-31,-0.008809052075636092
2015-08-03,-0.005160521364938386
2015-08-04,0.01469706388996106
2015-08-05,0.0065435165611960056
2015-08-06,-0.007913896976287305
2015-08-07,-0.001994701625600448
2015-08-10,0.011133300307869964
2015-08-11,-0.019198172365038624
2015-08-12,-0.02561883483971006
2015-08-13,0.006204003691798521
2015-08-14,0.007927204812155475
2015-08-17,-0.008447663729774124
2015-08-18,-0.0035252940719991965
2015-08-19,-0.024174510212070954
2015-08-20,-0.027492434779755937
2015-08-21,-0.03914261912503958
2015-08-24,-0.04461694019580964
2015-08-25,-0.02538043454880823
2015-08-26,0.032638746017151554
2015-08-27,0.02084755431479124
2015-08-28,0.011198718021506293
2015-08-31,-0.010423540188530533
2015-09-01,-0.04246206276057629
2015-09-02,0.010656764990408796
2015-09-03,0.012244925179713873
2015-09-04,-0.022177636991287497
2015-09-08,0.06872872970409127
2015-09-09,-0.016720325222740584
2015-09-10,0.0006539924222275229
2015-09-11,-0.0035949595366377984
2015-09-14,-0.008527352491344953
2015-09-15,0.01951714778929725
2015-09-16,0.009409605407861399
2015-09-17,-0.04275158409868962
2015-09-18,-0.044660908692584544
2015-09-21,0.021089655554735964
2015-09-22,-0.024785060046122798
2015-09-23,0.0052950329348127045
2015-09-24,-0.02106751380353611
2015-09-25,0.01936876883593186
2015-09-28,-0.04011258859999112
2015-09-29,0.010996882213214043
2015-09-30,0.03553317892741181
2015-10-01,-0.0003500486597813879
2015-10-02,-0.03327517270837832
2015-10-05,0.027898766423242627
2015-10-06,-0.025026585164650283
2015-10-07,0.016992208039047885
2015-10-08,0.007109522570512894
2015-10-09,-0.003882557687544086
2015-10-12,0.00602382179987182
2015-10-13,-0.010566622314629903
2015-10-14,-0.011036140829993268
2015-10-15,0.029517688508577278
2015-10-16,0.002797150430778883
2015-10-19,-0.0062760898039553314
2015-10-20,0.0298245603424514
2015-10-21,-0.016695325054982946
2015-10-22,0.020443563023543776
2015-10-23,0.033276911080666105
2015-10-26,0.0006574285854481499
2015-10-27,-0.019704805069056475
2015-10-28,0.036516131714606326
2015-10-29,0.0019392880553770198
2015-10-30,-0.015484136964503903
2015-11-02,0.02785087866374636
2015-11-03,0.0038251360865722006
2015-11-04,0.0003182309016642737
2015-11-05,0.004134864815413364
2015-11-06,0.06145061577861344
2015-11-09,-0.0005967634742505279
2015-11-10,-0.004777472215049983
2015-11-11,0.006000636569970519
2015-11-12,-0.02206970366459926
2015-11-13,-0.014638578550166703
2015-11-16,0.008665779575388832
2015-11-17,0.006750631591158296
2015-11-18,0.017982373203966562
2015-11-19,-0.010778340943801035
2015-11-20,0.00907982698855414
2015-11-23,-0.0014997413460583475
2015-11-24,0.0063084262629240495
2015-11-25,0.005671552954009229
2015-11-27,0.0014838414731841443
2015-11-30,-0.0008892662151499531
2015-12-01,0.00919619980060471
2015-12-02,-0.012639177543825264
2015-12-03,-0.018160584947267577
2015-12-04,0.046391824169833784
2015-12-07,-0.012460151637053607
2015-12-08,-0.00645548897349002
2015-12-09,-0.026284807484416972
2015-12-10,0.008795676134867536
2015-12-11,-0.044798078795654894
2015-12-14,0.01510835881458683
2015-12-15,0.02883736909177137
2015-12-16,0.018987308134882586
2015-12-17,-0.01774621018895184
2015-12-18,-0.039145074418722725
2015-12-21,0.009401972924932833
2015-12-22,0.021421716083412257
2015-12-23,0.00486334264063748
2015-12-24,-0.00030280085916090105
2015-12-28,0.0018151431321955513
2015-12-29,0.013591245890836268
2015-12-30,-0.00923666236757914
2015-12-31,-0.009624167601408273
2016-01-04,-0.0288492765705618
2016-01-05,-0.0031269061939573906
2016-01-06,-0.03419072667149603
2016-01-07,-0.05228959577012049
2016-01-08,-0.006168807504154161
2016-01-11,-0.008965453774643528
2016-01-12,0.017397237088106143
2016-01-13,-0.05232558994728764
2016-01-14,0.01479634192234025
2016-01-15,-0.03911822290037714
2016-01-19,-0.01887477672198945
2016-01-20,-0.04677480731651695
2016-01-21,-0.0352196782294073
2016-01-22,0.05947529632284021
2016-01-25,-0.025552197839022628
2016-01-26,0.01112469784423209
2016-01-27,-0.007858677483012722
2016-01-28,-0.017029951459920034
2016-01-29,0.028605962409484098
2016-02-01,-0.009792252622428443
2016-02-02,-0.046281617438143186
2016-02-03,0.011198768530597869
2016-02-04,0.0242000551298307
2016-02-05,-0.024429112924145513
2016-02-08,-0.030788228655451055
2016-02-09,-0.011435928451327237
2016-02-10,-0.024914065046036327
2016-02-11,-0.0211454021726436
2016-02-12,0.027002760570934425
2016-02-16,0.03330399735384004
2016-02-17,0.03816820835707535
2016-02-18,-0.013072173179460522
2016-02-19,0.011589087503408146
2016-02-22,0.004092044092093294
2016-02-23,-0.01670738974918118
2016-02-24,-0.018648936996723986
2016-02-25,0.01731397903032228
2016-02-26,0.0568701933915845
2016-02-29,-0.016103750801943928
2016-03-01,0.053492972098180935
2016-03-02,0.013262847405525413
2016-03-03,0.013836940112334384
2016-03-04,0.001475373206836439
2016-03-07,0.013996147575311868
