Date,IFF
2015-01-05,-0.014674982250665103
2015-01-06,-0.012277757787183985
2015-01-07,0.009882742110087772
2015-01-08,0.02542391700745994
2015-01-09,0.005017907347643069
2015-01-12,-0.010279049704818854
2015-01-13,0.01701261022297107
2015-01-14,0.011087601691612603
2015-01-15,0.012600946988357009
2015-01-16,0.01985382292962279
2015-01-20,0.0020490623173001765
2015-01-21,-0.006971498462049142
2015-01-22,0.03847241113208466
2015-01-23,-0.017036332759976514
2015-01-26,-0.006235737242485384
2015-01-27,-0.013380060966670548
2015-01-28,-0.015525408282865083
2015-01-29,0.014630338520997155
2015-01-30,-0.006460631059045707
2015-02-02,0.00631410239271335
2015-02-03,0.011425103069170772
2015-02-04,-0.002684944932858313
2015-02-05,0.00863437306086512
2015-02-06,0.003957900894262512
2015-02-09,-0.015494908011260522
2015-02-10,0.005215405370539328
2015-02-11,-0.008708510950305004
2015-02-12,0.07261685681392294
2015-02-13,0.019081663460831955
2015-02-17,0.002051926315670638
2015-02-18,0.009129535938976252
2015-02-19,0.015473344637908948
2015-02-20,0.010824281873634822
2015-02-23,-0.0013180277933348972
2015-02-24,0.011464610855045576
2015-02-25,-0.0061972803572921675
2015-02-26,-0.00024611695516241205
2015-02-27,0.0007385326308895213
2015-03-02,0.006889168030101089
2015-03-03,-0.008796693538413725
2015-03-04,-0.00386225877865376
2015-03-05,-0.002805169634117366
2015-03-06,-0.015469689450524515
2015-03-09,0.014116643419921804
2015-03-10,-0.02560299913876085
2015-03-11,-0.0035715789034103107
2015-03-12,0.0197987490482614
2015-03-13,-0.012217697725077858
2015-03-16,0.008048159168718039
2015-03-17,-0.00916041291453873
2015-03-18,0.002120617384515411
2015-03-19,0.0028776451830534455
2015-03-20,0.01206837191906529
2015-03-23,-0.0019179058002333216
2015-03-24,-0.0015040068160500075
2015-03-25,-0.016465034976769877
2015-03-26,-0.003245579940591492
2015-03-27,0.004113187299319199
2015-03-30,0.011264930304870413
2015-03-31,-0.009282665447671867
2015-04-01,-0.0036628625906107715
2015-04-02,0.0035906891004067187
2015-04-06,0.010477942671848428
2015-04-07,-0.003625026318160973
2015-04-08,0.0001692633991603465
2015-04-09,0.0004227159367040656
2015-04-10,0.0060037708654583355
2015-04-13,-0.0016807997399310715
2015-04-14,0.001178565322136782
2015-04-15,-0.002018452479338295
2015-04-16,-8.416622311746558e-05
2015-04-17,-0.02005730847267162
2015-04-20,0.01195364389918585
2015-04-21,-0.00722329228132268
2015-04-22,-0.007105099908403356
2015-04-23,0.005000482221161118
2015-04-24,-0.006176661031964681
2015-04-27,0.0028486273396224338
2015-04-28,0.006627832787919452
2015-04-29,-0.006071186315555255
2015-04-30,-0.012818273055672846
2015-05-01,0.02326783288043477
2015-05-04,0.006898339104010054
2015-05-05,-0.013786717966440154
2015-05-06,0.012864693033533436
2015-05-07,0.0010162719017856592
2015-05-08,0.010319726049189404
2015-05-11,-0.00117236211385785
2015-05-12,-0.04107307602302879
2015-05-13,-0.014947172421312271
2015-05-14,0.02094227391715009
2015-05-15,0.003303015180758706
2015-05-18,-0.0012997871141686712
2015-05-19,0.005291626505265379
2015-05-20,0.014151192076072405
2015-05-21,0.006211192483458028
2015-05-22,0.0007611934075608673
2015-05-26,-0.010561820547688505
2015-05-27,0.014688155260566438
2015-05-28,0.003787045022354274
2015-05-29,-0.0019283726750335406
2015-06-01,-0.012852633758098087
2015-06-02,-0.0091057147879966
2015-06-03,-0.016918210003621925
2015-06-04,-0.01738506200888057
2015-06-05,-0.012090487065714584
2015-06-08,-0.007019610941606302
2015-06-09,-0.005256621379752913
2015-06-10,0.009748746216899917
2015-06-11,0.005594124489975538
2015-06-12,-0.010049272798888231
2015-06-15,-0.008701329257875146
2015-06-16,0.017097996701321394
2015-06-17,0.0030562920108754277
2015-06-18,0.015773730198126223
2015-06-19,-0.004588049628829194
2015-06-22,0.006293088951323744
2015-06-23,-0.00281834723795793
2015-06-24,-0.0007985047982589366
2015-06-25,-0.0002663522584422928
2015-06-26,0.0
2015-06-29,-0.02956841075360639
2015-06-30,0.0
2015-07-01,0.008509349131928579
2015-07-02,0.0009982152214702555
2015-07-06,-0.005710134296602942
2015-07-07,-0.0003648928656854178
2015-07-08,-0.011034052020240104
2015-07-09,0.004241727177977772
2015-07-10,0.020567165899941786
2015-07-13,0.013495507463348488
2015-07-14,0.004527471539201633
2015-07-15,-0.004153415865973176
2015-07-16,0.0058564631767450415
2015-07-17,-0.0062636864309452145
2015-07-20,-0.009143964983111097
2015-07-21,-8.972730203571366e-05
2015-07-22,0.006003312556236873
2015-07-23,-0.0008015886564055608
2015-07-24,-0.009627126608237169
2015-07-27,8.987716699837556e-05
2015-07-28,0.023310330106896204
2015-07-29,0.007651688489719755
2015-07-30,0.008204517070828032
2015-07-31,0.0006925745324113386
2015-08-03,-0.002508887093448653
2015-08-04,0.006070980496089451
2015-08-05,0.010690063205287315
2015-08-06,-0.0069943012125867066
2015-08-07,-0.0012026149456664248
2015-08-10,0.021757671561865255
