Date,MS
2015-01-05,-0.03125804395423115
2015-01-06,-0.02880005977508815
2015-01-07,0.014278124362798295
2015-01-08,0.014888823526461481
2015-01-09,-0.01627112200119063
2015-01-12,-0.013828755404443616
2015-01-13,-0.009348191795048089
2015-01-14,-0.02275920511066698
2015-01-15,-0.017892473316698743
2015-01-16,0.008964928257674698
2015-01-20,-0.004012506566878682
2015-01-21,-0.0005756705919678362
2015-01-22,0.023034971707053487
2015-01-23,-0.010695336143115797
2015-01-26,-0.0011377338899856149
2015-01-27,-0.012816958698621761
2015-01-28,-0.02285925050362847
2015-01-29,0.017767540138345916
2015-01-30,-0.016293340056295014
2015-02-02,0.01804217370453709
2015-02-03,0.018012987943967662
2015-02-04,-0.007705579438383681
2015-02-05,0.004601590799700572
2015-02-06,0.024620647614123747
2015-02-09,-0.004470589250179069
2015-02-10,0.014875341691853894
2015-02-11,0.005807341063064131
2015-02-12,0.014572471937397635
2015-02-13,-0.0032519610387401476
2015-02-17,0.0038063440581366237
2015-02-18,-0.014897095754177303
2015-02-19,-0.001100015321865655
2015-02-20,0.011285396733824005
2015-02-23,-0.012792554254013377
2015-02-24,0.012958324320929915
2015-02-25,-0.004082637751397944
2015-02-26,-0.014484786820586182
2015-02-27,-0.007487409748812568
2015-03-02,0.012573368751100933
2015-03-03,-0.011589323621397973
2015-03-04,-0.020379761976000665
2015-03-05,0.012254084250011399
2015-03-06,0.0002817806743200535
2015-03-09,0.00394011436431585
2015-03-10,-0.022147480257554975
2015-03-11,0.002006915409251908
2015-03-12,0.06123064009829049
2015-03-13,-0.019951788091399303
2015-03-16,0.010454190329882707
2015-03-17,-0.004901172154231692
2015-03-18,0.0049253119560415115
2015-03-19,-0.016880192229849045
2015-03-20,0.01080042873728404
2015-03-23,-0.005205440093273284
2015-03-24,-0.001927876603630807
2015-03-25,-0.021799062292841453
2015-03-26,0.004795160736149384
2015-03-27,0.0058957381366955275
2015-03-30,0.013396725411273014
2015-03-31,-0.017075448619345956
2015-04-01,0.007845187728237502
2015-04-02,0.0025023299944777477
2015-04-06,-0.004159695475931091
2015-04-07,0.0008354564474546411
2015-04-08,0.008903580084726359
2015-04-09,0.010479930101229495
2015-04-10,-0.010916884135693472
2015-04-13,0.001655627636083734
2015-04-14,0.014875880144099796
2015-04-15,0.01492951629820749
2015-04-16,-0.000802386733349203
2015-04-17,-0.016327643723257124
2015-04-20,0.0057143156201164835
2015-04-21,-0.005681847748774449
2015-04-22,0.01224506041754947
2015-04-23,0.004838569010817473
2015-04-24,-0.0005350450441850008
2015-04-27,-0.008297807139234115
2015-04-28,0.0037941801396785824
2015-04-29,0.012149199791914311
2015-04-30,-0.00480133394216431
2015-05-01,0.0053603356240641276
2015-05-04,0.010663981605043338
2015-05-05,-0.012134063823358021
2015-05-06,-0.010680796546846838
2015-05-07,0.013224910347633179
2015-05-08,0.009323604918653361
2015-05-11,0.00950136255931655
2015-05-12,-0.013856339197922618
2015-05-13,0.0015907084345567757
2015-05-14,0.00952909259936896
2015-05-15,-0.007603800638118385
2015-05-18,0.012681759455367203
2015-05-19,0.009392160528332916
2015-05-20,-0.009304768647516504
2015-05-21,-0.0075660440844276255
2015-05-22,0.0034176966346666227
2015-05-26,-0.009955426508743925
2015-05-27,0.021963077709472367
2015-05-28,0.002848120224988593
2015-05-29,-0.0136839654937575
2015-06-01,0.009947409974567334
2015-06-02,-0.0015546614036703321
2015-06-03,0.012720347537435783
2015-06-04,-0.007946578380109592
2015-06-05,0.01524525145289779
2015-06-08,-0.005090524986610334
2015-06-09,0.0010235850105888566
2015-06-10,0.0194219163946876
2015-06-11,-0.0005010546473702693
2015-06-12,-0.006521148057357706
2015-06-15,-0.002019721764412563
2015-06-16,0.0053126189524344
2015-06-17,-0.004026165349748312
2015-06-18,0.005305588242617176
2015-06-19,-0.010555365102868475
2015-06-22,0.01219194675445312
2015-06-23,0.009033851834887363
2015-06-24,-0.01417593600435263
2015-06-25,-0.010595184412861447
2015-06-26,0.007139353373571744
2015-06-29,-0.030126365765654084
2015-06-30,0.012529021858912248
2015-07-01,0.014694557337441294
2015-07-02,-0.009146061112911275
2015-07-06,-0.0038465087951591315
2015-07-07,-0.005920269978064718
2015-07-08,-0.021491067719098256
2015-07-09,0.008202989628261381
2015-07-10,0.014173190529746194
2015-07-13,0.017598442338644604
2015-07-14,0.009918867193176473
2015-07-15,-0.00025229749397182033
2015-07-16,0.005289807434147198
2015-07-17,0.007266070485336007
2015-07-20,-0.00397978358218265
2015-07-21,0.0009994249702649505
2015-07-22,0.011476786711015041
2015-07-23,-0.014800383175968768
2015-07-24,-0.008512438015331969
2015-07-27,-0.008838774642911162
2015-07-28,0.0
2015-07-29,0.004859659496339042
2015-07-30,0.00025433952434927853
2015-07-31,-0.011704948661396264
2015-08-03,-0.0020597778390323285
2015-08-04,0.0041279290051143835
2015-08-05,0.002055866700255926
2015-08-06,-0.001795031736884778
2015-08-07,-0.008990395415256924
