Date,FIS
2015-01-05,-0.017304983625643477
2015-01-06,-0.0013043989435740366
2015-01-07,0.016489870555834507
2015-01-08,0.014134498439433374
2015-01-09,-0.0033260620082921077
2015-01-12,-0.0031782663690115287
2015-01-13,0.002231916228009334
2015-01-14,-0.010338988398115645
2015-01-15,0.0012860331853445928
2015-01-16,0.015891016340100705
2015-01-20,0.0
2015-01-21,-0.00884852449118212
2015-01-22,0.017695057700865213
2015-01-23,0.0026629286328856416
2015-01-26,0.0006249282625991892
2015-01-27,-0.014207617360294744
2015-01-28,-0.011561853527903954
2015-01-29,0.01522213427256669
2015-01-30,-0.014678046043323567
2015-02-02,0.009130221685965223
2015-02-03,0.0211110293527752
2015-02-04,0.0024872080734019697
2015-02-05,-0.00744297056855403
2015-02-06,-0.0012497143829801605
2015-02-09,-0.005005752933341379
2015-02-10,0.016821329197111323
2015-02-11,0.007266510945167504
2015-02-12,0.015963337204803363
2015-02-13,0.0049854243555877975
2015-02-17,0.0058630912690678105
2015-02-18,0.005081493384397007
2015-02-19,0.006542818968682029
2015-02-20,0.014625515286667001
2015-02-23,-0.006843299613292886
2015-02-24,-0.0007331106434166346
2015-02-25,-0.002200811979080841
2015-02-26,0.0019116799706322407
2015-02-27,-0.0080717669619369
2015-03-02,0.009616717806317565
2015-03-03,-0.00923178870197705
2015-03-04,-0.00887452330666716
2015-03-05,0.0035814313301580913
2015-03-06,-0.017100352785930584
2015-03-09,0.007867194050639625
2015-03-10,-0.022816430326396797
2015-03-11,-0.007680496167264184
2015-03-12,0.025541642121660324
2015-03-13,-0.010455613649546391
2015-03-16,0.0205201249974325
2015-03-17,-0.004351417581731631
2015-03-18,0.01718144528207377
2015-03-19,0.0017783881426287618
2015-03-20,0.010648973737879874
2015-03-23,0.002927078941935779
2015-03-24,-0.005690808277407089
2015-03-25,-0.008805520629374786
2015-03-26,-0.0017769371869309492
2015-03-27,-0.005190822250413785
2015-03-30,0.018040294723164596
2015-03-31,-0.00322169374218928
2015-04-01,-0.00528948276706942
2015-04-02,0.005612787538562092
2015-04-06,0.0010285525331226175
2015-04-07,-0.003815557706487005
2015-04-08,0.00913250116222053
2015-04-09,-0.006276440795800253
2015-04-10,-0.03789630023270729
2015-04-13,-0.012366313975599952
2015-04-14,-0.005101457559302691
2015-04-15,-0.0007770843137536732
2015-04-16,-0.0035764376617762883
