Date,LYB
2015-01-05,-0.05033119151328791
2015-01-06,-0.021173111327240313
2015-01-07,0.010479894916280541
2015-01-08,0.040021115383882755
2015-01-09,0.00971635987012398
2015-01-12,-0.035832065020448334
2015-01-13,-0.01116195840048384
2015-01-14,-0.01248354884359093
2015-01-15,0.012237729631730643
2015-01-16,0.06071449150751862
2015-01-20,-0.02379745574244163
2015-01-21,0.04413678397709475
2015-01-22,0.0003684888644659434
2015-01-23,-0.00749282016749464
2015-01-26,-0.018935928788264556
2015-01-27,-0.007568918578668038
2015-01-28,-0.0280919212006584
2015-01-29,0.017132833597523822
2015-01-30,0.01697336407765837
2015-02-02,0.03679357164610764
2015-02-03,0.059756182203582586
2015-02-04,-0.01783668829702345
2015-02-05,0.026947784605047875
2015-02-06,-0.009469382454456499
2015-02-09,0.0175074237637296
2015-02-10,-0.0014714244847848779
2015-02-11,-0.011676757971324836
2015-02-12,0.030052674346594532
2015-02-13,0.002115814548170114
2015-02-17,-0.0005553881556206175
2015-02-18,-0.0050033076323571235
2015-02-19,0.019555082901203225
2015-02-20,-0.008439313196711207
2015-02-23,0.011937796828812575
2015-02-24,-0.002512466581786388
2015-02-25,-0.018944510218272925
2015-02-26,-0.024074410233575816
2015-02-27,-0.009683210229715078
2015-03-02,0.002211866532485951
2015-03-03,0.004529535875793744
2015-03-04,0.00867136286690795
2015-03-05,0.008482537743877971
2015-03-06,-0.006592645661120389
2015-03-09,0.0022882284045844248
2015-03-10,-0.03675791151187091
2015-03-11,0.008651510900983705
2015-03-12,0.010691678281424588
2015-03-13,-0.026737546654207467
2015-03-16,0.018513815120484
2015-03-17,-0.030608323978273733
2015-03-18,0.05020523485912953
2015-03-19,-0.020619254287512545
2015-03-20,0.005998428096083863
2015-03-23,0.009938047421872875
2015-03-24,-0.003936041689490799
2015-03-25,-0.0074387941018316805
2015-03-26,0.02880567325950656
2015-03-27,-0.014795983159072379
2015-03-30,0.013978677006178497
2015-03-31,0.0003415062629941179
2015-04-01,0.00945327086498593
2015-04-02,-0.007333463737919321
2015-04-06,0.033757338082646804
2015-04-07,0.009675947153855002
2015-04-08,-0.006207468243827119
2015-04-09,-0.005697811578622813
2015-04-10,0.007384108023284375
2015-04-13,-0.00339154597307878
2015-04-14,0.024149354539767076
2015-04-15,0.03451196036408244
2015-04-16,-0.0063195473838957295
2015-04-17,-0.0027109165927207135
2015-04-20,0.007318158579645795
2015-04-21,0.0020762124926014813
2015-04-22,0.005800005620108406
2015-04-23,0.004736778573497746
2015-04-24,0.033411580381262906
2015-04-27,0.026777656213669676
2015-04-28,0.005892404235970705
2015-04-29,0.0029765299333941453
2015-04-30,-0.0089038973286506
2015-05-01,0.009466991493821464
2015-05-04,-0.0060286395315671815
2015-05-05,-0.008664542096465722
2015-05-06,0.00281614055236723
2015-05-07,-0.014236271289207791
2015-05-08,0.020041183597697687
2015-05-11,-0.003948426530585691
2015-05-12,-0.001836936936371547
2015-05-13,0.011333775267740043
2015-05-14,-0.0018198178292161415
2015-05-15,0.005085733028071804
2015-05-18,-0.00324608868374765
2015-05-19,-0.030363994029808827
2015-05-20,0.005729413956041096
2015-05-21,0.015813798464853868
2015-05-22,-0.005027994318919982
2015-05-26,-0.022157159729512932
2015-05-27,0.007155432310029575
2015-05-28,0.001184259430826673
2015-05-29,-0.0035483839394028216
2015-06-01,0.0032641558032675544
2015-06-02,0.00877474939366163
2015-06-03,0.004495588146298246
2015-06-04,-0.03210756482273969
2015-06-05,0.0020106914998843095
2015-06-08,-0.0020066567322496454
2015-06-09,0.023623357818919333
2015-06-10,0.02189859371431524
2015-06-11,0.002498597821183779
2015-06-12,-0.0003834559566955331
2015-06-15,-0.003931511138959953
2015-06-16,0.007701655503810079
2015-06-17,-0.009839656925400564
2015-06-18,0.011385066262111554
2015-06-19,-0.008395664774550116
2015-06-22,0.009813283036409493
2015-06-23,-0.0048588045773722
2015-06-24,0.0034467461072480443
2015-06-25,0.012594390114533116
2015-06-26,-0.014133836491649898
2015-06-29,-0.028767658485614023
2015-06-30,0.01869652663912369
2015-07-01,-0.023763378194049167
2015-07-02,0.005838152913749006
2015-07-06,-0.028529152200963304
2015-07-07,-0.011442937048991575
2015-07-08,-0.026121995820879595
2015-07-09,0.023561745739712148
2015-07-10,0.010995952307072843
2015-07-13,0.010875894580875567
2015-07-14,0.016792580837485138
2015-07-15,-0.008109188894965369
2015-07-16,0.004486470343278537
2015-07-17,-0.0322580499688383
2015-07-20,-0.013025515332439452
2015-07-21,-0.0017671157425400708
2015-07-22,-0.003643057895606372
2015-07-23,-0.019956205653714587
2015-07-24,-0.03656742186089024
2015-07-27,-0.005753997140131362
2015-07-28,0.02904860136283549
2015-07-29,0.014060140732681248
2015-07-30,0.0041596897760851625
2015-07-31,-0.0033989420213001997
2015-08-03,-0.04007258392706803
2015-08-04,0.0165427187824283
2015-08-05,0.0008735775919515021
2015-08-06,-0.01593193926090697
2015-08-07,-0.035373903868251455
2015-08-10,0.05092585442062081
2015-08-11,-0.022533454703019706
2015-08-12,0.0002236440661469441
2015-08-13,-0.0011186238747769028
2015-08-14,-0.024305625984045065
2015-08-17,0.0024107425800965476
2015-08-18,-0.013055266382544062
2015-08-19,-0.014504558507747012
2015-08-20,-0.012009723882427159
2015-08-21,-0.03464454103424486
2015-08-24,-0.03738338725347812
2015-08-25,0.006084322130365916
2015-08-26,0.04091589343021784
2015-08-27,0.05389392140739724
2015-08-28,0.001993741304014751
2015-08-31,-0.0005853029789708586
2015-09-01,-0.0448581605285453
2015-09-02,0.014837281699158877
2015-09-03,-0.0008455963451092785
2015-09-04,-0.02950769418361343
2015-09-08,0.036385941365598695
2015-09-09,-0.0006008983941276913
2015-09-10,0.01191023344456732
2015-09-11,-0.004042079337169602
2015-09-14,-0.016473894239456666
2015-09-15,0.01687142755903759
2015-09-16,0.04201457444087864
2015-09-17,-0.012600030479727242
2015-09-18,-0.005916968191987948
2015-09-21,0.01248685075287459
2015-09-22,-0.021092840218863373
2015-09-23,-0.020369382448041873
2015-09-24,0.007812416673970368
2015-09-25,0.007871183697559125
2015-09-28,-0.046266597292996314
2015-09-29,0.004466543091111053
2015-09-30,0.029644280547377555
2015-10-01,0.03142989668621565
2015-10-02,0.028495039136684275
2015-10-05,0.023973664854440857
2015-10-06,0.03401433780842433
2015-10-07,0.020933506439420047
2015-10-08,0.019981119957958926
2015-10-09,-0.0210256765046255
2015-10-12,-0.029020403323708588
2015-10-13,-0.004315997394277127
2015-10-14,0.020264398528711425
2015-10-15,-0.007965990899971742
2015-10-16,0.008137290695902744
2015-10-19,-0.008496247913344801
2015-10-20,-0.00021441400748178907
2015-10-21,-0.02239119376160481
2015-10-22,0.035726275620294956
2015-10-23,-0.0037033554455110362
2015-10-26,-0.01858533316688349
2015-10-27,-0.021426206531446224
2015-10-28,0.019020205657515943
2015-10-29,-0.0016277201736467628
2015-10-30,0.009891280211211884
2015-11-02,0.00764160670091063
2015-11-03,0.018051697518674636
2015-11-04,0.0011541038288638283
2015-11-05,-0.004506504348407381
2015-11-06,0.012527853137436429
2015-11-09,-0.017571485868298597
2015-11-10,-0.010794748763250595
2015-11-11,-0.010056312903122588
2015-11-12,-0.026802192616053988
2015-11-13,0.019211366664579232
2015-11-16,0.028764379229465842
2015-11-17,-0.0045540284958276445
2015-11-18,0.011490349269673628
2015-11-19,-0.012408617528389732
2015-11-20,0.00182588882980661
2015-11-23,0.012112647671196353
2015-11-24,0.02012293321645342
2015-11-25,-0.0038413233830819626
2015-11-27,-0.008233447013407225
2015-11-30,0.006935736535303105
2015-12-01,0.013149548702882763
2015-12-02,-0.020601121991901894
2015-12-03,0.0009461081250330405
2015-12-04,0.012188869341290154
2015-12-07,-0.06062496333858958
2015-12-08,-0.03447904999544704
2015-12-09,0.0167105879199545
2015-12-10,-0.01497238205700635
2015-12-11,-0.021942720732063492
2015-12-14,0.0016356094869820481
2015-12-15,0.02718149419539717
2015-12-16,0.00999432136715983
2015-12-17,-0.013943508673869287
2015-12-18,-0.0018245498281307393
2015-12-21,-0.006283531927983921
2015-12-22,0.0012645208916874928
2015-12-23,0.03054319128698224
2015-12-24,-0.0176042989337013
2015-12-28,-0.014177257234542218
2015-12-29,0.02001840345986805
2015-12-30,-0.01015092374082216
2015-12-31,-0.009799520706581744
