Date,GWW
2015-01-05,-0.024449676611064675
2015-01-06,-0.014177804424863938
2015-01-07,0.0008964008108898192
2015-01-08,0.022265376465364417
2015-01-09,-0.011586841502147616
2015-01-12,-0.012407965167173574
2015-01-13,-0.006975277767549581
2015-01-14,-0.006326166433566205
2015-01-15,-0.016453173032032087
2015-01-16,0.014164484578096603
2015-01-20,0.0054707564922844565
2015-01-21,0.0065126583742580735
2015-01-22,0.0039723539575859945
2015-01-23,0.0033852221945640526
2015-01-26,-0.04544892730785377
2015-01-27,-0.013329750474620483
2015-01-28,-0.0027624092831125546
2015-01-29,0.021121707786005084
2015-01-30,-0.00033912426182736155
2015-02-02,0.019801486861619866
2015-02-03,0.01688091463145258
2015-02-04,-0.02212037746870854
2015-02-05,0.008148405848874996
2015-02-06,0.001166626804846027
2015-02-09,-0.006949544156011456
2015-02-10,0.0010474953722676705
2015-02-11,-0.005358321171385905
2015-02-12,-0.013846930032158422
2015-02-13,0.0023901910725301345
2015-02-17,-0.004385386202973129
2015-02-18,0.007740297990686429
2015-02-19,-0.0004244502364323388
2015-02-20,0.010995641780752186
2015-02-23,-0.008272690849861819
2015-02-24,0.005674054995958855
2015-02-25,0.00875763024959575
2015-02-26,0.0032972753350553052
2015-02-27,-0.014435495256577724
2015-03-02,0.009666170038078237
2015-03-03,0.008737403506692498
2015-03-04,-0.02192380264853444
2015-03-05,0.008644196505731339
2015-03-06,-0.011636837988448279
2015-03-09,0.0023802071161369565
2015-03-10,-0.02357611598611853
2015-03-11,0.008251087978548677
2015-03-12,-0.00198125374634206
2015-03-13,-0.004272900033381655
2015-03-16,0.01425968674501843
2015-03-17,0.0020088665187008026
2015-03-18,0.016760377471099153
2015-03-19,-0.005662453176597193
2015-03-20,-0.0038390501761988993
2015-03-23,-0.010925136480942732
2015-03-24,0.0027402237819749153
2015-03-25,0.0026470455863261133
2015-03-26,-0.002129123121262344
2015-03-27,0.0011522860965733628
2015-03-30,0.012318908211220725
2015-03-31,-0.0070744047741402305
2015-04-01,-0.016665855196698387
2015-04-02,-0.006296152708935576
2015-04-06,0.020527666634573283
2015-04-07,-0.009738441103595119
2015-04-08,0.0062267936535542745
2015-04-09,0.0023049235621139808
2015-04-10,-0.000596346855840868
2015-04-13,0.0010651443583746811
2015-04-14,0.013576894669910411
2015-04-15,0.015452488687782706
2015-04-16,0.00016515722384546905
2015-04-17,-0.010501188464704825
2015-04-20,-0.001587989301092052
2015-04-21,0.016991043705491427
2015-04-22,0.0018108097410225454
2015-04-23,0.0034093506785948247
2015-04-24,0.011544160750341925
2015-04-27,0.009469649713399919
2015-04-28,-0.0010023900359139581
2015-04-29,0.0037724026312784265
2015-04-30,-0.006796567055967873
2015-05-01,0.002053032114243125
2015-05-04,-0.00032153397343792633
2015-05-05,-0.011532447778242694
2015-05-06,0.00044710796558522503
2015-05-07,0.003592750669333622
2015-05-08,0.013628790208049635
2015-05-11,-0.0014049889747292932
2015-05-12,0.00976660163891907
2015-05-13,-0.021135213107615236
2015-05-14,0.004513249594585433
2015-05-15,-0.004007341487482274
2015-05-18,0.0014630448973775856
2015-05-19,-0.0010146387972783666
2015-05-20,-0.0006497973741870222
2015-05-21,0.0024391474943601388
2015-05-22,-0.0026359984836660244
2015-05-26,-0.004187816766792363
2015-05-27,0.002531676818207318
2015-05-28,-0.0035839709201770376
2015-05-29,-0.017698276059891604
2015-06-01,0.002787880648398966
2015-06-02,0.003983454217044491
2015-06-03,0.003926299446038728
2015-06-04,-0.01506751256366845
2015-06-05,0.007732531386590802
2015-06-08,-0.006677635593059006
2015-06-09,0.008434602638743627
2015-06-10,0.00322980564912001
2015-06-11,0.004333440849921155
2015-06-12,-0.021328133082332612
2015-06-15,-0.005164676189945094
2015-06-16,0.004009671456367769
2015-06-17,0.008870366332959012
2015-06-18,0.014167887965213621
2015-06-19,-0.004889331816456788
2015-06-22,0.007968923768068903
2015-06-23,0.005284202323318166
2015-06-24,-0.0072529840028280335
2015-06-25,-0.016828941631606975
2015-06-26,0.003339741716924527
2015-06-29,-0.015062522158200253
2015-06-30,-0.00025337346663634186
2015-07-01,0.000211084009154483
2015-07-02,-0.005069660507750595
2015-07-06,-0.006921086260125553
2015-07-07,0.0132975559747055
2015-07-08,-0.010928890379876322
2015-07-09,0.00558862299308216
2015-07-10,0.0033944694624099547
2015-07-13,0.00634231889379655
2015-07-14,-0.019874063439164535
2015-07-15,-0.010674267597240661
2015-07-16,0.006846263974030098
2015-07-17,0.004303652032711325
2015-07-20,0.007456475107118665
2015-07-21,-0.021948294928505252
2015-07-22,-0.022788454367332567
2015-07-23,0.006586732261974593
2015-07-24,-0.0018128266435394336
2015-07-27,0.00044307053700487486
2015-07-28,0.00035364617250310815
2015-07-29,0.0044703422513205915
2015-07-30,-0.008591760742079457
2015-07-31,0.01644370336604206
2015-08-03,-0.01687729353386025
2015-08-04,0.005692811311163171
2015-08-05,0.00406818359418204
2015-08-06,0.0008415978709215288
2015-08-07,-0.0004865269105446268
2015-08-10,0.021862061425400148
2015-08-11,-0.01234307167745663
2015-08-12,0.01034863022537924
2015-08-13,-0.019747544697209518
2015-08-14,-0.004781735480914762
2015-08-17,0.0074742239304503855
2015-08-18,0.001192167504554087
2015-08-19,-0.004983676070451248
2015-08-20,-0.0069149176759617514
2015-08-21,-0.018702284830675264
2015-08-24,-0.030430025460003507
2015-08-25,0.0007511468973409041
2015-08-26,0.020391456276394493
2015-08-27,0.02788629543990062
2015-08-28,-0.0022795417488989944
2015-08-31,0.000940765231639551
2015-09-01,-0.02103447482955989
2015-09-02,0.019612273779449296
2015-09-03,-0.010491981076002355
2015-09-04,-0.010376505758997623
2015-09-08,0.03145575587339966
2015-09-09,-0.010653796782460034
2015-09-10,-0.0011662291399688884
2015-09-11,-0.003054843475359559
2015-09-14,-0.01707765253262472
2015-09-15,0.01783278682820333
2015-09-16,0.0018015568663554138
2015-09-17,-0.01690437386065935
2015-09-18,-0.02021307722674104
2015-09-21,0.0
2015-09-22,-0.007421114933615081
2015-09-23,-0.008370178556681873
2015-09-24,0.011807619947628911
2015-09-25,0.0018747603062945206
2015-09-28,-0.009355758323157048
2015-09-29,0.0007554852566253878
2015-09-30,0.014532851512279565
2015-10-01,-0.025812570469788576
2015-10-02,0.027165120642847373
2015-10-05,0.02170600157809477
2015-10-06,0.017787131658375976
2015-10-07,0.018370212638953998
2015-10-08,0.015800707023849503
2015-10-09,-0.009678572119196316
2015-10-12,-0.01793210922053945
2015-10-13,-0.01070677333726966
2015-10-14,-0.005523552940393306
2015-10-15,0.0008127592367694891
2015-10-16,-0.0630782339726117
2015-10-19,-0.02740182713907069
2015-10-20,-0.0010394900745850366
2015-10-21,-0.00039654771891450835
2015-10-22,0.03842925756861981
2015-10-23,-0.00749687088986406
2015-10-26,-0.007553756879325024
2015-10-27,-0.018518484769037724
2015-10-28,0.023856383162151662
2015-10-29,0.0047758797045882595
2015-10-30,0.00825834891984023
2015-11-02,0.005380964384549047
2015-11-03,-0.0003788452731633418
2015-11-04,-0.001895283548211002
2015-11-05,0.0014319803795741493
2015-11-06,0.01148834273850019
2015-11-09,-0.016211814486388976
2015-11-10,0.01049077956894795
2015-11-11,0.0011378242592368082
2015-11-12,-0.053745562032409544
2015-11-13,-0.014111980015786396
2015-11-16,0.006446328115010669
2015-11-17,-0.02531767289982856
2015-11-18,0.025820275041659624
2015-11-19,0.0003025293392395767
2015-11-20,0.00443764021638704
2015-11-23,-0.0056732057594161
2015-11-24,0.00201951654025212
2015-11-25,0.0011086389969485744
2015-11-27,0.004882143447886733
2015-11-30,0.0044577907590968024
2015-12-01,0.005485079506044599
2015-12-02,-0.010315428495349277
2015-12-03,-0.003808401141476625
2015-12-04,0.010362138443628544
2015-12-07,-0.012097798455229847
2015-12-08,-0.016983518535165887
2015-12-09,-0.009945590529305881
2015-12-10,0.006990173160017488
2015-12-11,-0.01871716106853938
2015-12-14,0.01729309069333751
2015-12-15,0.0023179955762113735
2015-12-16,0.011357592715140585
2015-12-17,-0.009858066173666913
2015-12-18,-0.004721554979327358
2015-12-21,0.012581511174839521
2015-12-22,0.028415935051363528
2015-12-23,0.018073874313367044
2015-12-24,-0.0007295021582873762
2015-12-28,-0.005256683240404514
2015-12-29,0.005724710410786482
2015-12-30,-0.004086664695930553
2015-12-31,-0.010307852784617877
2016-01-04,-0.002319968885474699
2016-01-05,-0.012071967631459346
2016-01-06,-0.0031552809030035434
2016-01-07,-0.009645790647616725
2016-01-08,-0.011870108287645675
2016-01-11,-0.02910831564192684
2016-01-12,-0.0077728515840292944
2016-01-13,-0.01092462310795006
2016-01-14,0.01810344240499595
2016-01-15,0.002434270320452514
2016-01-19,-0.014992894338374585
2016-01-20,-0.020366523573454587
2016-01-21,0.0150452005663122
2016-01-22,0.009162989287920142
2016-01-25,-0.009079791257887604
2016-01-26,0.002533200519421186
2016-01-27,-0.0047310494574128725
2016-01-28,0.03813745910615207
2016-01-29,0.023467496126035936
2016-02-01,0.005134733930344693
2016-02-02,-0.024127414069612385
2016-02-03,0.024465202029662514
2016-02-04,0.06107468957629547
2016-02-05,-0.0008154165508678091
2016-02-08,0.009649154404480997
2016-02-09,-0.0025200145904881177
2016-02-10,-0.027217667273524482
2016-02-11,0.0014209337024211344
2016-02-12,0.03288172050459637
2016-02-16,0.013643231377420184
2016-02-17,0.011169988310025358
2016-02-18,-0.0023570732441472453
2016-02-19,0.006578372375099395
2016-02-22,0.015004348720642158
2016-02-23,-0.011925881432922614
2016-02-24,-0.008856982002103164
2016-02-25,0.007084398377609213
2016-02-26,0.002069132625787118
2016-02-29,-0.004818034097231472
2016-03-01,0.03125862058977669
2016-03-02,-0.013725039224626534
2016-03-03,0.00498648112591904
2016-03-04,0.0011276281590471005
2016-03-07,0.010497127575695986
2016-03-08,0.002229235788651529
2016-03-09,-0.026024115849162976
2016-03-10,-0.00456741770750968
2016-03-11,-0.003074453050725956
2016-03-14,0.0007364887066030334
2016-03-15,0.0022535823885889705
2016-03-16,0.01248150058665387
2016-03-17,0.027012496390644625
2016-03-18,-0.004457146347019769
2016-03-21,0.008245112106005204
2016-03-22,0.004484294116599008
2016-03-23,0.0028013066102703377
2016-03-24,0.0001748001654846565
2016-03-28,-0.004145893628400232
2016-03-29,0.010560930335285823
2016-03-30,0.012531757989215464
2016-03-31,-0.00029967545012332675
2016-04-01,0.004069651077456715
2016-04-04,-0.013311537299909415
2016-04-05,0.010334487272513515
2016-04-06,-0.0034667777546344425
2016-04-07,-0.012325777824833462
2016-04-08,0.0029133941099095395
2016-04-11,0.007674253652437013
2016-04-12,-0.011918660343917531
2016-04-13,0.01802821481855954
2016-04-14,0.002951681581142118
2016-04-15,0.0024736040342094867
2016-04-18,-0.013018505989596973
2016-04-19,-0.0074573467047556186
2016-04-20,-0.007382873547193247
2016-04-21,-0.0029312897566529106
2016-04-22,0.0054409022529298134
2016-04-25,0.0002619843149249679
2016-04-26,0.022383367982597324
2016-04-27,0.018820427724909772
2016-04-28,-0.0116032052941899
2016-04-29,-0.006102698495389247
2016-05-02,-0.0002985983985859253
2016-05-03,-0.006952242293075228
2016-05-04,-0.01602100601154477
2016-05-05,0.019265384393441165
2016-05-06,0.0009472146485556276
2016-05-09,-0.008172728148986175
2016-05-10,0.006808745315304066
2016-05-11,-0.004609187711704044
2016-05-12,-0.014367313284382899
2016-05-13,-0.005970786696263386
2016-05-16,0.010821379899321748
2016-05-17,-0.01302155043906672
2016-05-18,-0.003763482676102603
2016-05-19,-0.014531757564141934
2016-05-20,0.0037877618206214603
2016-05-23,0.002156561629383047
2016-05-24,0.01430060716996051
2016-05-25,0.0003532856341970092
2016-05-26,0.005213341905838442
2016-05-27,-0.007207781823364123
2016-05-31,0.010934976408652153
2016-06-01,-0.000788291838805133
2016-06-02,0.0068368408981025475
2016-06-03,-0.008444727340128466
