Date,LH
2015-01-05,0.00870587387741506
2015-01-06,-0.01592678607059328
2015-01-07,0.01754067355303479
2015-01-08,0.026923794977075755
2015-01-09,0.0037206445521780207
2015-01-12,-0.0013792476678708976
2015-01-13,0.00017251435237986001
2015-01-14,-0.009580357987349797
2015-01-15,0.0014814694229643433
2015-01-16,0.018447480001020367
2015-01-20,0.0016235449093318088
2015-01-21,-0.010577587221511031
2015-01-22,0.024829793615640083
2015-01-23,-0.013291974955631058
2015-01-26,-0.0008523813616183595
2015-01-27,-0.007679949597864777
2015-01-28,-0.006879279022803275
2015-01-29,0.005454954407791313
2015-01-30,-0.01153982886684568
2015-02-02,0.006272866721361625
2015-02-03,0.012034610524313205
2015-02-04,0.0013688252153711833
2015-02-05,-0.008885043600795006
2015-02-06,-0.007412986193487625
2015-02-09,-0.013287148079302424
2015-02-10,0.015578159713088402
2015-02-11,0.011612914807636487
2015-02-12,0.0009421887616123392
2015-02-13,0.0005135884876397157
2015-02-17,0.0030793953509491434
2015-02-18,-0.0022171845604649354
2015-02-19,0.0011967343166825462
2015-02-20,0.03363492368244225
2015-02-23,0.015031243870830657
2015-02-24,-0.005614324345026844
2015-02-25,0.0015547864145553092
2015-02-26,0.01723853828389177
2015-02-27,-0.011886556436206286
2015-03-02,0.0026823525839196893
2015-03-03,0.004053096030271819
2015-03-04,0.0003228372406047786
2015-03-05,-0.0050040789456988755
2015-03-06,-0.012816193803552256
2015-03-09,-0.00435503426550965
2015-03-10,0.0012380504132722958
2015-03-11,-0.000659497414491117
2015-03-12,0.025074312976333557
2015-03-13,-0.004425572900219055
2015-03-16,0.01567936412269111
2015-03-17,-0.003183052058015834
2015-03-18,0.012293542913124789
2015-03-19,-0.004337205059117277
2015-03-20,0.004276923196364635
2015-03-23,0.01088321354361943
2015-03-24,-0.0006242021618518834
2015-03-25,-0.009445763364515303
2015-03-26,-0.008590087437889915
2015-03-27,0.010731333023952905
2015-03-30,0.0010224362128317122
2015-03-31,-0.00934939050338024
2015-04-01,-0.0016653599699006927
2015-04-02,-0.005322805313446088
2015-04-06,0.004951724288700721
2015-04-07,-0.010093061742119214
2015-04-08,0.008349568233688043
2015-04-09,0.0037420382106985173
2015-04-10,0.0
2015-04-13,-0.007059849434379539
2015-04-14,-0.005671562227172466
2015-04-15,0.007471632559069352
2015-04-16,0.0007177583050490544
2015-04-17,-0.008606258743546813
2015-04-20,0.007555588360586674
2015-04-21,0.004467546271937239
2015-04-22,0.0027797883650344524
2015-04-23,0.0009502483397203498
2015-04-24,0.004352036078376198
2015-04-27,-0.010399452181863222
2015-04-28,-0.017116416916666988
2015-04-29,-0.02276043630155622
2015-04-30,-0.00903451834451019
2015-05-01,0.0017565492369799873
2015-05-04,-0.004842694279907134
2015-05-05,-0.01585700954041458
2015-05-06,-0.0007670857309360901
2015-05-07,0.010067188490782586
2015-05-08,8.467268889456037e-05
2015-05-11,-0.00793926701685177
2015-05-12,-0.009875863606639612
2015-05-13,0.0022358839697163013
2015-05-14,0.009694507921192086
2015-05-15,-0.0033988797903217183
2015-05-18,0.01236264407736476
2015-05-19,-0.003368746120061994
2015-05-20,0.010224716519726673
2015-05-21,0.006775307986476742
2015-05-22,0.008806888095342247
2015-05-26,-0.01317726095365146
2015-05-27,-0.003088013120447597
2015-05-28,-0.0045206793227829944
2015-05-29,-0.008073199371838258
2015-06-01,0.006188874311212622
2015-06-02,-0.005729413861224719
2015-06-03,-0.005339155662939188
2015-06-04,0.020107482369522423
2015-06-05,-0.0031739043626992647
2015-06-08,0.009886911969671175
2015-06-09,-0.005143914756668755
2015-06-10,0.006504861833961373
2015-06-11,0.0037285394057369192
2015-06-12,-0.01040137359751614
2015-06-15,-0.0049214856454675715
2015-06-16,0.009975764295271139
2015-06-17,-0.0033200938944505376
2015-06-18,0.0013325384669116147
2015-06-19,0.0065701483138282946
2015-06-22,-0.0022308696831174757
2015-06-23,-0.00712147866022228
2015-06-24,-0.010592241210693465
2015-06-25,0.01955661100853323
2015-06-26,0.005539461139056456
2015-06-29,-0.018335901984264824
2015-06-30,0.015328136066679932
2015-07-01,0.00800189620779812
2015-07-02,-0.011784994035113017
2015-07-06,-0.004306433067058579
2015-07-07,0.0027446674005981997
2015-07-08,-0.020985211586041053
2015-07-09,0.01194603626816959
2015-07-10,0.0068653207579192355
2015-07-13,0.015799201119923945
2015-07-14,0.012933845524365495
2015-07-15,-0.007919947805694272
2015-07-16,0.007575785539437607
2015-07-17,-0.011237826684616037
2015-07-20,0.0010630582019639512
2015-07-21,-0.011108449804522413
2015-07-22,0.0009084906139567028
2015-07-23,0.013203816043404926
2015-07-24,-0.004887037026018226
2015-07-27,-0.003846632429301833
2015-07-28,0.00410796721953699
2015-07-29,0.033630892025316106
2015-07-30,-0.0055417506145604145
2015-07-31,0.01329418059278864
2015-08-03,0.0004713522382293611
2015-08-04,-0.002669786040241706
2015-08-05,0.002598152445961288
2015-08-06,-0.014449393426709367
2015-08-07,-0.006055961606621141
2015-08-10,0.003607631872834194
2015-08-11,-0.005591477405061052
2015-08-12,-0.004337732523381543
2015-08-13,-0.0011294083520709819
2015-08-14,0.0020189956335139314
2015-08-17,0.005642482790822578
2015-08-18,0.003206417994959132
2015-08-19,0.0006390418436088563
2015-08-20,-0.02459275193173971
2015-08-21,-0.01522591174886434
2015-08-24,-0.040981008060554824
2015-08-25,-0.005287411841401024
2015-08-26,0.026490234860538697
2015-08-27,0.01714762426579508
2015-08-28,-0.0017525059090250927
2015-08-31,-0.015048977251571172
2015-09-01,-0.017485820896576798
2015-09-02,0.005442701989756049
2015-09-03,0.009795718451482305
2015-09-04,-0.009615472384523871
2015-09-08,0.018901842202217356
2015-09-09,-0.009191299317124813
2015-09-10,0.00017039195422574593
2015-09-11,0.008509018297214288
2015-09-14,-0.0019405759759956176
2015-09-15,0.013948795548768711
2015-09-16,-0.00041696697849746833
2015-09-17,0.004671006330853933
2015-09-18,-0.008717388966035355
2015-09-21,-0.004689943203156743
2015-09-22,-0.011107312847976503
2015-09-23,-0.006126691471718515
2015-09-24,-0.012757015764860768
2015-09-25,-0.020119606902779474
2015-09-28,-0.04177363390421174
2015-09-29,-0.013022913925996304
2015-09-30,0.015066335474635206
2015-10-01,0.01576491264056723
2015-10-02,0.019150285149688973
2015-10-05,0.010152513351949333
2015-10-06,-0.027682384486340084
