Date,SPG
2015-06-02,-0.006761583675655269
2015-06-03,-0.017677392859229646
2015-06-04,0.0005586044501872944
2015-06-05,-0.013517076350068158
2015-06-08,-0.005662352265701331
2015-06-09,-0.005865361028593585
2015-06-10,0.010138632850950291
2015-06-11,0.005103066745535845
2015-06-12,-0.0021434010503497136
2015-06-15,-0.006049521545360093
2015-06-16,0.008304805403219984
2015-06-17,0.013031765591133393
2015-06-18,0.012919672352187606
2015-06-19,-0.013249834369270741
2015-06-22,-0.016436418486340587
2015-06-23,-0.007307154589430986
2015-06-24,-0.007646989105532187
2015-06-25,-0.008855585337084304
2015-06-26,0.008992799570674004
2015-06-29,-0.016732836153367847
2015-06-30,0.011812976434961264
2015-07-01,0.010056505435424024
2015-07-02,-0.00022881675328290108
2015-07-06,0.006066872223040143
2015-07-07,0.01672564090588957
2015-07-08,-0.0021266164832498546
2015-07-09,-0.0012334767746237096
2015-07-10,0.0040423527729271935
2015-07-13,0.0026282997240405503
2015-07-14,0.0037918805637444652
2015-07-15,0.007889450999836622
2015-07-16,0.011135032427243674
2015-07-17,-0.0020174245810106184
2015-07-20,-0.0007097476045759832
2015-07-21,-0.006396194710854952
2015-07-22,0.0034114921724255343
2015-07-23,-0.005483348950721667
2015-07-24,0.018028452482335533
2015-07-27,0.006065487652531898
2015-07-28,0.0031760879703326417
2015-07-29,0.0005901969384733974
2015-07-30,-0.001769884573039282
2015-07-31,0.005802108291975028
2015-08-03,0.006249430835078673
2015-08-04,0.0008493152830630901
2015-08-05,0.0007953567538208084
2015-08-06,0.006359534854844862
2015-08-07,0.009426160788666538
2015-08-10,-0.013198334138335821
2015-08-11,0.012634734423113025
2015-08-12,0.002453705410515594
2015-08-13,0.0014702221081555056
2015-08-14,0.004875359179526306
2015-08-17,0.00970334548793872
2015-08-18,0.006407031887476933
2015-08-19,-0.008162857968724513
2015-08-20,-0.005072907013086159
2015-08-21,-0.011654002710260403
2015-08-24,-0.04158517413770679
2015-08-25,-0.0273524876159551
2015-08-26,0.027556959150741633
2015-08-27,0.020662416797142313
2015-08-28,-0.007591453993975761
2015-08-31,-0.027126978260494816
2015-09-01,-0.02403517962662105
2015-09-02,0.012113848519320847
2015-09-03,0.004460012950110448
2015-09-04,-0.016861561513065615
2015-09-08,0.014977953091501517
2015-09-09,-0.01655953959584644
2015-09-10,0.0026345737838631145
2015-09-11,0.023306451607140843
2015-09-14,-0.0011165278734305284
2015-09-15,0.01195922347919387
2015-09-16,0.01292259498854409
2015-09-17,0.007960053856750138
2015-09-18,-0.0047599929201930236
2015-09-21,0.00972792735356931
2015-09-22,-0.013724679363616543
2015-09-23,0.001418735915378555
2015-09-24,-0.012370635905655902
2015-09-25,0.008607932005661123
2015-09-28,-0.01438830508139377
2015-09-29,0.012599839627548182
2015-09-30,0.007071285045215037
2015-10-01,0.011865878358780613
2015-10-02,0.00849901645865625
2015-10-05,0.023096147288304447
2015-10-06,-0.0004173711435069283
2015-10-07,0.012987489165022792
2015-10-08,0.0037583544571038185
2015-10-09,0.0006668550089872216
2015-10-12,0.007996799074604155
2015-10-13,-0.008543655031448716
2015-10-14,-0.004411039314005438
2015-10-15,0.01798062607647055
2015-10-16,0.005111434087056832
2015-10-19,0.020090515179447932
2015-10-20,-0.0022213070369174748
2015-10-21,0.005441619852209367
2015-10-22,0.007823752464175326
2015-10-23,-0.008738897446337046
2015-10-26,0.0016249534095005291
2015-10-27,0.013866334494304633
2015-10-28,-0.0023276979371339435
2015-10-29,-0.006416788165420351
2015-10-30,-0.014335388869845422
2015-11-02,0.02139382383796473
2015-11-03,-0.009087485513001647
2015-11-04,-0.0007852469279514551
2015-11-05,-0.0036320425005088586
2015-11-06,-0.03990160116243824
2015-11-09,-0.017393639395631766
2015-11-10,0.015404028429363503
2015-11-11,-0.004628223103896767
2015-11-12,-0.004584084514041686
2015-11-13,-0.02480659823038822
2015-11-16,0.006976792800345022
2015-11-17,-0.00431681359060776
2015-11-18,0.018251983922121795
2015-11-19,0.004205126880885812
2015-11-20,0.006228970932443012
2015-11-23,-0.005930597699754903
2015-11-24,-0.020147442446335262
2015-11-25,0.00667612195533529
2015-11-27,0.008010854626079533
2015-11-30,-0.0197893337271704
2015-12-01,0.012993971511804592
2015-12-02,-0.029894932667506646
2015-12-03,-0.007267177335869013
2015-12-04,0.031206997955633975
2015-12-07,0.0025086791399446806
2015-12-08,0.0006919596625227786
2015-12-09,-0.0037772415504094825
2015-12-10,-0.011855798300577258
2015-12-11,-0.002324183272437441
2015-12-14,0.007421636146894173
2015-12-15,0.020057273906152417
2015-12-16,0.01918799492616996
2015-12-17,0.0006724319579705096
2015-12-18,-0.015248113261988827
2015-12-21,0.006928488572164326
2015-12-22,0.003961769499845502
2015-12-23,0.007424720306529187
2015-12-24,0.0016493997988982212
2015-12-28,-0.0013894492622189558
2015-12-29,0.008810491310538682
2015-12-30,-0.003217571633768901
2015-12-31,-0.003689058327752348
2016-01-04,-0.010800444458849201
2016-01-05,0.019912468597236943
2016-01-06,-0.002446794611790426
2016-01-07,-0.021104556994925416
2016-01-08,-0.0285027593729279
2016-01-11,0.00327738352726481
2016-01-12,-0.006266192281097704
2016-01-13,-0.006844602758835361
2016-01-14,0.007543177516487809
2016-01-15,-0.008025520555344556
2016-01-19,0.01210829487577847
2016-01-20,-0.030901555133806324
2016-01-21,0.011404350154150089
2016-01-22,0.025287344614930207
2016-01-25,-0.01158441305580915
2016-01-26,0.026950782849819666
2016-01-27,-0.021562820548118755
2016-01-28,0.004031136585942008
2016-01-29,-0.0027301857972824584
2016-02-01,0.008857688024087151
2016-02-02,-0.00968432745514658
2016-02-03,0.011766978458856547
2016-02-04,-0.003823982438826423
2016-02-05,-0.019191455321166173
2016-02-08,-0.008152950797211012
2016-02-09,-0.01945405066965611
2016-02-10,0.021879659239615545
2016-02-11,0.0015452660994224043
2016-02-12,0.01124056148275443
2016-02-16,0.015365438100611195
2016-02-17,0.004078103133462019
2016-02-18,0.01149075454831272
2016-02-19,0.0010037687449850896
2016-02-22,-0.0001057144466546367
2016-02-23,0.0013197854827751154
2016-02-24,-0.0026886581676522914
2016-02-25,0.014642878009725413
2016-02-26,-0.008023460978585306
2016-02-29,-0.0035188249223333523
2016-03-01,0.025457081354976374
2016-03-02,0.0037522113649053335
2016-03-03,0.010855587229445351
2016-03-04,0.0056230094983571455
2016-03-07,0.005692142957558488
2016-03-08,-0.009817180552447513
2016-03-09,0.0004046105452477633
2016-03-10,0.0012640053571497667
2016-03-11,0.016614225102550284
2016-03-14,-0.011027234724897195
2016-03-15,0.002762213438881611
2016-03-16,0.004508117092558939
2016-03-17,0.022888251205332777
2016-03-18,-0.00082871785774008
2016-03-21,-0.009562843414812394
2016-03-22,-0.003103401307726128
2016-03-23,-0.004298883879467974
2016-03-24,-0.0002981776567738681
2016-03-28,0.00809201478625976
2016-03-29,0.01905728166954601
2016-03-30,-0.005846947753776588
2016-03-31,0.009527170878926627
2016-04-01,0.006788477004550542
2016-04-04,-0.0016254975094833757
2016-04-05,-0.00819172123554257
2016-04-06,0.007776509838445245
2016-04-07,-0.008962205730423944
2016-04-08,0.0014990637242988658
2016-04-11,-0.0020277771874294137
2016-04-12,0.006918849260074689
2016-04-13,-0.002258613356018735
2016-04-14,0.0014929272173409558
2016-04-15,-0.0003846476288359435
2016-04-18,0.005772644330303001
2016-04-19,-0.003874208936778367
2016-04-20,-0.021799478564643038
2016-04-21,-0.0217454592680828
2016-04-22,0.014301100920362853
2016-04-25,0.007568293609041765
2016-04-26,0.0013748596980307504
2016-04-27,0.003040298803471897
2016-04-28,-0.004448633999158069
2016-04-29,-0.012226201571567619
2016-05-02,0.01665286190621318
2016-05-03,0.002151101408525369
2016-05-04,0.0129780589422952
2016-05-05,0.003949704334726523
2016-05-06,0.0114181634583852
2016-05-09,0.010530205234264622
2016-05-10,0.004130840655505175
2016-05-11,-0.04992525189410524
2016-05-12,0.0039361605082886
2016-05-13,-0.029391389679282898
2016-05-16,0.014708006751024794
2016-05-17,-0.01961078576086528
2016-05-18,-0.01012933308713082
2016-05-19,0.001860497135778738
2016-05-20,0.006602781447877515
2016-05-23,0.0031775591100009493
2016-05-24,0.009604304068227654
2016-05-25,-0.007792700922389706
2016-05-26,0.00530376150845524
2016-05-27,0.0032468004588623867
2016-05-31,-0.0006571763534440889
2016-06-01,0.003136956185374462
2016-06-02,-0.004338272010245725
2016-06-03,0.010588356990721914
2016-06-06,-0.00411047481964244
2016-06-07,0.004227704014179157
2016-06-08,0.00972392428736013
2016-06-09,0.0009927343591811244
2016-06-10,-0.006893311492858989
2016-06-13,0.007340551636854764
2016-06-14,0.0054033923442962095
2016-06-15,0.0069023212120062905
2016-06-16,0.009744671985641995
2016-06-17,-0.0015513553270948277
2016-06-20,0.005196281863277141
2016-06-21,0.00710332592666818
2016-06-22,0.0007673571242132748
2016-06-23,0.002397029484573654
2016-06-24,-0.01238679257060804
2016-06-27,0.007021562294657002
2016-06-28,0.02471734875407261
2016-06-29,0.00863517718742468
2016-06-30,0.00916555940797581
2016-07-01,0.0011064252409374031
2016-07-05,0.014230674855448378
2016-07-06,-0.012214402233936328
2016-07-07,-0.008963858037501549
2016-07-08,0.018414411967726974
2016-07-11,0.009928854211690652
2016-07-12,-0.0012623789935910512
2016-07-13,0.012552829930530862
2016-07-14,-0.009231298138041355
2016-07-15,0.003465976136110882
2016-07-18,-0.002960700465662547
2016-07-19,0.003374043854448283
2016-07-20,0.0009419098356782118
2016-07-21,0.004300229218063167
2016-07-22,0.004906406674628272
2016-07-25,-0.00363969479535442
2016-07-26,8.92245635548683e-05
2016-07-27,-0.01247185085765845
2016-07-28,0.010689896389050046
2016-07-29,0.013254436890576038
2016-08-01,0.002466894953127019
2016-08-02,-0.017531042209172454
2016-08-03,-0.005813651558395083
2016-08-04,-0.012100231406061535
2016-08-05,0.0004100068327066442
2016-08-08,0.0011833248574835142
2016-08-09,0.003000231682832588
2016-08-10,-0.007478585342773236
2016-08-11,-0.020229933974335035
2016-08-12,0.00312253040831334
2016-08-15,0.0023882526399265913
2016-08-16,-0.01172486712654075
2016-08-17,0.011343449379396686
2016-08-18,0.0017767819270593233
2016-08-19,-0.01143033976703589
2016-08-22,0.0027846614895161714
2016-08-23,-0.002447215398134528
2016-08-24,0.010708963146095707
2016-08-25,0.0061147334305955425
2016-08-26,-0.008304504565618709
2016-08-29,0.009028989507214202
2016-08-30,0.0009734547542203931
2016-08-31,-0.001991438161471959
2016-09-01,0.002552352035601002
2016-09-02,0.0031017125707499815
2016-09-06,0.006783965521787394
2016-09-07,0.0036212480583217577
2016-09-08,-0.00849530973941548
2016-09-09,-0.033119877100596495
2016-09-12,0.01133842894457282
2016-09-13,-0.025249511184453288
2016-09-14,0.0041560779671474535
2016-09-15,0.0006260221066314298
2016-09-16,0.003943695821340576
2016-09-19,0.004120154868832104
2016-09-20,-0.004294065397405511
2016-09-21,0.010446090728988722
2016-09-22,0.012424798255603164
2016-09-23,0.0
2016-09-26,0.0059487711693928524
2016-09-27,-0.00852105175825102
2016-09-28,-0.0015029281460728905
2016-09-29,-0.02365832646153998
2016-09-30,-0.0027460480512925267
2016-10-03,-0.024974628573780855
2016-10-04,-0.014714357627754748
2016-10-05,-0.01583942924906223
2016-10-06,0.0038831210677578998
2016-10-07,0.0016793374222530133
2016-10-10,0.003505695463556169
2016-10-11,-0.009873404781096884
2016-10-12,0.0172337517693264
2016-10-13,-0.0006535401643940064
2016-10-14,-0.009054954160466755
2016-10-17,0.0025382624257832553
2016-10-18,0.004810353485561691
2016-10-19,0.00010070809195306119
2016-10-20,-0.006046512450591068
2016-10-21,-0.003599192976670773
2016-10-24,0.0023400986477397634
2016-10-25,0.0013200600278635566
2016-10-26,-0.04506506001622357
2016-10-27,-0.027338613309423332
2016-10-28,-0.0019101749400506352
2016-10-31,0.016841710084997574
2016-11-01,-0.014573230798832548
2016-11-02,-0.0194813966332138
2016-11-03,-0.0019479148519698786
2016-11-04,0.0052975454944370615
2016-11-07,0.009152291577744442
2016-11-08,0.007255442763046904
2016-11-09,-0.013478757226283111
2016-11-10,0.00835268837824188
2016-11-11,0.0017555463757941148
2016-11-14,0.025585542541473716
2016-11-15,-0.007327565368529854
2016-11-16,-0.007002196988544207
2016-11-17,-0.012354039411702877
2016-11-18,0.0008303905411426449
2016-11-21,-0.006359409099653046
2016-11-22,0.010574300891288857
2016-11-23,-0.004516434227977317
2016-11-25,0.0029874996167744694
2016-11-28,0.00016586745503222033
2016-11-29,0.005349280957809954
2016-11-30,-0.014536661435663567
2016-12-01,-0.015752700621302518
2016-12-02,0.014365039216818198
2016-12-05,0.007804984661017533
2016-12-06,-0.0035957497608739564
2016-12-07,0.020209956902545567
2016-12-08,-0.0004894661633176867
2016-12-09,-0.001252675160300587
2016-12-12,0.014665003754891659
2016-12-13,0.007038271341575308
2016-12-14,-0.03281203221550799
2016-12-15,-0.007060763605028386
2016-12-16,0.0071664832413207424
2016-12-19,0.007391598294680168
2016-12-20,0.0019165392476763188
2016-12-21,-0.02628699390476541
2016-12-22,-0.010832296992556167
2016-12-23,-0.0016455170838527433
2016-12-27,5.665212913497086e-05
2016-12-28,-0.010002113256938006
2016-12-29,0.010217884210073969
2016-12-30,0.009603593928307008
2017-01-03,0.02786044426560874
2017-01-04,0.007994797867256986
2017-01-05,0.0017384712166015337
2017-01-06,0.013177977041578526
2017-01-09,-0.004924463123346601
2017-01-10,-0.009251746134734007
2017-01-11,-0.011944126804013688
2017-01-12,0.006044157905025882
2017-01-13,0.00502472924665498
2017-01-17,0.00717386582517654
2017-01-18,0.006690677180100968
2017-01-19,-0.019563479807028883
2017-01-20,0.008801314085453482
2017-01-23,0.002547167119189453
2017-01-24,-0.004648659120938148
2017-01-25,-0.009449330692765878
2017-01-26,-0.0016996371279663913
2017-01-27,-0.0141689824906448
2017-01-30,-0.009860107935369178
2017-01-31,0.03392613141600376
2017-02-01,-0.012189172606459353
2017-02-02,0.007877474691014852
2017-02-03,0.012953757167830426
2017-02-06,-0.017590356891778014
2017-02-07,-0.01653227307390137
2017-02-08,0.008712305153822042
2017-02-09,0.007585043012946491
2017-02-10,0.010319597817190385
2017-02-13,-0.0023615371944227803
2017-02-14,-0.004018276819769517
2017-02-15,-0.013263736343822052
2017-02-16,0.003584026198044432
2017-02-17,0.010659844224921056
2017-02-21,0.022474814269010324
2017-02-22,-0.002483936377352558
2017-02-23,0.0015702913786475037
2017-02-24,-0.0037839441910776372
2017-02-27,0.011069286486544927
2017-02-28,-0.010357903633242183
2017-03-01,-0.010195281191476946
2017-03-02,-0.0075605665426184965
2017-03-03,-0.009606389604039145
2017-03-06,-0.003344150950792768
2017-03-07,-0.008445403301394538
2017-03-08,-0.01466541666228327
2017-03-09,-0.03073985473741636
2017-03-10,-0.0067920011478450615
2017-03-13,0.0030921892428577014
2017-03-14,-0.00865507403186938
2017-03-15,0.016564557032344496
2017-03-16,-0.0035298294064866065
2017-03-17,-0.0081462724432394
2017-03-20,0.0005356574948283122
2017-03-21,0.005056271165552184
2017-03-22,-0.02107035665266277
2017-03-23,0.013059351481955472
2017-03-24,0.002327673234976624
2017-03-27,-0.010717968429155067
2017-03-28,0.011435977637270112
2017-03-29,0.010770547378701867
2017-03-30,0.0010597100302687235
2017-03-31,0.011703017095235912
2017-04-03,0.01180015376102328
2017-04-04,-0.020107713801521876
2017-04-05,-0.0015831804248969128
2017-04-06,-0.002877195254005649
2017-04-07,5.862926595257001e-05
2017-04-10,0.009893773216405277
2017-04-11,0.010845789982628196
2017-04-12,-0.00040412480048179766
2017-04-13,0.0032323858350364887
2017-04-17,0.004198854146008735
2017-04-18,0.0009166557160220634
2017-04-19,-0.0017170704405456982
2017-04-20,0.0017200238426429149
2017-04-21,-0.01573878120021699
2017-04-24,-0.01767619448131208
2017-04-25,-0.005327545008163792
2017-04-26,-0.017852750860424815
2017-04-27,0.017147214266901578
2017-04-28,-0.015547384400403153
2017-05-01,0.020270805038961504
2017-05-02,0.0010674958812526558
2017-05-03,-0.018958374682753187
2017-05-04,-0.0010264142951595945
2017-05-05,-0.005441125428551907
2017-05-08,-0.010211539761295296
2017-05-09,-0.00233342357704025
2017-05-10,0.019635560119812823
2017-05-11,-0.023362460838512122
2017-05-12,-0.026579328015020054
2017-05-15,0.0027609843044831273
2017-05-16,-0.012999123882792563
2017-05-17,0.0008433722450729153
2017-05-18,-0.0016206670422151959
2017-05-19,0.025063288860519783
2017-05-22,-0.0017101859200249203
2017-05-23,-0.0022208186862142654
2017-05-24,0.016088940818929087
2017-05-25,0.005758079490244983
2017-05-26,-0.021406508741298125
2017-05-30,-0.0144981690344963
2017-05-31,-0.004710246930368922
2017-06-01,0.0037598923943289453
2017-06-02,-0.014144130014945189
2017-06-05,-0.002489779589471941
2017-06-06,0.005451143018685212
2017-06-07,0.014240045539169577
2017-06-08,-0.004508137898599718
2017-06-09,0.006663777038675489
2017-06-12,0.026606481304266794
2017-06-13,-0.005822179188123444
2017-06-14,0.00522661138563163
2017-06-15,0.006828035729555371
2017-06-16,-0.002924404462583796
2017-06-19,-0.008049261132132002
2017-06-20,6.259263728791709e-05
2017-06-21,-0.0012577598558759506
2017-06-22,0.0022041661114509115
2017-06-23,-0.0014454921022091227
2017-06-26,0.0097547830175706
2017-06-27,0.011966167915868242
2017-06-28,0.008807167690348283
2017-06-29,-0.007447922385601546
2017-06-30,-0.005043992312870449
2017-07-03,0.021142703718112887
2017-07-05,-0.04207551139165644
2017-07-06,-0.015483687702730231
2017-07-07,0.005520346294229483
2017-07-10,-0.007660645637990404
2017-07-11,-0.009649956943520555
2017-07-12,0.010263759870724254
2017-07-13,0.016267836829724436
2017-07-14,0.016956988624703184
2017-07-17,0.008709990527534517
2017-07-18,-0.014186002564465228
2017-07-19,0.002752781520642067
2017-07-20,0.004617081787928967
2017-07-21,-0.0026702974968825233
2017-07-24,-0.003363306040658043
2017-07-25,0.009560583418446678
2017-07-26,0.013616260636930999
2017-07-27,0.01563161515379985
2017-07-28,-0.03493074768178961
2017-07-31,-0.012584201937400175
2017-08-01,0.03836019297166482
2017-08-02,-0.01950457554390661
2017-08-03,0.003594362442745469
2017-08-04,0.015930674357006902
2017-08-07,0.01118361582324301
2017-08-08,-0.013704495790062388
2017-08-09,-0.004143897579054867
2017-08-10,-0.013830450240178038
2017-08-11,-0.020229477557401676
2017-08-14,0.01551710270432105
2017-08-15,-0.006623043502248072
2017-08-16,0.002920675690307295
2017-08-17,-0.004748281022400547
2017-08-18,-0.023027965971381348
2017-08-21,0.006511336979651894
2017-08-22,-0.00873332584390396
2017-08-23,0.028323399481102296
2017-08-24,-0.005774987502811468
2017-08-25,0.015192211771689612
2017-08-28,-0.013896324507146951
2017-08-29,-0.0036979284208985552
2017-08-30,0.004928031368593544
2017-08-31,-0.0010828021472579774
2017-09-01,0.008542799310497395
2017-09-05,-0.008280768506072178
2017-09-06,0.011792471166328866
2017-09-07,0.013040914411768023
2017-09-08,-0.0077115569114156735
2017-09-11,0.004763268191654957
2017-09-12,-0.017278039953782853
2017-09-13,0.018279804316477133
2017-09-14,0.02069441290818852
2017-09-15,0.006229304224704801
2017-09-18,-0.01972422072916291
2017-09-19,-0.011082617187682553
2017-09-20,0.0010640677582525182
2017-09-21,-0.002000997265945381
2017-09-22,-0.0048252701194073655
2017-09-25,0.010515878632229914
2017-09-26,0.01888065148515028
2017-09-27,-0.020793711809800497
2017-09-28,0.009243659802093962
2017-09-29,-0.0035894280335242446
2017-10-02,-0.008198498297080747
2017-10-03,-0.004069814300083574
2017-10-04,0.005030089238618141
2017-10-05,0.008883413626098458
2017-10-06,-0.006325131191908029
2017-10-09,0.003245328384260171
2017-10-10,0.01337372445523477
2017-10-11,0.013320510300245392
2017-10-12,-0.0032714870549228614
2017-10-13,0.010757787791914053
2017-10-16,-0.005892730225000586
2017-10-17,0.01070581727680886
2017-10-18,-0.015619638691235838
2017-10-19,0.006261870811672621
2017-10-20,-0.004833096447113716
2017-10-23,0.004370904788997487
2017-10-24,-0.009490000751268934
2017-10-25,-0.0011592490980625314
2017-10-26,0.0004890336805181139
2017-10-27,-0.043356106155897134
2017-10-30,0.0068937479428827775
2017-10-31,-0.015278334471184762
2017-11-01,0.011330735707749673
2017-11-02,0.014450378294329935
2017-11-03,-0.027359562748484723
2017-11-06,-6.444939755545498e-05
2017-11-07,0.026195122484981237
2017-11-08,-0.012700053503891362
2017-11-09,0.02693695271103813
2017-11-10,0.01544107075301393
2017-11-13,-0.02100740011406621
2017-11-14,0.0012475239905811453
2017-11-15,0.004537798608989396
2017-11-16,0.0030745217622714094
2017-11-17,0.013010489074793075
2017-11-20,-0.01815361092380141
2017-11-21,0.0008805199299048994
2017-11-22,-0.005152649588805236
2017-11-24,-0.00208399054056696
2017-11-27,-0.010190126602092842
2017-11-28,-0.0017260810031973772
2017-11-29,0.01671780562391234
2017-11-30,0.019026274913555907
2017-12-01,0.0037092340427797854
2017-12-04,0.00813046941878115
2017-12-05,-0.005621106445836133
2017-12-06,6.123731980056668e-05
2017-12-07,-0.004239225448953832
2017-12-08,0.0011106514785295118
2017-12-11,6.163833709238453e-05
2017-12-12,0.02520654469632677
2017-12-13,-0.0031259883248764275
2017-12-14,-0.0012056685879954232
2017-12-15,0.013161207653608287
2017-12-18,0.011977996105247302
2017-12-19,-0.008243685576873383
2017-12-20,-0.026362910798154116
2017-12-21,0.004390789278455376
2017-12-22,0.014389724511534085
2017-12-26,0.013706785897464213
2017-12-27,0.008325533922100004
2017-12-28,0.00222526325995287
2017-12-29,0.0034473498255025437
2018-01-02,0.003959329904423381
2018-01-03,-0.004639814071807469
2018-01-04,-0.02925066080698069
2018-01-05,0.009303864250530758
2018-01-08,0.006541699209801077
2018-01-09,-0.02197942575360745
2018-01-10,-0.0033225863733726824
2018-01-11,-0.0009092756556319248
2018-01-12,0.0041257314697522585
2018-01-16,-0.0028398704603939118
2018-01-17,0.014299344237705736
2018-01-18,-0.018816967185487532
2018-01-19,-6.088778869883793e-05
2018-01-22,0.011324559924363209
2018-01-23,0.0013850984230741048
2018-01-24,-0.001383182579065001
2018-01-25,-0.0114386580506729
2018-01-26,-0.0029842006449078973
2018-01-29,-0.004825441151479426
2018-01-30,-0.001902859716248373
2018-01-31,0.004673789398093708
2018-02-01,-0.022770437157167978
2018-02-02,-0.019605340045848907
2018-02-05,-0.008944323098055817
2018-02-06,0.005544029806997086
2018-02-07,-0.007180553307323256
2018-02-08,-0.017306037034667154
2018-02-09,0.03298724115990659
2018-02-12,-0.0025443727728521326
2018-02-13,0.004132932810843926
2018-02-14,-0.00900390750056046
2018-02-15,0.013368694916931823
2018-02-16,-0.00038407343536372984
2018-02-20,-0.003203367255057321
2018-02-21,-0.027572148332472013
2018-02-22,0.018043346780993064
2018-02-23,0.017074916349157032
2018-02-26,0.015383343706732111
2018-02-27,-0.03231299257501963
2018-02-28,-0.0027281721732625996
2018-03-01,0.00931526900452262
2018-03-02,0.0037432401319135167
2018-03-05,0.012474293206261144
2018-03-06,0.0010795505854892529
2018-03-07,-0.010848174544512812
2018-03-08,0.002309076143369504
2018-03-09,0.0018559349285807158
2018-03-12,0.0010856142639430466
2018-03-13,0.004657291507585093
2018-03-14,0.006477179230570229
2018-03-15,-0.011924733250684216
2018-03-16,0.0033843829192496955
2018-03-19,-0.010819186570711015
2018-03-20,-0.0054687608290758805
2018-03-21,-0.0015524838421084874
2018-03-22,-0.011727488218512105
2018-03-23,-0.005244670896510928
2018-03-26,0.010479104342646872
2018-03-27,-0.018653848898816938
2018-03-28,0.03622199941397275
2018-03-29,-0.010005499781157834
2018-04-02,-0.008227994192799293
2018-04-03,0.007512407717117808
2018-04-04,0.013291784925821393
2018-04-05,-0.00467107310028414
2018-04-06,-0.009321547462022961
2018-04-09,-0.004413017138603648
2018-04-10,0.009842019049598472
2018-04-11,-0.008519665800398868
2018-04-12,-0.024021972411799486
2018-04-13,0.012073243461256045
2018-04-16,0.0036247637510173902
2018-04-17,0.00630424945416852
2018-04-18,-0.004502753257024317
2018-04-19,-0.014880782260147551
2018-04-20,-0.020162031170148587
2018-04-23,-0.0023770362344013307
2018-04-24,0.006126645120887675
2018-04-25,-0.007171626022235533
2018-04-26,0.023306645944839888
2018-04-27,0.039823813442633416
2018-04-30,0.0012809802930633385
2018-05-01,0.021747354608450786
