Date,APH
2015-01-05,-0.018269739164724075
2015-01-06,-0.012723025654734488
2015-01-07,0.017118412815745332
2015-01-08,0.019478051622050074
2015-01-09,-0.005750215562657424
2015-01-12,-0.012126921248875377
2015-01-13,-0.002266212441581983
2015-01-14,-0.007192892308638288
2015-01-15,-0.009914378019723835
2015-01-16,0.009435752496265604
2015-01-20,-0.001335169033156114
2015-01-21,0.030181349832882676
2015-01-22,0.015390538613313742
2015-01-23,0.0027393446434369473
2015-01-26,-0.002185857672946656
2015-01-27,-0.008578028755733436
2015-01-28,-0.006443424467042269
2015-01-29,0.01834366938576726
2015-01-30,-0.022743883483967497
2015-02-02,0.009867862211382361
2015-02-03,0.006268289803348592
2015-02-04,-0.00018302435220929336
2015-02-05,0.012277786277015146
2015-02-06,-0.003439579479334376
2015-02-09,-0.004540987666733276
2015-02-10,0.017152764295522704
2015-02-11,-0.0034081209728553663
2015-02-12,0.008100476651402122
2015-02-13,0.006964257492138026
2015-02-17,-0.006916092046288402
2015-02-18,0.004464404763859786
2015-02-19,-0.0005332964953023156
2015-02-20,0.012450874863575212
2015-02-23,-0.0035134119383226636
2015-02-24,0.0017625278895234686
2015-02-25,0.0005282438198257466
2015-02-26,-0.0008793231719687045
2015-02-27,-0.005986368224886518
2015-03-02,0.013461103521931417
2015-03-03,0.0017477905824410112
2015-03-04,0.016049969939700537
2015-03-05,0.00824213294570808
2015-03-06,-0.016178528631652145
2015-03-09,0.0011276903589958476
2015-03-10,-0.007798068608561581
2015-03-11,0.0005240061031126508
2015-03-12,0.017455444417691313
2015-03-13,-0.005833216345484504
2015-03-16,0.023468607410747744
2015-03-17,-0.0052267921768665015
2015-03-18,0.020338950642964093
2015-03-19,-0.0038204824934175985
2015-03-20,0.0013338530327415832
2015-03-23,-0.005162452596087164
2015-03-24,-0.010880384192450188
2015-03-25,-0.025046305863827945
2015-03-26,-0.001909608968198806
2015-03-27,0.0024347885671014424
2015-03-30,0.019604588330592865
2015-03-31,0.0027223916191394526
2015-04-01,-0.01103022008438792
2015-04-02,0.008922724254617709
2015-04-06,0.0028910966108057767
2015-04-07,-0.002204276310318387
2015-04-08,0.006288053306804597
2015-04-09,0.0015198189639538118
2015-04-10,0.004047410166454268
2015-04-13,-0.008901735616097972
2015-04-14,-0.0013556242355710069
2015-04-15,0.004920987197518878
2015-04-16,-0.007767553691851892
2015-04-17,-0.013614634144943683
2015-04-20,0.008281385243028794
2015-04-21,-0.004791034818862672
2015-04-22,-0.023211898464663094
2015-04-23,-0.0019362040368272604
2015-04-24,-0.009347607370052136
2015-04-27,0.0008902909055510388
2015-04-28,-0.004090946629835779
2015-04-29,-0.0035723857893971145
2015-04-30,-0.007528023541842455
2015-05-01,0.020227378883105773
2015-05-04,0.006018864568505533
2015-05-05,-0.01601259663725252
2015-05-06,-0.003934265362416145
2015-05-07,0.0008978787435198754
2015-05-08,0.01901325714389257
2015-05-11,0.0059851089156450765
2015-05-12,-0.006649298765464828
2015-05-13,0.0031704310994391527
2015-05-14,0.01984219083213179
2015-05-15,-0.005165062993823133
2015-05-18,0.0065764339701872565
2015-05-19,-0.0017193677190954215
2015-05-20,0.003616629972802876
2015-05-21,-0.005148222889314269
2015-05-22,-0.0006898269906645549
2015-05-26,-0.012946890471192907
2015-05-27,0.008219808562979658
2015-05-28,-0.00034719306636099567
2015-05-29,-0.010064061290816162
2015-06-01,0.002629305224448375
2015-06-02,0.008041861421797414
2015-06-03,0.003815541962091551
2015-06-04,-0.016067853035900304
2015-06-05,0.003336326354184349
2015-06-08,-0.002718575199327611
2015-06-09,-0.0029897720308059705
2015-06-10,0.012348139547617043
2015-06-11,0.0019164681598129452
2015-06-12,0.0033043430240566884
2015-06-15,-0.01213387774881547
2015-06-16,0.0028076186809418147
2015-06-17,-0.002099506171042931
2015-06-18,0.020515296621010926
2015-06-19,-0.008762949317296265
2015-06-22,0.00416029066556356
2015-06-23,-0.0034525936323613893
2015-06-24,-0.01628273344168607
2015-06-25,-0.010741433526854638
2015-06-26,-0.008899795657581588
2015-06-29,0.020833251612712544
2015-06-30,0.019880474922826075
2015-07-01,-0.00897001411848719
2015-07-02,-0.008007188206428428
2015-07-06,-0.017020529555428543
2015-07-07,-0.002320525531928963
2015-07-08,-0.030237899451893813
2015-07-09,0.0016603142050670705
2015-07-10,0.004052575008264503
2015-07-13,0.015960251474977927
2015-07-14,-0.004153013968849595
2015-07-15,-0.0027201071714304526
2015-07-16,-0.000908997255291033
2015-07-17,-0.01146494780224272
2015-07-20,0.0005524732437092172
2015-07-21,-0.004784040801558143
2015-07-22,0.049731972986784445
2015-07-23,-0.00915808265169038
2015-07-24,-0.007109859930518492
2015-07-27,-0.019871116028958857
2015-07-28,0.032876925661654344
2015-07-29,0.0088414130306822
2015-07-30,-0.0024538525890573926
2015-07-31,-0.0087860762471057
2015-08-03,-0.008331802596016291
2015-08-04,-0.00607803551885322
2015-08-05,0.008813221350439493
2015-08-06,-0.006240301245386881
2015-08-07,-0.0032290371611298774
2015-08-10,0.019258500373866783
2015-08-11,-0.012537596249067695
2015-08-12,-0.0030400294073309464
2015-08-13,-0.005381138688876574
2015-08-14,0.002164328044049757
2015-08-17,0.003958773309360231
2015-08-18,-0.010575305375691735
2015-08-19,0.0005435134940179331
2015-08-20,-0.020097630228456675
2015-08-21,-0.04212907598435689
2015-08-24,-0.05362630952091585
2015-08-25,0.01080311440642423
2015-08-26,0.02016547844839156
2015-08-27,0.051986106087001493
2015-08-28,-0.006388281896661074
2015-08-31,-0.009833508751570963
2015-09-01,-0.03781525075829606
2015-09-02,0.030964428536305988
2015-09-03,0.0007703312958289299
2015-09-04,-0.021026074300516617
2015-09-08,0.016945590756509255
2015-09-09,-0.01937604975550955
2015-09-10,0.015609585797846881
2015-09-11,0.0029183591275205867
2015-09-14,-0.0007758562127491153
2015-09-15,0.014948455117308024
2015-09-16,0.008224875657766972
2015-09-17,0.0026561337871930935
2015-09-18,-0.01721845958745316
2015-09-21,0.0013476340071207904
2015-09-22,-0.025379545898795763
2015-09-23,-0.004143259361276352
2015-09-24,-0.008320081971872284
2015-09-25,0.011187128986106076
2015-09-28,-0.022718313010700042
2015-09-29,0.005053321992522397
2015-09-30,0.024939648009770332
2015-10-01,-0.018249720769030198
2015-10-02,0.009594309491877562
2015-10-05,0.02514370389831666
2015-10-06,-0.010428988374536874
2015-10-07,0.008196512245595589
2015-10-08,0.00871109649409818
2015-10-09,-0.003453913363341665
2015-10-12,0.0019252850963429324
2015-10-13,-0.006534743236712215
2015-10-14,0.004062942545781656
2015-10-15,0.017726125207335297
2015-10-16,0.009276909703703984
2015-10-19,-0.004314361337878658
2015-10-20,0.006217181682144579
2015-10-21,-0.05579501570141898
2015-10-22,0.0327188347166536
2015-10-23,0.027841461692222014
2015-10-26,0.005604392740856223
2015-10-27,0.002972366801440085
2015-10-28,0.008149493606862679
2015-10-29,-0.0005511801388601301
2015-10-30,-0.0033085966300332448
2015-11-02,0.015676995183874443
2015-11-03,-0.0034502123608408652
2015-11-04,0.0009109735716148482
2015-11-05,-0.004187122039351898
2015-11-06,0.00859232634697249
2015-11-09,-0.0048940070906423605
2015-11-10,-0.008378820279745236
2015-11-11,0.005327043556229372
2015-11-12,-0.0149825966114423
2015-11-13,-0.016880134062658092
2015-11-16,0.028868073249055826
2015-11-17,-0.012103645051312006
2015-11-18,0.017263737698432147
2015-11-19,-0.004014594718178444
2015-11-20,0.0027484800740951165
2015-11-23,0.011876491468906902
2015-11-24,-0.012459143714584009
2015-11-25,0.0012794104907829507
2015-11-27,0.0036524159438318105
2015-11-30,0.0016375945240960643
2015-12-01,0.007992725584863747
2015-12-02,-0.016219080711920242
2015-12-03,-0.017768844646802284
2015-12-04,0.02182035643725233
2015-12-07,-0.001460257710256263
2015-12-08,-0.00694567852478678
2015-12-09,-0.008098801648441789
2015-12-10,-0.006123501508936036
2015-12-11,-0.015163011880109267
2015-12-14,0.004181977527975667
2015-12-15,-0.0075714338021684036
2015-12-16,0.008392109576256468
2015-12-17,-0.002648285370943637
2015-12-18,-0.020671114776932842
2015-12-21,0.008907543390486161
2015-12-22,0.017850577255698052
2015-12-23,0.00961726710344113
2015-12-24,-0.002241597132104145
2015-12-28,-0.004679482105925725
2015-12-29,0.0052661351263918466
2015-12-30,-0.00972897807702855
2015-12-31,-0.013225155050180515
2016-01-04,-0.02603865450740217
2016-01-05,-0.011204844588824425
2016-01-06,-0.023658027993768815
2016-01-07,-0.036041697594183075
2016-01-08,-0.014997822782817138
2016-01-11,-0.007720249675702173
2016-01-12,0.025070357472303018
2016-01-13,-0.018553937305390122
2016-01-14,0.0034372986483710566
2016-01-15,-0.02611798890304784
2016-01-19,-0.0015393753025642054
2016-01-20,0.023997964571700114
2016-01-21,0.027305913218042432
2016-01-22,0.019254929832151824
2016-01-25,-0.010677393045269046
2016-01-26,0.008302003219552878
2016-01-27,-0.00391098038962745
2016-01-28,0.001446690333240408
2016-01-29,0.022905486696976673
2016-02-01,0.006052135837482098
2016-02-02,-0.013434960739054813
2016-02-03,-0.0030490370516679244
2016-02-04,0.010601629212817931
2016-02-05,-0.0004034644847163982
2016-02-08,-0.011503758447548251
2016-02-09,0.001225400297999446
2016-02-10,0.013866130192823567
2016-02-11,-0.014279987103215652
2016-02-12,0.010814188411603753
2016-02-16,0.02402113487448254
2016-02-17,0.025428519426570872
2016-02-18,0.0015375282915566224
2016-02-19,0.0
2016-02-22,0.0076778444009792945
2016-02-23,-0.006666538278321865
2016-02-24,0.0053690554682761515
2016-02-25,0.005531150452519729
2016-02-26,0.004173013067907183
2016-02-29,0.00245553791472064
2016-03-01,0.03372910141198493
2016-03-02,0.006015269612569263
2016-03-03,0.011596225316433006
2016-03-04,0.006627286045507219
2016-03-07,0.009430666041811309
2016-03-08,-0.018508958202029024
2016-03-09,0.0017959535631764112
2016-03-10,-0.006453767126750498
