Date,CINF
2015-01-05,-0.01433821199899099
2015-01-06,-0.007666731523900738
2015-01-07,0.013669123664118432
2015-01-08,0.02130091491320285
2015-01-09,-0.010906686310128144
2015-01-12,-0.005803937390648328
2015-01-13,-0.0005834117752526735
2015-01-14,-0.00856697359299019
2015-01-15,-0.0001965011287707874
2015-01-16,0.01649984522242276
2015-01-20,-0.007536259243343668
2015-01-21,-0.0021419936779351056
2015-01-22,0.025171084740106986
2015-01-23,-0.00932638633356564
2015-01-26,0.008453406196964997
2015-01-27,-0.005524952799572547
2015-01-28,-0.016858034205814887
2015-01-29,0.0113013205229191
2015-01-30,-0.0267822618635416
2015-02-02,0.01841205622145803
2015-02-03,0.012830980030746453
2015-02-04,0.007101826099262798
2015-02-05,-0.011054212531530827
2015-02-06,0.0009634457409515296
2015-02-09,-0.006160889955823978
2015-02-10,-0.0021312051827849787
2015-02-11,0.005241967603494269
2015-02-12,0.007917872663424808
2015-02-13,0.005173668221801542
2015-02-17,0.0003812694193796595
2015-02-18,-0.0038110451334223416
2015-02-19,0.0013388408115029282
2015-02-20,0.0043936156294972495
2015-02-23,-0.0003803014972378893
2015-02-24,0.0087516317414007
2015-02-25,-0.0016973973854280677
2015-02-26,0.0015114386148427084
2015-02-27,-0.004716226669479573
2015-03-02,0.005117871355337922
2015-03-03,-0.004337178702680133
2015-03-04,-0.00814401953084487
2015-03-05,0.007256175716759072
2015-03-06,-0.005307841450192696
2015-03-09,0.00514556664880228
2015-03-10,-0.017823549781929127
2015-03-11,0.006949796295480093
2015-03-12,0.022814631623265358
2015-03-13,-0.004311356792675913
2015-03-16,0.019180305558410993
2015-03-17,-0.003540700629635185
2015-03-18,0.010845320016000803
2015-03-19,-0.004994446424496868
2015-03-20,0.01524447043015087
2015-03-23,-0.0021976571639890086
2015-03-24,-0.008441706593657283
2015-03-25,-0.017397909828154923
2015-03-26,-0.0020719164305277316
2015-03-27,-0.0009437267904688351
2015-03-30,0.013225040732990578
2015-03-31,-0.006525830783851494
2015-04-01,-0.0001881799999579048
2015-04-02,0.0037545483399294977
2015-04-06,0.009164226333406633
2015-04-07,-0.01111970513959637
2015-04-08,0.0067471325976049545
2015-04-09,-0.0042814936675206194
2015-04-10,0.000560608411165342
2015-04-13,0.0005606752636873047
2015-04-14,0.005042012327372669
2015-04-15,-0.0022297260949647457
2015-04-16,-0.0026069863437199192
2015-04-17,-0.018670805604429797
2015-04-20,0.003995635552961785
2015-04-21,-0.010991236877097355
2015-04-22,-0.0005748657108425315
2015-04-23,0.0026841520109348593
2015-04-24,0.004971203140901492
2015-04-27,-0.0057078983942299155
2015-04-28,0.008419584255534573
2015-04-29,-0.032068290768313745
2015-04-30,-0.007253322386782446
2015-05-01,0.004541800274931784
2015-05-04,0.008256254616130887
2015-05-05,-0.0072140234494023625
2015-05-06,-0.002552514796157146
2015-05-07,0.0033467623326053353
2015-05-08,0.010204343940373617
2015-05-11,-0.006798965981307803
2015-05-12,-0.006649415404731518
2015-05-13,-0.0035444689955307362
2015-05-14,0.010274813854733056
2015-05-15,-0.005085058185375524
2015-05-18,0.007076789670969363
2015-05-19,0.0035134308236095535
2015-05-20,-0.0009723487879648163
2015-05-21,-0.002336325237592418
2015-05-22,-0.005855038214723662
2015-05-26,-0.008833982193347967
2015-05-27,0.009506736580068509
2015-05-28,0.002746819486647567
2015-05-29,-0.010369668711538993
2015-06-01,-0.001779492303529473
2015-06-02,0.0037634029206501385
2015-06-03,0.009668323665412037
2015-06-04,-0.011921041590213344
2015-06-05,-0.0005934995716863067
2015-06-08,-0.008113590263691739
2015-06-09,0.0011970126144993376
2015-06-10,0.019927712522481933
2015-06-11,0.009183466354446113
2015-06-12,-0.008325198996424588
2015-06-15,-0.007880292322959614
2015-06-16,0.009928555565786867
2015-06-17,0.000983174301240064
2015-06-18,0.014535278593914569
2015-06-19,-0.009292995323721853
2015-06-22,0.004299304061816223
2015-06-23,0.0033080613722351604
2015-06-24,-0.011637032055698326
2015-06-25,-0.009615288349116624
2015-06-26,0.008717968324938541
2015-06-29,-0.022785473790389643
2015-06-30,0.008643503872807878
2015-07-01,0.04703106919359623
2015-07-02,-0.0026655149816479096
2015-07-06,-0.0011446730191488896
2015-07-07,0.008979969297567392
2015-07-08,-0.0026511226475184335
2015-07-09,0.005696037000311627
2015-07-10,0.013026274556999784
2015-07-13,0.008386184729337831
2015-07-14,0.0011085912507831086
2015-07-15,-0.011076340670002072
2015-07-16,0.0057869535456711585
2015-07-17,-0.005939195738637104
2015-07-20,0.0003731994329858601
2015-07-21,-0.0005597317285113146
2015-07-22,0.003174815794463326
2015-07-23,-0.007446270122786203
2015-07-24,-0.004875799093506439
2015-07-27,-0.002261914871497628
2015-07-28,0.0030221829353389573
2015-07-29,0.019962335825696176
2015-07-30,0.02049500232566004
2015-07-31,-0.0010856900945653836
2015-08-03,0.0025360607285809245
2015-08-04,0.0014451596369788877
2015-08-05,0.002164747944564782
2015-08-06,-0.005400270768299631
2015-08-07,0.0014477753996124942
2015-08-10,0.009217491889434326
2015-08-11,0.002148943932691383
2015-08-12,0.004824778286232068
2015-08-13,0.0008892804913205321
2015-08-14,0.006396610111682799
2015-08-17,-0.0010593404566651143
2015-08-18,0.005479003699659923
2015-08-19,-0.008261760122065698
2015-08-20,-0.015065605654466019
2015-08-21,-0.03077172289250596
2015-08-24,-0.048087748422010246
2015-08-25,-0.007021674013116264
2015-08-26,0.024946054927677874
2015-08-27,0.01916450599198183
2015-08-28,-0.007333711067532889
2015-08-31,-0.008713477029471783
2015-09-01,-0.02618033175222778
2015-09-02,0.02649172969819702
2015-09-03,0.00936704012830325
2015-09-04,-0.01685641627486889
2015-09-08,0.024272916977252867
2015-09-09,-0.006770474143152239
2015-09-10,0.003976301358685985
2015-09-11,0.0077332250763122445
2015-09-14,-0.0011329109837152629
2015-09-15,0.011151144030104865
2015-09-16,0.005607409448724621
2015-09-17,-0.0014868408118766663
2015-09-18,-0.016939874459992788
2015-09-21,0.011550724470011264
2015-09-22,-0.009921317375003458
2015-09-23,0.0034034011286596666
2015-09-24,0.0030146801817545477
2015-09-25,0.004321253811826464
2015-09-28,-0.010662460461439816
2015-09-29,0.007184505548611941
2015-09-30,0.009949631839649253
2015-10-01,-0.004646691697744565
2015-10-02,0.00952352629427522
2015-10-05,0.018313029165448524
2015-10-06,-0.007629464924947982
2015-10-07,0.011349436827500226
2015-10-08,0.01755638410094429
2015-10-09,-0.0008892634906517705
2015-10-12,0.009079398913763859
2015-10-13,-0.012879222357100817
2015-10-14,-0.0041109071331327796
2015-10-15,0.014177756454929913
2015-10-16,0.00672489163463319
2015-10-19,0.008437286420376555
2015-10-20,0.006275086137747632
2015-10-21,0.004157303322051886
2015-10-22,0.013972593532821431
2015-10-23,0.004423067256352109
2015-10-26,0.002202261467973532
2015-10-27,0.0013519017185308346
2015-10-28,0.025991910697672482
2015-10-29,0.006579784187692006
2015-10-30,-0.015688911448364706
2015-11-02,0.005312936782388089
2015-11-03,-0.0033029332793417243
2015-11-04,0.0018226125944986737
2015-11-05,0.001984792753493725
2015-11-06,0.004621899138438579
2015-11-09,-0.010680452170630184
2015-11-10,0.0059792696803833145
2015-11-11,0.0014863460303184972
2015-11-12,-0.011540247960452832
2015-11-13,-0.0073379551946829435
2015-11-16,0.012600570277213619
2015-11-17,-0.004645672536505607
2015-11-18,0.009168335845240572
2015-11-19,0.003468590236577418
2015-11-20,0.004444424659937329
2015-11-23,0.007046835608633728
2015-11-24,-0.002766476717579347
2015-11-25,-0.006853737598102705
2015-11-27,0.0036149260709725795
2015-11-30,0.0004912024662611092
2015-12-01,0.013520243364708362
2015-12-02,-0.008622225233681613
2015-12-03,-0.01476844714233505
2015-12-04,0.024150524236121296
2015-12-07,-0.0017890172141882266
2015-12-08,-0.0057023527498845095
2015-12-09,-0.013272044083565748
2015-12-10,-0.003819223634716651
2015-12-11,-0.014169164843728543
2015-12-14,0.0051125400902378715
2015-12-15,0.013055186141025521
2015-12-16,0.015062955244206977
2015-12-17,-0.016487794319337667
2015-12-18,-0.028164575223897703
2015-12-21,0.006209966401850231
2015-12-22,0.018344053688378992
2015-12-23,-0.0005051980604712236
2015-12-24,0.004379377965852749
2015-12-28,0.007043425345149679
2015-12-29,0.008159924668521557
2015-12-30,-0.007268199273978371
2015-12-31,-0.015474222389143422
2016-01-04,-0.027547522161561866
2016-01-05,0.005908917157055216
2016-01-06,-0.013649055519916686
2016-01-07,-0.022245401624170658
2016-01-08,-0.0051952278893374615
2016-01-11,0.006483011391162252
2016-01-12,0.006798967691292734
2016-01-13,-0.018304577077653206
2016-01-14,0.01719764954594316
2016-01-15,-0.019042511875898227
2016-01-19,0.0021770781487222557
2016-01-20,-0.014120400955608514
2016-01-21,-0.006426652578801928
2016-01-22,0.016078593494921245
2016-01-25,-0.01491471513707654
2016-01-26,0.014032743584347918
2016-01-27,-0.0018207934122783653
2016-01-28,0.016234954111958633
2016-01-29,0.03446407424003772
2016-02-01,0.0029498015167204183
2016-02-02,-0.016436209796608314
2016-02-03,0.0019351641922797924
2016-02-04,0.03651684517730369
2016-02-05,0.02049452621172021
2016-02-08,0.011286358556316545
2016-02-09,0.005087646524389866
2016-02-10,0.000979877165858234
2016-02-11,-0.012887477291927407
2016-02-12,0.020823059172888625
2016-02-16,0.005504195290273239
2016-02-17,0.00547454137376624
2016-02-18,0.00047989279209237345
2016-02-19,0.001440566432836743
2016-02-22,0.008150967880145465
2016-02-23,-0.005389888147038557
2016-02-24,0.002868877940790604
2016-02-25,0.013191394473272666
2016-02-26,-0.002823426097374959
2016-02-29,-0.006764129755980286
2016-03-01,0.01472902232402351
2016-03-02,0.0029652696144688573
2016-03-03,0.003734998380692245
2016-03-04,0.00031027007718065214
2016-03-07,-0.004960029766904905
2016-03-08,-0.002647853057444527
2016-03-09,-0.0006244789590332811
2016-03-10,0.0018751470076412424
2016-03-11,0.027920405524772818
2016-03-14,-0.010925473149056675
2016-03-15,-0.0010735568400642714
2016-03-16,0.0033785708053186703
2016-03-17,0.007194258724276592
2016-03-18,-0.00030384033497687923
2016-03-21,-0.001225327023768874
2016-03-22,-0.0010730261273417252
2016-03-23,-0.000921336526338079
2016-03-24,-0.005377125330372934
2016-03-28,0.0075692176277109
2016-03-29,0.00812470016925615
2016-03-30,0.0016731138700871728
2016-03-31,-0.007742822268713256
2016-04-01,0.009180019615400825
2016-04-04,-0.007428695610739333
2016-04-05,-0.012677888359596712
2016-04-06,0.009282501269912924
2016-04-07,-0.014255125833094184
2016-04-08,0.005286741877842394
2016-04-11,0.0017016130528435536
2016-04-12,0.013897607652030075
2016-04-13,0.006244027743480096
2016-04-14,-0.0040863942389021135
2016-04-15,0.001215718450915837
2016-04-18,0.0010623505233577912
2016-04-19,0.0010617427576122829
2016-04-20,-0.005604517012319343
2016-04-21,-0.024980889220416636
2016-04-22,0.009061124232866868
2016-04-25,-0.0004644728309164403
2016-04-26,-0.0009293015019574691
2016-04-27,0.027751885018590716
2016-04-28,-0.002715294967720272
2016-04-29,-0.0015128183007397933
2016-05-02,0.007726328745654154
2016-05-03,-0.0007520045358723193
2016-05-04,-0.005415664454619162
2016-05-05,0.008167989552674726
2016-05-06,0.0018000276916037006
2016-05-09,0.007339240476815334
2016-05-10,0.00996117648660122
