Date,LVS
2015-01-05,-0.027353338591365906
2015-01-06,-0.025566029556471248
2015-01-07,0.032983544944769294
2015-01-08,0.013606529644731191
2015-01-09,-0.013603019384365256
2015-01-12,-0.0018146212159260156
2015-01-13,0.007998697474510097
2015-01-14,-0.010821060148885953
2015-01-15,-0.00018200107631993756
2015-01-16,0.0009117777738500976
2015-01-20,-0.030788825311546364
2015-01-21,0.0018796728767092041
2015-01-22,0.012570267967142446
2015-01-23,-0.001482149903909491
2015-01-26,0.05399896356153189
2015-01-27,0.002288617894710576
2015-01-28,-0.015984563978178823
2015-01-29,-0.010174785739200942
2015-01-30,-0.019476973524320207
2015-02-02,0.017104978544299376
2015-02-03,0.043941802462794666
2015-02-04,-0.04018691681085018
2015-02-05,0.011911433443890562
2015-02-06,-0.012484586659005203
2015-02-09,0.006321164231760434
2015-02-10,0.03445783529272117
2015-02-11,-0.015093465843692422
2015-02-12,0.03434923573361348
2015-02-13,0.029121076853045658
2015-02-17,0.0
2015-02-18,0.0021511419064057513
2015-02-19,-0.001485706441045398
2015-02-20,-0.0019848894005088935
2015-02-23,-0.02717484657518432
2015-02-24,-0.04360400802395814
2015-02-25,0.002671332089991818
2015-02-26,0.007104972504884177
2015-02-27,0.0035272868814291147
2015-03-02,0.0033391717447608382
2015-03-03,0.0026275295112483388
2015-03-04,-0.004192975577422708
2015-03-05,-0.011228075599484022
2015-03-06,-0.022533845002725816
2015-03-09,-0.02359751396742127
2015-03-10,-0.023610280817263574
2015-03-11,-0.020944597105566176
2015-03-12,0.009723807027800735
2015-03-13,0.00866710871227161
2015-03-16,0.010311182282854547
2015-03-17,0.008127101034201667
2015-03-18,0.027371701374886648
2015-03-19,0.037488674855734816
2015-03-20,-0.0024923717325169292
2015-03-23,-0.0010706715418246082
2015-03-24,-0.005180413276613671
2015-03-25,-0.010055737886440985
2015-03-26,-0.007980914997267718
2015-03-27,0.0010971941105513139
2015-03-30,0.009862988889567603
2015-03-31,-0.004521691251292093
2015-04-01,-0.0012719509004061047
2015-04-02,0.021830246771233908
2015-04-06,0.012106100829616606
2015-04-07,-0.014775649907692756
2015-04-08,0.016425478855100373
2015-04-09,0.04619727960129194
2015-04-10,-0.004533318359285832
2015-04-13,-0.020914384408615816
2015-04-14,-0.03875966324868674
2015-04-15,0.01738386806048453
2015-04-16,-0.009688508016678754
2015-04-17,-0.018854362570917216
2015-04-20,0.021392278527015085
2015-04-21,-0.015974735977823173
2015-04-22,0.01713590735160153
2015-04-23,-0.022521566395269588
2015-04-24,0.0023581817869273713
2015-04-27,-0.0137555708077991
2015-04-28,0.016516910835281395
2015-04-29,-0.04495386470104312
2015-04-30,-0.00037817128719497273
2015-05-01,-0.00037802379080087434
2015-05-04,0.011729079521015873
2015-05-05,-0.0076665180985295844
2015-05-06,-0.017335812299836606
2015-05-07,0.00038341366622218764
2015-05-08,0.0109258502601286
2015-05-11,-0.01687492291751036
2015-05-12,0.004628472638601888
2015-05-13,-0.0009597365871625296
2015-05-14,-0.009607963516035989
2015-05-15,-0.011059598450340546
2015-05-18,-0.006081701638494308
2015-05-19,-0.003947713221806315
2015-05-20,0.02516826616625978
2015-05-21,0.015657790153315698
2015-05-22,-0.01122908644550269
2015-05-26,-0.038883713538385045
2015-05-27,0.01241726770873397
2015-05-28,0.009891167170694937
2015-05-29,-0.004309331182329679
2015-06-01,-0.017312532123826663
2015-06-02,0.02001985302689957
2015-06-03,0.03042215072986143
2015-06-04,0.04742836801097461
2015-06-05,0.0001819922657944062
2015-06-08,-0.05072711956802112
2015-06-09,-0.005363288670161781
2015-06-10,0.0055847276413394376
2015-06-11,0.020681678999094233
2015-06-12,-0.01988766523887564
2015-06-15,-0.004402837471295995
2015-06-16,0.004614826490283885
2015-06-17,0.01703336714782311
2015-06-18,0.03562590796732801
2015-06-19,-0.023914514718643254
2015-06-22,-0.004334783250826146
2015-06-23,-0.00037854125922565096
2015-06-24,-0.017231634467139156
2015-06-25,-0.006165579918059327
2015-06-26,-0.0073674651225813514
2015-06-29,-0.020703281975305465
2015-06-30,0.04846446768754653
2015-07-01,0.0306258374774957
2015-07-02,-0.0066443395890795065
2015-07-06,0.012448759960253408
2015-07-07,0.038539319667056704
2015-07-08,-0.049301958842100535
2015-07-09,0.010780335167120958
2015-07-10,0.008459127597578275
2015-07-13,0.04358116451185956
2015-07-14,-0.030752848543480593
2015-07-15,-0.018388246931613672
2015-07-16,0.008631564296703642
2015-07-17,-0.011835565004642667
2015-07-20,0.006633788105269156
2015-07-21,0.0036608727234608285
2015-07-22,0.0023709984729725075
2015-07-23,0.014010359409143192
2015-07-24,-0.016508151088530543
2015-07-27,-0.022258888348721917
2015-07-28,0.010263341333627274
2015-07-29,0.0024007483696693033
2015-07-30,0.032062237149791395
2015-07-31,0.0005354385727851518
2015-08-03,-0.014097121427332104
2015-08-04,-0.00452474020629301
2015-08-05,0.01763650682775597
2015-08-06,0.0010717327922575848
2015-08-07,0.013742896435104957
2015-08-10,-0.0008803419831119319
2015-08-11,-0.04211455403313247
2015-08-12,-0.01618823677440273
2015-08-13,-0.006731778776739028
2015-08-14,-0.013365853844366282
2015-08-17,-0.004197709238242253
2015-08-18,-0.007089618465539349
2015-08-19,-0.021806053710639373
2015-08-20,-0.03531259181900637
2015-08-21,-0.018609253777975954
2015-08-24,-0.040425299770240675
2015-08-25,-0.02866452660466201
2015-08-26,0.010060599754343702
2015-08-27,0.0460375886337403
2015-08-28,0.0021160998934457442
2015-08-31,-0.02385968375520031
2015-09-01,-0.019467789873628294
2015-09-02,0.012353824754992138
2015-09-03,0.03878837347592534
2015-09-04,-0.0020980052553604134
2015-09-08,0.019129976833967
2015-09-09,-0.012376146185850367
2015-09-10,-0.027986730303897644
2015-09-11,0.007305696232046577
2015-09-14,-0.0034130083239762854
2015-09-15,0.0162669580804633
2015-09-16,0.02590577955532769
2015-09-17,-0.02176150100318497
2015-09-18,-0.037021461422874435
2015-09-21,-0.013036006513262421
2015-09-22,-0.027983088674982004
2015-09-23,-0.038000682651122775
2015-09-24,0.003112280054552219
2015-09-25,-0.005966465176346469
2015-09-28,-0.033373329347709535
2015-09-29,-0.0608544703597832
2015-09-30,0.004231682226320865
2015-10-01,-0.026073463117144202
2015-10-02,0.10519236500216
2015-10-05,0.07389247606956162
2015-10-06,0.02255661067136261
2015-10-07,0.02094484107495731
2015-10-08,0.027717244874778002
2015-10-09,-0.0023359506987665757
2015-10-12,-0.018092898212696884
2015-10-13,0.017775839319081665
2015-10-14,0.024068142266175485
2015-10-15,0.02870193761690154
2015-10-16,0.005256972808538762
2015-10-19,-0.04384550859332703
2015-10-20,-0.0046275740729894155
2015-10-21,-0.010144116773973422
2015-10-22,-0.0051236110858094985
2015-10-23,0.05557958354772019
2015-10-26,-0.007318656929828249
2015-10-27,-0.026418169343371822
2015-10-28,0.01893120431547235
2015-10-29,0.008464075785639347
2015-10-30,0.013510945964388066
2015-11-02,0.02221782114352111
2015-11-03,0.005927776782491456
2015-11-04,-0.023964035030285102
2015-11-05,-0.0028176674517733646
2015-11-06,0.004642378354339449
2015-11-09,-0.06368022925600259
2015-11-10,0.006865151719050111
2015-11-11,-0.009375659903933964
2015-11-12,-0.009894809287763984
2015-11-13,-0.007386592278578963
2015-11-16,0.007222912276919402
2015-11-17,-0.014558877968393058
2015-11-18,0.014112449337851718
2015-11-19,0.0017393989541689692
2015-11-20,-0.021489026781997822
2015-11-23,0.0024403265118351225
2015-11-24,-0.006417454433666259
2015-11-25,-0.0017816248694426662
2015-11-27,-0.011155836687751552
2015-11-30,-0.005866422029752294
2015-12-01,0.01679492798678983
2015-12-02,0.008482585560156908
2015-12-03,-0.03629921939050895
2015-12-04,0.0034448759676177776
2015-12-07,-0.013046456271220253
2015-12-08,-0.013218800560520605
2015-12-09,0.027027008009592013
2015-12-10,-0.020595294128931574
2015-12-11,-0.03598094605848601
2015-12-14,-0.02035880708858062
2015-12-15,0.02647221238361208
2015-12-16,0.04603509307871301
2015-12-17,-0.03640567730505995
2015-12-18,0.008744402711815535
2015-12-21,0.012280315972868383
2015-12-22,0.021170190825132718
2015-12-23,0.036803956880221866
2015-12-24,-0.003369851741091945
2015-12-28,-0.0054102372918669595
2015-12-29,0.005893056287945786
2015-12-30,-0.008787742101520113
2015-12-31,-0.0034101321248919403
2016-01-04,-0.01003636384824802
2016-01-05,0.014746655821528787
2016-01-06,-0.03065433733524614
2016-01-07,-0.09159038488182247
2016-01-08,0.005930926118800528
2016-01-11,-0.0005125906777379008
2016-01-12,-0.0020517292286905686
2016-01-13,-0.04985885679750435
2016-01-14,0.01298360046682312
2016-01-15,0.03391203053148528
2016-01-19,-0.007489975262629955
2016-01-20,-0.031746015513808956
2016-01-21,0.011556094313931009
2016-01-22,0.0369288597940709
2016-01-25,0.002049500790140657
2016-01-26,0.04500182066219849
2016-01-27,0.017616572588370794
2016-01-28,0.028853102266297892
2016-01-29,0.05398434327645907
2016-02-01,-0.01042105765353507
2016-02-02,-0.054447601640714716
2016-02-03,0.008530564042091182
2016-02-04,0.002819585105000355
2016-02-05,-0.01640091278728617
2016-02-08,-0.03454026336997629
2016-02-09,-0.02343980385077038
2016-02-10,0.013896128912467276
2016-02-11,0.00299025856938151
2016-02-12,0.09540366586568161
2016-02-16,0.039237943835744415
2016-02-17,0.010912262438078413
2016-02-18,-0.00647644888630261
2016-02-19,-0.0034766151225125164
2016-02-22,0.03597887236513797
2016-02-23,-0.0058935017210662854
2016-02-24,-0.006563638534637706
2016-02-25,0.011082555152337914
2016-02-26,0.010118173414549014
2016-02-29,0.007512411080873083
2016-03-01,0.05012437331305941
2016-03-02,0.006705941138289262
2016-03-03,0.030564271544630373
2016-03-04,-0.015209009710885013
2016-03-07,-0.018725759555655808
2016-03-08,-0.03659244567810516
2016-03-09,0.02246257850326061
2016-03-10,0.01058518390173746
2016-03-11,0.01936760746705235
2016-03-14,0.014734325374224921
2016-03-15,-0.007642279200311131
2016-03-16,0.027146767193294563
2016-03-17,0.013870625115963042
2016-03-18,0.004684135967817804
2016-03-21,-0.006527451019032293
2016-03-22,0.0001878955417256023
2016-03-23,-0.01689213838085757
2016-03-24,0.001718405127565381
2016-03-28,-0.010100967177953613
2016-03-29,0.011359252420594101
2016-03-30,-0.005711105744960476
2016-03-31,-0.01053047040499977
2016-04-01,0.0007740490512435638
2016-04-04,-0.023395069410914404
2016-04-05,-0.011087030913561335
2016-04-06,-0.003403136610947488
2016-04-07,0.008838642630486948
2016-04-08,-0.014735009101040752
2016-04-11,-0.003435755544420771
2016-04-12,0.004461444730753383
2016-04-13,0.02927538929450746
2016-04-14,-0.005492359974865191
2016-04-15,0.004733490670208784
2016-04-18,0.004318781408648942
2016-04-19,0.026192358875563482
2016-04-20,-0.006095026538851744
2016-04-21,-0.09179767201444866
2016-04-22,-0.010972946225270896
2016-04-25,-0.022402203652767905
2016-04-26,0.00611088020603523
2016-04-27,-0.009327817980747555
2016-04-28,0.00416049771868332
2016-04-29,-0.015481655921417925
2016-05-02,0.0354368312403992
2016-05-03,-0.020962355225565443
2016-05-04,-0.012235113613282111
2016-05-05,-0.01681045980353557
2016-05-06,0.02339710890102742
2016-05-09,-0.011870788183979797
2016-05-10,0.026029026121007215
2016-05-11,-0.014310515646244304
2016-05-12,0.003959753769805507
2016-05-13,-0.016433085627406308
2016-05-16,0.015370678103542978
2016-05-17,-0.0035100304967596863
2016-05-18,-0.012769812867138408
2016-05-19,-0.011597074204454993
2016-05-20,0.01511778093478866
2016-05-23,0.0013334551474470935
2016-05-24,0.01109887060631598
2016-05-25,0.01646555682481443
2016-05-26,-0.019006573271473703
2016-05-27,0.016952675998320288
2016-05-31,0.001082746242394128
2016-06-01,0.002595235324886591
2016-06-02,0.008843596163666145
2016-06-03,-0.0004279140934216885
2016-06-06,-0.002994088960460828
2016-06-07,0.016519854253157717
2016-06-08,0.004643384034529685
2016-06-09,-0.006932731265170022
2016-06-10,-0.02157841901748203
2016-06-13,-0.005189244728302733
2016-06-14,0.01934381589526546
2016-06-15,0.0012793570535782894
2016-06-16,-0.010221469472612044
2016-06-17,0.010327026862429145
2016-06-20,-0.04173875939235372
2016-06-21,0.019859749412804106
2016-06-22,-0.0057530730600778845
2016-06-23,0.027375702142978797
2016-06-24,-0.06174157866819974
2016-06-27,-0.03440325521200671
2016-06-28,0.01602112792593502
2016-06-29,0.026829508561690085
2016-06-30,-0.0032084534269958276
2016-07-01,0.005058413243159254
2016-07-05,-0.020818958753970107
2016-07-06,0.018691565857164916
2016-07-07,-0.0009173315678532301
2016-07-08,0.01308540156190352
2016-07-11,0.0405615688106733
2016-07-12,0.013284404302877695
2016-07-13,-0.015044165637938756
2016-07-14,0.003927548324236252
2016-07-15,0.003694966318960935
2016-07-18,0.016457205127616836
2016-07-19,-0.012782209005024692
2016-07-20,0.013379152017888085
2016-07-21,-0.005323508944387378
2016-07-22,0.013059314129795885
2016-07-25,0.01014371003942971
2016-07-26,0.05899589703158847
2016-07-27,-0.008494591243878635
2016-07-28,0.011555875746449562
2016-07-29,-0.002363625937370495
2016-08-01,-0.008094643144712754
2016-08-02,-0.009156100875282958
2016-08-03,0.0038167627880345556
2016-08-04,0.004402832055314665
2016-08-05,-0.006376029400675054
2016-08-08,0.021856943970843146
2016-08-09,0.017268442899315284
2016-08-10,-0.0023148395364981367
2016-08-11,0.006960539073578742
2016-08-12,-0.005376218446848879
2016-08-15,0.014671693718396606
2016-08-16,-0.003805125005039711
2016-08-17,0.002482814997011973
2016-08-18,-0.0070490141254881955
2016-08-19,0.0017268715237988008
2016-08-22,0.007086726030022028
2016-08-23,-0.006846873571204171
2016-08-24,-0.03561805445561794
2016-08-25,0.007942325170567033
2016-08-26,-0.00847107022282434
2016-08-29,0.011325160514926047
2016-08-30,0.001178841464763991
2016-08-31,-0.014717418668424909
2016-09-01,0.07169905946100696
2016-09-02,0.0022298260611497422
2016-09-06,0.01483393781104092
2016-09-07,0.005847209675544418
2016-09-08,0.011443850174654102
2016-09-09,-0.0007183128459881116
2016-09-12,0.022465728231441773
2016-09-13,-0.006152143484912553
2016-09-14,0.031305333191067986
2016-09-15,0.0020580699193730734
2016-09-16,-0.002053842966943775
2016-09-19,-0.016806779778660852
2016-09-20,-0.0058292836818435445
2016-09-21,0.008528613242864358
2016-09-22,0.00722357109894034
2016-09-23,0.0036733874574275127
2016-09-26,-0.016033410522231617
2016-09-27,0.007615703823853348
2016-09-28,0.010371084396435748
2016-09-29,-0.009568612223265882
2016-09-30,0.010714877018238589
2016-10-03,0.02311423267263879
2016-10-04,-0.0010190944517232126
2016-10-05,0.0010201340646884827
2016-10-06,-0.0011889702118611511
2016-10-07,-0.007142794167976474
2016-10-10,0.011819080377076574
2016-10-11,-0.0018621467296626726
2016-10-12,-0.0033922485294647364
2016-10-13,-0.011402180052168198
2016-10-14,-0.006197479826752894
2016-10-17,-0.002771521785059239
2016-10-18,-0.0020841318316734414
2016-10-19,0.012358555194308396
2016-10-20,-0.004470444132129825
2016-10-21,-0.01278075102662346
2016-10-24,0.013820919619779382
2016-10-25,0.000862700499793867
2016-10-26,0.00034492901531502085
2016-10-27,-0.01689098274934253
2016-10-28,0.012447639785186926
2016-10-31,0.002251132176264159
2016-11-01,0.012957867490719144
2016-11-02,-0.01773859054576321
2016-11-03,-0.014759307823103418
2016-11-04,0.041240663564384716
2016-11-07,-0.003216006837245211
2016-11-08,0.010018704794046762
2016-11-09,0.003866755175812031
2016-11-10,-0.018757320603770222
2016-11-11,-0.010069923994958208
2016-11-14,-0.01655187992407503
2016-11-15,0.03348558535617663
2016-11-16,-0.013570895218116386
2016-11-17,0.028374929662414505
2016-11-18,0.013210685722603532
2016-11-21,0.018485044896151992
2016-11-22,0.01555647318689135
2016-11-23,-0.003989307401820019
2016-11-25,0.00672870484210053
2016-11-28,-0.00461486494391572
2016-11-29,-0.0063948059173315475
2016-11-30,0.008366812107866162
2016-12-01,-0.007818663497419887
2016-12-02,-0.0191380422934182
2016-12-05,0.0021313896679180377
2016-12-06,0.022087832396027185
2016-12-07,0.003361432658185004
2016-12-08,-0.12779200050646933
2016-12-09,0.012255292839991716
2016-12-12,0.014275289358046672
2016-12-13,0.030643271593504773
2016-12-14,-0.0024198679435114556
2016-12-15,-0.0263387412654571
2016-12-16,0.014593528594202487
2016-12-19,-0.028246608714773247
2016-12-20,-0.008043898484753953
2016-12-21,0.004791706473203261
2016-12-22,-0.0055026109471154605
2016-12-23,0.000553468783425215
2016-12-27,-0.0011061537004684041
2016-12-28,-0.005905103421744995
2016-12-29,0.003526895972203681
2016-12-30,-0.012023500242993812
2017-01-03,-0.0014978352308061549
2017-01-04,0.030939367958658037
2017-01-05,0.0018188292071978918
2017-01-06,0.007080555586767012
2017-01-09,0.004326881697338303
2017-01-10,0.016154878483630286
2017-01-11,-0.01625150362720007
2017-01-12,-0.004129806524517776
2017-01-13,-0.0032457246111238236
2017-01-17,0.012843942017703336
2017-01-18,0.0008928432665713526
2017-01-19,-0.00356868544534672
2017-01-20,-0.0017910666167115785
2017-01-23,-0.004844047548385966
2017-01-24,0.008833620203825499
2017-01-25,0.0123305573239616
2017-01-26,-0.07484576787171404
2017-01-27,0.017363053311925114
2017-01-30,-0.00975218867019545
2017-01-31,-0.004166721748227076
2017-02-01,-0.015785610924913596
2017-02-02,-0.0011593214053819967
2017-02-03,0.002321514029009819
2017-02-06,0.003281014573664809
2017-02-07,-0.0007693418438977639
2017-02-08,0.0038506564195122106
2017-02-09,0.015151396156742436
2017-02-10,-0.0035894431039992236
2017-02-13,0.007963267064975632
2017-02-14,-0.001880749158954309
2017-02-15,-0.001131137096219037
2017-02-16,-0.009245124601539922
2017-02-17,-0.009141221927057908
2017-02-21,0.00019228476604715716
2017-02-22,-0.0013451086749987073
2017-02-23,-0.003848433621884473
2017-02-24,0.00772642279298319
2017-02-27,0.01418482352679895
2017-02-28,0.0007557307973096172
2017-03-01,0.037960306683056944
2017-03-02,-0.023653551317772026
2017-03-03,0.0033544277891821572
2017-03-06,0.008729587618512502
2017-03-07,-0.0001842123977514598
2017-03-08,-0.005893311943618862
2017-03-09,-0.00426071882066037
2017-03-10,0.008558073594550297
2017-03-13,0.017708946182678487
2017-03-14,0.007069258047571081
2017-03-15,0.009718978440256487
2017-03-16,0.007486739777813112
2017-03-17,0.011500429515565402
2017-03-20,0.0033233954062408255
2017-03-21,-0.012537438872826323
2017-03-22,-0.0010731819207253634
2017-03-23,-0.004833396673830315
