Date,KMB
2015-01-05,-0.005711983832076495
2015-01-06,-0.009661217201356487
2015-01-07,0.006943491733206297
2015-01-08,0.021122137673790897
2015-01-09,-0.00897510838213511
2015-01-12,-0.0015526415367581592
2015-01-13,0.0027644399926936014
2015-01-14,0.0012924630089621303
2015-01-15,0.0
2015-01-16,0.012217068984542445
2015-01-20,-0.0010198960289795611
2015-01-21,0.0005103303884648192
2015-01-22,0.011820784384062089
2015-01-23,-0.061607073761185904
2015-01-26,-0.016121929361327392
2015-01-27,0.007828931071642176
2015-01-28,-0.009755054675819719
2015-01-29,0.005381728111174988
2015-01-30,-0.02050455591824163
2015-02-02,0.019914968063105887
2015-02-03,0.0005447201253181433
2015-02-04,-0.0028136580799753563
2015-02-05,0.0014562541030789244
2015-02-06,-0.008816681030149764
2015-02-09,-0.007611009282212922
2015-02-10,0.009240292857846333
2015-02-11,0.0007324434253159762
2015-02-12,0.008051575434275815
2015-02-13,0.007441908205388481
2015-02-17,0.002432416870872478
2015-02-18,0.0038645104354728677
2015-02-19,-0.009310457288473573
2015-02-20,0.0027109452431937076
2015-02-23,0.0002702249144050928
2015-02-24,-0.005405575806646912
2015-02-25,-0.0020835661845048925
2015-02-26,-0.0022695385835326265
2015-02-27,-0.0022744054337365815
2015-03-02,0.006839165565495353
2015-03-03,-0.0013587380424870954
2015-03-04,-0.009233500122854621
2015-03-05,0.0008301674851993734
2015-03-06,-0.015120452777367177
2015-03-09,0.001872043902945375
2015-03-10,-0.021024329453691593
2015-03-11,-0.00591751662461748
2015-03-12,0.014786106155135759
2015-03-13,0.0009465892842634993
2015-03-16,0.006049496471220106
2015-03-17,-0.010899240885864692
2015-03-18,0.01690905928281783
2015-03-19,-0.0028025854174209552
2015-03-20,0.016206336369184005
2015-03-23,0.004701064800042953
2015-03-24,-0.004495679722479995
2015-03-25,-0.009585604637188716
2015-03-26,-0.01060807560142607
2015-03-27,0.0004700856342194637
2015-03-30,0.012879608243312912
2015-03-31,-0.005847547840966416
2015-04-01,-0.002427098993674881
2015-04-02,0.0015908258687313825
2015-04-06,0.004111021890473632
2015-04-07,-0.0046524892992746425
2015-04-08,0.0018697949203385633
2015-04-09,0.0009334033552983456
2015-04-10,-0.0037297309590411665
2015-04-13,0.001217092716158108
2015-04-14,0.00616836067082005
2015-04-15,-0.0003711428544619366
2015-04-16,0.0006504900944559466
2015-04-17,-0.008358263887378148
2015-04-20,0.005431857585600497
2015-04-21,0.05393063144679311
2015-04-22,-0.011489212860328335
2015-04-23,-0.0013412046804199829
2015-04-24,-0.0005371061666387122
2015-04-27,-0.0010747896094045473
2015-04-28,0.0036761970983567593
2015-04-29,-0.010810009029382228
2015-04-30,-0.009302950347060301
2015-05-01,0.012307659451155084
2015-05-04,-0.005403662397344022
2015-05-05,-0.009416930840081217
2015-05-06,0.004204877158513698
2015-05-07,-0.0016385012882742522
2015-05-08,0.009390869608496999
2015-05-11,-0.007135962121686434
2015-05-12,-0.001546297971824484
2015-05-13,0.005922572218311162
2015-05-14,0.011050829415693686
2015-05-15,0.0016124731037869822
2015-05-18,0.002146406842280957
2015-05-19,0.0035708017183584406
2015-05-20,-0.0032908808367404507
2015-05-21,-0.0021415230914181294
2015-05-22,-0.00518666258211542
2015-05-26,-0.012044665380562924
2015-05-27,0.003821267085783342
2015-05-28,-0.005438144442859061
2015-05-29,-0.007928689778187281
2015-06-01,0.0026637884392273214
2015-06-02,-0.007145800840263172
2015-06-03,0.004558285848916599
2015-06-04,-0.010650024415930215
2015-06-05,-0.010203247818546313
2015-06-08,-0.002458841891819441
2015-06-09,0.0035077344873466476
2015-06-10,0.01190372137554463
2015-06-11,0.0027074179490256256
2015-06-12,-0.006144935648278449
2015-06-15,-0.009649955209261263
2015-06-16,0.011257136098669518
2015-06-17,0.007109630390950361
2015-06-18,0.014303918189892295
2015-06-19,-0.003571059755368866
2015-06-22,0.0014705317659153838
2015-06-23,-0.005597754364329299
2015-06-24,-0.0007386142597111123
2015-06-25,-0.007110861038470362
2015-06-26,0.0036271928624427296
2015-06-29,-0.016496407154514947
2015-06-30,-0.0014136950946437299
2015-07-01,0.01774071340842065
2015-07-02,-0.0027813457807854824
2015-07-06,0.00046460277849913467
2015-07-07,0.02016735367153011
2015-07-08,-0.006741292860847903
2015-07-09,-0.0030268275343742213
2015-07-10,0.009383883281706806
2015-07-13,0.01039000754716679
2015-07-14,0.0008117580017004133
2015-07-15,0.0022534600222916534
2015-07-16,0.00746378027799488
2015-07-17,0.0033030304212364747
2015-07-20,0.0048040049432129805
2015-07-21,-0.003984417557220454
2015-07-22,-0.0025781213209372655
2015-07-23,-0.0050799878403282595
2015-07-24,0.0018811004356389383
2015-07-27,0.0046498436169626345
2015-07-28,0.00827652989826233
2015-07-29,0.001853725854428001
2015-07-30,0.009427371776878468
2015-07-31,0.003491223100292151
2015-08-03,0.006262746278165476
2015-08-04,0.0026791879701879573
2015-08-05,0.013879574000642325
2015-08-06,-0.00807763666458583
2015-08-07,0.00042877877628200167
2015-08-10,0.0016275285666835781
2015-08-11,-0.0022238326291956767
2015-08-12,-0.008487400625157515
2015-08-13,0.001123841654637081
2015-08-14,0.003282492565922057
2015-08-17,0.0006023050003152175
2015-08-18,-0.0016349835304915183
2015-08-19,-0.005773745029332589
2015-08-20,-0.01144132350210314
2015-08-21,-0.023147952149166984
2015-08-24,-0.04514831979619771
2015-08-25,-0.02848264177296489
2015-08-26,0.027382515201421764
2015-08-27,0.01459785504756872
2015-08-28,-0.004826942147435731
2015-08-31,-0.006342931905941707
2015-09-01,-0.02346707835399775
2015-09-02,0.015898820656971013
2015-09-03,0.008111630657726021
2015-09-04,-0.020068233353988885
2015-09-08,0.023763305374461696
2015-09-09,-0.01990932068697371
2015-09-10,-0.002021729676732864
2015-09-11,0.003762305334190863
2015-09-14,-0.002595058530763583
2015-09-15,0.017922847141679688
2015-09-16,0.015334897072720732
2015-09-17,0.005407340894617807
2015-09-18,9.280801579003572e-05
2015-09-21,0.008530293615548024
2015-09-22,-0.008550157663480995
2015-09-23,0.0001856160315802935
2015-09-24,0.0028737710119213222
2015-09-25,0.004992631715834639
2015-09-28,-0.017477911874599128
2015-09-29,0.008707154138535067
2015-09-30,0.012066036255198975
