Date,BSX
2015-01-05,0.04462936011123797
2015-01-06,-0.007965286532164773
2015-01-07,0.024087586007328188
2015-01-08,0.039914499663223024
2015-01-09,0.0041123691099989035
2015-01-12,-0.004778136289893098
2015-01-13,-0.005486963245862619
2015-01-14,0.0
2015-01-15,-0.013103419336779387
2015-01-16,0.010482153328566612
2015-01-20,-0.008990326009541083
2015-01-21,0.004187049541950261
2015-01-22,0.037526056217475956
2015-01-23,-0.006028141376305918
2015-01-26,0.008086245574475681
2015-01-27,-0.014705900164961427
2015-01-28,-0.01017636505152364
2015-01-29,0.017820440449804797
2015-01-30,-0.0026936000555892736
2015-02-02,-0.013504440058930811
2015-02-03,0.0027378482404512017
2015-02-04,0.02116043875008633
2015-02-05,0.01136364143452262
2015-02-06,-0.027098469551284587
2015-02-09,-0.01834242206968184
2015-02-10,0.01868515303305074
2015-02-11,-0.009510892716241282
2015-02-12,0.010973926491725239
2015-02-13,0.016282209962338312
2015-02-17,-0.009345753933683865
2015-02-18,0.12398922733616136
2015-02-19,-0.013788941128793586
2015-02-20,0.0012157172940741034
2015-02-23,-0.009714623805865963
2015-02-24,0.019006829150322258
2015-02-25,0.01805049469987785
2015-02-26,-0.005910188003476091
2015-02-27,0.0047562381187600256
2015-03-02,0.009467446806133317
2015-03-03,-0.01758494996787363
2015-03-04,0.0017900170785085656
2015-03-05,0.010720571054923855
2015-03-06,-0.024160274838046725
2015-03-09,0.0024155143005657465
2015-03-10,-0.01084339162887682
2015-03-11,0.00974420503463369
2015-03-12,0.018697193448061755
2015-03-13,-0.01657778504530205
2015-03-16,0.03792890653923142
2015-03-17,0.009280733731803936
2015-03-18,0.020689690703681318
2015-03-19,0.002815272320731088
2015-03-20,0.0016844855443638451
2015-03-23,0.007847499352634735
2015-03-24,-0.008342581888164835
2015-03-25,-0.017386397491242822
2015-03-26,-0.00456620557167875
2015-03-27,0.022362349639085677
2015-03-30,0.013460447119748364
2015-03-31,-0.017708893205785503
2015-04-01,-0.005633824308153623
2015-04-02,0.003965988461026804
2015-04-06,-0.0022572804587280837
2015-04-07,0.0005656237957705201
2015-04-08,0.011305757464832977
2015-04-09,0.011738457181994066
2015-04-10,0.0
2015-04-13,-0.016574648513063672
2015-04-14,0.005617999199770685
2015-04-15,0.007821301674897141
2015-04-16,0.006651825154924573
2015-04-17,0.013215846538256804
2015-04-20,-0.011412993957954809
2015-04-21,0.006596972422298064
2015-04-22,0.005461517443281938
2015-04-23,0.0005431954896644164
2015-04-24,-0.004343101160407259
2015-04-27,-0.019629258852583154
2015-04-28,-0.012791965967298369
2015-04-29,-0.009014075910541375
2015-04-30,0.013075585005182022
2015-05-01,-0.00448933361818693
2015-05-04,0.007891735707706404
2015-05-05,-0.028523397397706374
2015-05-06,-0.004030028715642842
2015-05-07,-0.006936354750103124
2015-05-08,0.019208377057283066
2015-05-11,-0.002284461165303897
2015-05-12,-0.011448131851839127
2015-05-13,-0.002316208133588127
2015-05-14,0.03946606635182315
2015-05-15,-0.003350053961672872
2015-05-18,0.011764654340884917
2015-05-19,0.0033223352749354174
2015-05-20,-0.007726340536030163
2015-05-21,-0.006117836807756016
2015-05-22,-0.0022384394878998126
2015-05-26,-0.0033650850364059792
2015-05-27,0.012380377472549497
2015-05-28,0.015564240700827181
2015-05-29,0.0
2015-06-01,0.01313627614148083
2015-06-02,-0.01188543007207632
2015-06-03,-0.003280556057275952
2015-06-04,-0.017553466969805753
2015-06-05,-0.003350053961672872
2015-06-08,-0.008403339794098241
2015-06-09,-0.017514201125917506
2015-06-10,0.020126532130763986
2015-06-11,0.003945867853853313
2015-06-12,-0.014037058253599022
2015-06-15,-0.010819967681518827
2015-06-16,0.012089756725764511
2015-06-17,0.0017065237073778938
2015-06-18,0.023282216536159694
2015-06-19,-0.009988917902509331
2015-06-22,0.0028026477933238425
2015-06-23,0.003353905832201187
2015-06-24,-0.0005571157914646685
2015-06-25,0.016164938659180672
2015-06-26,-0.007679615642560922
2015-06-29,-0.015478202558525278
2015-06-30,-0.006176232807489801
2015-07-01,0.005649631062755178
2015-07-02,-0.012921323151377284
2015-07-06,-0.0011383300006296837
2015-07-07,0.013675309908845135
2015-07-08,-0.01911186818945776
2015-07-09,0.0
2015-07-10,0.008595966302124447
2015-07-13,0.003977255301534921
2015-07-14,0.0124504421281606
2015-07-15,-0.008943535655159929
2015-07-16,0.012408416603679973
2015-07-17,-0.0005571157914646685
2015-07-20,-0.003344558054895752
2015-07-21,-0.006711349972995273
2015-07-22,0.014639652338461984
2015-07-23,-0.022752488179625274
2015-07-24,-0.014196478781099198
2015-07-27,-0.014400921152671442
2015-07-28,0.023378118308673423
2015-07-29,-0.010850972676986093
2015-07-30,-0.004041552890161837
2015-07-31,0.0052174001500227
2015-08-03,-0.013264102665074162
2015-08-04,-0.0011689337843490133
2015-08-05,0.03393797065696491
2015-08-06,-0.014148273849494797
2015-08-07,-0.007462638358050944
2015-08-10,0.0023134185113193872
2015-08-11,-0.010963677720373877
2015-08-12,0.009918324524364586
2015-08-13,-0.003466173760457547
2015-08-14,0.0104348003000454
2015-08-17,0.00803209335612376
2015-08-18,-0.0005691650003147863
2015-08-19,-0.011389456815116494
2015-08-20,-0.028225792274798822
2015-08-21,-0.030823973437769103
2015-08-24,-0.03058103904185072
2015-08-25,-0.004416444593930313
2015-08-26,0.037389170864777777
2015-08-27,0.03481977187552254
2015-08-28,0.007674094254320751
2015-08-31,-0.019332157563313523
2015-09-01,-0.03882912947536177
2015-09-02,0.026103174164755494
2015-09-03,0.0012114147478134996
2015-09-04,-0.0175439143061642
2015-09-08,0.04371927351156635
2015-09-09,-0.018879149720896993
2015-09-10,0.009019935865829165
2015-09-11,0.0065553455602938016
2015-09-14,-0.00947305229094153
2015-09-15,0.020920525466012085
2015-09-16,0.001756480490604062
2015-09-17,0.00526009055390908
2015-09-18,-0.026162833894116
2015-09-21,-0.0017910857698810734
2015-09-22,-0.010167469095418213
2015-09-23,0.01208463880116617
2015-09-24,0.002388114359841431
2015-09-25,-0.02858853028060626
2015-09-28,-0.026364154848647625
2015-09-29,0.007556667801907446
2015-09-30,0.025624990463256836
2015-10-01,0.017062808607500646
2015-10-02,0.013780679141800478
