Date,WEC
2015-01-05,-0.012220374288427038
2015-01-06,0.002664775733460134
2015-01-07,0.012338169525025311
2015-01-08,0.011063571831698926
2015-01-09,-0.005563889452528725
2015-01-12,-0.002984217531087907
2015-01-13,0.004863805504874419
2015-01-14,0.011913348011407754
2015-01-15,0.012693427601099927
2015-01-16,0.014714079187682527
2015-01-20,-0.001790475329256691
2015-01-21,0.012374724049098784
2015-01-22,0.0028340383127785085
2015-01-23,0.006006130863066117
2015-01-26,0.0012289295527267985
2015-01-27,0.0012278923537336617
2015-01-28,-0.005255041136517313
2015-01-29,0.01197428289852498
2015-01-30,-0.02958088233231504
2015-02-02,0.00806908368209136
2015-02-03,-0.0046250252222400645
2015-02-04,-0.011615376416055478
2015-02-05,0.01283711914091712
2015-02-06,-0.04623330180588947
2015-02-09,-0.015347777006254115
2015-02-10,0.022429451958528412
2015-02-11,-0.030130481167600087
2015-02-12,0.009852910895813194
2015-02-13,-0.025061988396192447
2015-02-17,0.0009811525183698322
2015-02-18,0.023524788281190867
2015-02-19,-0.01417356107403156
2015-02-20,0.008937514055341822
2015-02-23,0.01174640793652304
2015-02-24,0.00038073995674059447
2015-02-25,-0.018835701722628828
2015-02-26,-0.015125054794180692
2015-02-27,0.0037408167022909833
2015-03-02,-0.017065335773295165
2015-03-03,0.01117513755329047
2015-03-04,-0.014407045300945831
2015-03-05,0.010813154330087338
2015-03-06,-0.04120386345035665
2015-03-09,0.00454450619817548
2015-03-10,-0.005553198514482882
2015-03-11,-0.0109613294565164
2015-03-12,0.015474617368497867
2015-03-13,-0.007207400879161274
2015-03-16,0.017631249561784523
2015-03-17,-0.007338361200037169
2015-03-18,0.02505141086477103
2015-03-19,-0.005809091493591545
2015-03-20,0.01128343394361253
2015-03-23,-0.00039877944171939905
2015-03-24,-0.010962520500860218
2015-03-25,-0.010681098816415546
2015-03-26,-0.0044817178169705985
2015-03-27,0.011868133834278316
2015-03-30,0.005662362625603379
2015-03-31,-0.0046251679854451
2015-04-01,0.008687350177245312
2015-04-02,-0.0028037492952452947
2015-04-06,0.008837094401652923
2015-04-07,-0.013737059810661645
2015-04-08,-0.0036334148029285585
2015-04-09,-0.006280372894980402
2015-04-10,0.012232300224839232
2015-04-13,-0.004430739480658197
2015-04-14,0.007080759946414661
2015-04-15,-0.0016072912135997042
2015-04-16,-0.005030455426086378
2015-04-17,0.0018202838685414946
2015-04-20,0.015946516340734407
2015-04-21,-0.0031791374178468113
2015-04-22,0.002192886673083372
2015-04-23,0.007557732769240877
2015-04-24,0.008882663220331155
2015-04-27,-0.017608912402117927
2015-04-28,0.00258912205582007
2015-04-29,-0.008740755662469457
2015-04-30,-0.015631243768251868
2015-05-01,0.009772025154797026
2015-05-04,0.005039952428576244
2015-05-05,-0.03771271100779028
2015-05-06,-0.00667097238416825
2015-05-07,0.0031478123526542667
2015-05-08,0.006067179442506676
2015-05-11,-0.004159051052534557
2015-05-12,-0.0033070476575570718
2015-05-13,-0.009934849290604841
2015-05-14,0.015157918535904535
2015-05-15,0.009463617572673444
2015-05-18,0.005416597445413673
2015-05-19,-0.0006216333440752786
2015-05-20,0.010367255867280267
2015-05-21,-0.0006158544288868972
2015-05-22,-0.007392203007577591
2015-05-26,-0.0020685360816447007
2015-05-27,0.00124378191203256
2015-05-28,0.0006208996009173795
2015-05-29,-0.0010345914593830052
2015-06-01,0.0014501689273314078
2015-06-02,-0.018614173173267967
2015-06-03,-0.015384697626726562
2015-06-04,-0.009417851603714333
2015-06-05,-0.016637676982563798
2015-06-08,-0.006592193107180067
2015-06-09,-0.00022138496987744727
2015-06-10,0.0017699520619958165
2015-06-11,0.013030202096568466
2015-06-12,-0.006540111682697747
2015-06-15,-0.0008779642454830316
2015-06-16,0.011421243352464527
2015-06-17,0.006514317452339213
2015-06-18,0.01402423931618868
2015-06-19,-0.008936286332650534
2015-06-22,-0.006440649276803989
2015-06-23,-0.008426857559730494
2015-06-24,-0.002397306375593544
2015-06-25,0.00021851312954557223
2015-06-26,0.009172199661442226
2015-06-29,-0.022722144808172917
2015-06-30,0.0003781987162774225
2015-07-01,0.021347633010816214
2015-07-02,0.01567564812709832
2015-07-06,0.0019296653716909251
2015-07-07,0.024176044314945022
2015-07-08,-0.009400343241205311
2015-07-09,-0.012863792269566798
2015-07-10,0.009612985846624733
2015-07-13,-0.0010571728140297276
2015-07-14,0.00021136862353676733
2015-07-15,0.00359997099169318
2015-07-16,0.021735021042717628
2015-07-17,-0.011565837942036583
2015-07-20,-0.005432490639842968
2015-07-21,-0.0016805212699158023
2015-07-22,0.010732173751138996
2015-07-23,-0.019363088771831127
2015-07-24,0.0004245066185506463
2015-07-27,0.011885048938206966
2015-07-28,0.007969936192850469
2015-07-29,0.002080353275880631
2015-07-30,0.012666027046663864
2015-07-31,0.004716548171424861
2015-08-03,0.007550620882504244
2015-08-04,-0.014786377613975943
2015-08-05,0.0006170859484144753
2015-08-06,0.011916810269171574
2015-08-07,0.01604118320761927
2015-08-10,-0.005995791582302568
2015-08-11,0.015078467167565446
2015-08-12,0.014008195757180264
2015-08-13,0.0
2015-08-14,0.007456818602838977
2015-08-17,-0.000973951836602871
2015-08-18,-0.0003901647052434454
2015-08-19,0.005071669940924561
2015-08-20,-0.0011642294021675381
2015-08-21,-0.003303173013490479
2015-08-24,-0.049317834846976494
2015-08-25,-0.034652381661459564
2015-08-26,0.013594279319250724
2015-08-27,0.009848438133981174
2015-08-28,0.00020795774090087704
2015-08-31,-0.011410964959019498
2015-09-01,-0.01867787405771959
2015-09-02,-0.0012826570877021437
2015-09-03,0.006851828494067513
2015-09-04,-0.00957068653763371
2015-09-08,0.015031384951638138
2015-09-09,-0.00846181665325485
2015-09-10,0.007894039237949624
2015-09-11,0.013547791729787706
2015-09-14,0.007310224658538589
2015-09-15,0.0008295121782289083
2015-09-16,0.003107360290545369
2015-09-17,0.015902287762418643
2015-09-18,0.0028459402907101694
2015-09-21,0.0036489854135048905
2015-09-22,-0.005251323459147472
2015-09-23,0.004669982052351251
2015-09-24,0.014349261119346757
2015-09-25,0.016337853085655274
2015-09-28,-0.0005879462599873708
2015-09-29,0.0027460138020649616
2015-09-30,0.02151802508061751
2015-10-01,-0.002680908428698725
2015-10-02,0.010368314384592292
2015-10-05,0.002470975269550646
2015-10-06,-0.01175388554569956
2015-10-07,-0.009015503158102844
2015-10-08,0.015291997705779714
2015-10-09,-0.0017158124274013753
2015-10-12,0.007830224602968894
2015-10-13,-0.0062532941318415025
2015-10-14,-0.003623382308069578
2015-10-15,0.014354437133024645
2015-10-16,0.005659987789529364
2015-10-19,0.0031896648179969844
2015-10-20,-0.0018703077674665503
2015-10-21,-0.003934907878576532
2015-10-22,0.010722333289405528
2015-10-23,-0.017122596858001993
2015-10-26,0.0007573738609152336
2015-10-27,-0.0032163285864292845
