Date,GOOG
2015-01-05,-0.020845614436418303
2015-01-06,-0.02317715411923893
2015-01-07,-0.001713145486281764
2015-01-08,0.003152888403308074
2015-01-09,-0.01295044497658826
2015-01-12,-0.007295956272965198
2015-01-13,0.007369890243024146
2015-01-14,0.00945225982566611
2015-01-15,0.001836719564159317
2015-01-16,0.012535089470241179
2015-01-20,-0.002322392100973847
2015-01-21,0.02197664641144459
2015-01-22,0.0315612535189298
2015-01-23,0.010404379208638126
2015-01-26,-0.00877860365015004
2015-01-27,-0.030978388561861192
2015-01-28,-0.016640088011530274
2015-01-29,0.0012941042881162712
2015-01-30,0.04672383396501889
2015-02-02,-0.011299828725902739
2015-02-03,0.0014381599939887746
2015-02-04,-0.012244030231857495
2015-02-05,0.009220301785041851
2015-02-06,0.006482468198307778
2015-02-09,-0.005969836895812319
2015-02-10,0.01725919594381553
2015-02-11,-0.0018063540578647785
2015-02-12,0.012985691803117705
2015-02-13,0.011198501461224142
2015-02-17,-0.011238419953022771
2015-02-18,-0.005784408558171528
2015-02-19,0.005873674398535256
2015-02-20,-0.007220914155795843
2015-02-23,-0.013062396439548096
2015-02-24,0.007858439007141227
2015-02-25,0.014512575594032295
2015-02-26,0.021346912713334776
2015-02-27,0.005256687911855185
2015-03-02,0.023173378925715582
2015-03-03,0.004025641585154283
2015-03-04,-0.0004706918996519871
2015-03-05,0.003418401559537987
2015-03-06,-0.013288066870517756
2015-03-09,0.00205224928948744
2015-03-10,-0.024329722651646568
2015-03-11,-0.006900942013215339
2015-03-12,0.007855965723890357
2015-03-13,-0.014743213742554051
2015-03-16,0.013136754347439217
2015-03-17,-0.006618490387134912
2015-03-18,0.015721488691373908
2015-03-19,-0.002698693547598441
2015-03-20,0.004247117586499538
2015-03-23,-0.002766036035720565
2015-03-24,0.020364765250127537
2015-03-25,-0.020002116318992402
2015-03-26,-0.0064693828658966
2015-03-27,-0.012302603854769667
2015-03-30,0.006729523646453295
2015-03-31,-0.007300311064127096
2015-04-01,-0.009927040019503508
2015-04-02,-0.012957114579794649
2015-04-06,0.002306100557480706
2015-04-07,0.0004750698374884621
2015-04-08,0.00854719655951075
2015-04-09,-0.0015325985168066492
2015-04-10,-0.001423807209246064
2015-04-13,-0.0015554524240267709
2015-04-14,-0.01628429285406896
2015-04-15,0.00403472062312904
2015-04-16,0.0023848460070863275
2015-04-17,-0.018265236486673997
2015-04-20,0.021620095147333318
2015-04-21,-0.0026336944565130693
2015-04-22,0.010103487877796358
2015-04-23,0.014155642509689592
2015-04-24,0.03301645659457897
2015-04-27,-0.01445025397921651
2015-04-28,-0.0030430474336340385
2015-04-29,-0.008307931277151792
2015-04-30,-0.021381182842666213
2015-05-01,0.0010421478200235423
2015-05-04,0.00535398670438636
2015-05-05,-0.0184547701911959
2015-05-06,-0.012396275088142783
2015-05-07,0.012361108274550725
2015-05-08,0.014170078688915844
2015-05-11,-0.004682247159223829
2015-05-12,-0.012432170836941259
2015-05-13,0.0010962158827920732
2015-05-14,0.01657789575739277
2015-05-15,-0.008450915235474254
2015-05-18,-0.00290349322732697
2015-05-19,0.009505986027436242
2015-05-20,0.0035542969344724007
2015-05-21,0.006008281159806339
2015-05-22,-0.004423895842126435
2015-05-26,-0.014423023637093801
2015-05-27,0.01403302424049846
2015-05-28,-1.862560389254142e-05
2015-05-29,-0.014209538818614198
2015-06-01,0.003533114547349614
2015-06-02,0.009719369989359405
2015-06-03,0.002095687201568719
2015-06-04,-0.006681293819046807
2015-06-05,-0.006279148067589557
