Date,EQR
2015-01-05,0.008854110335067222
2015-01-06,0.005670952095140347
2015-01-07,0.01476921422247024
2015-01-08,0.011246461438476185
2015-01-09,0.007457843318562585
2015-01-12,0.011558474825243525
2015-01-13,-0.010270799601020064
2015-01-14,0.012841713617323558
2015-01-15,0.005763381452093652
2015-01-16,0.010951494969754672
2015-01-20,-0.017760710584156514
2015-01-21,-0.003205663371654288
2015-01-22,0.020326654018168133
2015-01-23,0.006178529518581
2015-01-26,0.0037591412454252016
2015-01-27,0.0017479640515754014
2015-01-28,-0.007602409671428445
2015-01-29,-0.003641743760782523
2015-01-30,-0.02180485057243642
2015-02-02,-0.006571408990204586
2015-02-03,0.011543484632003276
2015-02-04,0.012181030177173202
2015-02-05,0.016848490998622845
2015-02-06,-0.02678484187408936
2015-02-09,-0.0032000828252851665
2015-02-10,-0.002183128239185539
2015-02-11,0.0034749562398337375
2015-02-12,0.024239963614947735
2015-02-13,-0.013899383580073588
2015-02-17,0.003301553077519115
2015-02-18,0.012403327461993685
2015-02-19,-0.030128583593665326
2015-02-20,0.013792422820551264
2015-02-23,0.016528669171087307
2015-02-24,-0.024640480782954
2015-02-25,-0.003590392522827335
2015-02-26,-0.011068228731183516
2015-02-27,0.0024725994415721875
2015-03-02,0.007140020251973578
2015-03-03,-0.0041247700183819624
2015-03-04,-0.005436069054129633
2015-03-05,0.006376717055011305
2015-03-06,-0.029742495510404865
2015-03-09,0.010395990148736933
2015-03-10,0.001846708970269173
2015-03-11,-0.0025018279588855385
2015-03-12,0.018082853409772115
2015-03-13,-0.0014256357629196525
2015-03-16,0.024409196154953072
2015-03-17,-0.00354877173910384
2015-03-18,0.02276789780303523
2015-03-19,-0.0016030032707128328
2015-03-20,0.0250846042112689
2015-03-23,-0.003303546200624563
2015-03-24,-0.007733666496986369
2015-03-25,-0.02499079251612546
2015-03-26,-0.003933763910221488
2015-03-27,-0.0006367499033591573
2015-03-30,0.0057361939359512615
2015-03-31,-0.013181318407425868
2015-04-01,-0.0038533812817038715
2015-04-02,0.009670140984616493
2015-04-06,0.009832810213631138
2015-04-07,-0.017450606646055578
2015-04-08,0.004375812362795495
2015-04-09,-0.027806402555325183
2015-04-10,-0.003294955405572897
2015-04-13,-0.0039676096240856
2015-04-14,0.010356367625451224
2015-04-15,-0.010381393997995536
2015-04-16,0.006108003855970434
2015-04-17,-0.005939169908858455
2015-04-20,-0.000663718410862657
2015-04-21,0.006642781743871229
2015-04-22,0.00633527212129148
2015-04-23,0.003147442944786194
2015-04-24,0.0007842455929452097
2015-04-27,0.0018291686017257724
2015-04-28,-0.0020863398982005066
2015-04-29,-0.01450421771242838
2015-04-30,-0.02068424704147953
2015-05-01,0.012320668660901424
2015-05-04,0.0057506307740771145
2015-05-05,-0.028855954181120747
2015-05-06,-0.007804888984281222
2015-05-07,0.02373706585859736
2015-05-08,0.008897064839342939
2015-05-11,-0.019641563008890972
2015-05-12,0.005996770587504585
2015-05-13,-0.005554836409976782
2015-05-14,0.020981038937254226
2015-05-15,0.0032028038507718737
2015-05-18,-0.005054653907920925
2015-05-19,-0.002406491636657071
2015-05-20,0.0029480294748096547
2015-05-21,-0.004008278209218119
2015-05-22,0.0010732158140998038
2015-05-26,-0.008978900051962002
2015-05-27,0.015280585255192936
2015-05-28,-0.0025309067814894837
2015-05-29,-0.007611131624781775
2015-06-01,0.009418891426105969
