Date,NEE
2015-01-05,-0.01059125058852528
2015-01-06,0.003884278989723322
2015-01-07,0.009153375805133201
2015-01-08,0.0060781719195759365
2015-01-09,-0.008829712696995062
2015-01-12,-0.0025320910073073355
2015-01-13,0.0039482631256735345
2015-01-14,0.006180562313880422
2015-01-15,-0.003815676785740796
2015-01-16,0.011023746519213118
2015-01-20,0.006560743801997004
2015-01-21,0.00881328681690019
2015-01-22,-0.003094169631381094
2015-01-23,-0.0006388508508095025
2015-01-26,0.0024662237456731795
2015-01-27,0.013393972247223829
2015-01-28,-0.011688540369215294
2015-01-29,0.01582988385637507
2015-01-30,-0.021673357086955614
2015-02-02,0.007598237193573221
2015-02-03,0.0015445549525909819
2015-02-04,-0.00725711365887538
2015-02-05,0.002467308550524683
2015-02-06,-0.03563968907879833
2015-02-09,-0.012098346727414389
2015-02-10,0.03166861095236029
2015-02-11,-0.025688199640269582
2015-02-12,0.002665090770332723
2015-02-13,-0.016327947015889355
2015-02-17,-0.001930380682511057
2015-02-18,0.029684752348567267
2015-02-19,-0.009954119529916539
2015-02-20,0.0016125314778394628
2015-02-23,0.0036930856308334814
2015-02-24,0.0008493326725838024
2015-02-25,-0.014528526753644577
2015-02-26,-0.00289090529469338
2015-02-27,-0.00019345228375511336
2015-03-02,-0.01855752745123318
2015-03-03,0.00393924621610342
2015-03-04,-0.005395234860863574
2015-03-05,0.00729841639226203
2015-03-06,-0.033584567305338764
2015-03-09,0.002330327439202806
2015-03-10,-0.009501686664673992
2015-03-11,-0.00010214531535412963
2015-03-12,0.025923923689756156
2015-03-13,0.000895081816133958
2015-03-16,0.02345680646712034
2015-03-17,0.003010562452374854
2015-03-18,0.03505062308518925
2015-03-19,-0.0132831361289234
2015-03-20,0.0048345956711874916
2015-03-23,-0.0023587309854744554
2015-03-24,-0.008511207102624097
2015-03-25,-0.0135448935854523
2015-03-26,-0.006768127550385916
2015-03-27,0.007982967913789052
2015-03-30,0.011589559096220503
2015-03-31,-0.006587835962315158
2015-04-01,0.006823724804963849
2015-04-02,-9.53545267070588e-05
2015-04-06,0.007541791564542155
2015-04-07,-0.011844032212949829
2015-04-08,-0.0023968939593869143
2015-04-09,-0.0002887119548913297
2015-04-10,0.00855673241936894
2015-04-13,-0.010962414403218101
2015-04-14,0.005879285530000278
2015-04-15,-0.0017249604762037407
2015-04-16,-0.004031480947901289
2015-04-17,-0.005878625405390636
2015-04-20,0.01308737113397096
2015-04-21,-0.010525941331935296
2015-04-22,-0.001063656961257542
2015-04-23,0.0095841643230552
2015-04-24,0.007384103488969673
2015-04-27,-0.0117086251122408
2015-04-28,0.002696781363486833
2015-04-29,-0.013448691767148468
2015-04-30,-0.017234105544705614
2015-05-01,0.009411980667879183
2015-05-04,0.008637675582817472
2015-05-05,-0.02539890364068942
2015-05-06,-0.0011983149750168787
2015-05-07,0.005698278602360718
2015-05-08,0.006063775560866125
2015-05-11,-0.011856271653045702
2015-05-12,-0.0010001259226417591
2015-05-13,0.0029027017401088706
2015-05-14,0.008782198559307508
2015-05-15,0.010486677701755376
2015-05-18,0.0015665595110636588
2015-05-19,0.0020527354908415063
2015-05-20,9.75444493862554e-05
2015-05-21,-0.003511257674210677
2015-05-22,0.0006851502869662518
2015-05-26,-0.011738558352347161
2015-05-27,0.005685461151611504
2015-05-28,0.014281555244422428
2015-05-29,0.0006843089453791862
2015-06-01,0.011628188282097884
2015-06-02,-0.01265355572442628
2015-06-03,-0.019565467863045027
2015-06-04,0.0014964130966264033
2015-06-05,-0.015940838288044823
2015-06-08,-0.0065809512833638895
2015-06-09,0.0007132519190697906
2015-06-10,0.00947170382978868
2015-06-11,0.005548336325073455
2015-06-12,-0.004313905879064994
2015-06-15,-0.0012090319176871756
2015-06-16,0.004136025295812029
2015-06-17,0.011755599910409309
2015-06-18,0.015491492863424439
