Date,AON
2015-01-05,-0.009646791336813898
2015-01-06,-0.005994597295797988
2015-01-07,0.011414682441391433
2015-01-08,0.014693530589080517
2015-01-09,-0.005456408276087399
2015-01-12,-0.014137965120082807
2015-01-13,0.004173924365327375
2015-01-14,-0.0014922581532077484
2015-01-15,-0.0014941286096267214
2015-01-16,0.021485865053060715
2015-01-20,-0.009313490767931198
2015-01-21,-0.0012676529393368385
2015-01-22,0.012163136335162195
2015-01-23,-0.013375306195178904
2015-01-26,-0.002647846971327583
2015-01-27,-0.008813861329977413
2015-01-28,-0.024105457585863577
2015-01-29,0.003742832811840735
2015-01-30,-0.012392851018281026
2015-02-02,0.019988943394377845
2015-02-03,0.010016001012824294
2015-02-04,0.0037731060859584886
2015-02-05,0.0064432239723661855
2015-02-06,0.028809334026992595
2015-02-09,0.002281338139886735
2015-02-10,0.01603900085733656
2015-02-11,0.01924839000614398
2015-02-12,0.006594481016551912
2015-02-13,-0.0017865076635924515
2015-02-17,0.0014916714800150555
2015-02-18,-0.0014894497103611348
2015-02-19,-0.002784403297569016
2015-02-20,0.0005982340532921793
2015-02-23,0.0016945692392769107
2015-02-24,0.0007958199390512011
2015-02-25,-0.001392245672724557
2015-02-26,-0.0022892666442332343
2015-02-27,0.0013967988566052636
2015-03-02,-0.0011955144098415582
2015-03-03,-0.003192441072023877
2015-03-04,-0.0029022184304071663
2015-03-05,0.006022296944922623
2015-03-06,-0.014367040682347065
2015-03-09,0.0014171028029752453
2015-03-10,-0.029414697275984114
2015-03-11,0.004269996653865515
2015-03-12,0.01918486770393768
2015-03-13,-0.014245248798141597
2015-03-16,0.019302257107584042
2015-03-17,-0.0025313474509421896
2015-03-18,0.010456461068312217
2015-03-19,-0.00622917943835577
2015-03-20,0.003943316010979192
2015-03-23,-0.0021151596908336456
2015-03-24,-0.0091836219882232
2015-03-25,-0.02271337012292829
2015-03-26,0.0008339041266827163
2015-03-27,-0.0016660686423430882
2015-03-30,0.023260471125151394
2015-03-31,-0.02018300110820226
2015-04-01,0.001144316481347829
2015-04-02,0.004156251735336847
2015-04-06,0.01241862458926457
2015-04-07,-0.005212936657627898
2015-04-08,0.01356343127020021
2015-04-09,-0.0022300797303972386
2015-04-10,-0.0017272851291617597
2015-04-13,0.003765673738244102
2015-04-14,-0.0004056209642907538
2015-04-15,-0.001014421282971023
2015-04-16,-0.008733035426643165
2015-04-17,-0.014853419152514591
2015-04-20,0.012790274858504702
2015-04-21,-0.00308021861641794
2015-04-22,0.0010295369281692057
2015-04-23,0.002160772093304786
2015-04-24,0.004414265970543729
2015-04-27,0.0008177093763666043
2015-04-28,0.0014298651324160527
2015-04-29,0.0012271536666805805
2015-04-30,-0.01685700378049837
2015-05-01,0.022757853369189007
2015-05-04,0.0038607787669848737
2015-05-05,-0.011234613798228321
2015-05-06,-0.0031734049288697497
2015-05-07,0.00544258495646921
2015-05-08,0.020222665856205246
2015-05-11,0.0030034731510446555
2015-05-12,-0.010779690780319484
2015-05-13,-0.004843191071726594
2015-05-14,0.013687570967416018
2015-05-15,-0.004300793117390511
2015-05-18,0.015067897929119
2015-05-19,0.0037606269397065795
2015-05-20,0.0076897050610176265
2015-05-21,0.0014676907256272465
2015-05-22,0.00517787498943334
2015-05-26,-0.007192096289732164
2015-05-27,0.008027550958991325
2015-05-28,-0.0006800674665974338
2015-05-29,-0.016326377109175727
2015-06-01,-0.003062899164976818
2015-06-02,0.0028737530883300444
2015-06-03,0.007015884672076034
2015-06-04,-0.010793872639009883
2015-06-05,0.0015872837821275798
2015-06-08,-0.004951996527662539
2015-06-09,0.0013935628152921264
2015-06-10,0.017692059653567016
2015-06-11,0.007813294438250074
2015-06-12,-0.009303069365119043
2015-06-15,0.0032276476469357274
2015-06-16,0.007800589777184674
2015-06-17,0.003482973641625753
2015-06-18,0.0077128616231672
2015-06-19,-0.01463839618372842
2015-06-22,0.00679659131011312
2015-06-23,0.003086474855049204
2015-06-24,-0.004519026815861471
2015-06-25,-0.004732406699457625
2015-06-26,-0.00291112887813183
2015-06-29,-0.02627730680716711
2015-06-30,-0.003698334334648057
2015-07-01,0.0003012574156802117
2015-07-02,-0.002005929749446911
2015-07-06,0.0018090327731148381
2015-07-07,0.004914748952216996
2015-07-08,-0.009183087493348507
2015-07-09,0.008966172443777065
2015-07-10,0.016275611223033115
2015-07-13,0.002456293513495522
2015-07-14,0.00029399029971566293
2015-07-15,-0.001959496087368451
2015-07-16,0.009129977846087156
2015-07-17,-0.0036968874955140008
2015-07-20,-0.0008786166049867816
2015-07-21,-0.0018569341258697358
2015-07-22,-0.0020560810057695944
2015-07-23,-0.0034339715558044936
2015-07-24,-0.0028556558223438167
2015-07-27,-0.0024680067229425617
2015-07-28,0.0012863463311936219
2015-07-29,0.007117940435916514
2015-07-30,0.0035437651127168124
2015-07-31,-0.011477426602540142
2015-08-03,-0.012206090281772108
2015-08-04,0.006630781849802592
2015-08-05,0.011276985026838382
2015-08-06,-0.004045964877606001
2015-08-07,0.003963673498436737
2015-08-10,0.0143110953872998
2015-08-11,-0.01410917760081809
2015-08-12,-0.0008881736972655707
2015-08-13,-9.88378630858433e-05
2015-08-14,0.0007902860005266632
2015-08-17,0.012438371040694118
2015-08-18,-0.0012676597577432336
2015-08-19,-0.013570176530032674
2015-08-20,-0.017022989541341627
2015-08-21,-0.028091186768026355
2015-08-24,-0.04972521865403645
2015-08-25,-0.02550974791889926
2015-08-26,0.036133723534868656
2015-08-27,0.01911057532989613
2015-08-28,-0.009005325491325822
2015-08-31,-0.001069098456432216
2015-09-01,-0.03381829131747549
2015-09-02,0.00852896374885126
2015-09-03,0.004392975568590973
2015-09-04,-0.012684292613537207
2015-09-08,0.026581010310748887
2015-09-09,-0.012407016307067087
2015-09-10,0.0015292018152257558
2015-09-11,-0.003926528559043407
2015-09-14,-0.005694294584425275
2015-09-15,0.014206750082666364
2015-09-16,-0.0011942170799705831
2015-09-17,0.0019571785140206632
2015-09-18,-0.030924729615913527
2015-09-21,0.012204580530724485
2015-09-22,-0.009623785547812291
2015-09-23,-0.0049143885932303455
2015-09-24,-0.0015713489152049398
2015-09-25,0.012028818161315513
2015-09-28,-0.0178847587061014
2015-09-29,-0.00011326444764070409
2015-09-30,0.002375705113264459
2015-10-01,-0.0005641014862400873
2015-10-02,0.01377571151797552
2015-10-05,0.019381048147221636
2015-10-06,-0.013439765392704528
2015-10-07,0.009635322553954717
2015-10-08,0.00844690822398797
2015-10-09,-0.006961914515589918
2015-10-12,-0.0001096912041651521
2015-10-13,-0.005477384755330661
2015-10-14,-0.008041402731521208
2015-10-15,0.013325927309548957
2015-10-16,0.004054678531199674
2015-10-19,-0.010805456747453368
2015-10-20,0.010261563668600093
2015-10-21,-0.0026212679632382496
2015-10-22,0.011936133323114717
2015-10-23,0.000865719018099842
2015-10-26,0.0024865522824322195
2015-10-27,0.000647096034942507
2015-10-28,0.02166414875888578
2015-10-29,0.003598402080748908
2015-10-30,-0.01602856600806224
2015-11-02,0.014896289498257831
2015-11-03,-0.0008445726165416945
2015-11-04,-0.0016910129773961557
2015-11-05,0.0035991919026687746
2015-11-06,-0.012974538058548424
2015-11-09,-0.012183548836960156
2015-11-10,0.005951008437875993
2015-11-11,0.009786549359397378
2015-11-12,-0.011608848975277697
2015-11-13,0.003232416496654844
2015-11-16,0.013641306291805266
2015-11-17,-0.0074178578372715576
2015-11-18,0.014305681566088913
2015-11-19,-0.012524994039284754
2015-11-20,0.011085088554436018
2015-11-23,-0.0014759258303608247
2015-11-24,0.000316856585787173
2015-11-25,-0.002532995366309021
2015-11-27,0.0014812153876564427
2015-11-30,0.0009506570466881747
2015-12-01,0.010133054335726976
2015-12-02,-0.012225645033592136
2015-12-03,-0.008991890837904526
2015-12-04,0.03170372002934463
2015-12-07,0.0009312433834860467
2015-12-08,-0.016952637176817498
2015-12-09,-0.009148272468139096
2015-12-10,-0.004244809175749875
2015-12-11,-0.005648736500691864
2015-12-14,0.008360176360450389
2015-12-15,0.027742548302236214
2015-12-16,0.002378505214862381
2015-12-17,-0.03765981101805149
2015-12-18,-0.02444520632864533
2015-12-21,-0.0020878635644887567
2015-12-22,0.002973354965623898
2015-12-23,0.007576403030488121
2015-12-24,0.0031605424937137805
2015-12-28,-0.0005432916236949303
2015-12-29,0.020000054295350456
2015-12-30,-0.003196860380401012
2015-12-31,-0.014218492032058716
2016-01-04,-0.016267487524259883
2016-01-05,0.006063665922368289
2016-01-06,-0.015121713275399351
2016-01-07,-0.014574807433772374
2016-01-08,-0.017500767952703944
2016-01-11,-0.007009429618260343
2016-01-12,0.008563837858799772
2016-01-13,-0.014228450577186247
2016-01-14,0.017227167389302522
2016-01-15,-0.014875959994421262
2016-01-19,-0.001277659411510812
2016-01-20,-0.012095582582237197
2016-01-21,-0.0037673530828351565
2016-01-22,0.021153424803897813
2016-01-25,-0.0077540471470654015
2016-01-26,0.0033826454954117846
