Date,TSCO
2015-01-05,-0.020494349155356972
2015-01-06,-0.015300172358570618
2015-01-07,0.03240386754553937
2015-01-08,0.04090548164638452
2015-01-09,-0.012357604258858679
2015-01-12,-0.0082582730195635
2015-01-13,-0.008705761527328049
2015-01-14,-0.015400417425467383
2015-01-15,-0.027921525989448526
2015-01-16,0.017553379580093065
2015-01-20,-0.010846916469382406
2015-01-21,0.018496419478710724
2015-01-22,0.034245908838582695
2015-01-23,-0.0001254267277044363
2015-01-26,0.025840520213579632
2015-01-27,-0.014918275357500121
2015-01-28,-0.008689138432216525
2015-01-29,0.0429502964458206
2015-01-30,-0.02545332970669567
2015-02-02,0.002340898750519571
2015-02-03,0.021509107944924555
2015-02-04,0.0030082778249163056
2015-02-05,0.0016793751062016415
2015-02-06,-0.006826267881522852
2015-02-09,-0.00602894380462482
2015-02-10,0.009947429620884574
2015-02-11,-0.00972966295944866
2015-02-12,0.010067732028435472
2015-02-13,0.011889096359327223
2015-02-17,0.0036792555346165656
2015-02-18,0.0036658338936621515
2015-02-19,0.010032987332461385
2015-02-20,0.029799979183726233
2015-02-23,0.0029505753162746284
2015-02-24,0.0076943027795308705
2015-02-25,0.01032990067434314
2015-02-26,-0.012225201211094605
2015-02-27,-0.008550684856680202
2015-03-02,0.013504382089251754
2015-03-03,-0.03056773924428735
2015-03-04,-0.016747449763411804
2015-03-05,0.0025841690835879394
2015-03-06,-0.00785012140146224
2015-03-09,0.008266701031352852
2015-03-10,-0.01546045713365829
2015-03-11,0.007970260921082994
2015-03-12,0.02974175431610293
2015-03-13,-0.011346587629488702
2015-03-16,0.023881125202722897
2015-03-17,-0.006793282846499604
2015-03-18,0.005471835655011192
2015-03-19,-0.0021540888950468684
2015-03-20,0.010680471614039844
2015-03-23,-0.00854401677388461
2015-03-24,-0.006803232812877202
2015-03-25,-0.019180762228060977
2015-03-26,-0.007915265322279263
2015-03-27,0.011029301316319184
2015-03-30,0.004757879160057099
2015-03-31,-0.01755624091030128
2015-04-01,-0.004114657363279428
2015-04-02,0.010743055915393374
2015-04-06,0.007240918881564751
2015-04-07,-0.00997202445232015
2015-04-08,0.002225365387561462
2015-04-09,0.005024986329200454
2015-04-10,0.014883909885065938
2015-04-13,0.0025203849435255776
2015-04-14,-0.0019429214952040308
2015-04-15,-0.010076595733878757
2015-04-16,0.0002309819122507939
2015-04-17,0.006129701868842208
2015-04-20,0.01758595946556807
2015-04-21,0.02586702855641132
2015-04-22,0.00011026950183579132
2015-04-23,0.0047342929200202555
2015-04-24,-0.0030686506275369174
2015-04-27,-0.0036271340548371667
2015-04-28,-0.011582954930068001
2015-04-29,-0.012834607699440892
2015-04-30,-0.027020967768716986
2015-05-01,0.01278192641619591
2015-05-04,0.0019501822851342165
2015-05-05,-0.016489072915242042
2015-05-06,-0.014437092758998515
2015-05-07,0.012285973926661642
2015-05-08,0.014354240282342667
2015-05-11,0.002300899445988547
2015-05-12,-0.0034436170371127117
2015-05-13,-0.00449238850546041
2015-05-14,0.016583636907983035
2015-05-15,0.009354259682938348
2015-05-18,0.018648623178751267
2015-05-19,-0.0006657527392363027
2015-05-20,-0.0017764824370849475
2015-05-21,0.007562841024624234
2015-05-22,-0.0007727881875532194
2015-05-26,-0.024193153803484302
2015-05-27,0.007585067689076519
2015-05-28,-0.0070786006293001025
2015-05-29,-0.013918622784161339
2015-06-01,0.006999926965118863
2015-06-02,0.00945890742032618
2015-06-03,0.01885297154104859
2015-06-04,-0.022825385984085567
2015-06-05,-0.0023811421168414837
2015-06-08,-0.004432639992518639
2015-06-09,-0.0033113479525036515
2015-06-10,0.01878592086430353
2015-06-11,0.013154946606579676
2015-06-12,0.0008878469891531182
2015-06-15,0.0013303132400590556
2015-06-16,0.009079896736004178
2015-06-17,0.006584109551272865
2015-06-18,0.013299931101869777
2015-06-19,-0.005486976120428699
