Date,APO
2015-01-05,-0.030547364235553265
2015-01-06,-0.03150997870088079
2015-01-07,0.029371987249863674
2015-01-08,0.045653972249304564
2015-01-09,0.002099021338331619
2015-01-12,-0.018014052854861573
2015-01-13,0.022184382087228505
2015-01-14,0.00584295715473182
2015-01-15,-0.02406669590090993
2015-01-16,0.01828239316452618
2015-01-20,-0.0012526568178494735
2015-01-21,0.012959755219515312
2015-01-22,0.023112192993051783
2015-01-23,-0.00685747506537937
2015-01-26,0.02193355952512288
2015-01-27,0.003974266949557936
2015-01-28,-0.0019794251919472705
2015-01-29,-0.006346609598320896
2015-01-30,-0.007185834090698728
2015-02-02,-0.0012060615011841858
2015-02-03,0.03421867733326689
2015-02-04,-0.020630070536937217
2015-02-05,-0.024245037935031966
2015-02-06,-0.010183420591395431
2015-02-09,-0.015226121470814813
2015-02-10,-0.0071044519463726585
2015-02-11,0.011363662299376909
2015-02-12,0.007337264329087434
2015-02-13,0.015424081526610234
2015-02-17,-0.0008438197052406116
2015-02-18,-0.014780549856535319
2015-02-19,0.006429610207641545
2015-02-20,0.0008517259928577658
2015-02-23,-0.020851033893785176
2015-02-24,0.004780311777596413
2015-02-25,0.01773419074763094
2015-02-26,-0.01827488920343534
2015-02-27,0.009523906532619808
2015-03-02,-0.005574994049967641
2015-03-03,0.00043152027836934614
2015-03-04,-0.01551729075222763
2015-03-05,-0.006129415010926009
2015-03-06,-0.01850232679770447
2015-03-09,-0.019748785230657817
2015-03-10,-0.010073011748901295
2015-03-11,0.018038730258902236
2015-03-12,0.012267155358278492
2015-03-13,0.01122096501790093
2015-03-16,0.009764514725099316
2015-03-17,-0.02021971131346767
2015-03-18,-0.009869859485556298
2015-03-19,0.005437541094777343
2015-03-20,0.0022532390658094315
2015-03-23,-0.006745004224314455
2015-03-24,-0.003621420950676968
2015-03-25,-0.01135805536587342
2015-03-26,-0.022518550431922857
2015-03-27,-0.009403159345277579
2015-03-30,0.020407972600572144
2015-03-31,0.0046513930145273275
2015-04-01,-0.005092644145153757
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,-0.0037228882450821565
2015-04-08,-0.018682778562118973
2015-04-09,0.0014283720182257653
2015-04-10,0.009981053591634925
2015-04-13,0.005646640334398212
2015-04-14,0.014974023082373611
2015-04-15,0.011065470380691167
2015-04-16,0.00684014098236041
2015-04-17,-0.000906287175743925
2015-04-20,0.0022665880672605443
2015-04-21,-0.008593389669221962
2015-04-22,-0.007755604719536402
2015-04-23,0.0
2015-04-24,0.012413870149594608
2015-04-27,0.011353317515056416
2015-04-28,0.0040414970768634095
2015-04-29,0.0089443651778649
2015-04-30,0.013297915852056308
2015-05-01,0.000874893463809201
2015-05-04,0.011800636551202448
2015-05-05,-0.01814234253122149
2015-05-06,-0.006159347508077895
2015-05-07,-0.01726422876389777
2015-05-08,-0.011261123182043198
2015-05-11,-0.012301175405636355
2015-05-12,-0.004150986733625683
2015-05-13,0.0027790731906658372
2015-05-14,0.00046185970773415796
2015-05-15,0.00969549933720848
2015-05-18,0.008356137171105171
2015-05-19,-0.007366303348097181
2015-05-20,0.011131558059834568
2015-05-21,-0.005504644270024284
2015-05-22,0.0032288741949122457
2015-05-26,0.002298816315035701
2015-05-27,0.007798327109521885
2015-05-28,0.012289783555967437
2015-05-29,-0.0017988060128829586
2015-06-01,0.0036036174951443734
2015-06-02,0.005385983105586689
2015-06-03,0.021874873002723838
2015-06-04,-0.006989715067372004
2015-06-05,-0.013638489371391449
2015-06-08,-0.00981265454512048
2015-06-09,-0.034234195632961706
2015-06-10,0.0023319836477850853
2015-06-11,0.0023266991172978813
2015-06-12,-0.006035473649317558
2015-06-15,-0.005137639005108663
2015-06-16,-0.00046940541246276446
2015-06-17,0.0009394651487244499
2015-06-18,0.015016054715750737
2015-06-19,0.0018496762366322361
2015-06-22,0.02814943798211078
2015-06-23,0.01660636767667767
2015-06-24,-0.003089927482399224
2015-06-25,0.002214181102814905
2015-06-26,-0.009721529011881835
2015-06-29,-0.01160212570121899
2015-06-30,0.0
2015-07-01,-0.005417457708400963
2015-07-02,0.005446966418612975
2015-07-06,-0.008126357518564609
2015-07-07,-0.005917277659303721
2015-07-08,-0.026556588630418654
2015-07-09,0.01034777270893028
2015-07-10,0.017225705446310746
2015-07-13,0.006864676374739309
2015-07-14,0.016363874955454882
2015-07-15,-0.0031306107891760915
2015-07-16,-0.008524009111121944
2015-07-17,0.0027148226534270403
2015-07-20,-0.016696911078285637
2015-07-21,0.0027539329809576074
2015-07-22,-0.02929072774775432
2015-07-23,-0.024045399242579424
2015-07-24,-0.01642487559218475
2015-07-27,-0.008840953450247602
2015-07-28,0.008919813102673313
2015-07-29,0.0034381361649222786
2015-07-30,0.0117471775657505
2015-07-31,-0.004837930323427053
2015-08-03,-0.010695248200050078
2015-08-04,0.009336395919099516
2015-08-05,-0.015579276213253501
2015-08-06,-0.003956195618977643
2015-08-07,0.05163888167736963
2015-08-10,0.03399409765297068
2015-08-11,-0.04474859562811029
2015-08-12,-0.004302326515898236
2015-08-13,0.008161109060930372
2015-08-14,0.006316677928116299
2015-08-17,-0.009174321790053508
2015-08-18,-0.024853470254778243
2015-08-19,-0.026486729521822405
2015-08-20,-0.032341110229477055
2015-08-21,-0.0005302019421313808
2015-08-24,-0.04033996622493086
2015-08-25,-0.02046460817265794
2015-08-26,0.01750432656750478
2015-08-27,0.042730184791667236
2015-08-28,0.013837485189809762
2015-08-31,-0.02467204252312427
2015-09-01,-0.014531786780631828
2015-09-02,0.03222247515797938
2015-09-03,0.005820091816159945
2015-09-04,-0.01052049072354344
2015-09-08,0.03774608705862992
2015-09-09,-0.018955070782758154
2015-09-10,-0.005744187174958393
2015-09-11,-0.007878264926245881
2015-09-14,-0.01164602972116191
2015-09-15,0.016603703259648217
2015-09-16,0.015279381898675837
2015-09-17,-0.017643666765727817
2015-09-18,-0.014263417841085313
2015-09-21,0.002143913718430701
2015-09-22,-0.02673813685883486
2015-09-23,-0.013186807450786042
2015-09-24,-0.011692851802550197
2015-09-25,-0.0033799463818090514
2015-09-28,-0.02035055273919406
2015-09-29,-0.0351991590876114
2015-09-30,0.027511831952975907
2015-10-01,0.024447369996741797
2015-10-02,0.01704527532391875
2015-10-05,0.021228902680227923
2015-10-06,0.006564711872210527
2015-10-07,0.010869425794054477
2015-10-08,0.003225805421868566
2015-10-09,-0.0021435159755419653
2015-10-12,-0.0021481205061643083
2015-10-13,-0.003767583126462082
2015-10-14,-0.005942717670829989
2015-10-15,0.010325934336196108
2015-10-16,-0.0010757936683158942
2015-10-19,0.000538675958633883
2015-10-20,0.0005379864877033125
2015-10-21,-0.02851016909675097
2015-10-22,0.029900576342584362
2015-10-23,-0.0005376475378424672
2015-10-26,-0.01129635253007144
2015-10-27,0.003808418853227913
2015-10-28,-0.012465946833897346
2015-10-29,0.009330143852515294
2015-10-30,-0.0065249612984510375
2015-11-02,0.029009032270435053
2015-11-03,0.008510688695446245
2015-11-04,0.0005276739131796493
2015-11-05,-0.02266760460665207
2015-11-06,-0.0032362449182724573
2015-11-09,-0.01839807506575275
2015-11-10,-0.008269300858827044
2015-11-11,0.013340989273048276
2015-11-12,-0.01700502383592295
2015-11-13,-0.008928706033012435
2015-11-16,-0.005630434199367262
2015-11-17,-0.05775753444933884
2015-11-18,0.03314904411621056
2015-11-19,0.010100761537532366
2015-11-20,-0.02529369753950983
2015-11-23,-0.005432007732849797
2015-11-24,-0.006067715254299499
2015-11-25,-0.005494396794046619
2015-11-27,0.0030695544444936385
2015-11-30,-0.0006121211549889871
2015-12-01,-0.012247429905772766
2015-12-02,-0.004959823841298561
2015-12-03,-0.02367609702074358
2015-12-04,0.011486969459456153
2015-12-07,-0.009463565931272622
2015-12-08,-0.014012850512162833
2015-12-09,-0.013566060844555028
2015-12-10,0.011788063613728417
2015-12-11,-0.02394807846431768
2015-12-14,-0.038461753425174994
2015-12-15,0.06896561054737615
2015-12-16,0.0038709220152044477
2015-12-17,-0.004498521630147967
2015-12-18,-0.047127412538459534
2015-12-21,0.015582424036987286
2015-12-22,0.0006674430397710651
2015-12-23,0.05933355240442806
2015-12-24,-0.018250572596660075
2015-12-28,-0.020512948535611808
2015-12-29,0.006544710746190896
2015-12-30,-0.008452670543885876
2015-12-31,-0.0045899665460056305
2016-01-04,0.019103710300440113
2016-01-05,-0.015513810369436554
2016-01-06,-0.0249508427341516
2016-01-07,-0.019528342238349206
2016-01-08,-0.038461876261529415
2016-01-11,0.0014288662113726147
2016-01-12,0.007132271653189859
2016-01-13,-0.013455781178763782
2016-01-14,-0.038765317451632586
2016-01-15,-0.0007469799836929969
2016-01-19,-0.013452758463322612
2016-01-20,-0.015151226588939082
2016-01-21,0.011538601694735195
2016-01-22,0.04942910946646273
2016-01-25,-0.0405797623376245
2016-01-26,0.0370093462867509
2016-01-27,-0.009468469410521041
2016-01-28,-0.012500120205792276
2016-01-29,0.011169056959983159
2016-02-01,0.0
2016-02-02,-0.047127900932094846
2016-02-03,-0.016228611034965867
2016-02-04,0.05263100217973116
2016-02-05,0.01492563534315483
2016-02-08,-0.04852926877480912
2016-02-09,0.01777407539130449
2016-02-10,-0.016704547623695
2016-02-11,-0.02702699063371783
2016-02-12,0.06349177791371297
2016-02-16,0.05373137630247138
2016-02-17,0.05924868192067545
2016-02-18,0.06412020328983337
2016-02-19,-0.044230909346891556
2016-02-22,0.006036482363374063
2016-02-23,-0.020000271573809125
2016-02-24,-0.008162719537080254
2016-02-25,0.013031322926484679
2016-02-26,0.02031142761782867
2016-02-29,0.03185111120583595
2016-03-01,0.012861822041229987
2016-03-02,0.008889137281436366
2016-03-03,0.04279423022106377
2016-03-04,0.016897788493979604
2016-03-07,0.01364980974306551
2016-03-08,-0.016393650419842087
2016-03-09,0.0005953396318492121
2016-03-10,-0.0005949854134521537
2016-03-11,0.006547803347670467
2016-03-14,0.004139509688996457
2016-03-15,-0.007655944926922564
2016-03-16,0.005341057163301466
2016-03-17,0.018890142635648477
2016-03-18,-0.006373131329219017
2016-03-21,-0.004081415362393259
2016-03-22,0.02283377779971918
2016-03-23,-0.023468968871238394
2016-03-24,-0.019343535248203092
2016-03-28,-0.007172519409698985
2016-03-29,0.015051078946926033
2016-03-30,0.010676370640551047
2016-03-31,0.004694631616359635
2016-04-01,0.013434539006903279
2016-04-04,-0.006916455943940636
2016-04-05,-0.02263474671575494
2016-04-06,-0.03147279865110775
2016-04-07,-0.01900692616172428
2016-04-08,-0.010624942803903137
2016-04-11,0.017056161316819418
2016-04-12,0.018012663697200892
2016-04-13,0.025014995092594194
2016-04-14,0.009524077596611669
2016-04-15,-0.002358388361275332
2016-04-18,0.024822542793699442
2016-04-19,0.006343726841154362
2016-04-20,-0.005730737375444828
2016-04-21,-0.0011526879277017343
2016-04-22,-0.000576885791489512
2016-04-25,-0.012124719388120098
2016-04-26,0.01052012316737172
2016-04-27,0.02486957090514519
2016-04-28,-0.01749420578734817
2016-04-29,-0.028719112371299205
2016-05-02,0.024246180924327287
2016-05-03,-0.019053236199833012
2016-05-04,-0.013537585177358147
2016-05-05,-0.007159681019540898
2016-05-06,0.02584121127644501
2016-05-09,-0.0005858395056752563
2016-05-10,0.008792493251924993
2016-05-11,-0.018012874828206238
2016-05-12,0.011834484097807074
2016-05-13,-0.027485316403863758
2016-05-16,-0.01383047051041586
2016-05-17,0.0042681514988816005
2016-05-18,0.025277555762379222
2016-05-19,-0.03908607215538573
2016-05-20,0.0012513862596454928
2016-05-23,0.011250416651251482
2016-05-24,0.007416372909371471
2016-05-25,0.020858936885853607
2016-05-26,-0.01502383693670617
2016-05-27,0.010982194383154509
2016-05-31,-0.009052568489381851
2016-06-01,0.006699132501680305
2016-06-02,0.0066545527709285235
2016-06-03,-0.024038240256292753
2016-06-06,0.009236430863801326
2016-06-07,-0.006711564480649024
2016-06-08,0.004299572343292368
2016-06-09,-0.006727471720639588
2016-06-10,-0.008621187051739199
2016-06-13,-0.018012213584031378
2016-06-14,-0.020240133660155202
2016-06-15,-0.003228062473382143
2016-06-16,0.00582909368413409
2016-06-17,-0.009658432268766948
2016-06-20,0.0006500109900833273
2016-06-21,-0.001949495408901436
2016-06-22,-0.004557373001035203
2016-06-23,0.026160926010599272
2016-06-24,-0.04333979263192955
2016-06-27,-0.03530981432811886
2016-06-28,0.03867395447345601
2016-06-29,0.007314188525930243
2016-06-30,0.0
2016-07-01,-0.009241180468239296
2016-07-05,-0.02864732248533286
2016-07-06,0.010973622935921634
2016-07-07,0.01696061739407062
2016-07-08,0.030687438753884466
2016-07-11,-0.0012944954436628908
2016-07-12,0.010369295764609543
2016-07-13,0.007697405151187997
2016-07-14,0.002545964462393302
2016-07-15,0.010158619383215495
2016-07-18,0.006914052946405125
2016-07-19,-0.0018727426371960565
2016-07-20,0.01626004064286435
2016-07-21,0.012923310229193019
2016-07-22,0.005467788613950919
2016-07-25,-0.003625539167154912
2016-07-26,0.012735049969185175
2016-07-27,0.01736531699124466
2016-07-28,0.001177243071591283
2016-07-29,0.00823026942084315
2016-08-01,0.0
2016-08-02,-0.011078612756476591
2016-08-03,0.038325306575820894
2016-08-04,0.028392981660152694
2016-08-05,0.017117889927265484
2016-08-08,-0.0010858500014621075
2016-08-09,0.013586850248932913
2016-08-10,-0.008042652866024347
2016-08-11,0.010270170307402182
2016-08-12,0.0
2016-08-15,0.010165766157657963
2016-08-16,-0.017478775899487542
2016-08-17,0.0037736522486895296
2016-08-18,0.02136967965293346
2016-08-19,-0.020386130766327004
2016-08-22,0.0021903397816256387
2016-08-23,0.0016395213676445586
2016-08-24,0.006001238335290315
2016-08-25,0.001626700494004485
2016-08-26,-0.0005413776912195356
2016-08-29,0.010834163565259791
2016-08-30,0.0032155601192151995
2016-08-31,-0.005341844248316963
2016-09-01,0.0075188935912380295
2016-09-02,0.007462342013810019
2016-09-06,-0.020634676425883347
2016-09-07,0.004321958741293042
2016-09-08,-0.0037651070204491877
2016-09-09,-0.008639766935711446
2016-09-12,0.016339835265741565
2016-09-13,-0.011253981505611299
2016-09-14,-0.02113840573300574
2016-09-15,0.00442995469101537
2016-09-16,-0.00992275555853328
2016-09-19,-0.0011136547096272098
2016-09-20,0.0
2016-09-21,0.006131623212558335
2016-09-22,-0.0044322550870581345
2016-09-23,-0.0022260702232733687
2016-09-26,-0.01728900060430305
2016-09-27,0.0022698195076045202
2016-09-28,0.009626482093893163
2016-09-29,-0.0028041274634236224
2016-09-30,0.010123508645821788
2016-10-03,0.013363014461512224
2016-10-04,-0.0027474229218317214
2016-10-05,0.019834882274652355
2016-10-06,0.014046291633428298
2016-10-07,-0.006925936370395069
2016-10-10,0.008583634006874563
2016-10-11,-0.00851058228336865
2016-10-12,0.0026825700215682424
2016-10-13,-0.029427558564406264
