Date,ALLE
2015-01-05,-0.0019984292664967374
2015-01-06,-0.001637962817074623
2015-01-07,0.013673385991877618
2015-01-08,0.013489254563535447
2015-01-09,-0.008340311716927062
2015-01-12,-0.015927410345416226
2015-01-13,0.002000454567334664
2015-01-14,0.0041743543062895405
2015-01-15,-0.02765273013202929
2015-01-16,-0.007992199190685167
2015-01-20,-0.010867262262085564
2015-01-21,0.0024623223623625456
2015-01-22,0.027210837002879185
2015-01-23,0.0022074623826853212
2015-01-26,-0.010462272451961963
2015-01-27,-0.00204100652154382
2015-01-28,0.010223356124969607
2015-01-29,0.008095649507481317
2015-01-30,-0.01423605334880984
2015-02-02,0.008887227392194497
2015-02-03,0.01027728047057308
2015-02-04,0.010535616389967695
2015-02-05,0.024627340736883108
2015-02-06,0.009648956436585143
2015-02-09,-0.011120570580929745
2015-02-10,-0.000527212916949793
2015-02-11,-0.0028129089137849395
2015-02-12,0.018335597257676195
2015-02-13,0.015581558023806785
2015-02-17,-0.0017047301131187798
2015-02-18,-0.04371559959145921
2015-02-19,0.028928226342897823
2015-02-20,0.017007998149355608
2015-02-23,-0.004436822100405746
2015-02-24,0.0010286540086890117
2015-02-25,0.002568369009036786
2015-02-26,-0.0044406836646953
2015-02-27,-0.009607144192914752
2015-03-02,0.018881023156118726
2015-03-03,-0.0054405594089877996
2015-03-04,-0.000854440215359964
2015-03-05,-0.005816994158530542
2015-03-06,-0.011357620770495291
2015-03-09,0.009399590320530393
2015-03-10,-0.006553068428017728
2015-03-11,0.005207401273981116
2015-03-12,0.008461560081418185
2015-03-13,-0.002401588943170996
2015-03-16,0.009972814248045303
2015-03-17,-0.006810054836249746
2015-03-18,0.02571145539081665
2015-03-19,0.0028410383995349786
2015-03-20,0.01883011915586308
2015-03-23,-0.003925332247190494
2015-03-24,0.0
2015-03-25,-0.0096881306041956
2015-03-26,0.003316104450377555
2015-03-27,0.01189888673883388
2015-03-30,0.01110589384163263
2015-03-31,-0.011953104496166822
2015-04-01,-0.001471207990587975
2015-04-02,0.006057802079456831
2015-04-06,0.0032545846725364758
2015-04-07,-0.001297596813803037
2015-04-08,0.0019490283088636762
2015-04-09,-0.004052663695868541
2015-04-10,-0.0032551845010514446
2015-04-13,-0.015676318558801694
2015-04-14,-0.005142510705406611
2015-04-15,0.008671338942488616
2015-04-16,-0.005455681713517069
2015-04-17,-0.01761975112230363
2015-04-20,0.0035534401880736866
2015-04-21,0.008430291490146402
