Date,TRV
2015-01-05,-0.012045039692010429
2015-01-06,-0.0089277070184548
2015-01-07,0.01704761578341274
2015-01-08,0.02076184205874676
2015-01-09,-0.012595334216471521
2015-01-12,-0.005953134191592602
2015-01-13,0.0015208422940431454
2015-01-14,-0.015090980652478603
2015-01-15,0.00424008970203138
2015-01-16,0.022358764436369194
2015-01-20,-0.00657038286102285
2015-01-21,-0.007841811541089982
2015-01-22,0.03009230715553768
2015-01-23,-0.010816285547300075
2015-01-26,0.0006541865415625736
2015-01-27,-0.009526869489200007
2015-01-28,-0.013861351572693859
2015-01-29,-0.00038232643283442336
2015-01-30,-0.01645296494707682
2015-02-02,0.01711706406436786
2015-02-03,0.013961137859517692
2015-02-04,0.006506528122594668
2015-02-05,0.006371510816193249
2015-02-06,-0.0019552477873977514
2015-02-09,-0.013339576385075214
2015-02-10,0.007090769174392664
2015-02-11,0.011735011832495923
2015-02-12,0.002505275500234161
2015-02-13,-0.00037017152827656385
2015-02-17,0.0
2015-02-18,-0.00018524357700255845
2015-02-19,9.286217565551702e-05
2015-02-20,-0.001574492700416097
2015-02-23,-0.006863398587723779
2015-02-24,0.004389230874786598
2015-02-25,-0.005950536240340809
2015-02-26,0.008511765792336812
2015-02-27,-0.0035244310055497774
2015-03-02,0.00428137410670093
2015-03-03,-0.004633773963474863
2015-03-04,-0.004841444705772968
2015-03-05,0.006736213981263672
2015-03-06,-0.011676633829092897
2015-03-09,0.008695637194552353
2015-03-10,-0.01864693963343389
2015-03-11,0.008975628681894943
2015-03-12,0.02044059440902868
2015-03-13,-0.010293743762951113
2015-03-16,0.020708135729385457
2015-03-17,-0.0016525230035411287
2015-03-18,0.007080670602793271
2015-03-19,-0.003743471193901171
2015-03-20,0.005682241268523347
2015-03-23,-0.0010023278377805367
2015-03-24,-0.0035580449784977652
2015-03-25,-0.014830629781885762
2015-03-26,-0.007248561376685614
2015-03-27,0.0028081052365138692
2015-03-30,0.023429484163286496
2015-03-31,-0.013772279220916173
2015-04-01,-0.009433162192266309
2015-04-02,0.00588183878614057
2015-04-06,0.0036198638985305287
2015-04-07,-0.007305963536981652
2015-04-08,0.0
2015-04-09,-0.00037273635939971683
2015-04-10,0.0032617429361085915
2015-04-13,0.002043745928948182
2015-04-14,-0.0007413654534191849
2015-04-15,0.002690188926370851
2015-04-16,0.005458954489690138
2015-04-17,-0.030090917300026554
2015-04-20,0.007020495412665362
2015-04-21,-0.04013551783298719
2015-04-22,0.0013740692032244706
2015-04-23,0.014311272648224405
2015-04-24,0.0045417925842416995
2015-04-27,-0.005964487510020211
2015-04-28,0.0033871538058576345
2015-04-29,-0.008005526680555541
2015-04-30,-0.01691781548235427
2015-05-01,0.009989057688013059
2015-05-04,0.0004898541483930874
2015-05-05,-0.0011745110264615999
2015-05-06,-0.0027440302795511684
2015-05-07,0.007959536032577486
2015-05-08,0.011210414078568487
2015-05-11,-0.01455695459229256
2015-05-12,-0.005380590087582626
2015-05-13,0.002950812681135506
2015-05-14,0.007649296027709251
2015-05-15,-0.0006813107717211775
2015-05-18,0.004771959810571547
2015-05-19,0.004749482310798081
2015-05-20,0.00038596887023634174
2015-05-21,-0.005882297440823248
2015-05-22,-0.003492088600233534
2015-05-26,-0.010999269815362256
2015-05-27,0.0072830717887819585
2015-05-28,-0.0018566003087647776
2015-05-29,-0.010083147442214946
2015-06-01,-0.0010878620285875717
2015-06-02,-0.006731805616358888
2015-06-03,0.006777429957410597
2015-06-04,-0.007919899794023189
2015-06-05,-0.00898112370249926
2015-06-08,-0.00952402018103593
2015-06-09,0.00040938192593431566
2015-06-10,0.014110390994709787
2015-06-11,0.009578182590654016
2015-06-12,-0.006590827967526858
2015-06-15,-0.00683658976733148
2015-06-16,0.00708553175987503
2015-06-17,0.002915211640072135
2015-06-18,0.016937101031761603
2015-06-19,-0.019907283615890115
2015-06-22,0.005932654099654933
2015-06-23,-0.0004000516884316019
2015-06-24,-0.012199881671539181
2015-06-25,-0.009819932990241975
2015-06-26,0.001125176137727557
2015-06-29,-0.018178665522504467
2015-06-30,0.005408965573387325
2015-07-01,0.02731218747226083
2015-07-02,-0.000704971696965706
2015-07-06,-0.0029220809789677338
2015-07-07,0.011016390700447687
2015-07-08,-0.012696097838151399
2015-07-09,0.013264501665592121
2015-07-10,0.009293602206617235
2015-07-13,0.013168158406032582
2015-07-14,0.0004882683308844449
2015-07-15,0.0003907220097638664
2015-07-16,0.008494791492623888
2015-07-17,-0.0033885114390065363
2015-07-20,-0.003206104777641605
2015-07-21,0.01822465937002682
2015-07-22,0.00784816652409459
2015-07-23,0.0
2015-07-24,-0.00028491534836361243
2015-07-27,0.0030398726200364656
2015-07-28,0.0033149731947272887
2015-07-29,0.004625322676526489
2015-07-30,0.0006572959446775606
2015-07-31,-0.0035679953351721583
2015-08-03,0.0077270603877319655
2015-08-04,-0.002898440130536306
2015-08-05,-0.00515784673980102
2015-08-06,-0.005845130989708958
2015-08-07,0.00019010736591473787
2015-08-10,0.0032228958920301753
2015-08-11,0.0006615355841819159
2015-08-12,-0.004344089797002404
2015-08-13,0.014417095034787941
2015-08-14,0.0071064102096696224
2015-08-17,0.0
2015-08-18,0.0010208718461530708
2015-08-19,-0.005564593995253664
2015-08-20,-0.014176672339991203
2015-08-21,-0.02620618608027314
2015-08-24,-0.040318568848306424
2015-08-25,-0.010427182382123923
2015-08-26,0.023017749661454978
2015-08-27,0.014000262740281988
2015-08-28,-0.009566483686386795
2015-08-31,-0.008762121662730937
2015-09-01,-0.020693061759522235
2015-09-02,0.014770644157602764
2015-09-03,0.004447727707902915
2015-09-04,-0.0162021589191359
2015-09-08,0.02573381807742048
2015-09-09,-0.011741362967836233
2015-09-10,0.006194016856391649
2015-09-11,0.004036711597842135
2015-09-14,-0.0021109411561821556
2015-09-15,0.015914694375363858
2015-09-16,0.010410588531895915
2015-09-17,-0.0024530264994166995
2015-09-18,-0.019673401003808877
2015-09-21,0.00862918051684014
2015-09-22,-0.015320544943698944
2015-09-23,0.001010467145556193
2015-09-24,-0.002220458587519847
2015-09-25,0.010620913623392347
2015-09-28,-0.00830728269538783
2015-09-29,0.003936337036966275
2015-09-30,0.0006030839763959683
2015-10-01,-0.01195627249552833
2015-10-02,0.017185592803145244
2015-10-05,0.018294492823681674
2015-10-06,-0.007756026057420096
2015-10-07,0.010883696951233812
2015-10-08,0.009004521362417472
2015-10-09,-0.0014549507474542756
2015-10-12,0.0075773751301810854
2015-10-13,-0.003953336002321506
2015-10-14,-0.005226651143067973
2015-10-15,0.021309600114973737
2015-10-16,0.008955710487358104
2015-10-19,0.003966158027967515
2015-10-20,0.024736852329170667
2015-10-21,0.016062242712247432
2015-10-22,0.014634057837370484
2015-10-23,-0.0003561992502524314
2015-10-26,0.004363919810663752
2015-10-27,0.005675691115513359
2015-10-28,0.007494666804892081
2015-10-29,0.0002623441025975115
2015-10-30,-0.012249184741612407
2015-11-02,0.008681013335974042
2015-11-03,-0.0015805370880844771
2015-11-04,0.0034300709105203886
2015-11-05,-0.0009641658341982273
2015-11-06,-0.007633405035309182
2015-11-09,-0.002387155431813115
2015-11-10,0.01081240616781809
2015-11-11,0.002893590481936492
2015-11-12,-0.01809757424834335
2015-11-13,-0.0027603467662954406
2015-11-16,0.007946491385894427
2015-11-17,-0.0013287299563859989
2015-11-18,0.01720756463603501
2015-11-19,0.002964767446509864
2015-11-20,0.007042335888591822
2015-11-23,-0.0017267813464756365
2015-11-24,-0.0016430832251067562
2015-11-25,-0.005543925182409981
2015-11-27,0.0004354860113013892
2015-11-30,-0.0024379735560502436
2015-12-01,0.009688405517869647
2015-12-02,-0.008384995653698657
2015-12-03,-0.02981459032285927
2015-12-04,0.02489000811526143
2015-12-07,-0.004120558972027344
2015-12-08,-0.005399182987306572
2015-12-09,-0.0118357654421678
2015-12-10,-0.000450445098821306
2015-12-11,-0.011082139529071
2015-12-14,0.011570682156513579
2015-12-15,0.019364013892750442
2015-12-16,0.012016485889308592
2015-12-17,-0.011087811773749623
2015-12-18,-0.027721519966677044
2015-12-21,0.007354890875371334
2015-12-22,0.013881683309431736
2015-12-23,0.006489975426241523
2015-12-24,0.000529956836027079
2015-12-28,0.0018540744340131976
2015-12-29,0.01357038705155933
2015-12-30,-0.006346986047985559
2015-12-31,-0.012511467546688304
2016-01-04,-0.0256070696575883
2016-01-05,0.004546651440612726
2016-01-06,-0.012944614740014182
2016-01-07,-0.023844648642678767
2016-01-08,-0.004227437781583188
2016-01-11,0.007547755912417742
2016-01-12,0.01114350849687229
2016-01-13,-0.017781314588044994
2016-01-14,0.008674321359382509
2016-01-15,-0.017573181733382737
2016-01-19,0.006279895806968305
2016-01-20,-0.019950956789870467
2016-01-21,-0.009165836261532334
2016-01-22,0.004284313086817537
2016-01-25,-0.010277260366886032
2016-01-26,0.011461701311008543
2016-01-27,0.0005810791608329424
2016-01-28,0.011228372228524908
2016-01-29,0.024600536013116292
2016-02-01,-0.0002804723873349735
2016-02-02,-0.0091577999406669
2016-02-03,0.008110841742116293
2016-02-04,0.005613176476230164
2016-02-05,-0.011163601530652545
2016-02-08,-0.006491861214757422
2016-02-09,0.0030303600854819646
2016-02-10,-0.0018882529670036785
2016-02-11,-0.01844487243616455
2016-02-12,0.035848365272372895
2016-02-16,-0.0011163163209496618
2016-02-17,0.016857188167513915
2016-02-18,-0.0030221365286599022
2016-02-19,-0.006981870475745611
2016-02-22,0.011656689772796103
2016-02-23,-0.013168627822707446
2016-02-24,0.005282169495030242
2016-02-25,0.007282259275010583
2016-02-26,-0.007412777047788421
2016-02-29,-0.00866682305105948
2016-03-01,0.024274552984555164
2016-03-02,0.0006355603185501657
2016-03-03,-0.0036297474602499102
2016-03-04,0.005464584514787818
2016-03-07,9.064543389847302e-05
2016-03-08,0.00956282392457286
2016-03-09,0.004330088310266378
2016-03-10,0.0017964177702434192
2016-03-11,0.018918970240433763
2016-03-14,-0.007215824694010831
2016-03-15,0.009749891065221838
2016-03-16,0.006671549572350832
2016-03-17,0.01002770105737949
2016-03-18,-0.0006041818477333649
2016-03-21,0.002332298689983414
2016-03-22,0.00025876564587234974
2016-03-23,-0.0014651518958642695
2016-03-24,-0.004314332803047605
2016-03-28,0.007453001215001809
2016-03-29,0.0013764238227806924
2016-03-30,0.008762228201916633
2016-03-31,-0.006131387117607301
2016-04-01,0.00591227615887524
2016-04-04,0.001362461655073588
2016-04-05,-0.01216392531028776
