Date,REGN
2015-01-05,0.005631917396853758
2015-01-06,-0.03777236407633522
2015-01-07,0.02728714367874452
2015-01-08,-0.010963467118605408
2015-01-09,0.019318037802974475
2015-01-12,0.005571244243803175
2015-01-13,-0.01654857555098188
2015-01-14,-0.005362886575430714
2015-01-15,-0.017783425544332765
2015-01-16,0.029134798638448034
2015-01-20,0.03038965747530309
2015-01-21,-0.007124029459718129
2015-01-22,0.006457726014738263
2015-01-23,-0.0014258506052974296
2015-01-26,0.00847199097140483
2015-01-27,-0.01894898083567831
2015-01-28,-0.018617393625251277
2015-01-29,0.016274530584649227
2015-01-30,0.0048717038283936365
2015-02-02,-0.008568189820438166
2015-02-03,-0.009416750414739994
2015-02-04,-0.01915941447398284
2015-02-05,0.031169053370326605
2015-02-06,-0.01693772553373718
2015-02-09,-0.017548992736947322
2015-02-10,0.002476741930243387
2015-02-11,-0.004292412199566109
2015-02-12,0.006892434865516384
2015-02-13,0.0016428336324538773
2015-02-17,0.004423440171918314
2015-02-18,0.004008052902633841
2015-02-19,0.05125689288348023
2015-02-20,-0.0066104775121672565
2015-02-23,0.0031384715725764067
2015-02-24,-0.010514912460792836
2015-02-25,0.005705561842445528
2015-02-26,-0.007493366047546024
2015-02-27,-0.014361562910862546
2015-03-02,0.011115386028896612
2015-03-03,-0.014171642906601889
2015-03-04,0.001284805056667393
2015-03-05,0.03851921715528084
2015-03-06,-0.01589923897163792
2015-03-09,0.01122875696169956
2015-03-10,-0.009440812633516482
2015-03-11,0.004044023829040233
2015-03-12,0.0014368603182053352
2015-03-13,0.009925691908538425
2015-03-16,0.0521448794816215
2015-03-17,0.035482723794079574
2015-03-18,0.00921328948320399
2015-03-19,0.029463513551879705
2015-03-20,0.005863933644129515
2015-03-23,-0.021580353764839022
2015-03-24,-0.009575261207610875
2015-03-25,-0.04168947460964023
2015-03-26,-0.012357119000009131
2015-03-27,0.01364911428893767
2015-03-30,0.011617223269593246
2015-03-31,-0.018052134577972723
2015-04-01,-0.022813857279794902
2015-04-02,-0.0065959460721131125
2015-04-06,0.004472182728768148
2015-04-07,0.0032255662936178098
2015-04-08,0.026129266212461255
2015-04-09,0.004082194080393231
2015-04-10,0.013954803365540558
2015-04-13,-0.009558039815217079
2015-04-14,-0.004179657433495465
2015-04-15,-0.0025929639684997285
2015-04-16,0.007777202747452305
2015-04-17,-0.021643199963605753
2015-04-20,0.010949328873057995
2015-04-21,0.023871566295311064
2015-04-22,0.020314330165588146
2015-04-23,0.015762817535648788
2015-04-24,2.0844096674466073e-05
2015-04-27,-0.013768226890211066
2015-04-28,-0.01507986279670348
2015-04-29,0.007205111338715708
2015-04-30,-0.026059271982738386
2015-05-01,0.02994803704342419
2015-05-04,0.006388501839811989
2015-05-05,-0.01828462001794029
2015-05-06,0.009688553790548005
2015-05-07,-0.0029574514520375184
2015-05-08,0.027036827658687868
2015-05-11,-0.007749960498962483
2015-05-12,0.0038529246137335438
2015-05-13,-0.00404674551208295
2015-05-14,0.02925899291641998
2015-05-15,-0.0049244068060682045
2015-05-18,0.015807486332509058
2015-05-19,0.014917165805031107
2015-05-20,0.01709817738332453
2015-05-21,0.0062991279191035865
2015-05-22,-0.0041086065099807945
2015-05-26,-0.014108287082251536
2015-05-27,0.01725119791092844
2015-05-28,-0.0063061238910308015
2015-05-29,0.0008591632044385733
2015-06-01,0.0024387934372764875
2015-06-02,-0.009556099499979598
2015-06-03,0.010453847960626428
2015-06-04,0.00855678367198287
2015-06-05,0.04006787160239278
