Date,MRK
2015-01-05,0.014862707277565779
2015-01-06,0.03928339738936937
2015-01-07,0.021385806410484376
2015-01-08,0.020126823018112416
2015-01-09,-0.0046142980915155896
2015-01-12,-0.004155790433424622
2015-01-13,-0.0017656688701315204
2015-01-14,0.007235700636178732
2015-01-15,-0.012132865902368173
2015-01-16,0.018584291400174813
2015-01-20,-0.006663303619599881
2015-01-21,-0.007187604127251279
2015-01-22,0.006917797041926521
2015-01-23,-0.0015975401165909675
2015-01-26,0.005280459365041734
2015-01-27,-0.004138591315228979
2015-01-28,-0.017742894545084598
2015-01-29,0.010414634343703266
2015-01-30,-0.029150844466156123
2015-02-02,0.009953473528359735
2015-02-03,0.002299721367171159
2015-02-04,-0.03228457018704878
2015-02-05,0.00203201086084448
2015-02-06,-0.006422150185444897
2015-02-09,-0.007824545239422998
2015-02-10,0.00891508251769757
2015-02-11,-0.0018692727645521767
2015-02-12,0.0023835042431568088
2015-02-13,-0.0011890590800593959
2015-02-17,-0.00034008192404444415
2015-02-18,0.0001703807412811731
2015-02-19,-0.008503773530124437
2015-02-20,0.0008578318952741082
2015-02-23,-0.0008570966504298783
2015-02-24,0.0010290760661488818
2015-02-25,0.0022277671311192737
2015-02-26,0.008035648923282457
2015-02-27,-0.007123925130567921
2015-03-02,0.0006836786631005953
2015-03-03,-0.0040969115423048486
2015-03-04,-0.00788518239533098
2015-03-05,0.0017280181684840024
2015-03-06,-0.01966197540637904
2015-03-09,0.007389048601428749
2015-03-10,-0.011875689047395666
2015-03-11,-0.009190237506258025
2015-03-12,0.010069922874819781
2015-03-13,0.0005339094976566372
2015-03-16,0.01637053362459051
2015-03-17,-0.011379766595952745
2015-03-18,0.020896346902515406
2015-03-19,0.009713493024416042
2015-03-20,0.006356184338572657
2015-03-23,0.0025609379359174955
2015-03-24,-0.0017028686449792607
2015-03-25,-0.0063107444558393455
2015-03-26,-0.011328492317603023
2015-03-27,0.002603842813756252
2015-03-30,0.010216929194871938
2015-03-31,-0.014741272208457112
2015-04-01,-0.010786658525264614
2015-04-02,0.004221372001805168
2015-04-06,0.0014007610603399279
2015-04-07,0.004372285592477043
2015-04-08,-0.00487573377684325
2015-04-09,0.004899623034365641
2015-04-10,-0.0031340321961425
2015-04-13,-0.009083388154997651
2015-04-14,0.0181565121488938
2015-04-15,0.011945861898139398
2015-04-16,-0.010436246975488395
2015-04-17,-0.0165975862552864
2015-04-20,0.01283386639158457
2015-04-21,0.0008681776090087023
2015-04-22,0.0005204927381947666
2015-04-23,-0.003120381795043148
2015-04-24,0.001564883932136496
2015-04-27,-0.00868033238530208
2015-04-28,0.050437476280452476
2015-04-29,-0.005001959501324538
2015-04-30,-0.002010217488267685
2015-05-01,0.005036862735138481
2015-05-04,0.01303023003479975
2015-05-05,-0.0024735786480336586
2015-05-06,-0.0038019720096651444
2015-05-07,0.000663743937811434
2015-05-08,0.007296703967879292
2015-05-11,-0.012183400849461679
2015-05-12,-0.009332961141450102
2015-05-13,-0.0043741309250042715
2015-05-14,0.01013813208437786
2015-05-15,0.007527859433261952
2015-05-18,-0.0036524110198551396
2015-05-19,0.008498493276642094
2015-05-20,-0.000991610432393819
2015-05-21,-0.005954208479151846
2015-05-22,-0.01198002044134927
2015-05-26,-0.006904524241010401
2015-05-27,0.00830914846493358
2015-05-28,0.004036046053766729
2015-05-29,0.019933406897260753
2015-06-01,-0.002299247850277464
2015-06-02,-0.008395063064916108
2015-06-03,0.0024899117995507147
2015-06-04,-0.015234430373497476
2015-06-05,-0.008071288920754704
2015-06-08,-0.0020342876318824032
2015-06-09,-0.0005096085984395149
2015-06-10,0.013086405747038787
2015-06-11,-0.004225952963242241
2015-06-12,-0.017653810911935408
2015-06-15,-0.012960087914451135
2015-06-16,0.010329050598835599
2015-06-17,0.0034656871897567054
2015-06-18,0.01174222685752735
2015-06-19,-0.009387377510083006
2015-06-22,0.013611308588782345
2015-06-23,0.0033997082820818036
2015-06-24,-0.013383122484093568
2015-06-25,-0.005837614462296137
2015-06-26,0.01018990225412053
2015-06-29,-0.020516633729861455
2015-06-30,-0.006283516144856893
2015-07-01,0.01176856240232027
2015-07-02,0.0012154158660921954
2015-07-06,-0.0020807038836095915
2015-07-07,0.007645406910250285
2015-07-08,-0.011036351940919342
2015-07-09,0.0005229598732150453
2015-07-10,0.009933887832267008
2015-07-13,-0.0013803084997944248
2015-07-14,0.005529241499124815
2015-07-15,0.0005159716596958575
2015-07-16,0.010305516311897911
2015-07-17,0.0
2015-07-20,0.0030600818006878416
2015-07-21,-0.005593065553800014
2015-07-22,-0.009203993913510344
2015-07-23,-0.0010318853316021448
2015-07-24,-0.011366022723802827
2015-07-27,-0.007315587321859329
2015-07-28,0.009299799716443902
2015-07-29,0.017732717987609448
2015-07-30,-0.00034155283894887756
2015-07-31,0.007518867575542432
2015-08-03,0.0015265923475360488
2015-08-04,-0.0059272996875476824
2015-08-05,0.006814381875213771
2015-08-06,-0.011336267801529742
2015-08-07,-0.007873105380420742
2015-08-10,0.007590108969772302
2015-08-11,-0.011127963949494113
2015-08-12,0.008656292011121058
2015-08-13,0.012358260819231637
2015-08-14,0.003391061894556957
2015-08-17,0.008956021983631546
2015-08-18,-0.000837514453136512
2015-08-19,0.0
2015-08-20,-0.04542433090605513
2015-08-21,-0.020719771918425556
2015-08-24,-0.03191699256837788
2015-08-25,-0.05223163881934989
2015-08-26,0.0635136248376984
2015-08-27,0.009739186266909838
2015-08-28,0.007642693606292994
2015-08-31,-0.027451027775493797
2015-09-01,-0.024512454351384383
2015-09-02,0.00856614217524232
2015-09-03,-0.006228798359657062
2015-09-04,-0.020132790880242446
2015-09-08,0.021322000735699564
2015-09-09,-0.014423737497144429
2015-09-10,0.015212472805318011
2015-09-11,-0.0034435541663632163
2015-09-14,0.0047991427883706805
2015-09-15,0.023118451126212802
2015-09-16,0.005975654078732795
2015-09-17,0.0016702877089349588
2015-09-18,-0.03391381275720862
2015-09-21,-0.022060403401760742
2015-09-22,-0.0047075171226917956
2015-09-23,0.00571555260137524
2015-09-24,-0.008622517163767607
2015-09-25,-0.019569294517877145
2015-09-28,-0.023790178475808554
2015-09-29,0.004750139859041713
2015-09-30,0.015211055838422194
2015-10-01,-0.0004051948358240187
2015-10-02,0.01559643930657062
2015-10-05,0.02173909068645341
2015-10-06,-0.02791315267105421
2015-10-07,0.02309221759120028
2015-10-08,0.0013736487637903139
2015-10-09,-0.0013717644412613028
2015-10-12,-0.004710076282066877
2015-10-13,-0.02445314585364977
2015-10-14,0.0014147443218639477
2015-10-15,0.023819536058161006
2015-10-16,0.014983973728525335
2015-10-19,-0.0015538268000082622
2015-10-20,-0.01964962508692436
2015-10-21,0.003968754247382522
2015-10-22,0.02806853458356695
2015-10-23,0.016727553550059726
2015-10-26,0.0005676282216675599
2015-10-27,0.010584347811906314
2015-10-28,0.03048392930155397
2015-10-29,-0.004174162882101484
2015-10-30,-0.0038272272411382646
2015-11-02,0.008232413700838936
2015-11-03,0.0
2015-11-04,0.007621513558262238
2015-11-05,-0.00864397371069725
2015-11-06,-0.007992666221791511
2015-11-09,-0.006775083004839422
2015-11-10,0.0035024175002560387
2015-11-11,-0.013044111062794461
2015-11-12,-0.012844375249021711
2015-11-13,0.0
2015-11-16,0.012634524400795266
2015-11-17,0.00018608576575451785
