Date,TECH
2015-01-05,-0.012029801514257477
2015-01-06,-0.008744237208035965
2015-01-07,0.013511775610275834
2015-01-08,0.008263007391361432
2015-01-09,0.0029509227397961357
2015-01-12,-0.002832803807139128
2015-01-13,0.010598588580615242
2015-01-14,0.006379090124715159
2015-01-15,-0.016007881804047996
2015-01-16,0.016049963517298815
2015-01-20,0.0029015062215227427
2015-01-21,-0.0029998495447870477
2015-01-22,0.006555079090068583
2015-01-23,-0.0027756791380613155
2015-01-26,0.0005353142249582277
2015-01-27,-0.0032102549286950888
2015-01-28,-0.0005367509242572011
2015-01-29,0.01213754494102548
2015-01-30,-0.012840880183270564
2015-02-02,0.00042970012255172385
2015-02-03,-0.030195412342450934
2015-02-04,-0.002105339530434014
2015-02-05,0.013213307132025509
2015-02-06,-0.013260415800858127
2015-02-09,-0.0028873649916587585
2015-02-10,0.01915784253935482
2015-02-11,0.001974178972508067
2015-02-12,0.015543203699862174
2015-02-13,0.019723908921256195
2015-02-17,0.012895078514252978
2015-02-18,0.0019825729977269724
2015-02-19,-0.003853232767102588
2015-02-20,0.007422693382455048
2015-02-23,0.013698916811434536
2015-02-24,-0.0020477426744168747
2015-02-25,0.012412998804959496
2015-02-26,-0.0017228636515639328
2015-02-27,-0.010048661581845919
2015-03-02,0.007997481203582568
2015-03-03,-0.009358038399059132
2015-03-04,0.0015401490892599234
2015-03-05,0.002767887562667104
2015-03-06,-0.0033736451551181768
2015-03-09,-0.004411247659806938
2015-03-10,-0.014425311191052725
2015-03-11,0.012963724436739765
2015-03-12,-0.004541581187701316
2015-03-13,0.0011410002658509555
2015-03-16,0.009734692302683534
2015-03-17,0.0016412358208945932
2015-03-18,0.006962626851800602
2015-03-19,0.022269889602491766
2015-03-20,0.006266533014985143
2015-03-23,-0.004448173787758636
2015-03-24,-0.001092410292082402
2015-03-25,-0.018389854318554
2015-03-26,-0.002835080621697239
2015-03-27,0.005788509857049595
2015-03-30,0.01615517095250829
2015-03-31,-0.003477439123026893
2015-04-01,-0.0033905093365493855
2015-04-02,-0.014307267699633974
2015-04-06,0.01918398244841546
2015-04-07,-0.01503811021220458
2015-04-08,0.006167489827495931
2015-04-09,0.003216004631573899
2015-04-10,0.0016023548720900394
2015-04-13,0.0008006335547932064
2015-04-14,-0.001099478472683324
2015-04-15,0.0018006124887077757
2015-04-16,0.007189995596809107
2015-04-17,0.0016855528396311215
2015-04-20,0.007126412831973239
2015-04-21,0.0002949435430041891
2015-04-22,0.0007859888922590041
2015-04-23,0.008541388938404282
2015-04-24,-0.018300763638975148
2015-04-27,-0.022210963676178808
2015-04-28,0.000912423852801103
2015-04-29,-0.0030392493716816515
2015-04-30,-0.02479681776199172
2015-05-01,0.008024451272532707
2015-05-04,0.0012404072250902232
2015-05-05,0.00660798656328665
2015-05-06,0.008821506943742508
2015-05-07,-0.005694053874471305
2015-05-08,0.007976302034718552
2015-05-11,-0.0030436730786247423
2015-05-12,0.002951363849417188
2015-05-13,0.006616349221742368
2015-05-14,0.020527641651633788
2015-05-15,0.0009910622234219346
2015-05-18,0.011581949806832803
2015-05-19,0.0039142612476543714
2015-05-20,0.001559440528807965
2015-05-21,9.757172058222352e-05
2015-05-22,-0.0014598549432150998
2015-05-26,-0.005555081320364197
2015-05-27,0.0029401519962013456
2015-05-28,-0.0038108809225059215
2015-05-29,-0.006866063082089813
2015-06-01,-0.007407649503279767
2015-06-02,-0.0031834982643482723
2015-06-03,0.0
2015-06-04,0.00019908922998213008
2015-06-05,-0.014471093570029181
2015-06-08,0.005873664094725228
2015-06-09,-0.010671722821795182
2015-06-10,0.00844586701361738
2015-06-11,0.008577380243217636
2015-06-12,-0.006102834236528909
2015-06-15,-0.012582884569308672
2015-06-16,-0.0033642536801210543
2015-06-17,0.0017386213991013033
2015-06-18,0.01715512820790943
2015-06-19,0.008332577315224077
2015-06-22,0.007467064259298439
2015-06-23,0.0016801729977433677
2015-06-24,-0.01864646467740627
2015-06-25,0.006836328079019349
2015-06-26,0.0013979586458785498
2015-06-29,-0.021637498795246346
2015-06-30,0.003567327975665613
2015-07-01,-0.009444596614857859
2015-07-02,-0.01025220467048793
2015-07-06,0.013880433541590964
2015-07-07,-0.00469975847582238
2015-07-08,-0.009957025218151228
2015-07-09,0.008087462209812823
2015-07-10,0.015941124329273748
2015-07-13,0.01893132907905737
2015-07-14,0.01987075545969863
2015-07-15,0.006137563341107155
2015-07-16,0.01248987756241271
2015-07-17,-0.00669403476809971
2015-07-20,0.0061615236728747025
2015-07-21,0.004880082259329566
2015-07-22,0.020472275049582933
2015-07-23,0.002892655425812185
2015-07-24,-0.0021399146421201554
2015-07-27,-0.0002799000526736428
2015-07-28,0.016135185224699145
