Date,VTR
2015-01-05,0.005046589364289256
2015-01-06,0.0222582142426222
2015-01-07,0.014870445576026459
2015-01-08,-0.004840365586744166
2015-01-09,-0.0001318174282293194
2015-01-12,0.011569943348941125
2015-01-13,0.0037691409005535803
2015-01-14,0.005050044841660384
2015-01-15,0.0011593646208611919
2015-01-16,0.0037315876108543478
2015-01-20,0.013125360365383365
2015-01-21,-0.005963509357792884
2015-01-22,0.021955398470505205
2015-01-23,0.004621107803478575
2015-01-26,0.0027357589354255474
2015-01-27,0.0013640814637900789
2015-01-28,-0.00012402429768521017
2015-01-29,0.0024767710802504617
2015-01-30,-0.014082695760791908
2015-02-02,-0.0002508010588488929
2015-02-03,-0.000751657610915335
2015-02-04,-0.014549234209177087
2015-02-05,0.010182033232152499
2015-02-06,-0.04233327038052459
2015-02-09,-0.0034206103772268515
2015-02-10,0.012144928770999375
2015-02-11,-0.002347639241149002
2015-02-12,0.006929030278272297
2015-02-13,-0.005323345702413107
2015-02-17,-0.0015663416771234395
2015-02-18,0.01777988389704288
2015-02-19,-0.019396040640795476
2015-02-20,0.014278277630882075
2015-02-23,0.0019372092234788418
2015-02-24,-0.03918536308470133
2015-02-25,-0.0014760373248420278
2015-02-26,-0.008732883094836774
2015-02-27,0.009352055246542035
2015-03-02,0.0028199928180923095
2015-03-03,-0.0020084736940428893
2015-03-04,-0.012454334725213845
2015-03-05,-0.0017796866698075453
2015-03-06,-0.04101519282809052
2015-03-09,0.0012869201660572482
2015-03-10,-0.007142858221136694
2015-03-11,-0.0054673925810315716
2015-03-12,0.018084680349061077
2015-03-13,-0.003694893447174663
2015-03-16,0.008415124646170113
2015-03-17,-0.005798624254125473
2015-03-18,0.017213949428245057
2015-03-19,0.005034982770022234
2015-03-20,0.026023231969342753
2015-03-23,0.00447537397736153
2015-03-24,-0.009181110990622798
2015-03-25,-0.01880677241094475
2015-03-26,-0.004722042821416972
2015-03-27,0.009210336652337059
2015-03-30,0.018390494898238297
2015-03-31,-0.00855435656809056
2015-04-01,0.00013690101824836987
2015-04-02,0.0027388031453405848
2015-04-06,0.05011611872826105
2015-04-07,-0.025097771770343558
2015-04-08,0.0017344794010574205
2015-04-09,-0.013049706403239658
2015-04-10,-0.0009440851256266036
2015-04-13,-0.009723333717679306
2015-04-14,0.007091351332578988
2015-04-15,-0.009207931318342077
2015-04-16,0.0016401662666742922
2015-04-17,-0.005185234848042453
2015-04-20,0.0032919585395985163
2015-04-21,-0.004921699545049729
2015-04-22,-0.0010991770072755758
2015-04-23,0.004813927639430782
2015-04-24,-0.0032849825803500377
2015-04-27,-0.006865882315723937
2015-04-28,0.0041480968017835185
2015-04-29,-0.024098073840585377
2015-04-30,-0.027797441119009947
2015-05-01,0.006385985738200262
2015-05-04,-0.008076224810278476
2015-05-05,-0.01512054802854812
2015-05-06,-0.00944802467162753
2015-05-07,0.020268510818599594
2015-05-08,0.00964046579981992
2015-05-11,-0.01765034531622567
2015-05-12,0.002503664259517757
2015-05-13,-0.01439712173994645
2015-05-14,0.016544997832705022
2015-05-15,0.017595446276408744
2015-05-18,-0.003026098923164633
2015-05-19,0.00028934011896630807
2015-05-20,-0.004623675023879503
2015-05-21,-0.00827431725857608
2015-05-22,-0.0005855079399316176
2015-05-26,-0.008201139635266586
2015-05-27,0.0016240025628266874
2015-05-28,-0.010319745896392951
2015-05-29,-0.009086745516424521
2015-06-01,0.00932019102813375
2015-06-02,-0.0065533886416166975
2015-06-03,-0.01684080131856336
2015-06-04,0.0018516781770114843
2015-06-05,-0.02094877560090025
