Date,NTRS
2015-01-05,-0.036713708201604245
2015-01-06,-0.02812354274435802
2015-01-07,0.016129307364186163
2015-01-08,0.015561803093676607
2015-01-09,-0.01762198102622492
2015-01-12,-0.012010614287209176
2015-01-13,0.0018945086464858818
2015-01-14,-0.019066925938628465
2015-01-15,-0.007389674116043521
2015-01-16,0.008253902010701308
2015-01-20,0.0022470890148706957
2015-01-21,0.06213969993780144
2015-01-22,0.02533164071664773
2015-01-23,-0.016470658348231693
2015-01-26,0.01091513852667303
2015-01-27,-0.0192280667225061
2015-01-28,-0.022168742469908187
2015-01-29,0.024213792573765325
2015-01-30,-0.015509671363098776
2015-02-02,0.018812977766018202
2015-02-03,0.02296915566849056
2015-02-04,-0.005723147995477906
2015-02-05,0.011217863828039576
2015-02-06,0.016055962828782855
2015-02-09,-0.009624876586275977
2015-02-10,0.013925083201527633
2015-02-11,0.009728153532166717
2015-02-12,0.0001413298964720866
2015-02-13,-0.007224800170343104
2015-02-17,0.001855288637096164
2015-02-18,-0.014670092349273745
2015-02-19,0.006504724098044035
2015-02-20,0.006462324162231248
2015-02-23,0.0008563313244143167
2015-02-24,0.013544559219736518
2015-02-25,0.0002809864887542979
2015-02-26,-0.013078043675560869
2015-02-27,-0.004987308721376538
2015-03-02,0.009738051397941927
2015-03-03,-0.0048219966657637725
2015-03-04,-0.006729516382634304
2015-03-05,0.0015855162325577599
2015-03-06,0.012665494887685202
2015-03-09,0.0021321911451179787
2015-03-10,-0.01602656665324076
2015-03-11,0.006342020964938966
2015-03-12,0.015468297204737524
2015-03-13,-0.00042306299732808306
2015-03-16,0.014109979791413041
2015-03-17,0.0030614278449769827
2015-03-18,-0.01081980448930131
2015-03-19,-0.005328831223942787
2015-03-20,0.005921437355873582
2015-03-23,-0.0088298353527958
2015-03-24,-0.015412894643651698
2015-03-25,-0.011202135870063246
2015-03-26,0.011183971222417766
2015-03-27,-0.0041655902844207615
2015-03-30,0.008654024759008783
2015-03-31,-0.004003789862226159
2015-04-01,0.005742939289802074
2015-04-02,0.009279095108110758
2015-04-06,-0.003677556615688582
2015-04-07,0.00795017204671411
2015-04-08,0.0025350144588458523
2015-04-09,0.00042182170734683666
2015-04-10,-0.004915373930814093
2015-04-13,0.008467381864344814
2015-04-14,-0.0016791310921330238
2015-04-15,-0.002663084196075527
2015-04-16,-0.001967920429171599
2015-04-17,-0.01661745524803504
2015-04-20,0.005728352041447948
2015-04-21,0.023636240511530238
2015-04-22,0.027263886304951468
2015-04-23,-0.0008121231957262109
2015-04-24,-0.00935084893190552
2015-04-27,-0.0012313348151168357
2015-04-28,0.007259347181661324
2015-04-29,0.0027196476894149058
2015-04-30,-0.008001224049580813
2015-05-01,0.007519026457665223
2015-05-04,0.011533016731107404
2015-05-05,0.00013398197387282096
2015-05-06,-0.004425657333749888
2015-05-07,0.005523429174508543
2015-05-08,0.008172252049330586
2015-05-11,-0.002657179568257839
2015-05-12,-0.005463345232268546
2015-05-13,0.001205727781630861
2015-05-14,0.0037468892843692814
2015-05-15,-0.003866263453804919
2015-05-18,0.013115532490189485
2015-05-19,0.005944554602423935
2015-05-20,0.00013162801054611428
2015-05-21,-0.001707118399160823
2015-05-22,-0.0061816316514532454
2015-05-26,-0.010190659147824133
2015-05-27,0.009626811714019468
2015-05-28,0.0018543582967569527
2015-05-29,-0.014541019620107565
2015-06-01,-0.004024371664245852
2015-06-02,0.002020282553078845
2015-06-03,0.014316899462492483
2015-06-04,-0.011051790810516549
2015-06-05,0.013194874936661272
2015-06-08,0.0054484691966403265
2015-06-09,0.0029077261806937926
2015-06-10,0.018186820948382865
2015-06-11,0.003106243879756221
2015-06-12,0.0011612182729605625
2015-06-15,-0.004510925607755012
2015-06-16,0.0011656442986718307
2015-06-17,-0.005819498949791502
2015-06-18,0.010665902296267182
2015-06-19,-0.0018015329800431523
2015-06-22,0.008380422640613672
2015-06-23,0.0024294684003458578
2015-06-24,-0.00880127939878339
2015-06-25,-0.00025704423923444963
2015-06-26,0.012227552857828616
2015-06-29,-0.03001011129535236
2015-06-30,0.0023599086876278097
2015-07-01,0.0064087336903766445
2015-07-02,-0.003508813361648433
2015-07-06,-0.008998700835842866
2015-07-07,-0.001579079389160687
2015-07-08,-0.023988114912430247
2015-07-09,0.009317695855299624
2015-07-10,0.021942727699869824
2015-07-13,0.01021242417484225
2015-07-14,0.0010365408470855986
2015-07-15,0.006084955393454328
2015-07-16,0.01222485955079633
2015-07-17,-0.009407389668969923
2015-07-20,0.0053903003809905314
2015-07-21,-0.0037017876051963494
2015-07-22,-0.0010252328953919143
2015-07-23,0.00038463279605749356
2015-07-24,-0.013205043684193729
2015-07-27,-0.015590388677159117
2015-07-28,0.009634554143747032
2015-07-29,0.0032678866280759777
2015-07-30,0.006645037148265365
2015-07-31,-0.009966538897320243
2015-08-03,0.0016996880174051654
2015-08-04,0.0075700354360384026
2015-08-05,0.00012908010506973433
2015-08-06,-0.0007771610982083565
2015-08-07,0.006610974796681823
2015-08-10,0.011202537716153094
2015-08-11,-0.010951155727166206
2015-08-12,-0.01377646119153797
2015-08-13,0.005091480980350838
2015-08-14,0.009221915883453669
2015-08-17,-0.0009006379834961553
2015-08-18,-0.0003869603929927967
2015-08-19,-0.003350236994815403
2015-08-20,-0.029868370022304136
2015-08-21,-0.0334529408054135
2015-08-24,-0.07391084021021
2015-08-25,-0.028439214747586594
2015-08-26,0.04245158865598997
2015-08-27,0.030138591589323083
2015-08-28,0.0009992080577894136
2015-08-31,-0.004277557507260776
2015-09-01,-0.026345762179728838
2015-09-02,0.019071485748935135
2015-09-03,0.007253613658654956
2015-09-04,-0.01656334025132511
2015-09-08,0.033245317147373665
2015-09-09,-0.012473192666410338
2015-09-10,0.0033012416115538734
2015-09-11,0.0018595324768477806
2015-09-14,-0.00014267727669359243
2015-09-15,0.010996867106017438
2015-09-16,0.0
2015-09-17,-0.019353135604325722
2015-09-18,-0.03298745303732675
2015-09-21,0.018769633383913575
2015-09-22,-0.015353066430740081
2015-09-23,0.0022273465770594747
2015-09-24,-0.005481931061926293
2015-09-25,0.02875423495627305
2015-09-28,-0.02751628816709273
2015-09-29,0.0014892224945146637
2015-09-30,0.013531721188324575
2015-10-01,0.000733322433677408
2015-10-02,-0.01202189778736773
2015-10-05,0.0206263087093026
2015-10-06,-0.006251675535830281
2015-10-07,0.009510180615180941
2015-10-08,0.0017389077606630998
2015-10-09,-0.009259249280544668
2015-10-12,0.004672855854104929
2015-10-13,-0.005232611310013624
2015-10-14,-0.011104529058488466
2015-10-15,0.026152312946663647
2015-10-16,-0.004895543528034785
2015-10-19,-0.011141738224409892
2015-10-20,0.01799839929612057
2015-10-21,-0.04340940515221148
2015-10-22,0.023290646475539578
2015-10-23,0.01571188759377873
2015-10-26,-0.0039029824937633073
2015-10-27,0.0004351957616921531
2015-10-28,0.03641403104006602
2015-10-29,-0.0058793843048196015
2015-10-30,-0.008870639490875964
2015-11-02,0.012785719682824936
2015-11-03,0.006172347157485936
2015-11-04,0.006133929138887773
2015-11-05,0.01538043382898624
2015-11-06,0.023062096457869607
2015-11-09,-0.012405182574280582
2015-11-10,0.010535078989281743
2015-11-11,0.0017375192382897975
2015-11-12,-0.013342400980196345
2015-11-13,-0.009735872046124694
2015-11-16,0.010651263401983524
2015-11-17,-0.0004056175038346099
2015-11-18,0.024060830931644794
2015-11-19,-0.004751830082548092
2015-11-20,0.003182880127805321
2015-11-23,-0.005817050664317147
2015-11-24,-0.0013296723703128954
2015-11-25,-0.001331773381896939
2015-11-27,0.007200305802601781
2015-11-30,-0.007942978691624969
2015-12-01,0.0010674284364711184
2015-12-02,-0.006161420641771942
2015-12-03,-0.019272051299420223
2015-12-04,0.037927727228211694
2015-12-07,-0.012180571703169107
2015-12-08,-0.0038868702043822756
2015-12-09,-0.024757698722558064
2015-12-10,-0.00482895691284968
2015-12-11,-0.028005298099641474
2015-12-14,-0.0011410594674063912
2015-12-15,0.03784145269444372
2015-12-16,0.018849641600994893
2015-12-17,-0.0280892719678989
2015-12-18,-0.026538748158600356
2015-12-21,0.015557822481891082
2015-12-22,0.012508776516750197
2015-12-23,0.014714073444342057
2015-12-24,-0.0019151599101395744
2015-12-28,-0.0008226190431838143
2015-12-29,0.009328318620007936
2015-12-30,-0.010193203169949983
2015-12-31,-0.010160419497403095
2016-01-04,-0.020807421948430105
2016-01-05,0.001416782742359679
2016-01-06,-0.023765982412031983
2016-01-07,-0.026517812427645504
2016-01-08,-0.018606584771631463
2016-01-11,-0.0006068138561952097
2016-01-12,0.006374026548755518
2016-01-13,-0.023525581696250186
2016-01-14,0.015289270391507515
2016-01-15,-0.029813961667065514
2016-01-19,0.002351387942668426
2016-01-20,-0.03910497701323856
2016-01-21,-0.03939452182350789
2016-01-22,0.02389424712103949
2016-01-25,-0.026977941780329973
2016-01-26,0.018030223435457016
2016-01-27,-0.0006684586367787793
2016-01-28,-0.0006683273488508057
2016-01-29,0.03864801088428527
2016-02-01,-0.013369937153923428
2016-02-02,-0.03281615824905615
2016-02-03,0.0037138366862925487
2016-02-04,0.014799632484035818
2016-02-05,-0.005303176803329479
2016-02-08,-0.0383209476011479
