Date,INTC
2015-01-05,-0.011275709405094148
2015-01-06,-0.01863720414968406
2015-01-07,0.020974819168014358
2015-01-08,0.018600924521349427
2015-01-09,0.0019081859156608871
2015-01-12,-0.004352835882992512
2015-01-13,-0.0027323142999627903
2015-01-14,-0.004109496112679301
2015-01-15,-0.004401660101563731
2015-01-16,0.007184251908789241
2015-01-20,-0.00987663330600641
2015-01-21,0.01080685910593182
2015-01-22,0.01178706307064159
2015-01-23,-0.012462974046370756
2015-01-26,-0.017558337959811654
2015-01-27,-0.04523879276950182
2015-01-28,-0.011991801581281547
2015-01-29,0.01272927075073893
2015-01-30,-0.03420028240805373
2015-02-02,0.018462472398125263
2015-02-03,0.0014856287636169085
2015-02-04,0.004184041773435343
2015-02-05,0.010119147754528823
2015-02-06,-0.018856593007679834
2015-02-09,-0.011111132524604939
2015-02-10,0.02338275014440372
2015-02-11,-0.004450735276614548
2015-02-12,0.01728726622999166
2015-02-13,0.006739165148888837
2015-02-17,0.011059726950688908
2015-02-18,-0.013529342552548673
2015-02-19,-0.0017509420046377677
2015-02-20,0.005846397941650094
2015-02-23,-0.018890119659924598
2015-02-24,0.019253826751165493
2015-02-25,-0.013368291949155453
2015-02-26,-0.008836502242824062
2015-02-27,-0.011886945067880905
2015-03-02,0.024360986225011372
2015-03-03,0.001174008410393279
2015-03-04,0.0005868225581626696
2015-03-05,-0.011430649923975578
2015-03-06,-0.016009231639719568
2015-03-09,-0.014160806799793146
2015-03-10,-0.031173664266822
2015-03-11,0.01987368913486587
2015-03-12,-0.047324276881525074
2015-03-13,0.004220741570517772
2015-03-16,-0.0032329125516746826
2015-03-17,-0.007785004277320873
2015-03-18,0.009807022608947724
2015-03-19,-0.0048557696264609485
2015-03-20,0.018542891507503434
2015-03-23,-0.003513428989860956
2015-03-24,-0.013141018744019073
2015-03-25,-0.029230275530385486
2015-03-26,0.00635667997251077
2015-03-27,0.06382978723404253
2015-03-30,-0.01687503374651933
2015-03-31,-0.0060394521152401515
2015-04-01,-0.01471044320696191
2015-04-02,0.0
2015-04-06,0.007465035585499269
2015-04-07,0.007087504615171936
2015-04-08,0.0015997474515179189
2015-04-09,-0.002235911616452424
2015-04-10,0.022087170622097307
2015-04-13,-0.0062638659220848325
2015-04-14,-0.007563723501179953
2015-04-15,0.042552953001411487
2015-04-16,0.0012186706753205545
2015-04-17,-0.012169094796056767
2015-04-20,0.00800739567580111
2015-04-21,-0.009165954062462345
2015-04-22,0.008325678988816643
2015-04-23,-0.010703436281763956
2015-04-24,-0.008346115552173905
2015-04-27,0.013092080520057614
2015-04-28,0.01599993498832597
2015-04-29,-0.00393719769748313
2015-04-30,-0.010337140376281528
2015-05-01,0.026728041686724158
2015-05-04,0.00029934436714840196
2015-05-05,-0.016571390725523383
2015-05-06,-0.012867583848466646
2015-05-07,0.0006208633826747523
2015-05-08,0.017369891706305873
2015-05-11,-0.003353879236887458
2015-05-12,-0.013459837771881089
2015-05-13,0.01209295214566608
2015-05-14,0.010110287354966996
2015-05-15,0.000606665726664346
2015-05-18,0.012731290357493652
2015-05-19,-0.007782201059191474
2015-05-20,0.006636421700676909
2015-05-21,0.005394176275362206
2015-05-22,-0.0029808891478835253
2015-05-26,-0.010463425812777594
2015-05-27,0.018429081463692043
2015-05-28,0.008899424702233594
2015-05-29,0.013231637528991369
2015-06-01,-0.015960663592446078
2015-06-02,-0.018873495956298836
2015-06-03,-0.016230727608419593
2015-06-04,-0.012831975122965966
2015-06-05,-0.014546799094394602
2015-06-08,-0.01695983385204536
2015-06-09,-0.0015975068745879284
2015-06-10,0.018239965219567944
2015-06-11,0.0009429636382931594
2015-06-12,-0.016640739847646024
2015-06-15,0.00223503490965693
2015-06-16,0.007964321687521814
2015-06-17,0.009798126300524013
2015-06-18,0.013458179992141162
2015-06-19,-0.009573824784626761
2015-06-22,0.005924376137135701
2015-06-23,-0.00526969479206385
2015-06-24,-0.005609186385800324
2015-06-25,0.002507349870420228
2015-06-26,-0.03032212353532071
2015-06-29,-0.02030953513481404
2015-06-30,0.000987254156135986
2015-07-01,-0.00788976022098864
2015-07-02,0.012591098584394667
2015-07-06,-0.01701537019851196
2015-07-07,-0.004660700939009055
2015-07-08,-0.013377963152532812
2015-07-09,-0.019321917373518516
2015-07-10,0.008296112022331714
2015-07-13,0.01919765119156347
2015-07-14,-0.0026909575468186953
2015-07-15,0.0013489438672893428
2015-07-16,0.007073137232761928
2015-07-17,-0.014381068607692282
2015-07-20,-0.01255550118101778
2015-07-21,-0.013058061382320352
2015-07-22,-0.00383016583249407
2015-07-23,-0.0003496446892166105
2015-07-24,-0.018880819342439792
2015-07-27,0.010334860050535077
2015-07-28,0.021516840437137974
2015-07-29,0.0017265024772936677
2015-07-30,-0.0034472225563645376
2015-07-31,0.0013835570827069876
2015-08-03,0.0034541137432333446
2015-08-04,0.002754116559834374
2015-08-05,0.007961030724318974
2015-08-06,-0.003777395801122352
2015-08-07,-0.004481380960024706
2015-08-10,0.026316137168180598
2015-08-11,-0.022604660377021246
2015-08-12,0.016913847433421614
2015-08-13,-0.02002709416521764
2015-08-14,0.0051957828282487295
2015-08-17,0.002067352735768857
2015-08-18,-0.0058457631192647685
2015-08-19,-0.019024422681851894
2015-08-20,-0.02926693697647398
2015-08-21,-0.035234100346048236
2015-08-24,-0.011671715067073207
2015-08-25,-0.014476148362373653
2015-08-26,0.05527666375024176
2015-08-27,0.015384556490594115
2015-08-28,0.025252371596412804
2015-08-31,0.0042224244044928305
2015-09-01,-0.025227767533284373
2015-09-02,0.028037031280863323
2015-09-03,0.016783319114886508
2015-09-04,-0.01925687726513392
2015-09-08,0.034361693805345705
2015-09-09,-0.0088137237043443
2015-09-10,0.0010261901241210847
2015-09-11,0.006832787315389499
2015-09-14,-0.0027145173857766602
2015-09-15,0.011568534848790835
2015-09-16,0.0013455114697107362
2015-09-17,-0.0020154327927006666
2015-09-18,-0.023224570414899226
2015-09-21,0.004824297629784535
2015-09-22,-0.016803724288933286
2015-09-23,0.0024413413466364275
2015-09-24,-0.009046456194377717
2015-09-25,0.011587011562434357
2015-09-28,-0.0017355343594972483
2015-09-29,0.016689690455323314
2015-09-30,0.030779636019190315
2015-10-01,-0.004644705809494831
2015-10-02,0.016999961761610116
2015-10-05,0.022943162190303346
2015-10-06,0.016981930343972218
2015-10-07,0.018273299852843206
2015-10-08,0.006188211972053104
2015-10-09,-0.011685082424926607
2015-10-12,0.002177913143151189
2015-10-13,-0.00527777710706645
2015-10-14,0.023720354013985645
2015-10-15,-0.001524412947632836
2015-10-16,0.008854990020863651
2015-10-19,0.01664658982542555
2015-10-20,-0.0044656808099307055
2015-10-21,-0.002093536035783994
2015-10-22,0.030866236379581302
2015-10-23,0.014534959096052846
2015-10-26,-0.00888247218386462
2015-10-27,-0.003469318251841935
2015-10-28,0.006962651631569505
2015-10-29,-0.019591060223441925
2015-10-30,-0.0049957241132445596
2015-11-02,0.0073833830097636
2015-11-03,0.005863471573898105
2015-11-04,0.002348094114456911
2015-11-05,-0.004392327448039524
2015-11-06,-0.004705785649706806
2015-11-09,-0.014479860547400802
2015-11-10,-0.0041983117019390725
2015-11-11,-0.010538830511818698
2015-11-12,-0.013998634215100392
2015-11-13,-0.008950530703357162
2015-11-16,-0.00031139013711767305
2015-11-17,0.016822109496410276
2015-11-18,0.015931583495853774
2015-11-19,0.03437872500295125
2015-11-20,0.010495569219948653
2015-11-23,-0.005193347830013573
2015-11-24,-0.003480189670722056
2015-11-25,0.002619205087762033
2015-11-27,0.0002905193999285238
2015-11-30,0.008995711828787556
2015-12-01,0.009203286701690683
2015-12-02,-0.007409341331433783
2015-12-03,-0.022681783189866356
2015-12-04,0.026439625967480396
2015-12-07,0.0014309822684464013
2015-12-08,-0.006858996488181113
2015-12-09,0.0017265397213173106
2015-12-10,-0.001149158164513997
2015-12-11,-0.014379788418526607
2015-12-14,0.005835692570706819
2015-12-15,0.020597752963493088
2015-12-16,0.003411009805572629
2015-12-17,-0.011048267622967622
2015-12-18,-0.02979086539558351
2015-12-21,0.010924096943219386
2015-12-22,0.014310704228012616
2015-12-23,0.00777418141220565
2015-12-24,-0.0005713565435838674
2015-12-28,-0.0014291389524053733
2015-12-29,0.014600650244366742
2015-12-30,-0.012697818837741348
2015-12-31,-0.015433035238548776
2016-01-04,-0.01335254343534742
2016-01-05,-0.0047072409402155735
2016-01-06,-0.02216965632623935
2016-01-07,-0.03748496911089361
2016-01-08,-0.010364302944233406
2016-01-11,0.017454872153085388
2016-01-12,0.019338707413015577
2016-01-13,-0.023561865627238388
2016-01-14,0.026010852685388164
2016-01-15,-0.09102045305374595
2016-01-19,0.0013440788275389526
2016-01-20,-0.007046901705387021
2016-01-21,0.002365936710051253
2016-01-22,0.009102832609867884
2016-01-25,-0.01102546598565568
2016-01-26,0.01148593266159681
2016-01-27,-0.004341551973439328
2016-01-28,0.0053671347156156735
2016-01-29,0.03503512926577712
2016-02-01,-0.006447573745602897
2016-02-02,-0.03309537298747445
2016-02-03,-0.006770412877025844
2016-02-04,0.014655787539840981
2016-02-05,-0.024521214798940205
2016-02-08,-0.007576017825304038
2016-02-09,-0.00034698195428206624
2016-02-10,-0.02013168965126677
2016-02-11,-0.00035423371577858465
2016-02-12,0.014882918604445239
2016-02-16,0.004888444611396592
2016-02-17,0.023974858227572282
2016-02-18,-0.001696237923691113
2016-02-19,-0.024133684601361782
2016-02-22,0.022291760428112983
2016-02-23,-0.01873906478294629
2016-02-24,0.013541441086046602
2016-02-25,0.014731265176542108
2016-02-26,0.006076905047015968
2016-02-29,-0.007047073157788963
2016-03-01,0.026360712242521345
2016-03-02,0.005597086203540602
2016-03-03,0.001309838697371335
2016-03-04,0.0016352934871852742
2016-03-07,0.010120735890493338
2016-03-08,-0.012281934975589714
2016-03-09,0.010144076399853041
2016-03-10,0.012309785217919478
2016-03-11,0.016319797820903537
2016-03-14,-0.010390221800732236
2016-03-15,0.006999465203926691
2016-03-16,0.001263976628299579
2016-03-17,0.009151092180009313
2016-03-18,0.02188864491619147
2016-03-21,-0.010403862603919456
2016-03-22,-0.0006185042627304682
2016-03-23,-0.009901008420964641
2016-03-24,-0.003750081769740121
2016-03-28,0.0006274288384935378
2016-03-29,0.015046900164427113
2016-03-30,0.010191570433961683
2016-03-31,-0.011005902687929559
2016-04-01,0.003091418136581092
2016-04-04,-0.013867586704763402
2016-04-05,-0.0031250058406957493
2016-04-06,0.0056426438081096375
2016-04-07,-0.01652145153237483
2016-04-08,0.0025356630698265548
2016-04-11,0.001264851778703946
2016-04-12,0.005999455357234007
2016-04-13,0.008474516454193726
2016-04-14,-0.010270645178463766
2016-04-15,-0.010691917630684111
2016-04-18,0.0060393501084694545
2016-04-19,-0.001579706228611033
2016-04-20,0.012658175140527694
2016-04-21,-0.000937501752208747
2016-04-22,-0.010322046689343
2016-04-25,-0.007901479997311278
2016-04-26,0.0003184971628678035
2016-04-27,0.011146746614806968
2016-04-28,-0.02015758907937759
2016-04-29,-0.026679879055275246
2016-05-02,0.010898858996194472
2016-05-03,-0.008167747300499517
2016-05-04,-0.008305613022197678
2016-05-05,0.0016751619302008969
2016-05-06,0.004682323700509583
2016-05-09,-0.007989397686251065
2016-05-10,0.011409448269269706
2016-05-11,-0.002654375379358087
2016-05-12,-0.009980123234212046
2016-05-13,0.00504060418070873
2016-05-16,0.01604800563854214
2016-05-17,-0.013491355428506546
2016-05-18,0.0003337852897444815
2016-05-19,-0.012004272987495068
2016-05-20,0.017549853517743408
2016-05-23,0.0026534165501321816
2016-05-24,0.027456235707927545
2016-05-25,0.010624578376110527
2016-05-26,0.003185653557304269
2016-05-27,0.0025405052373395076
2016-05-31,0.0006337234645672485
2016-06-01,0.0022156137814797194
2016-06-02,0.0031586361751869685
2016-06-03,-0.004407883063058615
2016-06-06,0.0018977136896949354
