Date,NWS
2015-01-05,-0.02269702867037071
2015-01-06,-0.01161177911773792
2015-01-07,-0.004146716191937627
2015-01-08,0.022900821086272893
2015-01-09,0.009497950419933066
2015-01-12,-0.010752692850061862
2015-01-13,-0.0013586412766302125
2015-01-14,-0.0047618607236108446
2015-01-15,-0.00615179118483189
2015-01-16,0.0
2015-01-20,-0.006877526117873511
2015-01-21,0.0006924182702483517
2015-01-22,0.017301092318586786
2015-01-23,-0.0027210527853266386
2015-01-26,0.021828037716910886
2015-01-27,-0.004672926140988021
2015-01-28,-0.01073098537745576
2015-01-29,-0.019660960314971
2015-01-30,-0.0013831449569043919
2015-02-02,0.0027699719558271774
2015-02-03,0.0448895694015492
2015-02-04,-0.0013218240887179489
2015-02-05,0.007280083344579635
2015-02-06,0.036136412356774894
2015-02-09,0.025364764257464367
2015-02-10,0.008039456706290915
2015-02-11,0.0
2015-02-12,0.0036810989548530237
2015-02-13,0.0030559800705094453
2015-02-17,0.009140797513642163
2015-02-18,-0.0030190727762809955
2015-02-19,0.002422546002397219
2015-02-20,0.007250921872935301
2015-02-23,0.013797010506410912
2015-02-24,0.000592011578477214
2015-02-25,0.005913678063510952
2015-02-26,-0.008818304675613842
2015-02-27,-0.002372767707014223
2015-03-02,0.010701823720080439
2015-03-03,-0.0164706870943907
2015-03-04,-0.00598087930618596
2015-03-05,0.0018050466520653785
2015-03-06,-0.014414613838311774
2015-03-09,-0.007312322416506367
2015-03-10,-0.02209948630228853
2015-03-11,0.008160578500468363
2015-03-12,0.02366146492133958
2015-03-13,-0.003041437061455876
2015-03-16,0.011592429712020236
2015-03-17,-0.007237735554869951
2015-03-18,0.007898142462977376
2015-03-19,-0.011452936678695846
2015-03-20,0.008536770216671874
2015-03-23,0.00423212485309743
2015-03-24,-0.003010438742621968
2015-03-25,-0.01932348610974377
2015-03-26,-0.013546719483257696
2015-03-27,-0.0043695644370163045
2015-03-30,0.005642474146411169
2015-03-31,-0.010598550415508945
2015-04-01,0.0037809071294503394
2015-04-02,0.003766394796389294
2015-04-06,0.0062538604597559555
2015-04-07,-0.00870090939942969
2015-04-08,-0.0037617396243022627
2015-04-09,-0.010698597801492182
2015-04-10,0.0006361754087078619
2015-04-13,0.013350092426513305
2015-04-14,-0.005645947283779651
2015-04-15,-0.000631161731722063
2015-04-16,-0.008838371023858649
2015-04-17,-0.0133756735289432
2015-04-20,-0.0006456215449948122
2015-04-21,-0.008398014447038249
2015-04-22,0.003908849325319208
2015-04-23,0.003244726435597034
2015-04-24,-0.0019405532998583164
2015-04-27,0.0025923885419418813
2015-04-28,0.025209909966898758
2015-04-29,-0.012610177055416671
2015-04-30,-0.005747102678949734
2015-05-01,0.02312142974203546
2015-05-04,0.008788231948258174
2015-05-05,-0.009334125852819564
2015-05-06,-0.06344218185179695
2015-05-07,0.0
2015-05-08,0.012072385685911957
2015-05-11,0.033134488838851395
2015-05-12,-0.026298689861557478
2015-05-13,-0.00526988058969724
2015-05-14,0.0026488282270156205
2015-05-15,0.010567963264225266
2015-05-18,0.0032678427280521394
2015-05-19,0.002606040128491305
2015-05-20,-0.0038988293977331168
2015-05-21,0.001957009692568068
2015-05-22,-0.007161382327806498
2015-05-26,-0.013770505396565658
2015-05-27,0.005984017797888708
2015-05-28,-0.0019825221995278808
2015-05-29,-0.009934088327857027
2015-06-01,0.0033444919842828824
2015-06-02,-0.006000047329422942
2015-06-03,0.0020121366443832667
2015-06-04,-0.014725628689125525
2015-06-05,-0.0054348582962655545
2015-06-08,-0.004781377170460566
2015-06-09,-0.01853122804356866
2015-06-10,-0.0006990463845381045
2015-06-11,-0.0020995122128006916
2015-06-12,-0.005610024531089386
2015-06-15,-0.00916800633545145
2015-06-16,-0.004270445361913122
2015-06-17,-0.002858993567322332
2015-06-18,0.020071496081018658
2015-06-19,0.024596000937758822
2015-06-22,0.0068587314736030525
2015-06-23,-0.001362416645046216
2015-06-24,-0.012960358295787011
2015-06-25,-0.008984191357534477
2015-06-26,0.01952577131100397
2015-06-29,-0.040355757364066935
2015-06-30,0.014968096340653547
2015-07-01,0.004213313944775088
2015-07-02,-0.006293454617063654
2015-07-06,-0.026741869886908187
2015-07-07,0.014461204176138276
2015-07-08,-0.015680518604033744
2015-07-09,-0.004344581425920202
2015-07-10,0.005818026080167904
2015-07-13,0.012292171776943306
2015-07-14,0.0014285911357063696
2015-07-15,0.005706058783810475
2015-07-16,0.013475325678636851
2015-07-17,0.004198646910548831
2015-07-20,0.009059095282942797
2015-07-21,-0.01657444402080055
2015-07-22,0.001404437981591622
2015-07-23,0.0105188149112585
2015-07-24,0.001388019307380084
2015-07-27,-0.005543932897969728
2015-07-28,-0.004181091981617646
2015-07-29,0.003498809506282008
2015-07-30,-0.0034866105202491227
2015-07-31,-0.0013997503115442678
2015-08-03,-0.014716127351302788
2015-08-04,0.0049783863213972435
2015-08-05,0.004954182913738503
2015-08-06,-0.03450702818087903
2015-08-07,0.008752778108524595
2015-08-10,0.013738323400288799
2015-08-11,-0.019971744442814687
2015-08-12,0.008005895683775188
2015-08-13,0.07509044580251323
2015-08-14,0.0013430569643100299
2015-08-17,0.01006024904152869
2015-08-18,-0.00531194465748186
2015-08-19,-0.0060079141343789555
2015-08-20,-0.04835476065326405
2015-08-21,-0.021171480302599188
2015-08-24,-0.0598413252816169
2015-08-25,0.009969505101623755
2015-08-26,0.01974169879244969
2015-08-27,0.028294933015452273
2015-08-28,0.01520638656360318
2015-08-31,-0.01355213972202185
2015-09-01,-0.037599396106679284
2015-09-02,0.0015024882453702482
2015-09-03,0.01875474817839118
2015-09-04,-0.03608245948340627
2015-09-08,0.028266038305356567
2015-09-09,-0.009658499282177546
2015-09-10,-0.013503321559712567
2015-09-11,0.0
2015-09-14,-0.011494343409878094
2015-09-15,0.0062015389345255745
2015-09-16,0.001540932335004852
2015-09-17,0.011538222999336822
2015-09-18,-0.024334315124157513
2015-09-21,0.0054558161015927364
2015-09-22,0.0007752442434378892
2015-09-23,-0.006196652013128134
2015-09-24,0.0038970353455498596
2015-09-25,-0.0015526465819911683
2015-09-28,-0.03265952905554581
2015-09-29,-0.0016077354462242788
2015-09-30,0.032206229806286846
2015-10-01,0.003900242067574222
2015-10-02,0.020979049486759438
2015-10-05,0.025875236769335563
2015-10-06,0.005192579056920721
2015-10-07,0.010332143093923385
2015-10-08,0.02994893720129066
2015-10-09,0.0007091140289228193
2015-10-12,-0.0014172989697965876
2015-10-13,-0.004258463618549646
2015-10-14,0.011404188666435555
2015-10-15,0.01832267014190947
2015-10-16,0.015225163021949317
2015-10-19,0.00613478304916204
2015-10-20,0.0020325073500480073
2015-10-21,-0.025016719802747556
2015-10-22,0.02912602255207708
2015-10-23,0.020889402834514126
2015-10-26,-0.01980185564123549
2015-10-27,-0.008080900431242322
2015-10-28,0.01968775725679972
2015-10-29,0.009986905971071103
2015-10-30,0.02043498165072477
2015-11-02,0.01356580326922252
2015-11-03,-0.007648066251439545
2015-11-04,0.0025687970177912245
2015-11-05,-0.014093349716036152
2015-11-06,-0.01624432533956821
2015-11-09,-0.03038308348848595
2015-11-10,-0.0027249725205193975
2015-11-11,-0.0034153034439733387
2015-11-12,-0.02124727170277374
2015-11-13,-0.022408919058708454
2015-11-16,0.021489985192280292
2015-11-17,-0.00210392329885567
2015-11-18,0.009135545670730494
2015-11-19,-0.006963570529387453
2015-11-20,0.011220248482201711
2015-11-23,0.0027735851452324045
2015-11-24,0.009682067656144877
2015-11-25,0.0
2015-11-27,-0.015753494881087682
2015-11-30,0.006262933837986262
2015-12-01,0.02213027110441068
2015-12-02,-0.011502124369658251
2015-12-03,-0.03901441811062378
2015-12-04,0.019230800029315542
2015-12-07,-0.009783256168445886
2015-12-08,-0.026817297760807213
2015-12-09,0.002175630868894274
2015-12-10,0.02098389228268638
2015-12-11,-0.03189222426697824
2015-12-14,-0.0014640672144651257
2015-12-15,0.012463367222356858
2015-12-16,0.019551000670429364
2015-12-17,-0.023437425141822787
2015-12-18,-0.009454769384691253
2015-12-21,0.015418562462441887
2015-12-22,0.00144607080311987
2015-12-23,0.028880890986341168
2015-12-24,-0.0014034498206202395
2015-12-28,-0.011946540680796813
2015-12-29,0.016358536360802756
2015-12-30,-0.013296049735973203
2015-12-31,-0.009929039237060788
2016-01-04,-0.02077368303257443
2016-01-05,-0.04096569337502742
2016-01-06,0.009153259766624178
2016-01-07,-0.01662882275322397
2016-01-08,0.0
2016-01-11,-0.026902321294097753
2016-01-12,0.013428146518272843
2016-01-13,-0.0233827962613965
2016-01-14,0.04469256747778361
2016-01-15,-0.02139013287485103
2016-01-19,-0.006245025081155431
2016-01-20,-0.01963882897614433
2016-01-21,0.01923090452438081
2016-01-22,0.02515726605761137
2016-01-25,-0.016104353795232118
2016-01-26,0.0257208004845757
2016-01-27,-0.007598709261682046
2016-01-28,0.009188548858607204
2016-01-29,0.012898110878893254
2016-02-01,-0.01722846219657237
2016-02-02,-0.0419206836241357
2016-02-03,0.009546563571878108
2016-02-04,0.007092153102215892
2016-02-05,-0.06729266311341797
2016-02-08,-0.05536904552737032
2016-02-09,-0.015097720583669538
2016-02-10,0.0036067977376919025
2016-02-11,-0.021563301607042895
2016-02-12,0.034894601586396234
2016-02-16,0.023957156231467547
2016-02-17,0.0051993665785863286
2016-02-18,-0.012931136336112758
2016-02-19,0.012227215445793638
2016-02-22,0.013804792284659584
2016-02-23,-0.011063821644036187
2016-02-24,-0.006024028108875368
2016-02-25,-0.005194679743150021
2016-02-26,0.00783284780685567
2016-02-29,-0.014680328287972166
2016-03-01,-0.0008765748623178471
2016-03-02,0.014912216767534847
2016-03-03,0.0008643604653368886
2016-03-04,0.012953285232931266
2016-03-07,0.027515021076471413
2016-03-08,-0.03012542845104138
2016-03-09,0.02157046315574851
2016-03-10,-0.009290748263930504
2016-03-11,0.057118529818710684
2016-03-14,-0.020161254420216213
2016-03-15,0.011522829493438635
2016-03-16,0.03986961866006267
2016-03-17,0.02503918095908797
2016-03-18,-0.014503958085557933
2016-03-21,0.0077460186099169714
2016-03-22,0.014604293781180111
2016-03-23,-0.013636397999614247
2016-03-24,0.002304139762681512
2016-03-28,0.023754655809713476
2016-03-29,0.002994028867558729
2016-03-30,-0.011193914561690943
2016-03-31,0.0
2016-04-01,0.021132031631827308
2016-04-04,-0.023651276896057838
2016-04-05,-0.012111864110659565
2016-04-06,0.015325673614906332
2016-04-07,-0.019622629415676496
2016-04-08,-0.01693615691422856
2016-04-11,-0.003915386159095813
2016-04-12,0.014936917953278783
2016-04-13,0.013942636142867837
2016-04-14,0.006875780490823491
2016-04-15,-0.006069916278988896
2016-04-18,-0.013740412732649587
2016-04-19,0.004643782995419121
2016-04-20,-0.0007701954875066752
2016-04-21,0.01850401425055459
2016-04-22,0.006813079267040667
2016-04-25,-0.01654140655674552
2016-04-26,0.014526299608236704
2016-04-27,-0.0060287484556926785
2016-04-28,-0.009097851340189922
2016-04-29,-0.008416246701774655
2016-05-02,0.016975444153995767
2016-05-03,-0.02655551119224131
2016-05-04,-0.010911944523143147
2016-05-05,0.003152189516861803
2016-05-06,0.03377822343510406
2016-05-09,-0.03343443860758677
2016-05-10,0.003930776667654845
2016-05-11,-0.01096321425786484
2016-05-12,-0.022169393190496045
2016-05-13,-0.02429158915587948
2016-05-16,0.010788640559399987
2016-05-17,-0.007389398279153969
2016-05-18,-0.007444232357552205
2016-05-19,-0.005000072543029477
2016-05-20,0.025963275744352865
2016-05-23,-0.010612239450655259
2016-05-24,0.008250827539686867
2016-05-25,0.015548346910355226
2016-05-26,-0.01369864185538816
2016-05-27,0.004902031360719317
2016-05-31,0.0032517914154812644
2016-06-01,0.004052166634190391
2016-06-02,0.0048424270502107625
2016-06-03,-0.009638522985629616
2016-06-06,0.01540972063596091
2016-06-07,-0.023163001401708683
2016-06-08,0.0
2016-06-09,-0.008176876782018838
2016-06-10,-0.023907388799896623
2016-06-13,0.00506755045291718
2016-06-14,-0.010083999728443205
2016-06-15,0.017826404137195828
2016-06-16,-0.02251843288961941
2016-06-17,-0.008532696805021334
2016-06-20,0.012909104098180801
2016-06-21,0.007646262712540874
2016-06-22,0.016863593280162847
2016-06-23,0.011608644424305758
2016-06-24,-0.057377064158633084
2016-06-27,-0.04869555488351329
2016-06-28,0.007312557313576162
2016-06-29,0.045371964972423795
2016-06-30,0.013020791336416426
2016-07-01,0.008569165268931922
2016-07-05,-0.010195738516828534
2016-07-06,0.0025752817241202486
2016-07-07,0.008561828418773398
2016-07-08,0.022071112220579447
2016-07-11,0.017441892761112854
2016-07-12,0.028571393906767106
2016-07-13,0.011111131706628141
2016-07-14,0.0070644247741005195
2016-07-15,-0.00233826200581988
2016-07-18,0.010156493046942217
2016-07-19,0.003866606588420529
2016-07-20,0.0038521224663987663
2016-07-21,-0.00997705286802486
2016-07-22,0.010077597591982679
2016-07-25,0.00230245322072542
2016-07-26,0.01378265949988311
2016-07-27,-0.006042569562194511
2016-07-28,0.0
2016-07-29,0.021276717606515394
