Date,YUM
2015-01-05,-0.020317655390376776
2015-01-06,-0.012274522507234598
2015-01-07,0.033138391643659615
2015-01-08,0.01741975248408889
2015-01-09,-0.0017664474239924566
2015-01-12,-0.00748719183634039
2015-01-13,-0.004114504538787811
2015-01-14,0.001523564418417056
2015-01-15,-0.011893415677433405
2015-01-16,0.01371607229332139
2015-01-20,-0.017672605448142975
2015-01-21,0.004919576039597029
2015-01-22,0.032028036812589145
2015-01-23,0.004336612426945496
2015-01-26,0.0017543996823767838
2015-01-27,-0.01091097457878476
2015-01-28,-0.007217616539877292
2015-01-29,0.018792928134519382
2015-01-30,-0.02679435311015077
2015-02-02,0.006226116821284711
2015-02-03,0.012099249700451065
2015-02-04,0.0005435224699397168
2015-02-05,0.021045290148372642
2015-02-06,-0.0168880720547695
2015-02-09,-0.011091455169342845
2015-02-10,0.013267342863496179
2015-02-11,-0.0012148625896372112
2015-02-12,0.010947758628941484
2015-02-13,-0.0014711224119142718
2015-02-17,0.018209020609247784
2015-02-18,0.005917131709940238
2015-02-19,0.002222325836311656
2015-02-20,0.01121673388561284
2015-02-23,-0.0011610514852963272
2015-02-24,0.005423734732105556
2015-02-25,0.014128012867027584
2015-02-26,0.0054458766118814506
2015-02-27,0.021665194308677416
2015-03-02,0.00850694630490234
2015-03-03,-0.0035453325664884794
2015-03-04,-0.017543837476490576
2015-03-05,0.005494572642205986
2015-03-06,-0.01689028078209709
2015-03-09,0.003537013138116496
2015-03-10,-0.01963751316629392
2015-03-11,-0.017719367428817523
2015-03-12,0.01751627040449444
2015-03-13,-0.004239352135875674
2015-03-16,0.008772971797471607
2015-03-17,-0.004220540209384227
2015-03-18,0.01387108577949503
2015-03-19,-0.002533467388030397
2015-03-20,0.005969039883136018
2015-03-23,0.0007574006283548318
2015-03-24,0.011353548211237907
2015-03-25,-0.012722995547758686
2015-03-26,-0.00758048114567933
2015-03-27,-0.0030556321943093767
2015-03-30,0.014046994877419339
2015-03-31,-0.008689468321908533
2015-04-01,0.001524639976483888
2015-04-02,0.012049929384194469
2015-04-06,-0.0007518950490721377
2015-04-07,-0.018061078532021435
2015-04-08,0.005392726406677983
2015-04-09,0.007918505955607058
2015-04-10,0.013938136478773178
2015-04-13,0.008747751591804631
2015-04-14,-0.013627485612306534
2015-04-15,-0.00025097770698556676
2015-04-16,-0.0013820113076139506
2015-04-17,0.003270785226144879
2015-04-20,0.016802470284935866
2015-04-21,-0.0029596632150953317
2015-04-22,0.03945552666042862
2015-04-23,0.0003573526547133721
2015-04-24,0.036041252211896246
2015-04-27,-0.005625304014591936
