Date,HOLX
2015-01-05,-0.00985588816545091
2015-01-06,-0.014165422180141718
2015-01-07,0.02524270363224357
2015-01-08,0.026893977351535092
2015-01-09,-0.012910378959419266
2015-01-12,0.07361731302334928
2015-01-13,0.001740380967833799
2015-01-14,0.007296701857623544
2015-01-15,-0.007933754537848281
2015-01-16,0.009388054784941424
2015-01-20,0.008611780712599382
2015-01-21,0.004098324080282545
2015-01-22,0.003741517407443551
2015-01-23,-0.005421885671675342
2015-01-26,0.009199334046146701
2015-01-27,-0.00033761744086757695
2015-01-28,0.0
2015-01-29,0.050996291717533504
2015-01-30,-0.024100256419481325
2015-02-02,-0.003951295222829776
2015-02-03,0.010247916229500165
2015-02-04,-0.018324590174370714
2015-02-05,0.009000015258789018
2015-02-06,-0.010241208080705722
2015-02-09,0.001335144083768558
2015-02-10,0.0023333231608073657
2015-02-11,-0.0006651299623097184
2015-02-12,0.006655599601240292
2015-02-13,0.006942118494963845
2015-02-17,0.0016415346655302976
2015-02-18,0.010488354389499355
2015-02-19,0.027246193793921902
2015-02-20,0.002210284011859409
2015-02-23,-0.0006301341495872359
2015-02-24,0.0040983944176979925
2015-02-25,0.006593437654822454
2015-02-26,0.004678655794026376
2015-02-27,0.0052779257520851885
2015-03-02,0.009264954514036638
2015-03-03,-0.003365991717391159
2015-03-04,-0.006754719765566519
2015-03-05,0.0027820759453787147
2015-03-06,-0.00863128209464048
2015-03-09,-0.011504941966426596
2015-03-10,0.004089309752209003
2015-03-11,0.0012531017569896719
2015-03-12,0.009073871208846063
2015-03-13,0.0012403384659640526
2015-03-16,0.0071229339026042116
2015-03-17,-0.0018450606533337854
2015-03-18,0.008626081389142115
2015-03-19,0.007330416965964259
2015-03-20,0.008489957040123342
2015-03-23,-0.008117758770047945
2015-03-24,-0.012124931965068475
2015-03-25,-0.01718322708404607
2015-03-26,-0.002809811073031576
2015-03-27,0.017219822642855487
2015-03-30,0.020929407674644462
2015-03-31,-0.004220663170838135
2015-04-01,-0.013623886311623035
2015-04-02,0.01135662710528429
2015-04-06,0.007890692428318191
2015-04-07,-0.005420063539235076
2015-04-08,0.006357944502908941
2015-04-09,0.004813472904117155
2015-04-10,-0.0029940803667591886
2015-04-13,-0.003903936068879954
2015-04-14,0.00030154165760043483
2015-04-15,-0.013260959091683566
2015-04-16,0.0024434334836958005
2015-04-17,-0.010664182735391381
2015-04-20,0.018786590311632656
2015-04-21,0.007557436099211667
2015-04-22,-0.002100315201790992
2015-04-23,0.004810578938259313
2015-04-24,0.017055761243312872
2015-04-27,-0.024713154195577625
2015-04-28,-0.00331826863614737
2015-04-29,-0.011501242663000344
2015-04-30,0.03306802927435615
2015-05-01,0.008002271180642007
2015-05-04,0.011467310308532763
2015-05-05,-0.022383733244441983
2015-05-06,-0.004757652165637505
2015-05-07,0.0050791204883542385
2015-05-08,0.010404348845679756
2015-05-11,0.0076492588612584456
