Date,RTX
2015-01-05,-0.016690001166725033
2015-01-06,-0.014144450421541777
2015-01-07,0.01085022883227138
2015-01-08,0.017032006432741387
2015-01-09,-0.005495318517885317
2015-01-12,0.00377095862930088
2015-01-13,-0.0009606243560581484
2015-01-14,-0.007171787529344997
2015-01-15,0.0
2015-01-16,0.023167619075115553
2015-01-20,0.01188153441898776
2015-01-21,0.012762391006404084
2015-01-22,0.01192991238753427
2015-01-23,-0.0039019409610184796
2015-01-26,-0.010252051246012472
2015-01-27,0.0034527262619319377
2015-01-28,-0.01879793441842681
2015-01-29,-0.0040200130334066
2015-01-30,-0.014340736499655171
2015-02-02,0.015682448602197363
2015-02-03,0.019814223663891628
2015-02-04,-0.009252151096742267
2015-02-05,0.019695951968803582
2015-02-06,-0.0024978196216380866
2015-02-09,-0.004089588623428675
2015-02-10,0.0006702815699251019
2015-02-11,-0.0005891834159671427
2015-02-12,0.007582483788885153
2015-02-13,0.013880915820865258
2015-02-17,0.000577787988680134
2015-02-18,0.0055220910833462256
2015-02-19,0.007542158048486014
2015-02-20,0.009762415864025265
2015-02-23,-0.0031419401480413667
2015-02-24,0.0005656880729341118
2015-02-25,-0.003393024608535633
2015-02-26,-0.005673811694932307
2015-02-27,-0.006195728610117079
2015-03-02,0.010499993092109916
2015-03-03,-0.012095128171412117
2015-03-04,-0.005423279174735507
2015-03-05,-0.002065651857666273
2015-03-06,-0.011259074768769306
2015-03-09,0.01942567446810539
2015-03-10,-0.03572915787436337
2015-03-11,0.008006879454446114
2015-03-12,0.02450591526955259
2015-03-13,-0.02062058484944207
2015-03-16,0.011200946303635329
2015-03-17,-0.0017487182616555685
2015-03-18,0.0037544283449302274
2015-03-19,-0.00773011679204505
2015-03-20,0.0006701246319986698
2015-03-23,-0.006529258474482713
2015-03-24,0.002021838868173198
2015-03-25,-0.02068603032441252
2015-03-26,-0.0036066486938495235
2015-03-27,0.0074118443024415726
2015-03-30,0.01650963518523252
2015-03-31,-0.013717042481120045
2015-04-01,-0.010921628778662318
2015-04-02,0.01043847584513058
2015-04-06,0.0062321924224613134
2015-04-07,-0.0031390423345950547
2015-04-08,0.002978948578404861
2015-04-09,0.0003391446349445548
2015-04-10,0.004920308607191837
2015-04-13,-0.008863735077582868
2015-04-14,0.0023847568594483892
2015-04-15,0.0015295143442422
2015-04-16,-0.00330846971011467
2015-04-17,-0.020173914629109113
2015-04-20,0.012162234237485414
2015-04-21,0.003776575426185369
2015-04-22,8.534844598129254e-05
2015-04-23,0.002565211995808614
2015-04-24,-0.009380983128673415
2015-04-27,-0.0036158962053703947
2015-04-28,0.002937885342199298
2015-04-29,-0.006030602007080277
2015-04-30,-0.014127134727410673
2015-05-01,0.014857227311865895
2015-05-04,0.00874915291684042
2015-05-05,-0.011850519594988396
2015-05-06,8.681030996204875e-05
2015-05-07,0.008341699425665094
2015-05-08,0.02059644577952624
2015-05-11,-0.006164046893760267
2015-05-12,-0.0028885669185328977
2015-05-13,0.005569273535521058
2015-05-14,0.015080231249943177
2015-05-15,-0.005455694985423087
2015-05-18,0.00016873226886082726
2015-05-19,0.004725725721096419
2015-05-20,-0.0016799458434160197
2015-05-21,0.00210306014245476
2015-05-22,-0.004197293125032142
2015-05-26,-0.014752966888454955
2015-05-27,0.0065883521959622104
2015-05-28,0.00042494419818628337
2015-05-29,-0.004418040939454526
2015-06-01,-0.0014513696304429002
2015-06-02,0.002905902695672813
2015-06-03,0.009971264632472776
2015-06-04,-0.011560118707551692
2015-06-05,-0.0011953969179056
2015-06-08,-0.007008303106948666
2015-06-09,0.0010330544879102455
2015-06-10,0.010317826271910135
2015-06-11,0.0069786768855388814
2015-06-12,-0.006084982152615326
2015-06-15,-0.025425438251302168
2015-06-16,0.002879412874843723
2015-06-17,0.001131238509389787
2015-06-18,0.0072125864853291866
2015-06-19,-0.008713797273054547
2015-06-22,0.0033939816455965666
2015-06-23,-0.00043317500471073966
2015-06-24,-0.010934889142813375
2015-06-25,-0.00587880740593183
2015-06-26,0.001941689627668275
2015-06-29,-0.01752960474018561
2015-06-30,-0.0053797954379295465
2015-07-01,-0.000991899671581975
2015-07-02,-0.011369760599481027
2015-07-06,-0.0018249937909204927
2015-07-07,0.00667472622865084
2015-07-08,-0.01289828675412208
2015-07-09,0.0023002444871063066
2015-07-10,0.011568378093972376
2015-07-13,0.012706219734459845
2015-07-14,-0.0006273433276108298
2015-07-15,-0.0023315851809455612
2015-07-16,8.978718632768334e-05
2015-07-17,-0.004673718097709334
2015-07-20,-0.002347727594171012
2015-07-21,-0.07032940712363311
2015-07-22,-0.011293937978489432
2015-07-23,-0.004037544488814437
2015-07-24,-0.018093584278254027
2015-07-27,-0.004430671430047162
2015-07-28,0.0010113918607079775
2015-07-29,0.003940552120318408
2015-07-30,0.013788219119846179
2015-07-31,-0.004169654114125176
2015-08-03,-0.008872200632969007
2015-08-04,-0.003922870910418319
2015-08-05,-0.0016156592434580785
2015-08-06,0.0011123436652391572
2015-08-07,-0.00697088105376098
2015-08-10,0.012819175688661755
2015-08-11,-0.009442484605133528
2015-08-12,0.0073491456748295825
2015-08-13,-0.0031409765290510983
2015-08-14,0.0032527608632202387
2015-08-17,0.006686455940581926
2015-08-18,0.0005037956412838884
2015-08-19,-0.012071197608241269
2015-08-20,-0.024335944564720657
2015-08-21,-0.02932591455994038
2015-08-24,-0.023007966328896345
2015-08-25,-0.02277983727409638
2015-08-26,0.031080794208274698
2015-08-27,0.01867630732643577
2015-08-28,-0.00032142228993281563
2015-08-31,-0.01748181517137093
2015-09-01,-0.020631012285849848
2015-09-02,0.016941820122673645
2015-09-03,0.0073431011035580696
2015-09-04,-0.013382741552009803
2015-09-08,0.02359957100300325
2015-09-09,-0.01045022526424877
2015-09-10,-0.004899377685433359
2015-09-11,0.010175081823385668
2015-09-14,-0.005415480314570842
2015-09-15,0.009256285948773701
2015-09-16,0.01359510691338639
2015-09-17,-0.00670637951024966
2015-09-18,-0.024005924982008375
2015-09-21,0.005270611592886443
2015-09-22,-0.03659202667269823
2015-09-23,-0.014058705324729637
2015-09-24,-0.0016099575898983476
2015-09-25,0.005528705178978521
2015-09-28,-0.005384014833867079
2015-09-29,0.013244385592677599
2015-09-30,0.011479710472763527
2015-10-01,-0.007079503094670203
2015-10-02,0.0159575035948476
2015-10-05,0.02773757960455714
2015-10-06,0.0031435899136791345
2015-10-07,0.010372569937553866
2015-10-08,0.008768979436911684
2015-10-09,0.011024988564841687
2015-10-12,0.0006293328452640079
2015-10-13,-0.01205082254854195
2015-10-14,-0.02238013885000134
2015-10-15,0.01095801755030168
2015-10-16,-0.0019317956225911592
2015-10-19,-0.01021493250450567
2015-10-20,0.038783186329175656
2015-10-21,0.024576696003124843
2015-10-22,0.018576823731691228
2015-10-23,0.00831780886769784
2015-10-26,-0.003876158360066828
2015-10-27,-0.013469105050434305
2015-10-28,0.004449989199620141
2015-10-29,-0.0027186723168226568
2015-10-30,-0.0064612084754813726
2015-11-02,0.009958475762877228
2015-11-03,0.006137087285625675
2015-11-04,0.0032999971930582905
2015-11-05,0.004684557890453744
