Date,NEM
2015-01-05,0.00620451625973506
2015-01-06,0.04162412567861051
2015-01-07,-0.008879863429277712
2015-01-08,-0.0054756553827400856
2015-01-09,0.03703682553818899
2015-01-12,0.02268383562016174
2015-01-13,-0.03916906090462502
2015-01-14,-0.02947005668329772
2015-01-15,0.08856257199130413
2015-01-16,0.03626223935644357
2015-01-20,0.0574251712930558
2015-01-21,0.031819730933667856
2015-01-22,-0.0012334425534387128
2015-01-23,-0.005763673496106514
2015-01-26,0.014078824125672407
2015-01-27,0.026541052268888032
2015-01-28,-0.035003561672751204
2015-01-29,-0.0037098784030441534
2015-01-30,0.04054611885244164
2015-02-02,-0.0015903149472230593
2015-02-03,-0.01951412913090589
2015-02-04,0.00812324175964485
2015-02-05,0.0
2015-02-06,-0.031023431301514637
2015-02-09,0.023285165760244197
2015-02-10,-0.008127035457903609
2015-02-11,-0.011061344486502644
2015-02-12,0.015327802712589378
2015-02-13,0.011015617772919706
2015-02-17,-0.023809551799340745
2015-02-18,0.02273654404410097
2015-02-19,-0.011317479638299877
2015-02-20,0.04578901793622947
2015-02-23,0.014855356340269354
2015-02-24,-0.005778445241577446
2015-02-25,0.009298927792721123
2015-02-26,0.009980753806302145
2015-02-27,0.000760376215070302
2015-03-02,-0.016710864546674364
2015-03-03,-0.010428740766800226
2015-03-04,-0.01678377588860458
2015-03-05,0.004366903126141297
2015-03-06,-0.07905168718031585
2015-03-09,-0.037768097879930074
2015-03-10,-0.027908130517223295
2015-03-11,0.021589518677860742
2015-03-12,0.0022480012708654407
2015-03-13,0.0004486353337747051
2015-03-16,0.0
2015-03-17,-0.008071705968991316
2015-03-18,0.033906132875198836
2015-03-19,-0.0021863936358885727
2015-03-20,0.005696803236080017
2015-03-23,0.008278616607906741
2015-03-24,-0.012099835510476553
2015-03-25,-0.016622946541937855
2015-03-26,-0.01423498753435426
2015-03-27,0.003158541724319841
2015-03-30,-0.00944677197112953
2015-03-31,-0.014077788148669557
2015-04-01,0.04652204390597614
2015-04-02,-0.016724744254054347
2015-04-06,0.01074227622112156
2015-04-07,-0.018157063967414677
2015-04-08,-0.004060009388771713
2015-04-09,0.006793534961995196
2015-04-10,0.004498790083660165
2015-04-13,0.010747740834085251
2015-04-14,0.01107663223709432
2015-04-15,0.03198942246919856
2015-04-16,0.0029723203631488726
2015-04-17,-0.002116456868875738
2015-04-20,-0.0021214601522274723
2015-04-21,-0.00042517344323789175
2015-04-22,-0.03147601136904776
2015-04-23,0.029863774993549086
2015-04-24,0.06524510836958886
2015-04-27,0.02441992888918576
2015-04-28,0.02969914246192218
2015-04-29,0.004933256376202566
2015-04-30,0.0003774634019837464
2015-05-01,0.0
2015-05-04,-0.01660999528943774
2015-05-05,-0.003838709953669972
2015-05-06,-0.01156060073859344
2015-05-07,0.006627733569043226
2015-05-08,0.008520688653535169
2015-05-11,0.01228897572655141
2015-05-12,0.011001141500320832
2015-05-13,0.024765585732675843
2015-05-14,-0.004027949253078034
2015-05-15,0.018014939570427213
2015-05-18,-0.005056103863759431
2015-05-19,-0.018148876075669396
2015-05-20,0.022551011709110114
2015-05-21,-0.023861445204852005
2015-05-22,0.00037037336401213317
2015-05-26,-0.0170305078610562
2015-05-27,0.018078872721806194
2015-05-28,0.01627834082498003
2015-05-29,-0.008372660267370824
2015-06-01,-0.0025699485333756655
2015-06-02,-0.008096963288471093
2015-06-03,-0.02115044385538256
2015-06-04,0.015920912030260137
2015-06-05,-0.0332086857773215
2015-06-08,-0.0027015874950012675
2015-06-09,-0.054425856852057586
2015-06-10,-0.029086617855350827
2015-06-11,-0.0016874734559474414
2015-06-12,-0.004649343139113915
2015-06-15,0.020382154859815316
2015-06-16,-0.0037453542213716773
2015-06-17,0.024645081421530213
2015-06-18,0.019160492393358597
2015-06-19,-0.014000128877155404
2015-06-22,-0.02839802760081278
2015-06-23,0.007515933655949603
2015-06-24,-0.0004144258339893181
2015-06-25,-0.007462757771421136
2015-06-26,-0.004595066936090131
2015-06-29,-0.012588585845965894
2015-06-30,-0.007225092231167518
2015-07-01,-0.009845880644402616
2015-07-02,0.023346211808516815
2015-07-06,0.008027115668779894
2015-07-07,-0.06077083134926964
2015-07-08,0.004908027586481234
2015-07-09,0.0031084857994145842
2015-07-10,-0.0030988530586870677
2015-07-13,-0.0008878929227382759
2015-07-14,-0.015555487605825702
2015-07-15,-0.01580128428771943
2015-07-16,-0.019265790387240522
2015-07-17,-0.032273331713799314
2015-07-20,-0.12228131407148757
2015-07-21,0.03193782170950943
2015-07-22,-0.011739256584632263
2015-07-23,-0.049676035947230246
2015-07-24,0.011363605863366821
2015-07-27,-0.032584441770466266
2015-07-28,0.024390338260756206
2015-07-29,0.0017008338343023066
2015-07-30,-0.02150530411020124
2015-07-31,-0.0069405627142852255
2015-08-03,-0.04368082831843123
2015-08-04,-0.001218112064244492
2015-08-05,-0.0030486618215115335
2015-08-06,0.0006112561361752977
2015-08-07,-0.013447119959273501
2015-08-10,0.05018604797067305
2015-08-11,0.004719450556282423
2015-08-12,0.0651792948038572
2015-08-13,-0.03583261836763729
2015-08-14,-0.008004651096757853
2015-08-17,0.028818863083208246
2015-08-18,-0.017366904657808546
2015-08-19,0.022234683089229934
2015-08-20,0.03457877216766381
2015-08-21,-0.022102246248759227
2015-08-24,-0.06890880443112468
2015-08-25,-0.04262854475910072
2015-08-26,-0.022263437910234773
2015-08-27,0.05629333040773754
2015-08-28,0.02814391153305551
2015-08-31,-0.0058240963335260965
2015-09-01,-0.019918101784740738
2015-09-02,-0.03108189626586899
2015-09-03,-0.0012335939255978534
2015-09-04,-0.030265804271461305
2015-09-08,0.018181971078699233
2015-09-09,-0.021303254632119906
2015-09-10,-0.003841342401139425
2015-09-11,0.043701719368335334
