Date,UNH
2015-01-05,-0.016471497714079852
2015-01-06,-0.002017759766403171
2015-01-07,0.010210188827916244
2015-01-08,0.04773352747431758
2015-01-09,-0.009360023826732067
2015-01-12,-0.01128041497250687
2015-01-13,0.005070600756682975
2015-01-14,0.0025226840654175575
2015-01-15,0.01093574196312641
2015-01-16,0.0125406990474759
2015-01-20,-0.0014179616516714066
2015-01-21,0.035030958077475916
2015-01-22,0.041438277727360306
2015-01-23,-0.016249515491030153
2015-01-26,-0.003482236678511552
2015-01-27,-0.014335818343742868
2015-01-28,-0.014089695627425902
2015-01-29,0.008574912949997238
2015-01-30,-0.02870473098256343
2015-02-02,0.009788472102918
2015-02-03,0.004846249072215869
2015-02-04,0.0010205571390333734
2015-02-05,0.008339524772207119
2015-02-06,-0.011211424274651827
2015-02-09,-0.01031616357877263
2015-02-10,0.023288974947814456
2015-02-11,0.00807556496884021
2015-02-12,-9.094342517479426e-05
2015-02-13,-0.0036415848823885266
2015-02-17,0.002923636486622083
2015-02-18,9.134541482858083e-05
2015-02-19,0.0023687893041997032
2015-02-20,0.02353883319598471
2015-02-23,0.03356443044993629
2015-02-24,-0.008333677434392839
2015-02-25,-0.011955256999071517
2015-02-26,-0.0034194092218100547
2015-02-27,-0.0002640008587141418
2015-03-02,0.006776493670924033
2015-03-03,-0.013461763784761271
2015-03-04,0.008506160912893801
2015-03-05,0.008522187760916511
2015-03-06,-0.016639023790091967
2015-03-09,0.01789552292379626
2015-03-10,-0.02123632335332526
2015-03-11,0.005665646793791224
2015-03-12,0.019162396608674026
2015-03-13,0.003220563218206296
2015-03-16,0.028373350040174383
2015-03-17,-0.007762429232087031
2015-03-18,0.020068022808274577
2015-03-19,0.006668980548464543
2015-03-20,-0.013415169721801679
2015-03-23,-0.000839557426750126
2015-03-24,-0.007728222083937641
2015-03-25,-0.01337615757542221
2015-03-26,-0.0024885044295056558
2015-03-27,0.0151398064200432
2015-03-30,0.02533669407767447
2015-03-31,-0.02239678284341018
2015-04-01,-0.0071010366600640085
2015-04-02,-0.0007663292668023125
2015-04-06,0.002897301256387319
2015-04-07,-0.0029737542791936633
2015-04-08,0.007158068382889793
2015-04-09,0.003045442696032241
2015-04-10,0.003796321458691354
2015-04-13,0.003109136554532599
2015-04-14,0.004607656479320488
2015-04-15,-0.02168121053095684
2015-04-16,0.036481578635255696
2015-04-17,-0.023766472074789213
2015-04-20,-0.001095355352374483
2015-04-21,0.005903297643272021
2015-04-22,-0.012323803968860791
2015-04-23,0.0038196332920987786
2015-04-24,0.0036359534023746587
2015-04-27,-0.020642051992967203
2015-04-28,0.011614211743391278
2015-04-29,-0.033846466629329885
2015-04-30,-0.019452848346958707
2015-05-01,0.016158153300630085
2015-05-04,0.012014069766825619
2015-05-05,-0.010387504949464277
2015-05-06,0.001058333694667457
2015-05-07,0.011190618749168157
2015-05-08,0.008016758198631013
2015-05-11,-0.00786669659581718
2015-05-12,-0.0011326465834493593
2015-05-13,0.0106420643697549
2015-05-14,0.02304501363344591
2015-05-15,0.006749514435785642
2015-05-18,0.003938608727923842
2015-05-19,0.006260533347544062
2015-05-20,0.005723487877483668
2015-05-21,-0.006433363507341916
2015-05-22,-0.007222274543360996
2015-05-26,-0.011288568395602327
2015-05-27,0.010233234259529045
2015-05-28,0.0014232663990092487
2015-05-29,0.004932322321907989
2015-06-01,-0.0029116624408207503
2015-06-02,-0.017603761477279267
2015-06-03,0.005095439882432551
2015-06-04,-0.014364191959351125
2015-06-05,-0.0010286519600881672
2015-06-08,0.003261020986944363
2015-06-09,0.0006843193748775622
2015-06-10,0.01333399256557466
2015-06-11,0.010758673653817663
2015-06-12,-0.013996179748782867
2015-06-15,0.011304833383150026
2015-06-16,0.0216002689401682
2015-06-17,-0.014890990782228664
2015-06-18,0.009604027560283557
2015-06-19,-0.004632167681151045
2015-06-22,-0.0006648813002004816
2015-06-23,0.0207068179696559
2015-06-24,-0.029085855773690605
2015-06-25,0.026516696929813843
2015-06-26,0.007520726568192471
2015-06-29,-0.01671408114005979
2015-06-30,0.006683591211184892
2015-07-01,0.011311386487317332
2015-07-02,-0.01272472015060877
2015-07-06,0.0028731564242334695
2015-07-07,-0.011951347365811937
2015-07-08,-0.015906981224539485
2015-07-09,0.004714376875262216
2015-07-10,0.02354615268121063
2015-07-13,0.002456027888949608
2015-07-14,0.020824762386035145
2015-07-15,0.00688010653804505
2015-07-16,-0.007389135341381969
2015-07-17,-0.00864479291236464
2015-07-20,-0.009689261577162211
2015-07-21,-0.014594164035481416
2015-07-22,-0.0020685962449814577
2015-07-23,-0.010612664435383778
2015-07-24,-0.011648458159786101
2015-07-27,-0.0005089362076586834
2015-07-28,0.030879007181000784
2015-07-29,0.0
2015-07-30,-0.007900004593111243
2015-07-31,0.006967677101751724
2015-08-03,-0.0042011952570163436
2015-08-04,-0.0004134691827168968
2015-08-05,0.02548801391531108
2015-08-06,-0.015170586625276372
2015-08-07,-0.0018029679930441356
2015-08-10,0.005417868565727568
2015-08-11,-0.0017959818228090452
2015-08-12,-0.00867014947741429
2015-08-13,-0.005610959405568328
2015-08-14,0.004148717595125806
2015-08-17,0.02313677141707382
2015-08-18,0.01356816870263855
2015-08-19,-0.018167119510774876
2015-08-20,-0.027836564319833612
2015-08-21,-0.029301281317458683
2015-08-24,-0.05030957918440282
2015-08-25,-0.004074909741827115
2015-08-26,0.03164176645721106
2015-08-27,0.03798726802991115
2015-08-28,-0.0041608733753389915
2015-08-31,-0.013471860026398885
2015-09-01,-0.026534168318195217
2015-09-02,0.014205774741478994
2015-09-03,-0.0021010039890742016
2015-09-04,-0.014299182522816367
2015-09-08,0.03319661177701416
2015-09-09,-0.0044123303469773
2015-09-10,0.014685571744368797
2015-09-11,0.016528372687669712
2015-09-14,-0.007582336437225501
2015-09-15,0.018930611247024887
2015-09-16,0.0093307591165801
2015-09-17,0.01741648318092781
2015-09-18,-0.006409366715991793
2015-09-21,0.012003131264241018
2015-09-22,-0.008148975287757043
2015-09-23,0.002847066120136965
2015-09-24,-0.01776447578690632
2015-09-25,-0.038979221277768206
2015-09-28,-0.03153754465605796
2015-09-29,0.01348734037566146
2015-09-30,0.015671641385015977
2015-10-01,0.005171795645887212
2015-10-02,0.019037918318519642
2015-10-05,0.006900379975883553
2015-10-06,-0.030087801658210345
2015-10-07,0.0032746538456949192
2015-10-08,-0.0030061636075854326
2015-10-09,0.027481134845350086
2015-10-12,0.027165038745789793
2015-10-13,0.012080881053348591
2015-10-14,-0.015485221408930272
2015-10-15,-0.015564930738610983
2015-10-16,-0.0015808220969348863
2015-10-19,0.006250944811746928
2015-10-20,-0.0025678950540463097
2015-10-21,-0.01918276516303452
2015-10-22,-0.036406762288843875
2015-10-23,0.018539419668456292
2015-10-26,0.005262508528772969
2015-10-27,0.024371275755686206
2015-10-28,0.0034348062849278715
2015-10-29,-0.0005844175384258632
2015-10-30,-0.016122373320263228
2015-11-02,0.007726288450916163
2015-11-03,-0.008677575700185014
2015-11-04,-0.025667695393606138
2015-11-05,0.013869721220159947
2015-11-06,-0.012216974481129794
2015-11-09,-0.004790505470549711
2015-11-10,0.01426564037576461
2015-11-11,-0.011649393920497908
2015-11-12,-0.015016244209735241
2015-11-13,-0.012497785859418187
2015-11-16,0.021631620266616247
2015-11-17,0.005007905556696501
2015-11-18,0.025001913087020933
2015-11-19,-0.05646016281264854
2015-11-20,0.02115170292153179
2015-11-23,-0.0071700657006513735
2015-11-24,0.009183259854220527
2015-11-25,0.010778313770101633
2015-11-27,-0.0006121583225014993
2015-11-30,-0.014255433136894036
2015-12-01,0.031496884772009404
2015-12-02,0.016240523993791722
2015-12-03,-0.022441486313681702
2015-12-04,0.023826103145239586
2015-12-07,-0.015542699780360714
2015-12-08,-0.00025875987594470296
2015-12-09,-0.007162706964219612
2015-12-10,0.0100827083422812
2015-12-11,-0.00197938885855542
2015-12-14,-0.0011207686315876098
2015-12-15,0.015192104537281592
2015-12-16,0.010373202752468114
2015-12-17,0.0032819621222337503
2015-12-18,-0.028518664502803937
2015-12-21,0.013728289122853399
2015-12-22,0.0002554540147388096
2015-12-23,0.010643607561765744
2015-12-24,-0.0029490504008554685
2015-12-28,-8.418340269311653e-05
2015-12-29,0.012591744849775655
2015-12-30,-0.007511324161277311
2015-12-31,-0.010763208229626953
2016-01-04,-0.010030692230551086
2016-01-05,0.0018888385316684353
2016-01-06,-0.010198756815333221
2016-01-07,-0.029439737901824636
2016-01-08,-0.017218151766068557
2016-01-11,-0.005265098943481594
2016-01-12,0.02445700180293553
2016-01-13,-0.0269910225730986
2016-01-14,0.014007044187784423
2016-01-15,-0.013452501796297978
2016-01-19,0.03029225382477585
2016-01-20,0.019630205549193702
2016-01-21,-0.011237933875508532
2016-01-22,0.0073130603380633374
2016-01-25,-0.00830938832844541
