Date,KLAC
2015-01-05,-0.02233626609361783
2015-01-06,-0.02953987480637077
2015-01-07,0.016643835192051926
2015-01-08,0.0166666643581046
2015-01-09,0.0034818264084188755
2015-01-12,-0.030070605978074205
2015-01-13,-0.016396225003413756
2015-01-14,-0.0066673616282308945
2015-01-15,0.02013712912795884
2015-01-16,0.01435613898121657
2015-01-20,0.015922241218669697
2015-01-21,0.007256227669253823
2015-01-22,0.022186484779137094
2015-01-23,-0.08047927708036617
2015-01-26,0.003066041419449217
2015-01-27,-0.03209054555656732
2015-01-28,-0.009156966734012006
2015-01-29,0.01003811034289881
2015-01-30,-0.030288531802884266
2015-02-02,0.006507096244203758
2015-02-03,0.025860945590747697
2015-02-04,-0.004884488790674157
2015-02-05,0.0017416747064329385
2015-02-06,-0.010431582436278175
2015-02-09,-0.006388691644549804
2015-02-10,0.02571937975614058
2015-02-11,0.0023506036929858976
2015-02-12,0.006460949380591385
2015-02-13,-0.003601297929043956
2015-02-17,0.004557003651503466
2015-02-18,0.005631134765732959
2015-02-19,0.0057551169719898265
2015-02-20,0.004794366424909269
2015-02-23,-0.007695910221981905
2015-02-24,0.02807514116736609
2015-02-25,-0.006035211303741295
2015-02-26,-0.005615936635449126
2015-02-27,-0.008395633442802142
2015-03-02,0.011391514922881596
2015-03-03,-0.027397282616056562
2015-03-04,-0.011736728420399967
2015-03-05,-0.014568984819639863
2015-03-06,-0.018801235917059622
2015-03-09,0.005077263787976127
2015-03-10,-0.01987934365059396
2015-03-11,0.0021613763099059824
2015-03-12,0.0021566375497925616
2015-03-13,0.004965540601195473
2015-03-16,0.019930933661782113
2015-03-17,-0.008720930451281306
2015-03-18,0.006679589354251725
2015-03-19,0.007120913860791056
2015-03-20,0.02105103259985408
2015-03-23,-0.0042490352600270676
2015-03-24,-0.00474167258203706
2015-03-25,-0.05717004810430504
2015-03-26,-0.015832984981244747
2015-03-27,0.009755319271083085
2015-03-30,0.006949114866926953
2015-03-31,-0.018852144438193497
2015-04-01,-0.009264104424747233
2015-04-02,0.005887407387567656
2015-04-06,0.0008610438376055463
2015-04-07,-0.006536091741515149
2015-04-08,0.0050207468980074665
2015-04-09,0.015331617496400218
2015-04-10,0.003054137467803919
2015-04-13,-0.002029839539600453
2015-04-14,0.006101430718699508
2015-04-15,0.01145552967883745
2015-04-16,-0.011825276981549004
2015-04-17,-0.02241725119605842
2015-04-20,0.009655587782349873
2015-04-21,0.013319651508062469
2015-04-22,0.016177727474217862
2015-04-23,-0.007462905668785824
2015-04-24,-0.016039879324533768
2015-04-27,0.010018668857753488
2015-04-28,0.004875639356365813
2015-04-29,-0.00853241841962249
2015-04-30,-0.007762668435258524
2015-05-01,0.021938620480097315
2015-05-04,0.0033285335751509493
2015-05-05,-0.029855797974824294
2015-05-06,-0.0039322327669601975
2015-05-07,0.010298376387576358
2015-05-08,0.015970178551923064
2015-05-11,-0.0031769391829381544
2015-05-12,-0.014762740031201593
2015-05-13,0.0025541886536208924
2015-05-14,0.016615000382175893
2015-05-15,0.00943576195186524
2015-05-18,-0.003004540003591516
2015-05-19,-0.010882566255073556
2015-05-20,0.0
2015-05-21,0.0013546067183802801
2015-05-22,-0.0006762699973412722
2015-05-26,-0.01471556420458442
2015-05-27,0.029699241531674136
2015-05-28,0.0048349855177627354
2015-05-29,-0.010121245709938442
2015-06-01,0.0021788967029059414
2015-06-02,-0.007359121367944255
2015-06-03,-0.011962508817423445
2015-06-04,-0.023704305308345552
2015-06-05,-0.004890776898788807
2015-06-08,-0.01755294245854877
2015-06-09,-0.005717273862394734
2015-06-10,0.00916406397986047
2015-06-11,0.005698261831499574
2015-06-12,-0.010446440635048626
2015-06-15,0.009662027402495665
2015-06-16,0.013645280021257422
2015-06-17,-0.0012239647056258018
2015-06-18,0.01890430395533338
2015-06-19,-0.003779276417438915
2015-06-22,0.0037936135315956854
2015-06-23,-0.01597645776795098
2015-06-24,-0.0012223358509887428
2015-06-25,0.0022726920391265004
2015-06-26,-0.003313778863949235
2015-06-29,-0.024321839396341027
2015-06-30,0.008070100036633221
2015-07-01,0.010318536746679374
2015-07-02,0.008276183281014982
2015-07-06,-0.018861542217183502
2015-07-07,-0.0014239554898384243
2015-07-08,-0.023172890554707615
2015-07-09,-0.001277316302224496
2015-07-10,0.006943112175632038
2015-07-13,0.02195609602235926
2015-07-14,-0.012251434420599061
2015-07-15,-0.015639011186155294
2015-07-16,-0.039809878025171
