Date,VZ
2015-01-05,-0.008305401100419774
2015-01-06,0.010092714419394522
2015-01-07,-0.006452966339951405
2015-01-08,0.02143301088666938
2015-01-09,-0.008901989611511008
2015-01-12,0.006843914992801903
2015-01-13,0.002123498770816523
2015-01-14,-0.004450960098789869
2015-01-15,0.0027677746690049077
2015-01-16,0.018895968155537624
2015-01-20,0.003959146326816265
2015-01-21,0.0014526553051725788
2015-01-22,-0.00932617419161852
2015-01-23,-0.013598711067847047
2015-01-26,-0.004029265203999155
2015-01-27,-0.012990234571686132
2015-01-28,-0.006472531010810689
2015-01-29,0.0013032239876846763
2015-01-30,-0.00867510009334782
2015-02-02,0.02778412842160094
2015-02-03,0.018092943725457555
2015-02-04,-0.000627259144573511
2015-02-05,0.0012551686639743487
2015-02-06,0.030714587578130725
2015-02-09,-0.004865154821504292
2015-02-10,0.008555562086032253
2015-02-11,0.006059218572342928
2015-02-12,-0.005821665598357506
2015-02-13,-0.004241097837826446
2015-02-17,-0.0026359658677321818
2015-02-18,-0.00488039213610203
2015-02-19,-0.0006126979440624902
2015-02-20,0.0012262141046293085
2015-02-23,-0.004083756601311883
2015-02-24,0.009226868280504119
2015-02-25,-0.00040607509095602623
2015-02-26,0.0034549375406747185
2015-02-27,0.0016206257747490849
2015-03-02,0.0004044512284933077
2015-03-03,0.0016171508553231018
2015-03-04,-0.009687437685917843
2015-03-05,-0.0030568422356527236
2015-03-06,-0.01287821083312124
2015-03-09,-0.0012423650061470504
2015-03-10,-0.014928554428634055
2015-03-11,0.003578525346187522
2015-03-12,0.02202162551333342
2015-03-13,0.0022574501230541166
2015-03-16,0.008804274867717954
2015-03-17,-0.006494727977182424
2015-03-18,0.012052947788155244
2015-03-19,-0.004844333158171343
2015-03-20,0.0052735966830155245
2015-03-23,0.0016142141774366792
2015-03-24,-0.004633551416962978
2015-03-25,-0.013762278161269181
2015-03-26,-0.006361452779035992
2015-03-27,0.002891248162660398
2015-03-30,0.01153225875524555
2015-03-31,-0.009975992598829198
2015-04-01,0.005963534039581386
2015-04-02,0.011243079057901673
2015-04-06,0.0032342355099397313
2015-04-07,-0.007253586640055265
2015-04-08,0.008415561557006512
2015-04-09,-0.002442469961673188
2015-04-10,0.004284440999089201
2015-04-13,-0.003656711036532645
2015-04-14,0.002854921039142866
2015-04-15,0.004269696644249699
2015-04-16,-0.002429481724334659
2015-04-17,-0.0075099504756956925
2015-04-20,0.009816167308682733
2015-04-21,-0.0042527980470496995
2015-04-22,0.00813496733881447
2015-04-23,0.009683488901764736
2015-04-24,-0.0003997358042674426
2015-04-27,0.000999544955249565
2015-04-28,0.009385189484645728
2015-04-29,-0.0015829352291911736
2015-04-30,-0.0005942931940532414
2015-05-01,-0.0005952244139212359
2015-05-04,0.002182461713770456
2015-05-05,-0.008511417058858939
2015-05-06,-0.008983835135201401
2015-05-07,0.0018130160736782308
2015-05-08,0.008244254249305527
2015-05-11,-0.006780536115947644
2015-05-12,-0.003614836795213683
2015-05-13,0.00221701242793082
2015-05-14,0.00482626387760865
2015-05-15,-0.0036024094089980307
2015-05-18,-0.0038158900219246172
2015-05-19,-0.0010080796539623238
2015-05-20,0.0028253406192220165
2015-05-21,0.004226331526768767
2015-05-22,-0.005812034858580617
2015-05-26,-0.0038296709020994024
2015-05-27,0.003035189032403851
2015-05-28,-0.0006049526546152428
2015-05-29,-0.0020188625457526754
2015-06-01,-0.004449840598960919
2015-06-02,-0.0016256435332442365
2015-06-03,-0.0012204270987404842
2015-06-04,-0.019967699232439462
2015-06-05,-0.0180872578856347
2015-06-08,0.004446531301043333
2015-06-09,-0.0021082305089706876
2015-06-10,0.0027463393998563568
2015-06-11,0.006108872556326528
2015-06-12,-0.010678284373906166
2015-06-15,-0.005291085795230299
2015-06-16,0.00893644470639443
2015-06-17,-0.0031628600438869947
2015-06-18,0.01057700331073419
2015-06-19,-0.006489323681296177
2015-06-22,0.001475016729297618
2015-06-23,0.005049245611037145
2015-06-24,-0.010048299956505136
2015-06-25,0.0031722405260095066
2015-06-26,0.0037943916863467653
2015-06-29,-0.017850180862256426
2015-06-30,-0.003420633742991841
2015-07-01,0.00836708191391744
2015-07-02,0.004255315337339027
2015-07-06,-0.0033894021030471677
2015-07-07,0.004463939038958253
2015-07-08,-0.0025693293302020415
2015-07-09,-0.006870156097433577
2015-07-10,0.015996836113035373
2015-07-13,0.004254880991360066
2015-07-14,0.004449238858186932
2015-07-15,-0.0016870995417084256
2015-07-16,0.010564118918967136
2015-07-17,-0.005017656352573008
2015-07-20,0.01071630722578143
2015-07-21,-0.02349290340654453
2015-07-22,-0.01107105490218896
2015-07-23,-0.0021526319405239525
2015-07-24,-0.006687969189351106
2015-07-27,-0.004561407143319429
2015-07-28,0.0013088420201632367
2015-07-29,0.014600657506309567
2015-07-30,0.0023622996661405438
2015-07-31,0.0025711179171326037
2015-08-03,0.0038469915510932484
2015-08-04,-0.006386945249634568
2015-08-05,-0.0006428137699995284
2015-08-06,-0.00021418032995579317
2015-08-07,-0.005790354013450183
2015-08-10,0.018766180390233478
2015-08-11,0.007833875592379247
2015-08-12,0.005251561213165834
2015-08-13,-0.003970202278709034
2015-08-14,-0.0035667002495682887
2015-08-17,0.0006317142810157161
2015-08-18,-0.0012629677134640138
2015-08-19,-0.0004214991260468315
2015-08-20,-0.011804388354000217
2015-08-21,-0.016637952799837596
2015-08-24,-0.029500967186209204
2015-08-25,-0.027715913655641966
2015-08-26,0.03816097305853172
2015-08-27,0.022808072953174552
2015-08-28,-0.002598320879220184
2015-08-31,-0.0013022322333602343
2015-09-01,-0.024125631425999106
2015-09-02,0.010022600197487908
2015-09-03,0.00815898599704501
2015-09-04,-0.01968532380573551
2015-09-08,0.023650442880754907
2015-09-09,-0.010679982338972716
2015-09-10,0.0015421016527685794
2015-09-11,0.005939098785376462
2015-09-14,-0.0017492890123190774
2015-09-15,0.015772171072641727
2015-09-16,-0.0038815592252536835
2015-09-17,-0.020783864563849397
2015-09-18,-0.0145920695511087
2015-09-21,0.005160465263411629
2015-09-22,-0.008259364300579275
2015-09-23,-0.010128189935348475
2015-09-24,0.0025011713324194496
2015-09-25,0.0029482843356105626
2015-09-28,-0.010854428893183665
2015-09-29,-0.004801262364734216
2015-09-30,-0.0004594060896895291
2015-10-01,-0.0126408718015113
2015-10-02,-0.0027930840232598397
2015-10-05,0.02707732891671255
2015-10-06,0.0013638601147551999
2015-10-07,0.008161627109582126
2015-10-08,0.008666020901547666
2015-10-09,-0.001582897562639185
2015-10-12,0.003170671099147704
2015-10-13,0.0013540139516787786
2015-10-14,-0.008340314223015732
2015-10-15,0.015457508300457778
2015-10-16,0.0006718947467223568
2015-10-19,0.0
2015-10-20,0.012080471445445218
2015-10-21,-0.008399616874774862
2015-10-22,0.022960087810985463
2015-10-23,0.0058838798519667
2015-10-26,0.004332678997065242
2015-10-27,-0.004098482719683161
2015-10-28,0.006714243714639467
2015-10-29,-0.0017209500791918186
2015-10-30,0.010344658755234715
2015-11-02,-0.002132832641687621
2015-11-03,-0.007054708505277563
2015-11-04,-0.006673635361662544
2015-11-05,0.001300702861642078
2015-11-06,-0.00909131446132605
2015-11-09,-0.01048503492596009
2015-11-10,-0.004414934513234603
2015-11-11,0.004878335167239456
2015-11-12,-0.010811976055251749
2015-11-13,-0.013383939441823589
2015-11-16,0.018313263271411584
2015-11-17,0.0008881259455191248
2015-11-18,0.006654683633557479
2015-11-19,0.008373914000086247
2015-11-20,-0.008085628770341025
2015-11-23,-0.008812288434213444
2015-11-24,0.004445212293211931
2015-11-25,-0.005974810885870041
2015-11-27,0.006901292608433751
2015-11-30,0.0048638929404254405
2015-12-01,0.0028604406535730487
2015-12-02,-0.014480186429124853
2015-12-03,-0.008014063966908958
2015-12-04,0.025807598946679056
2015-12-07,0.007657127365496619
2015-12-08,-0.007815575682537212
2015-12-09,-0.007440181835466575
2015-12-10,-0.0008817907868988728
2015-12-11,-0.011032844898062222
2015-12-14,0.014056363061368815
2015-12-15,0.002200424526488387
2015-12-16,0.021075808803030505
2015-12-17,-0.008815432574267534
2015-12-18,-0.011713327381400296
2015-12-21,0.007462488863897665
2015-12-22,0.009585513021960201
2015-12-23,0.013164104875369675
2015-12-24,-0.005112106361854218
2015-12-28,0.0008563731649449124
2015-12-29,0.009839324111656333
2015-12-30,-0.009319870264846597
2015-12-31,-0.011759620014884176
2016-01-04,-0.007572499546252942
2016-01-05,0.013734393493941788
2016-01-06,-0.00903443008135385
2016-01-07,-0.005492307142700881
2016-01-08,-0.009719001025527585
2016-01-11,0.005799638398996443
2016-01-12,-0.0035487108588752037
2016-01-13,-0.017360265417588283
2016-01-14,0.016307753563680194
2016-01-15,-0.00980599070647481
2016-01-19,0.009903100417130606
2016-01-20,-0.010028937922591075
2016-01-21,0.03264324563915855
2016-01-22,0.025506961491803093
2016-01-25,-0.000212795068197269
2016-01-26,0.02594110514121306
2016-01-27,0.016165537902702365
2016-01-28,-0.000407616385045495
2016-01-29,0.019588085436792246
2016-02-01,0.015809048165328132
2016-02-02,-0.01674547500280088
2016-02-03,0.01422534210663251
2016-02-04,-0.0037532208429698066
2016-02-05,0.010707971530491411
2016-02-08,-0.004512324384720712
2016-02-09,-0.01162801498524535
2016-02-10,-0.003390005831123699
2016-02-11,-0.011804522655399663
2016-02-12,0.014577465830134528
2016-02-16,0.0025946768015363553
2016-02-17,0.0015923768692769347
2016-02-18,0.012321098991141977
2016-02-19,-0.0015703111921987478
2016-02-22,0.004128335194060639
2016-02-23,-0.008615647476276411
2016-02-24,0.0037530966792747034
2016-02-25,0.0057062806736616345
2016-02-26,-0.0017606940130480142
2016-02-29,-0.005684156123695883
2016-03-01,0.014390223028306837
2016-03-02,0.012825125641917401
2016-03-03,-0.004413002673732236
2016-03-04,-0.0015414421837975922
2016-03-07,0.007720314367104519
2016-03-08,0.004788543699593806
2016-03-09,-0.0022875160183238874
2016-03-10,-0.00038189819264478064
2016-03-11,0.004013431677671653
2016-03-14,0.00019061496976369163
2016-03-15,0.0024739579156256575
2016-03-16,0.010252812068322736
2016-03-17,0.007893074932181054
2016-03-18,-0.007271961150402517
2016-03-21,0.003756651438699299
2016-03-22,-0.004303881308008961
2016-03-23,-0.005638095023569933
2016-03-24,0.012285176650589813
2016-03-28,-0.002987458200119364
2016-03-29,0.012172447408225873
2016-03-30,-0.00018513892291183165
2016-03-31,0.0007399997227599542
2016-04-01,-0.0012942150710260059
2016-04-04,0.007591001986372081
2016-04-05,-0.006063918052966466
2016-04-06,-9.313578851732895e-05
2016-04-07,-0.028400635690765452
2016-04-08,0.003461196196343108
2016-04-11,-0.010923359498332896
2016-04-12,0.00658749827194427
2016-04-13,-0.012704163546299885
2016-04-14,0.0013646936259197329
2016-04-15,-0.00019490531576737968
2016-04-18,0.0074001467398032705
2016-04-19,0.00676626796532398
2016-04-20,-0.00633649038946249
2016-04-21,-0.03323675237793744
2016-04-22,0.01039388926235807
2016-04-25,0.004154136120484875
2016-04-26,-0.0063041827024616914
2016-04-27,0.024782064136539717
2016-04-28,-0.01296196076455991
2016-04-29,-0.0015679988512279364
2016-05-02,0.007459585222614251
2016-05-03,-0.012470845229258232
2016-05-04,0.003157219922962806
2016-05-05,0.0
2016-05-06,0.005507335621353526
2016-05-09,-0.0007821940585636122
2016-05-10,0.009005115149207876
2016-05-11,-0.007566672219938342
2016-05-12,0.0062562965729011655
2016-05-13,-0.01029740154405212
2016-05-16,0.005692490319601395
2016-05-17,-0.006441145775869406
2016-05-18,-0.010019506477502493
2016-05-19,-0.01508225548063391
2016-05-20,0.0006042265613739328
2016-05-23,-0.010471082401402931
2016-05-24,0.008953898875971644
2016-05-25,0.00544576709457667
2016-05-26,0.006218640605547776
