Date,HST
2015-05-01,0.008937443767241371
2015-05-04,0.0
2015-05-05,-0.024114114790234065
2015-05-06,-0.019162839865279002
2015-05-07,0.0179948235745504
2015-05-08,0.026262553408536782
2015-05-11,-0.008858273446438969
2015-05-12,-0.001489703699625422
2015-05-13,-0.005966854446724734
2015-05-14,0.020509840646724564
2015-05-15,0.009804504457739283
2015-05-18,-0.00242774248937494
2015-05-19,0.002920103501939497
2015-05-20,-0.013585928440468353
2015-05-21,-0.00541056741063084
2015-05-22,-0.006429348289611836
2015-05-26,-0.0034842006720244845
2015-05-27,0.007991996470656071
2015-05-28,-0.004459969637825689
2015-05-29,-0.008461812627146736
2015-06-01,0.017570247038647846
2015-06-02,-0.0019734623559261033
2015-06-03,-0.006425959436091477
2015-06-04,-0.011442796229493846
2015-06-05,-0.015098098440511354
2015-06-08,-0.008686871070316071
2015-06-09,0.0015462335361429158
2015-06-10,0.006690832345705333
2015-06-11,0.007668582913729294
2015-06-12,0.010654703075182681
2015-06-15,-0.010542377176658846
2015-06-16,0.01217668988405185
2015-06-17,0.008019896430031537
2015-06-18,0.020387957516778688
2015-06-19,-0.005360608211634976
2015-06-22,0.002939574482348384
2015-06-23,-0.008793224260673749
2015-06-24,0.021685777631078595
2015-06-25,-0.02074305153115852
2015-06-26,0.0019901342810564326
2015-06-29,-0.02879844076412985
2015-06-30,0.013803436877146691
2015-07-01,0.028744592379836842
2015-07-02,0.005392074224360499
2015-07-06,0.0024376979610416516
2015-07-07,0.018482660331302414
2015-07-08,-0.01384917519633555
2015-07-09,-0.004358436410852207
2015-07-10,0.004377515533944498
2015-07-13,0.005327068953734804
2015-07-14,0.007225297671102249
2015-07-15,0.008608822073635558
2015-07-16,0.009482695687951903
2015-07-17,-0.004227217970375952
2015-07-20,-0.0033022595605702865
2015-07-21,-0.009464951728545778
2015-07-22,-0.0014332415349446181
2015-07-23,-0.03540684711128672
2015-07-24,-0.021329326364257217
2015-07-27,-0.0010135131993822544
2015-07-28,0.017757554091634153
2015-07-29,0.01844407273794535
2015-07-30,-0.04307347465998024
2015-07-31,-0.008696056403278307
2015-08-03,-0.0015476532889634464
2015-08-04,-0.008268719867185914
2015-08-05,-0.01875983064793496
2015-08-06,0.006373004965108731
2015-08-07,0.001055230166029375
2015-08-10,0.012124586759030276
2015-08-11,-0.0020834948794623553
2015-08-12,-0.0015657179506933794
2015-08-13,0.005750189954189633
2015-08-14,0.0015592075282628848
2015-08-17,0.017125021429711174
2015-08-18,0.0005101177187536443
2015-08-19,-0.023457696856859056
2015-08-20,-0.022454126423988918
2015-08-21,-0.022970046126894572
2015-08-24,-0.039912482831695906
2015-08-25,-0.031890569793620926
2015-08-26,0.0417645267242317
2015-08-27,0.025974096343828412
2015-08-28,0.006054075985294061
2015-08-31,-0.030087605944707274
2015-09-01,-0.022560793757891218
2015-09-02,0.00750139592574528
2015-09-03,0.005727540454431912
2015-09-04,-0.020501126503964184
2015-09-08,0.02209289560726546
2015-09-09,-0.014220709456508884
2015-09-10,0.0005771807894234815
2015-09-11,0.023067972745241416
2015-09-14,-0.0033819333451914346
2015-09-15,-0.023190028544741725
2015-09-16,0.00810623222933926
2015-09-17,0.0005743664764512602
2015-09-18,-0.051090649608555694
2015-09-21,0.005445091239277611
2015-09-22,-0.03489790967632811
2015-09-23,0.00810433330561966
2015-09-24,-0.007420943674328884
2015-09-25,0.012461413080703032
2015-09-28,-0.02492228232603222
2015-09-29,-0.016613503893581183
2015-09-30,0.027290354068724154
2015-10-01,0.016445198906627434
2015-10-02,0.011201429802936369
2015-10-05,0.02461494624510885
2015-10-06,0.025225226281067936
2015-10-07,0.03397790341712592
2015-10-08,0.011331443416936038
2015-10-09,-0.012325006613837175
2015-10-12,0.001134508963964942
2015-10-13,-0.01529740912773081
2015-10-14,-0.005753979599308123
2015-10-15,0.023727055418677923
2015-10-16,-0.006783492697427618
2015-10-19,0.006829822750178183
2015-10-20,0.0
2015-10-21,-0.032221550916930575
2015-10-22,0.026285001741467307
2015-10-23,-0.05862276426711366
2015-10-26,-0.0145102781136639
2015-10-27,-0.0018404480421670977
2015-10-28,0.017824344088261723
2015-10-29,0.04106262668363714
2015-10-30,0.0052203772092414
2015-11-02,0.015580201341418132
2015-11-03,-0.005114229108245771
2015-11-04,0.005711581530653209
2015-11-05,0.01249266183943587
2015-11-06,-0.019629720860469435
2015-11-09,-0.019450879102644425
2015-11-10,0.004084054662349956
2015-11-11,-0.003486183028455936
2015-11-12,-0.006414114774789592
2015-11-13,-0.025821594131995695
2015-11-16,0.006024011914350869
2015-11-17,-0.01856283252019897
2015-11-18,0.005491195429273565
2015-11-19,-0.014563190141189897
2015-11-20,-0.008005054848400861
2015-11-23,0.009311204471177836
2015-11-24,-0.0012300979157940928
2015-11-25,0.017241465137029177
2015-11-27,0.006053605742357471
2015-11-30,-0.0012037043870425368
2015-12-01,0.015060281682004462
2015-12-02,-0.02670626950011057
2015-12-03,-0.024999870391250956
2015-12-04,0.02188845773388981
2015-12-07,-0.02631591742582806
2015-12-08,0.005657039370884354
2015-12-09,-0.008124955735159589
2015-12-10,0.01638284715007554
2015-12-11,-0.019838639418889636
2015-12-14,-0.00632493408863799
2015-12-15,0.010184504817701612
2015-12-16,0.00945183850985254
2015-12-17,-0.01685388614884986
2015-12-18,-0.0266670147541912
2015-12-21,-0.008479878223471626
2015-12-22,0.015131715108359423
2015-12-23,0.034348528164118264
2015-12-24,-0.0006266973599325931
2015-12-28,-0.010658176594971036
2015-12-29,0.022465053232994414
2015-12-30,-0.010672013961664728
2015-12-31,-0.026649817444934665
2016-01-04,-0.011733958388486676
2016-01-05,0.015171432163552323
2016-01-06,-0.02079243900903638
2016-01-07,-0.034505799045327246
2016-01-08,-0.0027492922237156714
2016-01-11,0.016540471280136693
2016-01-12,-0.02847483750822777
2016-01-13,-0.06071150245821699
2016-01-14,0.023774021955569546
2016-01-15,-0.04499292646015218
2016-01-19,-0.025835831457235003
2016-01-20,0.0007803963576207273
2016-01-21,0.05222132802262447
2016-01-22,0.022221914143767396
2016-01-25,-0.016666490491634045
2016-01-26,0.022107387897260855
2016-01-27,-0.023071263046728352
2016-01-28,-0.02656830900560847
2016-01-29,0.05003837388222254
2016-02-01,-0.010108657937943466
2016-02-02,-0.03501116385552716
2016-02-03,0.030990432516732058
2016-02-04,0.041055659597067695
2016-02-05,-0.003521127101805077
2016-02-08,-0.027561898489414483
2016-02-09,0.0065411587744177435
2016-02-10,0.016606016308825522
2016-02-11,-0.014204547953544089
2016-02-12,0.03890496556676015
2016-02-16,0.029126197840975587
2016-02-17,0.008760220233756
2016-02-18,0.023380002022411972
2016-02-19,-0.016971227306167624
2016-02-22,0.01726422234789804
2016-02-23,-0.023498732981029335
2016-02-24,0.006016190849053693
2016-02-25,0.030564912067985395
2016-02-26,-0.007737191382315101
2016-02-29,-0.005198109752259095
2016-03-01,0.03527094072500869
2016-03-02,0.006309236184507405
2016-03-03,0.010031469619315558
2016-03-04,0.023587764499581665
2016-03-07,0.021224818639458132
2016-03-08,-0.03384797129219763
2016-03-09,-0.006146536391345658
2016-03-10,-0.0074207110126077724
2016-03-11,0.0361369173154551
2016-03-14,0.014431718898668455
2016-03-15,-0.018375769409479825
2016-03-16,0.021135268510676264
2016-03-17,-0.00946172791119404
2016-03-18,0.013134394085225765
2016-03-21,-0.008839370580243755
2016-03-22,-0.0202138381935687
2016-03-23,-0.01820396669594071
2016-03-24,0.0
2016-03-28,0.00988887129234306
2016-03-29,0.019826295676341532
2016-03-30,0.0
2016-03-31,0.014580848102264232
2016-04-01,-0.03832333720914616
2016-04-04,-0.023661230815326895
2016-04-05,-0.015306256023943421
2016-04-06,0.0025907112081999806
2016-04-07,-0.012273794257225412
2016-04-08,-0.001962161601357093
2016-04-11,0.017693282469158467
2016-04-12,0.021249262682882852
2016-04-13,0.015132541404913491
2016-04-14,-0.0006212324380258094
2016-04-15,0.00745781813389379
2016-04-18,-0.021591402415590544
2016-04-19,0.0
2016-04-20,-0.020176750442270408
2016-04-21,0.003217747171109897
2016-04-22,-0.016036086120089887
2016-04-25,-0.004563189128309997
2016-04-26,0.015717320743477092
2016-04-27,0.02772381026166504
2016-04-28,-0.007528084493150455
2016-04-29,0.0
2016-05-02,0.012010007380000243
2016-05-03,0.00624631409818277
2016-05-04,0.003103474607340617
2016-05-05,0.0012376837263010643
2016-05-06,0.01112487975770926
2016-05-09,0.00305621633388653
2016-05-10,0.01584393567629827
2016-05-11,-0.03599283240340767
2016-05-12,-0.011201031015910301
2016-05-13,-0.017620887984693523
2016-05-16,0.001281204710353867
2016-05-17,-0.008957305150022132
2016-05-18,-0.031633527829243335
2016-05-19,-0.022666319769264254
2016-05-20,-0.005457011373649401
2016-05-23,0.013717337740821733
2016-05-24,0.01962113910266794
2016-05-25,0.018580136875034015
2016-05-26,-0.009772280614722129
2016-05-27,0.006578997966213418
2016-05-31,0.00653599765096069
2016-06-01,0.002597263433214092
2016-06-02,0.02137312536156344
2016-06-03,-0.0076094087391146426
2016-06-06,0.001917025814054174
2016-06-07,0.0038266290242630063
2016-06-08,-0.003176859789907227
2016-06-09,-0.006373362334377242
2016-06-10,-0.012187278969549964
2016-06-13,-0.0012987641174617703
2016-06-14,0.010402917738077777
2016-06-15,0.02831426821487537
2016-06-16,0.0037548750982165924
2016-06-17,0.02493750243113202
2016-06-20,0.006690825108606635
2016-06-21,0.006042425104580973
2016-06-22,0.00900887367689207
2016-06-23,0.008928519413940794
2016-06-24,-0.07374620764939499
2016-06-27,-0.05796182314524845
2016-06-28,0.038382515469223444
2016-06-29,0.05940594409942568
2016-06-30,0.009968695665541372
2016-07-01,0.014805948784585077
2016-07-05,-0.02188452969903576
2016-07-06,0.010565709094848774
2016-07-07,0.00922489825273698
2016-07-08,0.021328449642536107
2016-07-11,0.013723131215271023
2016-07-12,0.010005940677047853
2016-07-13,-0.03962709846198165
2016-07-14,0.013956372939463169
2016-07-15,0.01615797309208622
2016-07-18,0.006478100921627483
2016-07-19,0.009362293639146868
2016-07-20,-0.007536282175419351
2016-07-21,0.022780292029118243
2016-07-22,0.022844356447714542
2016-07-25,0.0027917777622712414
2016-07-26,-0.020044495705876186
2016-07-27,-0.026136473678119332
2016-07-28,0.008167804804470435
2016-07-29,0.026620336150769308
2016-08-01,0.008455595312414577
2016-08-02,-0.025153568424774342
2016-08-03,0.0063070790694226275
2016-08-04,-0.00968651098943285
2016-08-05,0.026467321677186018
2016-08-08,0.022421406355500384
2016-08-09,-0.003289478762626641
2016-08-10,0.001100111714998464
2016-08-11,-0.011538147841512525
2016-08-12,0.0016673342761857057
2016-08-15,0.008878962108198163
2016-08-16,-0.0016502044518714731
2016-08-17,-0.012121083613630401
2016-08-18,0.009481217876107229
2016-08-19,0.005524870473921695
2016-08-22,0.00934071063166897
2016-08-23,-0.003266126774684519
2016-08-24,-0.0021844552296896858
2016-08-25,-0.007115829292611564
2016-08-26,-0.009922542943341495
2016-08-29,0.002783706788857865
2016-08-30,0.00444213270020799
2016-08-31,-0.014925357645376391
2016-09-01,-0.014029313626973239
2016-09-02,-0.009106445664658014
2016-09-06,-0.019529037153116158
2016-09-07,-0.0005854705272581029
2016-09-08,-0.014654691117981011
2016-09-09,-0.036287630020177875
2016-09-12,-0.0006172434834749163
2016-09-13,-0.010500365464533368
2016-09-14,0.009987530653357002
2016-09-15,-0.004944300272405222
2016-09-16,-0.006211272206405827
2016-09-19,0.0012500018856884676
2016-09-20,0.00062409511021988
2016-09-21,-0.0031190312014376387
2016-09-22,0.020650718838788107
2016-09-23,-0.003678566175591036
2016-09-26,-0.014769334616228869
2016-09-27,-0.016864443965918352
2016-09-28,0.003860935772583618
2016-09-29,0.0032051001887654085
2016-09-30,-0.005111759627258627
2016-10-03,0.000642221110614738
2016-10-04,-0.008985749853419822
2016-10-05,-0.001942970805791866
2016-10-06,0.009084877326621443
2016-10-07,-0.0038585381469209423
2016-10-10,0.012911442841857523
2016-10-11,-0.015296099941719876
2016-10-12,0.005177758867163762
2016-10-13,-0.0012874948894048277
2016-10-14,-0.004513364384693075
2016-10-17,0.003238227513306935
2016-10-18,0.013557237200114036
2016-10-19,0.0012736379625064576
2016-10-20,-0.01335837730809053
2016-10-21,-0.002579248271659562
2016-10-24,0.0045246932618765445
2016-10-25,-0.009008710450530089
2016-10-26,-0.025324657405531248
2016-10-27,-0.00799470512413658
2016-10-28,0.007387229717282118
2016-10-31,0.03200032620792026
2016-11-01,-0.014211948292478627
2016-11-02,-0.0013107953002579054
2016-11-03,-0.026902620088588125
2016-11-04,0.02225197539822199
2016-11-07,0.03627997911807945
2016-11-08,0.016549870062759986
2016-11-09,0.008766475222722336
2016-11-10,-0.0024831871049475485
2016-11-11,0.025513454429279436
2016-11-14,0.05461173549852383
2016-11-15,-0.014959866086986295
2016-11-16,-0.008177530073193995
2016-11-17,-0.017078642749742023
2016-11-18,-0.016776663400159486
2016-11-21,0.01645341408907086
2016-11-22,0.014988035335307126
2016-11-23,-0.0023626800708788087
2016-11-25,0.0029602268603237114
2016-11-28,0.0017710032814477472
2016-11-29,0.019446050013289584
2016-11-30,0.031214011374940398
2016-12-01,0.016815919039350646
2016-12-02,-0.022050743443268517
2016-12-05,0.029876383672411855
2016-12-06,0.011493829757524221
2016-12-07,0.02380977625303715
2016-12-08,0.004756926659557292
2016-12-09,0.008942456311108238
2016-12-12,-0.009906024124993418
2016-12-13,0.003159292567209482
2016-12-14,-0.009448723573425966
2016-12-15,0.0026498959194969363
2016-12-16,0.004756926659557292
2016-12-19,0.008942456311108238
2016-12-20,-0.0031282036131994317
2016-12-21,0.0026151089707211472
2016-12-22,-0.01930117936496667
2016-12-23,0.006914960478546117
2016-12-27,0.0015847582345009936
2016-12-28,-0.00748259367067583
2016-12-29,0.009693116958311432
2016-12-30,0.0047999615384346495
2017-01-03,0.015393028400002562
2017-01-04,0.010977432004403598
2017-01-05,-0.04343335111504287
2017-01-06,-0.013513733957194463
2017-01-09,-0.0027395852094755924
2017-01-10,-0.00934053683734648
2017-01-11,0.00831932757886733
2017-01-12,-0.008800785933057331
2017-01-13,0.013318282460513142
2017-01-17,-0.006023930018354551
2017-01-18,0.008815620490895792
2017-01-19,-0.004915591994091528
2017-01-20,0.006037369322027031
2017-01-23,-0.004909944438920788
2017-01-24,0.0016447952729827797
2017-01-25,0.011494088488892773
2017-01-26,0.007034976939369386
2017-01-27,-0.0010749863529454506
2017-01-30,-0.03496506101154928
2017-01-31,0.007246295017988347
2017-02-01,-0.011067861168092552
2017-02-02,0.002238492151569682
2017-02-03,0.010050169147721277
2017-02-06,-0.011608746308985007
2017-02-07,0.007270830451751031
2017-02-08,0.01776778697370851
2017-02-09,0.0010911937952340356
2017-02-10,0.0005449309990199769
2017-02-13,0.010893253473573061
2017-02-14,0.010237033505021698
2017-02-15,-0.0069333939056535066
2017-02-16,-0.002148257405271581
2017-02-17,-0.010225663808907215
2017-02-21,0.01631279394869556
2017-02-22,-0.01819137929082093
2017-02-23,-0.01743864631564629
2017-02-24,-0.0011092774914633896
2017-02-27,0.011104875926022828
2017-02-28,-0.012081153035375825
2017-03-01,0.022234732275894897
2017-03-02,0.011962971308930648
2017-03-03,-0.01235942972160009
2017-03-06,0.00652914035011154
2017-03-07,-0.017297393032838726
2017-03-08,-0.0027504207660864477
2017-03-09,-0.01599534207199249
2017-03-10,0.003923857164334743
2017-03-13,-0.002233492496146461
2017-03-14,-0.006715037807042412
2017-03-15,0.03323940958387306
2017-03-16,-0.005452708125180505
2017-03-17,0.010964776570276724
2017-03-20,-0.003253912126518821
2017-03-21,-0.02230656345748394
2017-03-22,0.0066778151396864605
2017-03-23,-0.003869558030046072
2017-03-24,0.0016648034324109329
2017-03-27,-0.0016620364683935795
2017-03-28,0.008324089661442269
2017-03-29,0.015024910778200562
2017-03-30,0.016447400344109964
2017-03-31,0.006472629711319566
2017-04-03,-0.015541472315460658
2017-04-04,-0.003810272846708429
2017-04-05,-0.0021861914376192226
2017-04-06,0.014238902160130351
2017-04-07,-0.011878780031214564
2017-04-10,0.007103851294925079
2017-04-11,0.007596014570607101
2017-04-12,-0.010231687673235568
2017-04-13,0.003808832890286329
2017-04-17,0.0010837186107643948
2017-04-18,0.007580266459377594
2017-04-19,0.020956065010332203
2017-04-20,0.0026315843160349406
2017-04-21,-0.012073121997234426
2017-04-24,0.009563911005036951
2017-04-25,0.0026315843160349406
2017-04-26,0.011548634188438989
2017-04-27,-0.0015567734867085736
2017-04-28,-0.06704771659480424
2017-05-01,0.005570896703896988
2017-05-02,0.021606589743943916
2017-05-03,-0.013015112185615907
2017-05-04,-0.010989103044892978
2017-05-05,0.007222179313101318
2017-05-08,-0.018201713157751098
2017-05-09,0.0016854109567463471
2017-05-10,0.010095450757158897
2017-05-11,-0.018322985265436964
2017-05-12,-0.01131238137708146
2017-05-15,0.015446310562572618
2017-05-16,-0.003943581223935455
2017-05-17,-0.0022627101321575083
2017-05-18,0.022108928617338153
2017-05-19,0.003327749938836888
2017-05-22,0.0011055709160638916
2017-05-23,0.002760910619638901
2017-05-24,0.0027533089796378807
2017-05-25,-0.006589783611018363
2017-05-26,-0.001105856611759104
2017-05-30,-0.012174600591415619
2017-05-31,0.00784319487843832
2017-06-01,-0.006114691145541085
2017-06-02,0.016219314142163155
2017-06-05,-0.016510691626939633
2017-06-06,-0.0011191817587616892
2017-06-07,0.007282940821319528
2017-06-08,0.00889860543889176
2017-06-09,0.01323028486481137
2017-06-12,0.013601769516472517
2017-06-13,0.0037578599395444723
2017-06-14,-0.006952241994402142
2017-06-15,0.0010769941211665746
2017-06-16,0.008068800646766183
2017-06-19,0.01921044987579612
2017-06-20,-0.00942411451185643
2017-06-21,-0.016913336997353645
2017-06-22,0.003763503491233333
2017-06-23,0.0026778904382598334
2017-06-26,0.012286570412869402
2017-06-27,-0.0073881213507011045
2017-06-28,-0.0005371558682080169
2017-06-29,-0.00645187761274002
2017-06-30,-0.011363154509253737
2017-07-03,0.029556142200740432
2017-07-05,-0.005316076292055771
2017-07-06,-0.021913398305647536
2017-07-07,-0.0021859286214985785
2017-07-10,-0.01862008257701675
2017-07-11,0.005580599649631646
2017-07-12,0.0016647965962330868
2017-07-13,0.0033242009520479954
2017-07-14,0.0022085091553813996
2017-07-17,0.01818174006753348
2017-07-18,0.007576058898509208
2017-07-19,-0.0005371418779535064
2017-07-20,-0.030091371437049763
2017-07-21,-0.004986159785865363
2017-07-24,0.0005568810108129707
2017-07-25,0.026154714236609866
2017-07-26,-0.0227766403372327
2017-07-27,0.036625950751162595
2017-07-28,0.0016060446239385406
2017-07-31,-0.0026723806447328524
2017-08-01,0.013397912514350185
2017-08-02,-0.01427852258594986
2017-08-03,-0.013411809258322083
2017-08-04,0.014138129957880663
2017-08-07,0.004825609294604849
2017-08-08,-0.0282817239132499
2017-08-09,-0.013179551078429608
2017-08-10,-0.007790643346073378
2017-08-11,0.0011216672341320955
2017-08-14,0.008403186219745784
2017-08-15,-0.0027778624073581115
2017-08-16,0.015599077500866088
2017-08-17,-0.017005242868330273
2017-08-18,-0.027343590053805045
2017-08-21,-0.0028686315064099244
2017-08-22,0.015535130695819355
2017-08-23,-0.004532571256073092
2017-08-24,0.0017076534538094101
2017-08-25,0.005681772374225735
2017-08-28,-0.009604522222198097
2017-08-29,0.008556800648246377
2017-08-30,0.019230628795692484
2017-08-31,0.005549416572784738
2017-09-01,0.0011037157725535263
2017-09-05,-0.02866588821104843
2017-09-06,0.020431296167279234
2017-09-07,-0.0022246907039339403
2017-09-08,0.01170554298888371
2017-09-11,0.0033059566028663667
2017-09-12,0.009335532896930454
2017-09-13,0.003264447511889035
2017-09-14,-0.009218883598908434
2017-09-15,-0.0010950036348523762
2017-09-18,0.0032876313168317406
2017-09-19,0.0016385687384821157
2017-09-20,0.006542925581513925
2017-09-21,-0.009208966500995008
2017-09-22,0.0021870539156456648
2017-09-25,0.0016365713833006446
2017-09-26,0.00762522583842995
2017-09-27,0.0021624353437359467
2017-09-28,0.008178424871843948
2017-09-29,0.0
2017-10-02,-0.003244695551277821
2017-10-03,-0.010309460138631876
2017-10-04,-0.002192755165772442
2017-10-05,0.0065932775596500015
2017-10-06,0.001091693336052968
2017-10-09,0.002726395002110138
2017-10-10,0.008700164746571648
2017-10-11,0.006469082146054461
2017-10-12,0.03910022014489334
2017-10-13,0.005669922095116631
2017-10-16,-0.005637955327633115
2017-10-17,-0.0030926907047915675
2017-10-18,0.02637004461165371
2017-10-19,-0.0010074203445780139
2017-10-20,-0.018658812928823765
2017-10-23,-0.006680506329706182
2017-10-24,0.017072023203004827
2017-10-25,-0.015767919037072975
2017-10-26,0.0025840217130754795
2017-10-27,0.0020616417118437536
2017-10-30,-0.0072016483658731145
2017-10-31,0.013471712797049396
2017-11-01,0.008690805760934062
2017-11-02,-0.013684499209331347
2017-11-03,0.008735921775297806
2017-11-06,0.00815116860257592
2017-11-07,0.0
2017-11-08,0.02021210631820569
2017-11-09,-0.00941076436969468
2017-11-10,-0.0004999955425283309
2017-11-13,0.002000856136166407
2017-11-14,-0.0029953541896163838
2017-11-15,-0.01051574309366321
2017-11-16,0.01062749914439376
2017-11-17,-0.004006099889586223
2017-11-20,-0.009552327395165872
2017-11-21,0.00456867913853487
2017-11-22,-0.0005056844452384635
2017-11-24,0.0010113052147138202
2017-11-27,-0.010100919141490805
2017-11-28,-0.007143179266392852
2017-11-29,0.010791272239843996
2017-11-30,0.006101186544333004
2017-12-01,-0.014149004771606188
2017-12-04,0.017939620483797603
2017-12-05,-0.006546144845345547
2017-12-06,-0.006081800251842351
2017-12-07,0.002039822088668819
2017-12-08,0.009669060974076382
2017-12-11,-0.0005037729111031508
2017-12-12,0.0010084362637863276
2017-12-13,0.0
2017-12-14,-0.0035264808406985093
2017-12-15,0.01820055309489832
2017-12-18,0.0218467446623809
2017-12-19,-0.014577069050522695
2017-12-20,-0.011341432108569527
2017-12-21,0.0
2017-12-22,0.0044891168338412335
2017-12-26,0.0019859535383563998
2017-12-27,-0.0014869829773347387
2017-12-28,0.011055580511483143
2017-12-29,-0.013419650738883626
2018-01-02,0.004534020504792791
2018-01-03,-0.0035100981474673887
2018-01-04,-0.0025169783061698148
2018-01-05,0.0020184367442439566
2018-01-08,0.02668692398262129
2018-01-09,0.002451809188475096
2018-01-10,0.010274294413239016
2018-01-11,-0.0038741919644852407
2018-01-12,-0.010208752725505255
2018-01-16,-0.0019647788608637695
2018-01-17,0.030019467060412364
2018-01-18,-0.020544497564489284
2018-01-19,0.01073151190042787
2018-01-22,0.004343463420255711
2018-01-23,0.023546289863936698
2018-01-24,-0.00046916607928071397
2018-01-25,-0.005636389744783421
2018-01-26,0.0033063342776631366
2018-01-29,-0.01365330350536631
2018-01-30,-0.005728101748140424
2018-01-31,-0.0033603630048189004
2018-02-01,-0.009152219711504261
2018-02-02,-0.02236259064122481
2018-02-05,-0.03779221877674588
2018-02-06,0.0036177051084353984
2018-02-07,0.0015447184115502388
2018-02-08,-0.03598976476054205
2018-02-09,0.04106678953940568
2018-02-12,-0.005122938954981615
2018-02-13,0.0051493185998283675
2018-02-14,0.0061474755639316925
2018-02-15,-0.004073297869357284
2018-02-16,0.01636008532476585
2018-02-20,-0.01861182567726738
2018-02-21,-0.014864419992916655
2018-02-22,-0.005722972473358734
2018-02-23,0.0052327851934261815
2018-02-26,-0.010931886488120157
2018-02-27,-0.02684195678585355
2018-02-28,0.003785835146371763
2018-03-01,-0.00808201285338328
2018-03-02,0.0016295320979904382
2018-03-05,-0.017353420368060313
2018-03-06,0.004414918230487341
2018-03-07,0.01868137372628409
2018-03-08,0.0037754231799491667
2018-03-09,0.01612046650465504
2018-03-12,-0.009518739434207779
2018-03-13,-0.001601558298889083
2018-03-14,0.011764424608115664
2018-03-15,0.006871206608672464
2018-03-16,0.006823921992016535
2018-03-19,-0.012512840026294714
2018-03-20,-0.0010561089443927862
2018-03-21,-0.008985063529898807
2018-03-22,-0.01866655903313119
2018-03-23,-0.022826047856437492
2018-03-26,0.0228028943404055
2018-03-27,-0.003262608620066776
2018-03-28,0.024269505714695994
2018-03-29,0.003769103435761645
2018-04-02,-0.01877674120064321
2018-04-03,0.01968288516179495
2018-04-04,0.00857908776159344
2018-04-05,-0.00903782722304225
2018-04-06,-0.010192983946565537
2018-04-09,-0.011382195793290029
2018-04-10,0.0005482625069506142
2018-04-11,0.012602857105147969
2018-04-12,0.04058439073617581
2018-04-13,-0.0046803951405852695
2018-04-16,0.016196625227125727
2018-04-17,0.01131089360022286
2018-04-18,0.005592696463401214
2018-04-19,-0.01617832565226618
2018-04-20,-0.00205524449468808
2018-04-23,0.002059477223914419
2018-04-24,-0.008222120521786724
2018-04-25,0.016580440474230906
2018-04-26,-0.0010192105673041407
2018-04-27,0.00765304402227085
2018-04-30,-0.009620173331734705
2018-05-01,-0.0015340419067764177
2018-05-02,-0.005120169826081211
2018-05-03,0.0
2018-05-04,0.021101530294511672
2018-05-07,0.014112899711193672
2018-05-08,-0.004473236675862635
2018-05-09,0.02895659107573545
