Date,ADP
2015-01-05,-0.0007200457516610692
2015-01-06,-0.00829086683229674
2015-01-07,0.008723242154583755
2015-01-08,0.022940341235979433
2015-01-09,-0.0071623257660266
2015-01-12,-0.004848492401536064
2015-01-13,-0.002020000774164754
2015-01-14,-0.0028578869729202205
2015-01-15,-0.0004778703251909766
2015-01-16,0.010394442379080049
2015-01-20,0.004729424556281447
2015-01-21,-0.004825097950785007
2015-01-22,0.02424302848652138
2015-01-23,0.00277154805050861
2015-01-26,-0.0032245357697668897
2015-01-27,-0.010857811844481202
2015-01-28,-0.012846289694338098
2015-01-29,-0.002129016471458689
2015-01-30,-0.021576714189887047
2015-02-02,0.011025977515985996
2015-02-03,0.020373730028960146
2015-02-04,0.016913816199964016
2015-02-05,0.006814418629972563
2015-02-06,-0.008374536152313983
2015-02-09,-0.004974457182572833
2015-02-10,0.005929508421318674
2015-02-11,0.0034672624781808548
2015-02-12,0.010711562124511298
2015-02-13,0.011396452770145338
2015-02-17,-0.018478997959155863
2015-02-18,0.005509958177107865
2015-02-19,0.0015984288278072523
2015-02-20,0.010942804145569696
2015-02-23,0.005412447722393798
2015-02-24,0.0010086321420379463
2015-02-25,-0.002128035686859042
2015-02-26,-0.0025821708347961714
2015-02-27,0.0
2015-03-02,0.015083236018944568
2015-03-03,-0.016412058158653542
2015-03-04,-0.023900288931652747
2015-03-05,0.0019630845822671272
2015-03-06,-0.008645342504496667
2015-03-09,0.009767104296480866
2015-03-10,-0.019460878011023697
2015-03-11,0.0038979347527687835
2015-03-12,0.016472732142847057
2015-03-13,-0.005903745518302417
2015-03-16,0.017117117217038347
2015-03-17,-0.008128498805565876
2015-03-18,0.00819511276992757
2015-03-19,0.00022888732517079013
2015-03-20,0.004578443290033762
2015-03-23,-0.005241169776568522
2015-03-24,-0.0038942856790633584
2015-03-25,-0.025641048107152287
2015-03-26,-0.003893805588259025
2015-03-27,0.0026062434063880424
2015-03-30,0.014888080250375468
2015-03-31,-0.0029103359678621654
2015-04-01,-0.004437806148841816
2015-04-02,0.007741456317480466
2015-04-06,0.003840993277069993
2015-04-07,-0.0045218261352605316
2015-04-08,0.008268892087607949
2015-04-09,0.00034658952060717674
2015-04-10,-0.003002295167543245
2015-04-13,-0.004864296261810619
2015-04-14,-0.003491560113756509
2015-04-15,0.0016350296167642053
2015-04-16,-0.004430820150996384
2015-04-17,-0.02166777931088648
2015-04-20,0.01520364539917729
2015-04-21,0.0035379007601819
2015-04-22,0.0024675870365606922
2015-04-23,0.0053918591200809995
2015-04-24,-0.008977107293617892
2015-04-27,-0.0035294634444587025
2015-04-28,0.010743637148795004
2015-04-29,-0.002569712748705877
2015-04-30,-0.009954176831094563
2015-05-01,0.017624585048881425
2015-05-04,0.005463321046839775
2015-05-05,-0.010289154103091724
2015-05-06,-0.0023361733020685893
2015-05-07,0.010420353888542788
2015-05-08,0.01216704018613246
2015-05-11,-0.0016030836433235107
2015-05-12,-0.00515992682194244
2015-05-13,-0.0051862506116534535
2015-05-14,0.019464604733024027
2015-05-15,-0.002500205138930456
2015-05-18,-0.003304232243238059
