Date,FOX
2019-03-14,0.01938767762984117
2019-03-15,0.026526510880825915
2019-03-18,-0.0039006555525250564
2019-03-19,-0.03206054400971725
2019-03-20,-0.04930479848345104
2019-03-21,0.03404259351543093
2019-03-22,-0.036522606514161504
2019-03-25,-0.026962197331576343
2019-03-26,0.007133062329252038
2019-03-27,-0.013892406472556962
2019-03-28,-0.014641162974300626
2019-03-29,0.005887547144445726
2019-04-01,0.007525013476119113
2019-04-02,-0.012448172233826105
2019-04-03,-0.005602206690804468
2019-04-04,0.014929509411576225
2019-04-05,0.026366872672947572
2019-04-08,-0.0035154152084753143
2019-04-09,0.001085429637097679
2019-04-10,-0.026023202463578587
2019-04-11,0.01335913507918618
2019-04-12,0.014831532182572493
2019-04-15,0.0008115851799146423
2019-04-16,0.006219676667495566
2019-04-17,0.026874218756336665
2019-04-18,-0.007589547877659308
2019-04-22,-0.017932515454748166
2019-04-23,0.00966712505488787
2019-04-24,-0.003989003234146193
2019-04-25,0.005073130240228263
2019-04-26,0.007173376819278321
2019-04-29,0.02162990915610652
2019-04-30,-0.005938426864530499
2019-05-01,0.006233902429889193
2019-05-02,-0.04904493375368102
2019-05-03,0.004885872103707056
2019-05-06,0.007833623675132628
2019-05-07,-0.01634944916865222
2019-05-08,0.0032694833222657316
2019-05-09,0.031233410569943887
2019-05-10,0.0021069353887868125
2019-05-13,-0.01445468431295105
2019-05-14,-0.0005334194196862097
2019-05-15,-0.00667029478092851
2019-05-16,-0.024442662241659585
2019-05-17,0.020504464627830732
2019-05-20,-0.004073074910876384
2019-05-21,0.013631306764700701
2019-05-22,-0.01371686328362931
2019-05-23,-0.004363230010135388
2019-05-24,-0.001643395966817618
2019-05-28,-0.007956136574859385
2019-05-29,-0.023783378566277102
2019-05-30,-0.013880896318947067
2019-05-31,-0.0028727765103480074
2019-06-03,-0.02679330812304337
2019-06-04,0.009176984480507855
2019-06-05,-0.0020532996513178414
2019-06-06,-0.008230342332018026
2019-06-07,-0.0017783776413408114
2019-06-10,0.0017815459027412661
2019-06-11,0.0026674738735392722
2019-06-12,0.025716673594380124
2019-06-13,0.006916531086068378
2019-06-14,0.0005722743934419849
2019-06-17,0.024027377208304834
2019-06-18,0.000838168840759268
2019-06-19,-0.0025117032047059507
2019-06-20,-0.010912385897133281
2019-06-21,0.014993122923341318
2019-06-24,-0.00947616801034945
2019-06-25,-0.009848102087698263
2019-06-26,0.0034102000383975373
2019-06-27,0.012460941227791178
2019-06-28,0.021818089033527555
2019-07-01,-0.015603430120703199
2019-07-02,0.01585075628881616
2019-07-03,-0.004927489003370145
2019-07-05,0.00577726157480507
2019-07-08,-0.011761355026949971
2019-07-09,-0.0033213606026915032
2019-07-10,0.0036100348094800783
2019-07-11,0.0047039401347723775
2019-07-12,0.017901270681409676
2019-07-15,0.002164553877861408
2019-07-16,-0.009449286594549244
2019-07-17,-0.014172740276547913
2019-07-18,0.01216466419262252
2019-07-19,-0.00437026766239712
2019-07-22,-0.0035664572920452997
2019-07-23,0.005231215361045649
2019-07-24,0.010407984314666718
2019-07-25,0.014638322356981481
2019-07-26,0.0016030024497393214
2019-07-29,0.005334826852276597
2019-07-30,0.004244926665579296
2019-07-31,-0.01717292490064204
2019-08-01,-0.009677481118386733
2019-08-02,-0.0076004456045730695
2019-08-05,-0.015317081729306792
2019-08-06,0.011110910562208698
2019-08-07,0.010714297565950881
2019-08-08,-0.04865470666707883
2019-08-09,0.010571399431693607
2019-08-12,-0.01583253559273412
2019-08-13,0.005458137764521975
2019-08-14,-0.03828553155883452
2019-08-15,-0.025252460880272887
2019-08-16,0.006095529767106811
2019-08-19,0.017873530665042825
2019-08-20,-0.007143088693046473
2019-08-21,-0.006294818399058988
2019-08-22,-0.009954689898904467
2019-08-23,-0.042047547653656814
2019-08-26,0.0085877089570634
2019-08-27,-0.002838239835502243
2019-08-28,-0.0018974797156592338
2019-08-29,0.028200347869421938
2019-08-30,0.010785679174965423
2019-09-03,-0.004298332300910701
2019-09-04,0.024051778165435023
2019-09-05,0.02107811024955719
2019-09-06,-0.001179643271191133
2019-09-09,0.0035428651884996665
2019-09-10,0.006766726624439112
2019-09-11,-0.007305512765580668
2019-09-12,-0.007948268951386894
2019-09-13,0.0002964570649965914
2019-09-16,-0.006526011842253321
2019-09-17,-0.02000600707560396
2019-09-18,-0.009750001480757664
2019-09-19,-0.016307892854190764
2019-09-20,0.0034407918840988483
2019-09-23,0.0031171143852180005
2019-09-24,-0.020198732993941593
2019-09-25,0.014906401285018855
2019-09-26,-0.016562576339010482
2019-09-27,0.0003177272415131327
2019-09-30,0.0019060864035569391
2019-10-01,-0.011414170787352296
2019-10-02,-0.0279024839055253
2019-10-03,0.00263930102973875
2019-10-04,0.0031261196246532563
2019-10-07,0.0001640305772532269
2019-10-08,-0.01492297795947961
2019-10-09,0.007491348192047109
2019-10-10,0.005452710790573301
2019-10-11,0.024157734757979776
2019-10-14,-0.004813853981466054
2019-10-15,0.01386653702362528
2019-10-16,0.004611934171455889
2019-10-17,-0.0030077789237313857
2019-10-18,0.001111568919834216
2019-10-21,0.01792220336167838
2019-10-22,0.021190340381635808
2019-10-23,-0.004882470895789637
2019-10-24,-0.030972101897765003
2019-10-25,0.0031645940329640965
2019-10-28,0.016088281092564216
2019-10-29,-0.004967421141892414
2019-10-30,-0.021528765544993278
2019-10-31,-0.003826496041845706
2019-11-01,0.019846435634971682
2019-11-04,0.0012552865615598208
2019-11-05,0.007837017725913276
2019-11-06,0.00559883424141816
2019-11-07,0.05938734803045276
2019-11-08,0.00525566948484979
2019-11-11,-0.006099366938484452
2019-11-12,-0.01198115938438038
2019-11-13,-0.00709861015751756
2019-11-14,-0.0035745879361199773
2019-11-15,0.0043348661202973204
2019-11-18,0.0257476603584732
2019-11-19,0.028148658118410275
2019-11-20,-0.012277722878324182
2019-11-21,-0.006143724045596599
2019-11-22,0.002731474929866806
2019-11-25,-0.0007167949540671792
2019-11-26,0.009756068614343638
2019-11-27,-0.004546822754071145
2019-11-29,-0.0014272466678489915
2019-12-02,-0.0047169532452538965
2019-12-03,-0.013356502598820374
2019-12-04,0.008442579179281928
2019-12-05,-0.0001444748345733604
2019-12-06,-0.0010103355035155914
2019-12-09,0.005491429342965537
2019-12-10,0.0037365826900517263
2019-12-11,0.01059593675554682
2019-12-12,0.0189851082689243
2019-12-13,-0.0027805554577904346
2019-12-16,0.0008365502205214259
2019-12-17,0.009752132670399316
2019-12-18,-0.0066225694638226695
2019-12-19,0.0013886750658893554
2019-12-20,0.004715773754377928
2019-12-23,0.011319867034669917
2019-12-24,-0.003549224845590171
2019-12-26,0.008219160696699479
2019-12-27,-0.0020382358891360974
2019-12-30,-0.007760101765179939
2019-12-31,-0.0010979118789797848
2020-01-02,0.0016485074803243016
2020-01-03,-0.009873858732125762
2020-01-06,-0.0023545637818572773
2020-01-07,0.012633669074332055
2020-01-08,-0.0013708923978754672
2020-01-09,0.0021964616310257146
2020-01-10,-0.011369916396473778
2020-01-13,0.005958143986913189
2020-01-14,0.006611738992863936
2020-01-15,0.006841783142278235
2020-01-16,0.039141165306330494
2020-01-17,0.009024094942596816
2020-01-21,-0.004277464109466389
2020-01-22,-0.00026005043793997373
2020-01-23,-0.0390626270633746
2020-01-24,-0.023306190900309387
2020-01-27,0.009156438461494387
2020-01-28,0.006873763566369373
2020-01-29,-0.01720375699693244
2020-01-30,0.01305926753363762
2020-01-31,-0.0035654340527425665
2020-02-03,0.013762661710250423
2020-02-04,0.015476513742139764
2020-02-05,0.014171132722961444
2020-02-06,-0.037701094878213604
2020-02-07,-0.003561640079108308
2020-02-10,0.011272954053455297
2020-02-11,-0.004622064007636095
2020-02-12,0.01502339387549756
2020-02-13,0.009687859266926058
2020-02-14,-0.005597211745248631
2020-02-18,-0.002412228045121978
2020-02-19,0.008328753167315295
2020-02-20,-0.02637863603462065
2020-02-21,-0.028462039728388788
2020-02-24,-0.03464783661828086
2020-02-25,-0.04201923928134299
2020-02-26,-0.013097814683392994
2020-02-27,-0.04351853896704461
2020-02-28,-0.01742495170282976
2020-03-02,0.044006508727009175
2020-03-03,-0.026932852066064994
2020-03-04,-0.001302498379481598
2020-03-05,-0.05053802230221882
2020-03-06,-0.02060425469451921
2020-03-09,-0.04873772952564581
2020-03-10,0.06008103107230367
2020-03-11,-0.043115567873901695
2020-03-12,-0.07122089434099788
2020-03-13,-0.0070421652788712485
2020-03-16,-0.08628844619528686
2020-03-17,0.02587330871729754
2020-03-18,-0.10004215715167819
2020-03-19,0.02475483410745727
2020-03-20,-0.08614420868799033
2020-03-23,-0.011969892439206209
2020-03-24,0.0928825740059458
2020-03-25,0.07805980475755536
2020-03-26,0.05398469161205344
2020-03-27,-0.1040649874546491
2020-03-30,0.07849358857322564
2020-03-31,-0.03744234790336343
2020-04-01,-0.05747369227692134
2020-04-02,0.012752188627325411
2020-04-03,-0.011446831395728663
2020-04-06,0.13246872248840869
2020-04-07,0.021267998682684253
2020-04-08,0.034040713191235694
2020-04-09,-0.006971331854845442
2020-04-13,-0.009360390029730103
2020-04-14,0.024015845726446994
2020-04-15,-0.03229536181844861
2020-04-16,-0.0015891825632503576
2020-04-17,0.04377228656307586
2020-04-20,-0.020587013339945726
2020-04-21,-0.02491248531632151
2020-04-22,-0.018363271097403322
2020-04-23,-0.00569329068360902
2020-04-24,0.0028629449194419454
2020-04-27,0.06076682714065407
2020-04-28,0.03690878196378233
2020-04-29,0.03633683941609123
2020-04-30,-0.08551002722082424
2020-05-01,-0.021126656482771233
2020-05-04,-0.01558764755121178
2020-05-05,-0.03166860594366516
2020-05-06,0.03186578012449015
2020-05-07,0.01625361078728793
2020-05-08,0.028788449682847217
2020-05-11,-0.010882083947003185
2020-05-12,-0.022004016409616356
2020-05-13,-0.033346720687900566
2020-05-14,0.04405651762173668
2020-05-15,0.015127160849302212
2020-05-18,0.05313741093753421
2020-05-19,0.003165019289416371
2020-05-20,0.01596157382523211
2020-05-21,-0.0051152416468418505
2020-05-22,0.00514154187597482
2020-05-26,0.044574380585290285
2020-05-27,0.024833882933777085
2020-05-28,-0.021843201474950225
2020-05-29,0.0041872067981005845
2020-06-01,0.012508599586420921
2020-06-02,-0.009265462558362247
2020-06-03,0.04676114002364118
2020-06-04,-0.009099965100733298
2020-06-05,0.01018555338293492
2020-06-08,0.04727265051830032
2020-06-09,-0.042613713505004314
2020-06-10,-0.019782325778107568
2020-06-11,-0.07097212592639657
2020-06-12,0.011948023296333599
2020-06-15,0.0325580390899205
2020-06-16,-0.02910611178052458
2020-06-17,-0.0092789861616428
2020-06-18,0.03242056086931311
2020-06-19,-0.02930901488746429
2020-06-22,-0.00790796220366452
2020-06-23,0.007608735998574145
2020-06-24,-0.02876665202481976
2020-06-25,-0.00962618768169965
2020-06-26,-0.037383153182297346
2020-06-29,0.04038847203619578
2020-06-30,0.001866374226654699
2020-07-01,0.002794346044544316
2020-07-02,-0.013561316931756329
2020-07-06,-0.0007532518347995731
2020-07-07,-0.028646771843377272
2020-07-08,-0.01474600482313193
2020-07-09,-0.036983021962302964
2020-07-10,0.038403291744307344
2020-07-13,-0.013391048602408473
2020-07-14,0.0031936729427131105
2020-07-15,0.044568183453988164
2020-07-16,0.005523859817675891
2020-07-17,-0.043000574109475
2020-07-20,-0.01741888694519389
2020-07-21,0.021353704652814942
2020-07-22,0.020513005332686518
2020-07-23,0.01005014158716988
2020-07-24,0.013777330202963567
2020-07-27,-0.03020009911099264
2020-07-28,0.0007784677156468245
2020-07-29,0.008168071892000972
2020-07-30,-0.0015431992422062502
2020-07-31,-0.004250337231392898
2020-08-03,0.0186261801894676
2020-08-04,0.01752380725939373
2020-08-05,-0.06963671098125401
2020-08-06,0.012474741608033968
2020-08-07,-0.01073122559800821
2020-08-10,-0.008437167816469637
2020-08-11,0.010534898071673071
2020-08-12,0.010825721832094626
2020-08-13,0.01904026168388384
2020-08-14,0.005060319859845341
2020-08-17,-0.004260293695403039
2020-08-18,0.0009723077552084014
2020-08-19,0.007188774435658241
2020-08-20,0.0
2020-08-21,0.003472297304308203
2020-08-24,0.03998450063853176
